"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","condition","gsea_enrichment"
"Cellular adaptive immune system...242","Cellular adaptive immune system","Cellular adaptive immune system",121,0.273984668948597,1.39601431888429,0.0227729228959648,0.209118044490545,0.191115634295725,1641,"tags=38%, list=24%, signal=29%","IDO1/CCL2/CD276/SRC/FCER1G/LILRB1/IL15/CEBPB/CD86/CLEC4G/LFNG/LGALS1/RBX1/TNFAIP8L2/PSMB10/NCAPH2/LAG3/CD1D/IRF1/ADA/TLR4/CTSC/CD151/BAX/RELB/FKBP1A/BTK/LIPA/CTSH/NCKAP1L/KDELR1/WAS/SLC11A1/MDK/CCR2/CORO1A/CSK/LCP1/TAP2/B2M/RHOA/THEMIS2/EFNB1/PRF1/MYO1G/PTPN6","ChAd (V1, D3)","ImmuneGO"
"Adaptive Immune response...243","Adaptive Immune response","Adaptive Immune response",43,0.373099440126101,1.50358106902971,0.0277884824956562,0.238980949462643,0.218407722071123,1448,"tags=49%, list=22%, signal=39%","CX3CR1/LILRB4/LILRB1/CLEC6A/CD86/LILRB2/TAP1/LILRA6/LAG3/ERAP2/HLA-DPA1/TFEB/HLA-DMB/BTK/LAIR1/CTSH/HLA-DMA/HLA-C/CSK/TAP2/CTSS","ChAd (V1, D3)","ImmuneGO"
"Chemotaxis, Eosinophil...244","Chemotaxis, Eosinophil","Chemotaxis, Eosinophil",3,-0.951837317160185,-1.76681940194957,0.0003609556334734,0.0133564431654161,0.0122684057235133,139,"tags=100%, list=5%, signal=95%","CCL3L1/CCL3","ChAd (V1, D7)","ImmuneGO"
"Chemotaxis, Lymphocyte...245","Chemotaxis, Lymphocyte","Chemotaxis, Lymphocyte",3,-0.951837317160185,-1.76681940194957,0.0003609556334734,0.0133564431654161,0.0122684057235133,139,"tags=100%, list=5%, signal=95%","CCL3L1/CCL3","ChAd (V1, D7)","ImmuneGO"
"Eosinophil...246","Eosinophil","Eosinophil",3,-0.951837317160185,-1.76681940194957,0.0003609556334734,0.0133564431654161,0.0122684057235133,139,"tags=100%, list=5%, signal=95%","CCL3L1/CCL3","ChAd (V1, D7)","ImmuneGO"
"Antibacterial humoral response...247","Antibacterial humoral response","Antibacterial humoral response",4,0.921127765881513,1.64601333197432,0.000425364432019621,0.0133564431654161,0.0122684057235133,225,"tags=100%, list=8%, signal=92%","PI3/DEFA4/CTSG/RNASE3","ChAd (V1, D7)","ImmuneGO"
"Killing of bacterium, Neutrophil...248","Killing of bacterium, Neutrophil","Killing of bacterium, Neutrophil",2,0.978958630527817,1.50110844059,0.000243965832996036,0.0133564431654161,0.0122684057235133,61,"tags=100%, list=2%, signal=98%","SCNN1B/AZU1","ChAd (V1, D7)","ImmuneGO"
"Antimicrobial humoral response...249","Antimicrobial humoral response","Antimicrobial humoral response",3,0.950053514092044,1.58680395172247,0.000959042592587289,0.0250949478393674,0.0230506728393787,143,"tags=100%, list=5%, signal=95%","PRTN3/AZU1/DEFA4","ChAd (V1, D7)","ImmuneGO"
"Cellular response to Interferon II...250","Cellular response to Interferon II","Cellular response to Interferon II",11,-0.698188602555093,-1.94557730439284,0.00255646257574879,0.0573378034846514,0.0526669733650502,571,"tags=91%, list=20%, signal=73%","IL12RB1/VIM/LGALS9/AIF1/STAT1/GBP1/MRC1/CCL4/CCL3L1/CCL3","ChAd (V1, D7)","ImmuneGO"
"Response to Interferon II...251","Response to Interferon II","Response to Interferon II",4,-0.8197715917202,-1.63956888111637,0.00958011222479694,0.18800970241164,0.172694128262787,510,"tags=100%, list=18%, signal=82%","BST2/STAT1/SNCA","ChAd (V1, D7)","ImmuneGO"
"Development, Spleen","Development, Spleen","Development, Spleen",4,-0.810072943390425,-1.62017128042979,0.0114452220991419,0.199655541062809,0.183391278079818,124,"tags=75%, list=4%, signal=72%","CDKN2B/CDH17/EPB42","ChAd (V1, D7)","ImmuneGO"
"ADCC...253","ADCC","ADCC",2,-0.903352353780314,-1.45565839631578,0.0182854412751305,0.22366076055664,0.205440993605495,274,"tags=100%, list=10%, signal=90%","FCGR1A","ChAd (V1, D7)","ImmuneGO"
"Activation, Macrophage...254","Activation, Macrophage","Activation, Macrophage",2,-0.890513552068474,-1.43497000221101,0.0237256282020989,0.22366076055664,0.205440993605495,310,"tags=100%, list=11%, signal=89%","FCGR3A","ChAd (V1, D7)","ImmuneGO"
"Activation, Inflammatory response, Leukocyte","Activation, Inflammatory response, Leukocyte","Activation, Inflammatory response, Leukocyte",1,0.99144385026738,1.3161559165126,0.0177527059786486,0.22366076055664,0.205440993605495,25,"tags=100%, list=1%, signal=99%","SCNN1B","ChAd (V1, D7)","ImmuneGO"
"Biosynthesis, Antibacterial peptides against Gram-...256","Biosynthesis, Antibacterial peptides against Gram-","Biosynthesis, Antibacterial peptides against Gram-",1,0.987878787878788,1.31142324511198,0.0256426349682771,0.22366076055664,0.205440993605495,35,"tags=100%, list=1%, signal=99%","ELANE","ChAd (V1, D7)","ImmuneGO"
"Killing of fungus, Neutrophil...257","Killing of fungus, Neutrophil","Killing of fungus, Neutrophil",1,0.987878787878788,1.31142324511198,0.0256426349682771,0.22366076055664,0.205440993605495,35,"tags=100%, list=1%, signal=99%","ELANE","ChAd (V1, D7)","ImmuneGO"
"Migration, Inflammatory response, Leukocyte...258","Migration, Inflammatory response, Leukocyte","Migration, Inflammatory response, Leukocyte",1,0.987878787878788,1.31142324511198,0.0256426349682771,0.22366076055664,0.205440993605495,35,"tags=100%, list=1%, signal=99%","ELANE","ChAd (V1, D7)","ImmuneGO"
"killing of Gram- bacterium, Neutrophil...259","killing of Gram- bacterium, Neutrophil","killing of Gram- bacterium, Neutrophil",1,0.987878787878788,1.31142324511198,0.0256426349682771,0.22366076055664,0.205440993605495,35,"tags=100%, list=1%, signal=99%","ELANE","ChAd (V1, D7)","ImmuneGO"
"Chemotaxis, Granulocyte...260","Chemotaxis, Granulocyte","Chemotaxis, Granulocyte",1,-0.988591800356506,-1.30433220617701,0.0218973760543166,0.22366076055664,0.205440993605495,34,"tags=100%, list=1%, signal=99%","","ChAd (V1, D7)","ImmuneGO"
"Degranulation, Eosinophil...261","Degranulation, Eosinophil","Degranulation, Eosinophil",1,-0.988591800356506,-1.30433220617701,0.0218973760543166,0.22366076055664,0.205440993605495,34,"tags=100%, list=1%, signal=99%","","ChAd (V1, D7)","ImmuneGO"
"Antiviral and inteferon...262","Antiviral and inteferon","Antiviral and inteferon",33,0.735028805185473,2.55223808278142,9.37905663488371e-10,1.68823019427907e-07,1.56975789994369e-07,461,"tags=58%, list=14%, signal=50%","CCL8/IFIT1/MX1/CCL2/IFIT2/GBP1/RIGI/OAS2/EIF2AK2/IFITM3/GBP6/STAT2/IFI27/STAT1/GBP2/CASP1/SP100/LGALS9/IFITM1","ChAd (V2, D1)","ImmuneGO"
"Innate immune response...263","Innate immune response","Innate immune response",63,0.604842218712673,2.40686503443446,5.46278422068408e-09,3.77641103780622e-07,3.51139973690753e-07,651,"tags=54%, list=20%, signal=44%","IFIT1/MX1/IFIT2/IFI6/GBP1/RIGI/CFB/OAS2/DDX60/EIF2AK2/IFITM3/GBP6/TRIM22/FCGR1A/IFI35/PARP9/IFI27/PML/MX2/IL27/GBP2/APOBEC3A/BST2/CLEC6A/TRIM21/NCF1/AXL/IFITM1/ADAR/NLRC5/IRF1/TICAM2/ZC3HAV1/MIF","ChAd (V2, D1)","ImmuneGO"
"Immune system, Process...264","Immune system, Process","Immune system, Process",88,0.563062067412236,2.37471549272935,6.29401839634369e-09,3.77641103780622e-07,3.51139973690753e-07,651,"tags=49%, list=20%, signal=40%","IDO1/IFIT1/MX1/IFIT2/IFI6/GBP1/RIGI/CFB/OAS2/DDX60/EIF2AK2/IFITM3/GBP6/IDO2/FCGR1A/IL31RA/IFI35/PARP9/IFI27/PML/IRF9/MX2/IL27/RNF213/GBP2/APOBEC3A/BST2/TAP2/CLEC6A/TAP1/IFI30/LGALS9/AXL/IFITM1/HLA-DMB/LILRB1/ADAR/NLRC5/IRF1/LILRB4/TICAM2/ZC3HAV1/MIF","ChAd (V2, D1)","ImmuneGO"
"Antiviral innate immune response...265","Antiviral innate immune response","Antiviral innate immune response",8,0.904532017995245,2.14739178034802,4.27072590602161e-07,1.92182665770972e-05,1.78696162909851e-05,99,"tags=62%, list=3%, signal=61%","IFIT1/MX1/IFIT2/RIGI/EIF2AK2","ChAd (V2, D1)","ImmuneGO"
"Response to Interferon II...266","Response to Interferon II","Response to Interferon II",7,0.856962822936358,1.94660565735814,0.000153706863176823,0.00528364776992269,0.004912865470279,461,"tags=100%, list=14%, signal=86%","IFITM3/STAT1/GCH1/BST2/TRIM21/SP100/IFITM1","ChAd (V2, D1)","ImmuneGO"
"Signaling, Interferon I, Pathway...267","Signaling, Interferon I, Pathway","Signaling, Interferon I, Pathway",8,0.814942093511743,1.9347020539365,0.000176121592330756,0.00528364776992269,0.004912865470279,461,"tags=88%, list=14%, signal=75%","OAS2/IFITM3/STAT2/IFI27/STAT1/SP100/IFITM1","ChAd (V2, D1)","ImmuneGO"
"Cellular response to Interferon II...268","Cellular response to Interferon II","Cellular response to Interferon II",18,0.669467983689674,2.04826998355559,0.000235960518451961,0.00606755618876471,0.0056417627720093,447,"tags=44%, list=14%, signal=38%","CCL8/CCL2/GBP1/GBP6/STAT1/GBP2/CASP1/LGALS9","ChAd (V2, D1)","ImmuneGO"
"Antigen recognition processing and presentation...269","Antigen recognition processing and presentation","Antigen recognition processing and presentation",31,0.554006530227268,1.88584866657775,0.000728141571950135,0.016383185368878,0.0152334881500094,1218,"tags=84%, list=38%, signal=52%","RIGI/FCGR1A/TAP2/CLEC6A/TAP1/IFI30/CASP1/HLA-DMB/PIK3AP1/PSME1/TICAM2/PSMB8/SCIMP/HLA-DPA1/LACC1/NFKBIA/HLA-DMA/CD1D/TNFAIP3/PRKCE/HLA-F/CGAS/B2M/XIAP/CTSS/PDIA3","ChAd (V2, D1)","ImmuneGO"
"Immune response...270","Immune response","Immune response",49,0.466785934330267,1.75627024479624,0.00320614606505097,0.0641229213010194,0.059623067174632,524,"tags=35%, list=16%, signal=29%","CCL8/CCL2/IFI6/TNFSF10/LIF/IFITM3/GBP6/TRIM22/FCGR1A/GBP2/FCGR2C/IL1RN/CXCL2/CCR1/FAS/IL15/HLA-DMB","ChAd (V2, D1)","ImmuneGO"
"Eosinophil...271","Eosinophil","Eosinophil",4,0.846837875168707,1.64835433855057,0.00588886097360342,0.090585311733334,0.0842284477520474,32,"tags=50%, list=1%, signal=50%","CCL8/CCL2","ChAd (V2, D1)","ImmuneGO"
"Chemotaxis, Eosinophil...272","Chemotaxis, Eosinophil","Chemotaxis, Eosinophil",3,0.889197573131822,1.56981820578309,0.00704552424592598,0.090585311733334,0.0842284477520474,32,"tags=67%, list=1%, signal=66%","CCL8/CCL2","ChAd (V2, D1)","ImmuneGO"
"Chemotaxis, Lymphocyte...273","Chemotaxis, Lymphocyte","Chemotaxis, Lymphocyte",3,0.889197573131822,1.56981820578309,0.00704552424592598,0.090585311733334,0.0842284477520474,32,"tags=67%, list=1%, signal=66%","CCL8/CCL2","ChAd (V2, D1)","ImmuneGO"
"Chemotaxis, Monocyte...274","Chemotaxis, Monocyte","Chemotaxis, Monocyte",3,0.889197573131822,1.56981820578309,0.00704552424592598,0.090585311733334,0.0842284477520474,32,"tags=67%, list=1%, signal=66%","CCL8/CCL2","ChAd (V2, D1)","ImmuneGO"
"Monocytes...275","Monocytes","Monocytes",3,0.889197573131822,1.56981820578309,0.00704552424592598,0.090585311733334,0.0842284477520474,32,"tags=67%, list=1%, signal=66%","CCL8/CCL2","ChAd (V2, D1)","ImmuneGO"
"Cellular response to Interferon I...276","Cellular response to Interferon I","Cellular response to Interferon I",1,0.99622641509434,1.34463841737771,0.00888246202865323,0.106589544343839,0.0991095763197098,13,"tags=100%, list=0%, signal=100%","IFIT1","ChAd (V2, D1)","ImmuneGO"
"Antiviral and inteferon...277","Antiviral and inteferon","Antiviral and inteferon",44,0.651200221273417,2.33510882900769,1.04712115004985e-07,2.32460895311067e-05,2.18242092326179e-05,240,"tags=39%, list=6%, signal=37%","CCL8/CCL2/IFI27/GBP1/CCL7/IFIT1/IFIT2/MX1/RAB43/OAS2/CCL1/EIF2AK2/CCL20/IFITM3/STAT1/STAT2/GBP7","ChAd-BNT (V2, D3)","ImmuneGO"
"Innate immune response...278","Innate immune response","Innate immune response",68,0.562644229588753,2.18477546076143,4.10608047602618e-07,3.64951820520331e-05,3.42629020687651e-05,399,"tags=37%, list=9%, signal=34%","IFI27/DEFB1/GBP1/IFIT1/IFI6/CFB/FCGR1A/IFIT2/APOBEC3A/MX1/OAS2/EIF2AK2/PARP9/IFITM3/MX2/AXL/CLEC6A/IL27/IFI35/GBP7/DDX60/TRIM22/CFD/CYBA/GBP2","ChAd-BNT (V2, D3)","ImmuneGO"
"Immune system, Process...279","Immune system, Process","Immune system, Process",97,0.517598967973444,2.11124877650944,4.93178135838285e-07,3.64951820520331e-05,3.42629020687651e-05,1451,"tags=68%, list=34%, signal=46%","IFI27/GBP1/IDO1/IL31RA/IFIT1/IFI6/CFB/FCGR1A/IFIT2/APOBEC3A/MX1/OAS2/EIF2AK2/PARP9/IFITM3/MX2/AXL/IDO2/CLEC6A/IL27/IFI35/GBP7/DDX60/CFD/GBP2/TAP1/RNF213/GSDMD/BST2/CD7/LILRB4/ERAP2/LGALS9/TAP2/IFITM1/PML/HLA-DPA1/LILRB1/ADAR/LILRB2/IRF9/CX3CR1/CD300C/LILRA6/SRC/CD40/CD86/IFI30/CASP4/IRF8/RNF19B/HCK/LACC1/SYK/HLA-C/HLA-DMA/FCER1G/LILRA5/IRF1/MCOLN2/LILRA2/HLA-DMB/PSMB8/PSMB9/ZC3HAV1/HLA-F","ChAd-BNT (V2, D3)","ImmuneGO"
"Antiviral innate immune response...280","Antiviral innate immune response","Antiviral innate immune response",6,0.892288778563287,1.89847511257642,0.000123534319813804,0.00685615474966611,0.00643678824292977,138,"tags=67%, list=3%, signal=65%","IFIT1/IFIT2/MX1/EIF2AK2","ChAd-BNT (V2, D3)","ImmuneGO"
"Signaling, Interferon I, Pathway...281","Signaling, Interferon I, Pathway","Signaling, Interferon I, Pathway",9,0.789291466139477,1.93799379706318,0.00066761599064405,0.0296421499845958,0.0278290455047415,235,"tags=56%, list=6%, signal=53%","IFI27/OAS2/IFITM3/STAT1/STAT2","ChAd-BNT (V2, D3)","ImmuneGO"
"Cellular response to Interferon II...282","Cellular response to Interferon II","Cellular response to Interferon II",27,0.596012387710329,1.9394244668135,0.00116562943261973,0.0431282890069298,0.0404902855541589,240,"tags=33%, list=6%, signal=32%","CCL8/CCL2/GBP1/CCL7/RAB43/CCL1/CCL20/STAT1/GBP7","ChAd-BNT (V2, D3)","ImmuneGO"
"Extravasation, Th cell...283","Extravasation, Th cell","Extravasation, Th cell",1,0.999296105114969,1.36239008343826,0.00273462742957302,0.0867267556236013,0.0814219896323995,4,"tags=100%, list=0%, signal=100%","CCL2","ChAd-BNT (V2, D3)","ImmuneGO"
"Chemotaxis, Monocyte...284","Chemotaxis, Monocyte","Chemotaxis, Monocyte",10,0.712346297075019,1.78752171456589,0.00369258712307524,0.102469292665338,0.0962016118906445,150,"tags=50%, list=4%, signal=48%","CCL8/CCL2/CCL7/CCL1/CCL20","ChAd-BNT (V2, D3)","ImmuneGO"
"Monocytes...285","Monocytes","Monocytes",12,0.674241376476338,1.78060505083439,0.00429197863334525,0.105868806289183,0.0993931894037847,150,"tags=42%, list=4%, signal=40%","CCL8/CCL2/CCL7/CCL1/CCL20","ChAd-BNT (V2, D3)","ImmuneGO"
"Chemotaxis, Lymphocyte...286","Chemotaxis, Lymphocyte","Chemotaxis, Lymphocyte",9,0.73350229938385,1.80101137199712,0.00520032451691752,0.115447204275569,0.108385710984176,150,"tags=56%, list=4%, signal=54%","CCL8/CCL2/CCL7/CCL1/CCL20","ChAd-BNT (V2, D3)","ImmuneGO"
"Antigen recognition processing and presentation...287","Antigen recognition processing and presentation","Antigen recognition processing and presentation",32,0.525085944396068,1.77464171610256,0.00603667022336334,0.121830980871515,0.114379014758463,1551,"tags=81%, list=36%, signal=52%","FCGR1A/CLEC6A/TAP1/SCIMP/PIK3AP1/ERAP2/TAP2/HLA-DPA1/CASP1/SRC/CD40/CTSS/IFI30/LACC1/SYK/HLA-C/HLA-DMA/RAB10/FCER1G/HLA-DMB/PSMB8/PSME1/HLA-F/RNF135/RELB/BTK","ChAd-BNT (V2, D3)","ImmuneGO"
"Chemotaxis, Dendritic cell...288","Chemotaxis, Dendritic cell","Chemotaxis, Dendritic cell",7,-0.704205306753795,-1.86414949797527,0.0112151180444956,0.168378499906887,0.158079388248287,512,"tags=71%, list=12%, signal=63%","CCR7/CCL5/CXCR4/CXCR2/CXCR1","ChAd-BNT (V2, D3)","ImmuneGO"
"Eosinophil...289","Eosinophil","Eosinophil",11,0.665510965033726,1.71480252018384,0.00953884416360977,0.168378499906887,0.158079388248287,108,"tags=36%, list=3%, signal=36%","CCL8/CCL2/CCL7/CCL1","ChAd-BNT (V2, D3)","ImmuneGO"
"Chemotaxis, Eosinophil...290","Chemotaxis, Eosinophil","Chemotaxis, Eosinophil",8,0.722437292769131,1.70212623436893,0.0113769256693843,0.168378499906887,0.158079388248287,108,"tags=50%, list=3%, signal=49%","CCL8/CCL2/CCL7/CCL1","ChAd-BNT (V2, D3)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...291","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",12,0.641898415954498,1.69519047843734,0.0112315646624161,0.168378499906887,0.158079388248287,374,"tags=58%, list=9%, signal=53%","CCL8/DEFB1/CXCL9/CCL1/CCL20/HAMP/CXCL3","ChAd-BNT (V2, D3)","ImmuneGO"
"Chemotaxis, Neutrophil...292","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",24,-0.823171633748911,-2.37652782543013,0.000729764604399637,0.0734181673990214,0.0681902483582242,420,"tags=67%, list=8%, signal=62%","CCL4/CCL3L1/CCL3/CCL20/CCL8/CXCL2/CXCL3/CCL2/CXCL5/PF4V1/CXCL8/CXCR2/CXCL6/CXCR1/CCL7/CXCL1","ChAd-BNT (V2, D7)","ImmuneGO"
"Immune response...293","Immune response","Immune response",61,-0.693178238212561,-2.33545969047217,0.00107967893233855,0.0734181673990214,0.0681902483582242,970,"tags=62%, list=18%, signal=52%","CXCR5/CXCR4/IGSF6/TNFRSF1B/PIK3R1/PKHD1L1/IFITM2/IFI6/TLR4/PTAFR/C5AR1/IL15/IFITM3/FCAR/TNFSF15/TNFSF4/FCGR1A/CCL4/CEBPB/BMP6/IL1RN/CCR1/CCL3L1/CCL3/CCL20/CCL8/CXCL2/CXCL3/CCL2/CXCL5/PF4V1/CXCL8/IL1R2/CXCR2/CXCL6/CXCR1/CCL7/CXCL1","ChAd-BNT (V2, D7)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...294","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",13,-0.900365169595406,-2.33316558830829,0.000540272156739947,0.0734181673990214,0.0681902483582242,205,"tags=77%, list=4%, signal=74%","CCL20/CCL8/CXCL2/ADM/CXCL3/CXCL5/PF4V1/CXCL8/CXCL6/CXCL1","ChAd-BNT (V2, D7)","ImmuneGO"
"Neutrophil...295","Neutrophil","Neutrophil",36,-0.723407586205625,-2.25653532749476,0.00222839166865654,0.113647975101483,0.105555394831099,642,"tags=61%, list=12%, signal=54%","CSF1/C5AR1/IL15/NLRP6/FCAR/MPL/CCL4/CCL3L1/CCL3/CCL20/CCL8/CXCL2/CXCL3/CCL2/CXCL5/PF4V1/CXCL8/CXCR2/CXCL6/CXCR1/CCL7/CXCL1","ChAd-BNT (V2, D7)","ImmuneGO"
"T cells...296","T cells","T cells",92,-0.358804676565664,-1.92612519136406,0.000703484040991966,0.10353465544375,0.098693527439039,1280,"tags=43%, list=21%, signal=35%","ITGB7/PRF1/BCL2/RPL22/ITK/CD7/CD247/SKAP1/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/SPN/CD28/RASGRP1/LFNG/CD1C/S1PR1/PLCG1/THEMIS/ZAP70/TESPA1/IL7R/CD8B/CD40LG/CD3G/TCF7/CD6/GZMM/CCR7/ZNF683/GPR15/FCER1A","I (D10, moderate)","ImmuneGO"
"Cellular adaptive immune system...297","Cellular adaptive immune system","Cellular adaptive immune system",103,-0.337336320786192,-1.83126018545534,0.000888709488787555,0.10353465544375,0.098693527439039,1280,"tags=41%, list=21%, signal=33%","ITGB7/PRF1/BCL2/RPL22/ITK/CD7/CD247/SKAP1/RORA/CD81/PIK3R1/CRTAM/EOMES/GPR183/NLRC3/SPNS2/TOX/GATA3/DPP4/KLRK1/SPN/CD28/RASGRP1/RORC/LFNG/CD1C/S1PR1/PLCG1/THEMIS/ZAP70/TESPA1/IL7R/CD8B/CD40LG/CD3G/TCF7/GZMM/CCR7/ZNF683/ZFPM1/GPR15/FCER1A","I (D10, moderate)","ImmuneGO"
"Selection-, T cell, Thymic...298","Selection-, T cell, Thymic","Selection-, T cell, Thymic",4,-0.872754491017964,-1.81300411079116,0.00190592892409669,0.148027146438176,0.141105615082246,770,"tags=100%, list=13%, signal=87%","CD28/ZAP70/CCR7","I (D10, moderate)","ImmuneGO"
"Signaling, T cell...299","Signaling, T cell","Signaling, T cell",17,-0.605387156084541,-2.04945836286168,0.00614349491117675,0.22629030333394,0.215709302026028,1198,"tags=65%, list=20%, signal=52%","ITK/CD247/SKAP1/GATA3/CD28/PLCG1/THEMIS/ZAP70/CD8B/CD3G/ZNF683","I (D10, moderate)","ImmuneGO"
"Antiviral innate immune response...300","Antiviral innate immune response","Antiviral innate immune response",7,0.789102254110462,1.89178518068347,0.00510485274948054,0.22629030333394,0.215709302026028,905,"tags=71%, list=15%, signal=61%","IFIT1/MX1/EIF2AK2/IFIT2/RNF135","I (D10, moderate)","ImmuneGO"
"Innate immune response...301","Innate immune response","Innate immune response",79,0.386427606678264,1.79884662392744,0.0077696241488048,0.22629030333394,0.215709302026028,927,"tags=39%, list=15%, signal=34%","IFI27/CD177/PPARG/IFIT1/IFI6/OAS2/MX1/DDX60/TARM1/RNASE3/FCGR1A/DEFA4/VNN1/TRIM22/CRISP3/HMGB2/GBP6/S100A12/GBP1/EIF2AK2/CFB/PARP9/LCN2/PTX3/BPI/TRIM40/IFITM1/IFIT2/RNF135/FCER1G/CAMP","I (D10, moderate)","ImmuneGO"
"Degranulation, Eosinophil...302","Degranulation, Eosinophil","Degranulation, Eosinophil",1,-0.99667497921862,-1.32593630197582,0.00731334994478132,0.22629030333394,0.215709302026028,22,"tags=100%, list=0%, signal=100%","","I (D10, moderate)","ImmuneGO"
"Hypersensitivity, Type I...303","Hypersensitivity, Type I","Hypersensitivity, Type I",1,-0.99667497921862,-1.32593630197582,0.00731334994478132,0.22629030333394,0.215709302026028,22,"tags=100%, list=0%, signal=100%","","I (D10, moderate)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...304","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",15,0.611373734495721,1.85654162486608,0.00980097757382075,0.248435657995898,0.236819172519243,1189,"tags=67%, list=20%, signal=54%","S100A7/RNASE3/CXCL2/DEFA4/S100A12/CXCL3/BPI/CAMP/F2/ADM","I (D10, moderate)","ImmuneGO"
"Antibacterial humoral response...305","Antibacterial humoral response","Antibacterial humoral response",7,0.749752265297886,1.79744794452945,0.0106624745920986,0.248435657995898,0.236819172519243,1189,"tags=86%, list=20%, signal=69%","RNASE4/RNASE3/DEFA4/BPI/CAMP/ADM","I (D10, moderate)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...306","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",9,0.826947909997803,2.23297192899314,2.71992865605478e-05,0.00655502806109201,0.00595521221536204,457,"tags=67%, list=7%, signal=62%","CCL20/S100A12/DEFA4/BPI/CAMP/CXCL2","I (D10, severe)","ImmuneGO"
"Eosinophil...307","Eosinophil","Eosinophil",3,-0.931902191467232,-1.72561784959036,0.000664432848231028,0.0514284229471632,0.046722480773138,12,"tags=67%, list=0%, signal=67%","FCER1A/CCL2","I (D10, severe)","ImmuneGO"
"Chemotaxis, Eosinophil...308","Chemotaxis, Eosinophil","Chemotaxis, Eosinophil",1,-0.999702955591861,-1.33018864595329,0.000853583783355405,0.0514284229471632,0.046722480773138,4,"tags=100%, list=0%, signal=100%","","I (D10, severe)","ImmuneGO"
"Extravasation, Th cell...309","Extravasation, Th cell","Extravasation, Th cell",1,-0.999702955591861,-1.33018864595329,0.000853583783355405,0.0514284229471632,0.046722480773138,4,"tags=100%, list=0%, signal=100%","","I (D10, severe)","ImmuneGO"
"Hypersensitivity, Type I...310","Hypersensitivity, Type I","Hypersensitivity, Type I",1,-0.998514777959305,-1.32860767593879,0.00231701680956245,0.11168021022091,0.101460946608209,12,"tags=100%, list=0%, signal=100%","","I (D10, severe)","ImmuneGO"
"Migration, Leukocyte...311","Migration, Leukocyte","Migration, Leukocyte",10,-0.633967286587561,-1.80483395573208,0.00916971730296335,0.235471207972839,0.213924486823982,1503,"tags=70%, list=22%, signal=54%","ITGA6/ITGB7/SRC/ITGA3/ADD2/DBH/ADORA1","I (D10, severe)","ImmuneGO"
"Neutrophil...312","Neutrophil","Neutrophil",24,0.484858053233784,1.78546041027539,0.0193884987996019,0.235471207972839,0.213924486823982,640,"tags=42%, list=10%, signal=38%","CD177/CCL20/IL18RAP/S100A12/ANXA3/CAMP/CXCL2/AZU1/NLRP6/FCAR","I (D10, severe)","ImmuneGO"
"Antimicrobial humoral response...313","Antimicrobial humoral response","Antimicrobial humoral response",4,0.831797919762258,1.69831622391756,0.012045376241401,0.235471207972839,0.213924486823982,1136,"tags=100%, list=17%, signal=83%","DEFA4/AZU1/SLC11A1/BCL3","I (D10, severe)","ImmuneGO"
"Antibacterial humoral response...314","Antibacterial humoral response","Antibacterial humoral response",5,0.765098345512759,1.68987718287958,0.0143310612132107,0.235471207972839,0.213924486823982,377,"tags=60%, list=6%, signal=57%","DEFA4/BPI/CAMP","I (D10, severe)","ImmuneGO"
"Activation, Neutrophil...315","Activation, Neutrophil","Activation, Neutrophil",5,0.763233000912792,1.68575718537053,0.0147602554758955,0.235471207972839,0.213924486823982,640,"tags=60%, list=10%, signal=54%","IL18RAP/CAMP/FCAR","I (D10, severe)","ImmuneGO"
"Innate immune response...316","Innate immune response","Innate immune response",79,0.32924056740778,1.58976995774751,0.0214952969933712,0.235471207972839,0.213924486823982,1729,"tags=51%, list=26%, signal=38%","CD177/IFI27/PPARG/S100A12/VNN1/DEFA4/BPI/LCN2/TARM1/HMGB2/CRISP3/CAMP/CFD/NLRP6/TRIM22/CR1/APOBEC3A/PRKDC/SLC15A4/ANKHD1/CD55/IFITM2/TREML4/RNF135/NLRP9/C1R/EIF2AK2/LILRA5/HLA-C/CHGA/TREML1/FCER1G/F12/ZC3HAV1/JAK3/IFITM1/IFNL1/ITGAM/PARP9/TBKBP1","I (D10, severe)","ImmuneGO"
"Innate immune response, mucosa...317","Innate immune response, mucosa","Innate immune response, mucosa",2,0.944295900178253,1.54334000328634,0.00996915178873671,0.235471207972839,0.213924486823982,377,"tags=100%, list=6%, signal=94%","DEFA4/CAMP","I (D10, severe)","ImmuneGO"
