,condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,gsea_enrichment,rank,leading_edge,core_enrichment
785,"I (D10, severe)",Antibody Secreting B cell,Antibody Secreting B cell...785,Antibody Secreting B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
786,"I (D10, severe)",Atypical memory B cell,Atypical memory B cell...786,Atypical memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
787,"I (D10, severe)",Class switched plasmablast,Class switched plasmablast...787,Class switched plasmablast,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
788,"I (D10, severe)",Class-switched memory B cell,Class-switched memory B cell...788,Class-switched memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
789,"I (D10, severe)",Double-negative B cell,Double-negative B cell...789,Double-negative B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
790,"I (D10, severe)",Double-negative memory B cell,Double-negative memory B cell...790,Double-negative memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
791,"I (D10, severe)",IgA memory B cell,IgA memory B cell,IgA memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
792,"I (D10, severe)",IgG memory B cell,IgG memory B cell,IgG memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
793,"I (D10, severe)",IgM memory B cell,IgM memory B cell,IgM memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
794,"I (D10, severe)",IgM only B cell,IgM only B cell...794,IgM only B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
795,"I (D10, severe)",Intermediate transition memory B cell,Intermediate transition memory B cell...795,Intermediate transition memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
796,"I (D10, severe)",Marginal zone(MZ)-like B cell,Marginal zone(MZ)-like B cell...796,Marginal zone(MZ)-like B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
797,"I (D10, severe)",Memory-like B cell,Memory-like B cell,Memory-like B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
798,"I (D10, severe)",Non class-switched memory B cell,Non class-switched memory B cell...798,Non class-switched memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
799,"I (D10, severe)",Non-switched B cell,Non-switched B cell,Non-switched B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
800,"I (D10, severe)",Non-switched memory B cell,Non-switched memory B cell...800,Non-switched memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
801,"I (D10, severe)",Plasmablast B cell,Plasmablast B cell...801,Plasmablast B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
802,"I (D10, severe)",Resting memory B cell,Resting memory B cell...802,Resting memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
803,"I (D10, severe)",Switched memory B cell,Switched memory B cell...803,Switched memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
804,"I (D10, severe)",Switched memory B cell(Sw MB),Switched memory B cell(Sw MB)...804,Switched memory B cell(Sw MB),1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
805,"I (D10, severe)",Terminal differentiated B cell,Terminal differentiated B cell...805,Terminal differentiated B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
806,"I (D10, severe)",Tissue-like memory B cell,Tissue-like memory B cell...806,Tissue-like memory B cell,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
807,"I (D10, severe)",Unswitched memory B cell(UnSw MB),Unswitched memory B cell(UnSw MB)...807,Unswitched memory B cell(UnSw MB),1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
808,"I (D10, severe)",Unswitched plasmablast,Unswitched plasmablast...808,Unswitched plasmablast,1,-0.9383632853,-1.26484267,0.1153081511,0.1724131402,0.1190650583,CellMarker,417,"tags=100%, list=6%, signal=94%",
809,"I (D10, severe)",Conventional dendritic cell 2-A (cDC2-A),Conventional dendritic cell 2-A (cDC2-A)...809,Conventional dendritic cell 2-A (cDC2-A),1,-0.9270755978,-1.249627722,0.1292246521,0.1913987771,0.1321761585,CellMarker,493,"tags=100%, list=7%, signal=93%",
810,"I (D10, severe)",Monocyte precursor,Monocyte precursor...810,Monocyte precursor,1,0.9388088519,1.2496702,0.1382765531,0.2010131374,0.138815643,CellMarker,413,"tags=100%, list=6%, signal=94%",S100A9
811,"I (D10, severe)",Non-classical monocyte,Non-classical monocyte...811,Non-classical monocyte,1,-0.9236595871,-1.245023198,0.1371769384,0.2010131374,0.138815643,CellMarker,516,"tags=100%, list=8%, signal=92%",
812,"I (D10, severe)",Effector memory CD8+ T cell,Effector memory CD8+ T cell...812,Effector memory CD8+ T cell,4,-0.6429943509,-1.374163521,0.1397849462,0.2013416198,0.1390424864,CellMarker,1088,"tags=75%, list=16%, signal=63%",CXCR3/CD3E/CD4
813,"I (D10, severe)",Macrophage,Macrophage...813,Macrophage,11,0.4511516168,1.332146919,0.1433891993,0.2046554935,0.1413309811,CellMarker,226,"tags=27%, list=3%, signal=26%",S100A12/VSIG4/CD163
814,"I (D10, severe)",Immature neutrophil,Immature neutrophil...814,Immature neutrophil,1,-0.9166790435,-1.235613954,0.1550695825,0.2193326527,0.151466733,CellMarker,563,"tags=100%, list=8%, signal=92%",
815,"I (D10, severe)",AXL+SIGLEC6+ dendritic cell,AXL+SIGLEC6+ dendritic cell...815,AXL+SIGLEC6+ dendritic cell,25,-0.3309948545,-1.28047643,0.1652360515,0.2316255365,0.1599559521,CellMarker,497,"tags=36%, list=7%, signal=33%",KLF12/CD300LB/BIN1/GPR146/CD5/CX3CR1/LTK/SLC4A3/CDH1
816,"I (D10, severe)",Monocyte progenitor cell,Monocyte progenitor cell,Monocyte progenitor cell,1,-0.8987078568,-1.211390155,0.1789264414,0.2485969141,0.1716760453,CellMarker,684,"tags=100%, list=10%, signal=90%",
817,"I (D26, moderate)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...817,INNATE IMMUNE SYSTEM,113,0.3943096066,1.941750305,4.69E-05,0.00060940567,0.000444101298,ImmuneGO,1219,"tags=50%, list=29%, signal=36%",DEFA4/CTSG/RNASE3/BPI/ELANE/CD177/TARM1/PRTN3/AZU1/CH25H/LCN2/CRISP3/CAMP/PPARG/EDNRB/CXCL2/S100A12/RNASE2/IL18RAP/ANXA3/IL10/FLT1/VNN1/NFKBIA/HMGB2/FCAR/TREML1/SNCA/MERTK/CXCL3/CLEC6A/CLU/FCER1G/MAP2K6/SLC18A2/VIM/IFITM2/ANKHD1/CR1/TBKBP1/MILR1/LILRA5/IFNGR1/F12/ITGAM/JMJD6/C1R/SLC11A1/ALOX5/LY86/RNF135/LGALS3/AIF1/JAK3/CD55/CEBPB
818,"I (D26, moderate)",T CELLS,T CELLS...818,T CELLS,74,-0.3451507592,-1.939800515,0.0003223092582,0.002092932184,0.001525213738,ImmuneGO,871,"tags=47%, list=21%, signal=38%",SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/THEMIS/RASGRP1/NLRC3/CD247/ITGB7/PRF1/LAG3/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/IL7R/CR2/CD28/KLRK1/CD8B/TESPA1/CD3G/GZMM/CD6/TNFRSF4/EOMES/CD40LG/S1PR1/TCF7/FCER1A/CCR7/GPR15
819,"I (D26, moderate)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...819,CELLULAR ADAPTIVE IMMUNE SYSTEM,84,-0.3240955303,-1.897986187,0.0004829843502,0.002092932184,0.001525213738,ImmuneGO,871,"tags=44%, list=21%, signal=36%",SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/THEMIS/RASGRP1/NLRC3/RORA/CD247/ITGB7/PRF1/LAG3/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/RORC/IL7R/CR2/CD28/KLRK1/CD8B/TESPA1/CD3G/GZMM/TNFRSF4/EOMES/CD40LG/S1PR1/TCF7/ZFPM1/FCER1A/CCR7/GPR15
820,"I (D26, moderate)",ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...820,ADAPTIVE IMMUNE SYSTEM,116,-0.2230632045,-1.38371367,0.02353503765,0.07648887236,0.05574087864,ImmuneGO,871,"tags=37%, list=21%, signal=30%",SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/LAX1/THEMIS/RASGRP1/NLRC3/RORA/CD247/ITGB7/PRF1/LAG3/CD27/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/RORC/IL7R/CR2/CD28/KLRK1/IL2RB/CD8B/TESPA1/CD3G/CXCR5/GZMM/CD6/TNFRSF4/KLRC2/EOMES/CD40LG/S1PR1/TCF7/ZFPM1/FCER1A/CCR7/GPR15
821,"I (D26, moderate)",Naive CD8+ T cell,Naive CD8+ T cell...821,Naive CD8+ T cell,69,-0.5449352278,-3.032473213,1.00E-10,7.70E-09,5.63E-09,CellMarker,673,"tags=55%, list=16%, signal=47%",SPTBN1/PLEKHB1/LDLRAP1/PRKCQ-AS1/CD3D/LMO7/OXNAD1/CD27/BACH2/GCSAM/IL7R/CD28/STMN3/CD3E/THAP7/RCAN3/ABLIM1/SNED1/CD8A/CD8B/LEF1/LINC01550/FAM102A/TRABD2A/TMEM204/CAMK4/EPHX2/APBA2/PASK/S1PR1/LEF1-AS1/CA6/TCF7/NELL2/CCR7/CD248/LRRN3/NOG
822,"I (D26, moderate)",Neutrophil,Neutrophil...822,Neutrophil,19,0.8507514078,2.828910253,1.00E-10,7.70E-09,5.63E-09,CellMarker,369,"tags=79%, list=9%, signal=72%",DEFA4/CTSG/MMP8/CEACAM8/LTF/ELANE/CD177/MPO/PRTN3/AZU1/LCN2/CAMP/S100A8/TLR2/S100A9
823,"I (D26, moderate)",Neutrophil progenitor cell,Neutrophil progenitor cell...823,Neutrophil progenitor cell,5,0.9823515383,2.158310165,3.99E-09,2.05E-07,1.50E-07,CellMarker,79,"tags=100%, list=2%, signal=98%",LTF/MPO/AZU1/LCN2/CAMP
824,"I (D26, moderate)",Granulocyte-monocyte progenitor,Granulocyte-monocyte progenitor...824,Granulocyte-monocyte progenitor,54,0.5773013659,2.480228449,1.19E-07,4.59E-06,3.36E-06,CellMarker,1179,"tags=76%, list=28%, signal=55%",CTSG/RNASE3/ELANE/MPO/PRTN3/METTL7B/MS4A3/SUCNR1/RNASE2/KIAA0101/MCM10/RMI2/CLSPN/ASPM/CLEC12A/SKA3/CDKN3/TTK/MGST1/SHCBP1/SMIM24/CSTA/ANXA1/M1AP/PYGL/IGFBP7/SERPINB1/CST7/RAD51AP1/VIM/SDC4/UBE2J1/LDHA/AP3S1/HAL/NUF2/PLD1/F13A1/MCM4/ALDH4A1/B3GALNT1
825,"I (D26, moderate)",Naive CD4+ T cell,Naive CD4+ T cell...825,Naive CD4+ T cell,23,-0.6723810467,-2.758491381,4.89E-07,1.51E-05,1.10E-05,CellMarker,625,"tags=70%, list=15%, signal=60%",LDLRAP1/CD3D/CD27/IL7R/CD28/CD3E/ABLIM1/LEF1/TESPA1/TRABD2A/TMEM204/S1PR1/TCF7/NELL2/CCR7/LRRN3
826,"I (D26, moderate)",CD8+ recently activated effector memory or effector T cell (CTL),CD8+ recently activated effector memory or effector T cell (CTL)...826,CD8+ recently activated effector memory or effector T cell (CTL),10,-0.8191688681,-2.49444979,1.44E-06,3.70E-05,2.71E-05,CellMarker,551,"tags=90%, list=13%, signal=78%",PRF1/TBX21/CD3E/KLRG1/CD8A/CD8B/S1PR5/EOMES/S1PR1
827,"I (D26, moderate)",CD1C-CD141- dendritic cell,CD1C-CD141- dendritic cell...827,CD1C-CD141- dendritic cell,95,0.4588076076,2.224187767,3.31E-06,7.27E-05,5.32E-05,CellMarker,1517,"tags=77%, list=36%, signal=50%",MS4A4A/ARL4A/TLR2/IRAK3/MAFB/CLEC12A/SMAP2/SAMSN1/UPP1/NUDT16/S100A4/FCAR/CSGALNACT2/TSC22D3/PELI1/FGD4/BCL2A1/PYGL/LILRA6/S100A11/IFITM2/ABHD3/RNF144B/SLC31A2/MARCKS/RALB/P2RX1/NPL/FAM45B/DUSP1/LILRA5/SCPEP1/PRAM1/SIRPB1/LTA4H/PTGER2/HK3/SLC11A1/DOK3/CNIH4/ALOX5/DDX60L/RNF149/LGALS3/CXCL16/ALDH3B1/MXD3/ASAH1/AIF1/NAMPT/RAB24/MCTP1/NDUFB3/ZFAND5/GNS/MPP1/TBXAS1/IFI30/CAMKK2/TIMP1/ITM2B/CORO2A/SSH2/SLC7A7/CLEC7A/LILRB2/FAM46A/CMTM7/TESC/SDCBP/FTL/ARRB2/STXBP2
828,"I (D26, moderate)",CD4+ T cell,CD4+ T cell...828,CD4+ T cell,29,-0.5393184083,-2.35385248,2.46E-05,0.0004731741006,0.0003460671822,CellMarker,844,"tags=62%, list=20%, signal=50%",STAT4/CCR6/RORA/CD3D/CDR2/CD27/LTB/IKZF2/IL7R/RNF43/CD28/CD3E/TIGIT/CD3G/FAM102A/TCF7/CCR7/LRRN3
829,"I (D26, moderate)",CD8+ T cell,CD8+ T cell...829,CD8+ T cell,20,-0.6241039575,-2.399931126,2.79E-05,0.0004766543985,0.0003486125812,CellMarker,724,"tags=70%, list=17%, signal=58%",THEMIS/ANK3/CD3D/PRF1/AQP3/LAG3/CD27/CD28/CD3E/CD8A/CD8B/CD3G/TCF7/CCR7
830,"I (D26, moderate)",CD1C+_B dendritic cell,CD1C+_B dendritic cell...830,CD1C+_B dendritic cell,22,0.6266051351,2.147100213,0.0001336977544,0.002058945418,0.001505858918,CellMarker,1080,"tags=82%, list=26%, signal=61%",CD163/RETN/S100A12/RNASE2/S100A8/EREG/S100A9/PLBD1/MGST1/CSTA/VCAN/ANXA1/CD36/NAIP/CREB5/IL13RA1/F13A1/BST1
831,"I (D26, moderate)",Exhausted CD8+ T cell,Exhausted CD8+ T cell...831,Exhausted CD8+ T cell,5,-0.865967088,-2.003517176,0.0002321818635,0.002979667248,0.002179250824,CellMarker,568,"tags=100%, list=14%, signal=87%",LAG3/CD3E/CD8A/TIGIT
832,"I (D26, moderate)",Memory CD8+ T cell,Memory CD8+ T cell...832,Memory CD8+ T cell,5,-0.865967088,-2.003517176,0.0002321818635,0.002979667248,0.002179250824,CellMarker,568,"tags=100%, list=14%, signal=87%",AQP3/CD3E/KLRG1/CD8A
833,"I (D26, moderate)",CD4+ central memory like T (Tcm-like) cell,CD4+ central memory like T (Tcm-like) cell...833,CD4+ central memory like T (Tcm-like) cell,6,-0.7982104442,-1.984392181,0.0003825943682,0.004532271746,0.003314785214,CellMarker,509,"tags=83%, list=12%, signal=73%",CD27/CD28/CD3E/TCF7/CCR7
834,"I (D26, moderate)",Natural killer cell,Natural killer cell...834,Natural killer cell,26,-0.4920360147,-2.059659482,0.0005793828329,0.005328787339,0.003897335921,CellMarker,875,"tags=77%, list=21%, signal=61%",CD160/NCR3/SPON2/CD7/CD96/CD2/CD247/CD3D/LAG3/CD27/TBX21/IL7R/KLRK1/CD3E/IL2RB/PRSS23/CD8A/CD3G/KLRC2/KIR3DL1
835,"I (D26, moderate)",CD4+ recently activated effector memory or effector T cell (CTL),CD4+ recently activated effector memory or effector T cell (CTL)...835,CD4+ recently activated effector memory or effector T cell (CTL),8,-0.7311131537,-2.042003313,0.0005028777946,0.005328787339,0.003897335921,CellMarker,841,"tags=88%, list=20%, signal=70%",CTSW/PRF1/TBX21/CD3E/KLRG1/S1PR5/S1PR1
836,"I (D26, moderate)",Central memory CD8+ T cell,Central memory CD8+ T cell...836,Central memory CD8+ T cell,6,-0.7907707478,-1.965896713,0.0005231373614,0.005328787339,0.003897335921,CellMarker,509,"tags=83%, list=12%, signal=73%",CD27/RCAN3/LEF1/TCF7/CCR7
837,"I (D26, moderate)",Plasmacytoid dendritic cell,Plasmacytoid dendritic cell...837,Plasmacytoid dendritic cell,98,-0.299358987,-1.820188839,0.0005882427582,0.005328787339,0.003897335921,CellMarker,1239,"tags=49%, list=30%, signal=35%",PHLPP2/ABHD15/TASP1/PAFAH2/GPR183/SLC38A1/SERPINF1/ANKS3/ZNF527/FZD3/USP11/CD40/ADA/GPM6B/MDN1/HNRNPA1L2/ANKRD36/SPON2/NAPSA/PTPRS/SPATA5/FLNB/TRAF4/TP53I13/ARHGEF4/ALDH5A1/LIME1/FMNL3/SIDT1/ANKRD36B/LTB/TMIGD2/KANK1/NOTCH4/SIT1/CARD11/TTC24/AHI1/LY9/VIPR2/PLXNA4/PACSIN1/PTPRCAP/P2RY6/LILRA4/CUX2/KRT5/PLD4
838,"I (D26, moderate)",Regulatory T(Treg) cell,Regulatory T(Treg) cell...838,Regulatory T(Treg) cell,18,-0.5577851487,-2.108382006,0.0009333133089,0.007421118992,0.00542761266,CellMarker,1018,"tags=72%, list=24%, signal=55%",IL32/LTA/CCR4/CDC25B/CD3D/CD27/BACH2/IKZF2/CD28/CD3E/TIGIT/TNFRSF4/CCR7
839,"I (D26, moderate)",CD8 T cell,CD8 T cell...839,CD8 T cell,4,-0.8657606104,-1.873797229,0.0009073912638,0.007421118992,0.00542761266,CellMarker,568,"tags=100%, list=14%, signal=87%",CD3E/CD8A/CD8B
840,"I (D26, moderate)",CD14+ monocyte,CD14+ monocyte...840,CD14+ monocyte,6,0.8113069219,1.854331051,0.0009637816873,0.007421118992,0.00542761266,CellMarker,527,"tags=83%, list=13%, signal=73%",IL1R2/THBS1/S100A9/ALOX5AP/F5
841,"I (D26, moderate)",Effector CD8+ memory T (Tem) cell,Effector CD8+ memory T (Tem) cell...841,Effector CD8+ memory T (Tem) cell,24,-0.4936192154,-2.017577688,0.001022163912,0.007495868687,0.005482282635,CellMarker,932,"tags=58%, list=22%, signal=46%",CEP78/SPON2/SAMD3/ARL4C/LLGL2/TTC16/ZNF600/FCRL6/ADGRG1/TBX21/PRSS23/S1PR5/TGFBR3/C1orf21
842,"I (D26, moderate)",Activated CD4+ T cell,Activated CD4+ T cell...842,Activated CD4+ T cell,7,-0.7518007422,-1.98562819,0.001091957262,0.007643700837,0.005590403209,CellMarker,738,"tags=86%, list=18%, signal=71%",CCR6/CD3D/IL7R/CD3E/TCF7/CCR7
843,"I (D26, moderate)",M2 macrophage,M2 macrophage...843,M2 macrophage,5,0.83377057,1.831865098,0.001440218037,0.009643199032,0.007052783981,CellMarker,702,"tags=100%, list=17%, signal=83%",ARG1/CD163/MS4A4A/IL10/CD36
844,"I (D26, moderate)",Natural killer T(NKT) cell,Natural killer T(NKT) cell...844,Natural killer T(NKT) cell,5,-0.7927498211,-1.834120378,0.002919275594,0.0187320184,0.01370010915,CellMarker,875,"tags=100%, list=21%, signal=79%",CD2/CD3D/CD3E/CD8A
845,"I (D26, moderate)",Granulocyte,Granulocyte...845,Granulocyte,5,0.802513851,1.763191419,0.00332471948,0.020480272,0.01497873618,CellMarker,37,"tags=60%, list=1%, signal=60%",MPO/PRTN3/AZU1
846,"I (D26, moderate)",T helper(Th) cell,T helper(Th) cell...846,T helper(Th) cell,5,-0.7835993603,-1.812949705,0.003954464622,0.02342259814,0.0171306767,CellMarker,431,"tags=80%, list=10%, signal=72%",RORC/IL17RE/CD3E/CXCR5
847,"I (D26, moderate)",Activated CD8+ T cell,Activated CD8+ T cell...847,Activated CD8+ T cell,3,-0.8655542312,-1.693693174,0.004705938135,0.02499015423,0.01827714629,CellMarker,568,"tags=100%, list=14%, signal=87%",CD3E/CD8A
848,"I (D26, moderate)",Proliferative CD8+ T cell,Proliferative CD8+ T cell...848,Proliferative CD8+ T cell,3,-0.8655542312,-1.693693174,0.004705938135,0.02499015423,0.01827714629,CellMarker,568,"tags=100%, list=14%, signal=87%",CD3E/CD8A
849,"I (D26, moderate)",Regulatory CD8+ T cell,Regulatory CD8+ T cell...849,Regulatory CD8+ T cell,3,-0.8655542312,-1.693693174,0.004705938135,0.02499015423,0.01827714629,CellMarker,568,"tags=100%, list=14%, signal=87%",CD3E/CD8A
850,"I (D26, moderate)",Naive CD4 T cell,Naive CD4 T cell...850,Naive CD4 T cell,4,-0.8069665797,-1.746547167,0.005137156383,0.0263707361,0.01928686782,CellMarker,287,"tags=100%, list=7%, signal=93%",LEF1/TCF7/CCR7
851,"I (D26, moderate)",Central memory CD4+ T cell,Central memory CD4+ T cell...851,Central memory CD4+ T cell,6,-0.6977536905,-1.734651529,0.005393906312,0.02679553458,0.01959755434,CellMarker,509,"tags=100%, list=12%, signal=88%",NOSIP/CD27/LEF1/TCF7/CCR7
852,"I (D26, moderate)",Classical monocyte,Classical monocyte...852,Classical monocyte,12,0.6390450518,1.819201643,0.005752132279,0.02768213659,0.0202459919,CellMarker,647,"tags=67%, list=15%, signal=57%",S100A12/S100A8/S100A9/CD9/PLBD1/ALOX5AP/VCAN/BASP1
853,"I (D26, moderate)",Macrophage,Macrophage...853,Macrophage,11,0.6333084946,1.75523785,0.006556930936,0.03059901103,0.02237931771,CellMarker,1144,"tags=82%, list=27%, signal=60%",CD163/VSIG4/S100A12/CD9/MARCO/CD36/IL18/ITGAM/LGALS3
854,"I (D26, moderate)",CD4+ cytotoxic T1 cell,CD4+ cytotoxic T1 cell...854,CD4+ cytotoxic T1 cell,5,-0.746890993,-1.728020561,0.008447330049,0.03685133802,0.02695210641,CellMarker,551,"tags=100%, list=13%, signal=87%",PRF1/CD27/CD28/CD3E
855,"I (D26, moderate)",Exhausted CD4+ T cell,Exhausted CD4+ T cell...855,Exhausted CD4+ T cell,5,-0.7461014341,-1.726193823,0.008614598499,0.03685133802,0.02695210641,CellMarker,568,"tags=100%, list=14%, signal=87%",CD3D/LAG3/CD3E/TIGIT
856,"I (D26, moderate)",Natural killer T (NKT) cell,Natural killer T (NKT) cell...856,Natural killer T (NKT) cell,2,-0.9282650143,-1.561230041,0.008425401506,0.03685133802,0.02695210641,CellMarker,304,"tags=100%, list=7%, signal=93%",CD8B
857,"I (D26, moderate)",Effector memory CD8+ T cell,Effector memory CD8+ T cell...857,Effector memory CD8+ T cell,4,-0.7671175945,-1.660300556,0.01304633064,0.05430094374,0.03971429241,CellMarker,384,"tags=100%, list=9%, signal=91%",CD3E/CD8A/CD8B
858,"I (D26, moderate)",Monocyte,Monocyte...858,Monocyte,29,0.4487979061,1.651295753,0.01504996709,0.06099197189,0.0446079357,CellMarker,755,"tags=48%, list=18%, signal=40%",MPO/CD163/S100A12/S100A8/S100A9/ALOX5AP/S100A6/CREG1/CD63/VCAN/CLU/TMEM119/CD36/IL18
859,"I (D26, moderate)",Memory CD4+ T cell,Memory CD4+ T cell...859,Memory CD4+ T cell,12,-0.5472613334,-1.790402272,0.01553853535,0.06135729344,0.04487512234,CellMarker,738,"tags=67%, list=18%, signal=55%",CCR6/CD3D/AQP3/CD27/IL7R/CD3E/S1PR1/CCR7
860,"I (D26, moderate)",Plasmacytoid dendritic cell(pDC),Plasmacytoid dendritic cell(pDC)...860,Plasmacytoid dendritic cell(pDC),7,-0.6337707813,-1.673891843,0.01606343423,0.0618442218,0.04523124902,CellMarker,509,"tags=86%, list=12%, signal=75%",CD4/SERPINF1/CD27/GATA2/CCR7/LILRA4
861,"I (D26, moderate)",Immature transitional B cell,Immature transitional B cell...861,Immature transitional B cell,1,0.9845127472,1.310334248,0.02241256863,0.0821794183,0.06010388078,CellMarker,66,"tags=100%, list=2%, signal=98%",CD24
862,"I (D26, moderate)",Resting naive B cell,Resting naive B cell...862,Resting naive B cell,1,0.9845127472,1.310334248,0.02241256863,0.0821794183,0.06010388078,CellMarker,66,"tags=100%, list=2%, signal=98%",CD24
863,"I (D26, moderate)",CD8+ mucosal-associated invariant T cell(CD8+ MAIT),CD8+ mucosal-associated invariant T cell(CD8+ MAIT)...863,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),9,-0.5549920961,-1.647310565,0.02440031672,0.08738718081,0.0639127023,CellMarker,875,"tags=78%, list=21%, signal=62%",NCR3/RORA/RORC/CD3E/SLC4A10/CD8A/CD8B
864,"I (D26, moderate)",CD4+ cytotoxic T2 cell,CD4+ cytotoxic T2 cell...864,CD4+ cytotoxic T2 cell,4,-0.7252304421,-1.569642666,0.02847363767,0.09329660003,0.06823469722,CellMarker,509,"tags=100%, list=12%, signal=88%",CD27/CD28/CD3E
865,"I (D26, moderate)",Activated B cell,Activated B cell...865,Activated B cell,2,-0.8794089609,-1.479060039,0.0278304641,0.09329660003,0.06823469722,CellMarker,509,"tags=100%, list=12%, signal=88%",CD5
866,"I (D26, moderate)",Effector (EMRA) CD8+ T cell,Effector (EMRA) CD8+ T cell...866,Effector (EMRA) CD8+ T cell,2,-0.8794089609,-1.479060039,0.0278304641,0.09329660003,0.06823469722,CellMarker,509,"tags=100%, list=12%, signal=88%",CCR7
867,"I (D26, moderate)",Conventional dendritic cell 2(cDC2),Conventional dendritic cell 2(cDC2)...867,Conventional dendritic cell 2(cDC2),2,-0.877264061,-1.475452575,0.02812496363,0.09329660003,0.06823469722,CellMarker,518,"tags=100%, list=12%, signal=88%",FCER1A
868,"I (D26, moderate)",Regulatory CD4+ T cell,Regulatory CD4+ T cell...868,Regulatory CD4+ T cell,4,-0.7153098615,-1.548171193,0.05806451613,0.1818897638,0.133029424,CellMarker,568,"tags=100%, list=14%, signal=87%",CD3D/CD3E/TIGIT
869,"I (D26, moderate)",Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC),Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)...869,Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC),2,-0.8512869399,-1.431762184,0.05905511811,0.1818897638,0.133029424,CellMarker,627,"tags=100%, list=15%, signal=85%",CD5
870,"I (D26, moderate)",Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC),Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)...870,Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC),2,-0.8512869399,-1.431762184,0.05905511811,0.1818897638,0.133029424,CellMarker,627,"tags=100%, list=15%, signal=85%",CD5
