"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"4965","FLT3","Infection",8,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection and vaccination"
"4966","FLT3","Infection",8,"B cells","B CELLS","Infection and vaccination"
"4967","FLT3","Infection",8,"Homeostasis, Leukocyte","LEUKOCYTE HOMEOSTASIS","Infection and vaccination"
"4968","FLT3","Infection",8,"Proliferation, Lymphocyte","LYMPHOCYTE PROLIFERATION","Infection and vaccination"
"4969","FOSL1","Vaccination",4,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"4970","FOSL1","Vaccination",4,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"4971","FOSL1","Vaccination",4,"PRR, TLR, Pathway","TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"4972","FOSL1","Infection",3,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"4973","FOSL1","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"4974","FOSL1","Infection",3,"PRR, TLR, Pathway","TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"4975","FPR1","Vaccination",1,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection and vaccination"
"4976","FPR1","Vaccination",1,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"4977","FPR1","Infection",3,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection and vaccination"
"4978","FPR1","Infection",3,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"4979","FPR3","Vaccination",2,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection and vaccination"
"4980","FPR3","Vaccination",2,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"4981","FPR3","Infection",3,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection and vaccination"
"4982","FPR3","Infection",3,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"4983","FUT4","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"4984","FUT4","Vaccination",1,"Migration, Lymphonode, Lymphocyte","LYMPHOCYTE MIGRATION INTO LYMPH NODE","Infection and vaccination"
"4985","FUT4","Infection",9,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"4986","FUT4","Infection",9,"Migration, Lymphonode, Lymphocyte","LYMPHOCYTE MIGRATION INTO LYMPH NODE","Infection and vaccination"
"4987","GBP1","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"4988","GBP1","Vaccination",7,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"4989","GBP1","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"4990","GBP1","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"4991","GBP1","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"4992","GBP1","Infection",4,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"4993","GBP1","Infection",4,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"4994","GBP1","Infection",4,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"4995","GBP1","Infection",4,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"4996","GBP1","Infection",4,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"4997","GBP2","Vaccination",6,"Activation, Innate immune response","ACTIVATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"4998","GBP2","Vaccination",6,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"4999","GBP2","Vaccination",6,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5000","GBP2","Vaccination",6,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5001","GBP2","Vaccination",6,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5002","GBP2","Vaccination",6,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5003","GBP2","Vaccination",6,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5004","GBP2","Infection",5,"Activation, Innate immune response","ACTIVATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"5005","GBP2","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5006","GBP2","Infection",5,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5007","GBP2","Infection",5,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5008","GBP2","Infection",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5009","GBP2","Infection",5,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5010","GBP2","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5011","GBP6","Vaccination",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5012","GBP6","Vaccination",5,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5013","GBP6","Vaccination",5,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5014","GBP6","Vaccination",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5015","GBP6","Vaccination",5,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5016","GBP6","Vaccination",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5017","GBP6","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5018","GBP6","Infection",5,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5019","GBP6","Infection",5,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5020","GBP6","Infection",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5021","GBP6","Infection",5,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5022","GBP6","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5023","GCH1","Vaccination",6,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5024","GCH1","Vaccination",6,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5025","GCH1","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5026","GCH1","Infection",3,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5027","GCNT1","Vaccination",1,"Tethering or roling, Leukocyte","LEUKOCYTE TETHERING OR ROLLING","Infection and vaccination"
"5028","GCNT1","Infection",1,"Tethering or roling, Leukocyte","LEUKOCYTE TETHERING OR ROLLING","Infection and vaccination"
"5029","GLI3","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5030","GLI3","Vaccination",1,"Differentiation, abT cell","ALPHA-BETA T CELL DIFFERENTIATION","Infection and vaccination"
"5031","GLI3","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5032","GLI3","Vaccination",1,"Selection-, T cell, Thymic","NEGATIVE THYMIC T CELL SELECTION","Infection and vaccination"
"5033","GLI3","Vaccination",1,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Infection and vaccination"
"5034","GLI3","Vaccination",1,"T cells","T CELLS","Infection and vaccination"
"5035","GLI3","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5036","GLI3","Infection",1,"Differentiation, abT cell","ALPHA-BETA T CELL DIFFERENTIATION","Infection and vaccination"
"5037","GLI3","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5038","GLI3","Infection",1,"Selection-, T cell, Thymic","NEGATIVE THYMIC T CELL SELECTION","Infection and vaccination"
"5039","GLI3","Infection",1,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Infection and vaccination"
"5040","GLI3","Infection",1,"T cells","T CELLS","Infection and vaccination"
"5041","GNLY","Vaccination",1,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Infection and vaccination"
"5042","GNLY","Infection",5,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Infection and vaccination"
"5043","GPR183","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5044","GPR183","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5045","GPR183","Vaccination",1,"Activation, Immune response, B cell","B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5046","GPR183","Vaccination",1,"B cells","B CELLS","Infection and vaccination"
"5047","GPR183","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5048","GPR183","Vaccination",1,"Chemotaxis, Dendritic cell","DENDRITIC CELL CHEMOTAXIS","Infection and vaccination"
"5049","GPR183","Vaccination",1,"Homeostasis, Dendritic cell","DENDRITIC CELL HOMEOSTASIS","Infection and vaccination"
"5050","GPR183","Vaccination",1,"Dendritic cells","DENDRITIC CELLS","Infection and vaccination"
"5051","GPR183","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5052","GPR183","Vaccination",1,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"5053","GPR183","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5054","GPR183","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5055","GPR183","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5056","GPR183","Vaccination",1,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Infection and vaccination"
"5057","GPR183","Vaccination",1,"Differentiation, Immune response, B cell, Mature","MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5058","GPR183","Vaccination",1,"Chemotaxis, T cell","T CELL CHEMOTAXIS","Infection and vaccination"
"5059","GPR183","Vaccination",1,"T cells","T CELLS","Infection and vaccination"
"5060","GPR183","Vaccination",1,"Differentiation, Th cell, Follicular","T FOLLICULAR HELPER CELL DIFFERENTIATION","Infection and vaccination"
"5061","GPR183","Infection",5,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5062","GPR183","Infection",5,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5063","GPR183","Infection",5,"Activation, Immune response, B cell","B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5064","GPR183","Infection",5,"B cells","B CELLS","Infection and vaccination"
"5065","GPR183","Infection",5,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5066","GPR183","Infection",5,"Chemotaxis, Dendritic cell","DENDRITIC CELL CHEMOTAXIS","Infection and vaccination"
"5067","GPR183","Infection",5,"Homeostasis, Dendritic cell","DENDRITIC CELL HOMEOSTASIS","Infection and vaccination"
"5068","GPR183","Infection",5,"Dendritic cells","DENDRITIC CELLS","Infection and vaccination"
"5069","GPR183","Infection",5,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5070","GPR183","Infection",5,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"5071","GPR183","Infection",5,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5072","GPR183","Infection",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5073","GPR183","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5074","GPR183","Infection",5,"Chemotaxis, Leukocyte","LEUKOCYTE CHEMOTAXIS","Infection and vaccination"
"5075","GPR183","Infection",5,"Differentiation, Immune response, B cell, Mature","MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5076","GPR183","Infection",5,"Chemotaxis, T cell","T CELL CHEMOTAXIS","Infection and vaccination"
"5077","GPR183","Infection",5,"T cells","T CELLS","Infection and vaccination"
"5078","GPR183","Infection",5,"Differentiation, Th cell, Follicular","T FOLLICULAR HELPER CELL DIFFERENTIATION","Infection and vaccination"
"5079","GPR65","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5080","GPR65","Infection",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5081","GRN","Vaccination",1,"Activation, Astrocyte","ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5082","GRN","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5083","GRN","Vaccination",1,"Activation, Immune response, Microglial cell","MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5084","GRN","Infection",1,"Activation, Astrocyte","ASTROCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5085","GRN","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5086","GRN","Infection",1,"Activation, Immune response, Microglial cell","MICROGLIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"5087","GSDMD","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5088","GSDMD","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5089","GSDMD","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5090","GSDMD","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5091","GSDMD","Infection",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5092","GSDMD","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5093","HLA-DMA","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5094","HLA-DMA","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5095","HLA-DMA","Vaccination",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Infection and vaccination"
"5096","HLA-DMA","Vaccination",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5097","HLA-DMA","Vaccination",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5098","HLA-DMA","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5099","HLA-DMA","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5100","HLA-DMA","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5101","HLA-DMA","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5102","HLA-DMA","Vaccination",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Infection and vaccination"
"5103","HLA-DMA","Infection",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5104","HLA-DMA","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5105","HLA-DMA","Infection",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Infection and vaccination"
"5106","HLA-DMA","Infection",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5107","HLA-DMA","Infection",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5108","HLA-DMA","Infection",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5109","HLA-DMA","Infection",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5110","HLA-DMA","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5111","HLA-DMA","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5112","HLA-DMA","Infection",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Infection and vaccination"
"5113","HLA-DMB","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5114","HLA-DMB","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5115","HLA-DMB","Vaccination",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Infection and vaccination"
"5116","HLA-DMB","Vaccination",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5117","HLA-DMB","Vaccination",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5118","HLA-DMB","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5119","HLA-DMB","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5120","HLA-DMB","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5121","HLA-DMB","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5122","HLA-DMB","Vaccination",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Infection and vaccination"
"5123","HLA-DMB","Infection",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5124","HLA-DMB","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5125","HLA-DMB","Infection",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Infection and vaccination"
"5126","HLA-DMB","Infection",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5127","HLA-DMB","Infection",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5128","HLA-DMB","Infection",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5129","HLA-DMB","Infection",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5130","HLA-DMB","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5131","HLA-DMB","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5132","HLA-DMB","Infection",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Infection and vaccination"
"5133","HLA-DPA1","Vaccination",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5134","HLA-DPA1","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5135","HLA-DPA1","Vaccination",1,"APP","ANTIGEN PROCESSING AND PRESENTATION","Infection and vaccination"
"5136","HLA-DPA1","Vaccination",1,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5137","HLA-DPA1","Vaccination",1,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5138","HLA-DPA1","Vaccination",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5139","HLA-DPA1","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5140","HLA-DPA1","Vaccination",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5141","HLA-DPA1","Vaccination",1,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5142","HLA-DPA1","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5143","HLA-DPA1","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5144","HLA-DPA1","Vaccination",1,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Infection and vaccination"
"5145","HLA-DPA1","Infection",5,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"5146","HLA-DPA1","Infection",5,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5147","HLA-DPA1","Infection",5,"APP","ANTIGEN PROCESSING AND PRESENTATION","Infection and vaccination"
"5148","HLA-DPA1","Infection",5,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5149","HLA-DPA1","Infection",5,"APP, MHC II, polysacharide or peptide","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5150","HLA-DPA1","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5151","HLA-DPA1","Infection",5,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5152","HLA-DPA1","Infection",5,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"5153","HLA-DPA1","Infection",5,"Immune response","IMMUNE RESPONSE","Infection and vaccination"
"5154","HLA-DPA1","Infection",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5155","HLA-DPA1","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5156","HLA-DPA1","Infection",5,"MHCII, Peptide complex","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","Infection and vaccination"
"5157","HP","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5158","HP","Infection",8,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5159","IDO1","Vaccination",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5160","IDO1","Vaccination",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5161","IDO1","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5162","IDO1","Vaccination",7,"Proliferation, T cell","T CELL PROLIFERATION","Infection and vaccination"
"5163","IDO1","Vaccination",7,"T cells","T CELLS","Infection and vaccination"
"5164","IDO1","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5165","IDO1","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"5166","IDO1","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5167","IDO1","Infection",1,"Proliferation, T cell","T CELL PROLIFERATION","Infection and vaccination"
"5168","IDO1","Infection",1,"T cells","T CELLS","Infection and vaccination"
"5169","IFI27","Vaccination",8,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5170","IFI27","Vaccination",8,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5171","IFI27","Vaccination",8,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5172","IFI27","Vaccination",8,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5173","IFI27","Vaccination",8,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"5174","IFI27","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"5175","IFI27","Infection",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5176","IFI27","Infection",5,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5177","IFI27","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5178","IFI27","Infection",5,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"5179","IFI30","Vaccination",5,"APP, MHC I, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Infection and vaccination"
"5180","IFI30","Vaccination",5,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5181","IFI30","Vaccination",5,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5182","IFI30","Vaccination",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5183","IFI30","Vaccination",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5184","IFI30","Infection",5,"APP, MHC I, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Infection and vaccination"
"5185","IFI30","Infection",5,"APP, MHC II, exogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","Infection and vaccination"
"5186","IFI30","Infection",5,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"5187","IFI30","Infection",5,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5188","IFI30","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5189","IFI35","Vaccination",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"5190","IFI35","Vaccination",7,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"5191","IFI35","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"5192","IFI35","Vaccination",7,"Activation, Immune response, Macrophage","MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
