Cond1	Cond2	Shared	NotShared_cond1	NotShared_cond2	Total_Genes_Cond1	Total_Genes_Cond2	Genes_Names	Percentage_Shared_Cond1	Percentage_Shared_Cond2	pvalue	qvalue	log_q
I (D26, severe)	BNT-I (D4)	9	13	518	22	527	CYP26B1, PELI1, EPHB3, SAMSN1, DNAJB9, JMJD6, CD248, FOXO3, TMIGD2	40.91	1.71	1.07920964463564e-20	1.34979084759751e-20	19.8697335209652
I (D51, moderate)	BNT-I (D4)	5	17	8	22	13	CYP26B1, SNCA, EPB42, AHSP, SLC4A1	22.73	38.46	2.1989005497251e-4	1.6431354243563e-4	3.78432664129596
I (D51, severe)	BNT-I (D4)	10	12	365	22	375	CYP26B1, AHSP, SLC4A1, RAP1GAP, PELI1, SAMSN1, JMJD6, CD248, FOXO3, ADORA2A	45.45	2.67	3.2604866165323604e-17	3.56032520660693e-17	16.4485103309641
I-BNT-I (D2)	BNT-I (D4)	0	22	1	22	1	NA	0	0	0.0434782608695652	0.0267625388964657	1.57247268849683
I-I (D1)	BNT-I (D4)	0	22	14	22	14	NA	0	0	2.63414571440824e-10	2.26603027631396e-10	9.64473429184762
I-I (D5)	BNT-I (D4)	1	21	0	22	1	KDM5D	4.55	100	1	0.55984682558178	0.251930779965426
ZF2001 (V3, D07)	BNT-I (D4)	5	17	225	22	230	CYP26B1, PELI1, EPHB3, PDE4B, ADORA2A	22.73	2.17	3.4703448977183698e-22	4.70770304629531e-22	21.3271909395038
ZF2001 (V3, D14)	BNT-I (D4)	1	21	32	22	33	ADORA2A	4.55	3.03	4.22799298207637e-14	4.14229978679563e-14	13.382758473516
ZF2001 (V3, D28)	BNT-I (D4)	0	22	17	22	17	NA	0	0	1.95997273859023e-11	1.76349297202484e-11	10.7536262667688
BNT-I-BNT (D51, severe)	BNT-I-BNT (D51, mild)	4	63	11	67	15	ANKHD1, RORC, TRIM68, AHR	5.97	26.67	1.75479632988335e-10	1.52444041266375e-10	9.81688954667222
BNT-MO (V3, D1)	BNT-I-BNT (D51, mild)	1	66	194	67	195	FCRL3	1.49	0.51	9.45595904290387e-62	3.3688382337279505e-61	60.4725198426508
ChAd (V1, D3)	BNT-I-BNT (D51, mild)	0	67	137	67	137	NA	0	0	1.37871590708731e-55	3.9215961781937e-55	54.4065371293351
ChAd (V1, D6)	BNT-I-BNT (D51, mild)	1	66	84	67	85	POU2AF1	1.49	1.18	1.19091710196407e-42	2.57693638166473e-42	41.5888963029986
ChAd (V1, D7)	BNT-I-BNT (D51, mild)	2	65	35	67	37	DEFA4, AZU1	2.99	5.41	2.61054190793378e-25	3.7581521148126795e-25	24.4250256453939
ChAd (V2, D1)	BNT-I-BNT (D51, mild)	0	67	144	67	144	NA	0	0	9.06566981324126e-57	2.75645989140593e-56	55.5596483224547
ChAd (V2, D3)	BNT-I-BNT (D51, mild)	1	66	10	67	11	RORC	1.49	9.09	1.0027407599333398e-11	9.091778296606419e-12	11.041351163107
ChAd (V2, D7)	BNT-I-BNT (D51, mild)	0	67	1	67	1	NA	0	0	0.0147058823529412	0.0092621717467574	2.03328717022428
ChAd-BNT (V2, D3)	BNT-I-BNT (D51, mild)	0	67	182	67	182	NA	0	0	1.8664828039005e-62	6.786752761268089e-62	61.1683379716974
ChAd-BNT (V2, D7)	BNT-I-BNT (D51, mild)	0	67	117	67	117	NA	0	0	6.49744069669606e-52	1.66063048951031e-51	50.7797269926054
ChAd-BNT (V3, D1)	BNT-I-BNT (D51, mild)	3	64	241	67	244	CD40, VPREB3, NCR1	4.48	1.23	3.7808713819080803e-63	1.41864528711635e-62	61.8481261803744
I (D10, moderate)	BNT-I-BNT (D51, mild)	29	38	455	67	484	GPER1, FCRL3, LTF, LY9, ADD2, ANKHD1, CHIT1, IL21R, LCN2, IRS2, MMP8, GCSAM, S1PR1, DEFA4, IL18, RORC, BPI, IL7R, CEACAM8, CAMP, CD24, CD40LG, FUT4, AHR, CXCR5, TLR2, CRISP3, TIGIT, CCR7	43.28	5.99	8.77699449129283e-40	1.84266468903715e-39	38.7345536864574
I (D10, severe)	BNT-I-BNT (D51, mild)	37	30	498	67	535	GPER1, LTF, LY9, ADD2, RARG, HMGN2, ANKHD1, CHIT1, DNAJA3, IL21R, LCN2, IRS2, MEN1, CD40, CASP6, MMP8, GCSAM, S1PR1, DEFA4, IL18, RORC, TRIM68, BPI, IL7R, AZU1, CEACAM8, CAMP, CD24, CD40LG, GAPDH, TLR2, OLR1, CRISP3, PARP1, TIGIT, MPO, CCR7	55.22	6.92	1.5925871179119099e-31	2.72675267343696e-31	30.5643542523894
I (D26, moderate)	BNT-I-BNT (D51, mild)	36	31	279	67	315	GPER1, CR2, FCRL3, LTF, LY9, RARG, HMGN2, ANKHD1, CHIT1, IL21R, LCN2, IRS2, MMP8, GCSAM, S1PR1, DEFA4, IL18, RORC, BPI, IL7R, AZU1, ITGA9, CEACAM8, CAMP, CD24, CD40LG, FUT4, AHR, CXCR5, GAPDH, TLR2, OLR1, CRISP3, TIGIT, MPO, CCR7	53.73	11.43	7.614906318968399e-26	1.11908504656649e-25	24.9511369073492
I (D26, severe)	BNT-I-BNT (D51, mild)	37	30	490	67	527	FCRL3, LTF, LY9, ADD2, RARG, HMGN2, ANKHD1, CHIT1, DNAJA3, IL21R, LCN2, IRS2, MEN1, CD40, MMP8, GCSAM, S1PR1, DEFA4, IL18, RORC, TRIM68, BPI, IL7R, ITGA9, CEACAM8, CAMP, CD24, CD40LG, FUT4, NCR1, TLR2, HAVCR1, OLR1, CRISP3, TIGIT, MPO, CCR7	55.22	7.02	2.4710326862001496e-31	4.21034723345469e-31	30.3756820857903
I (D51, moderate)	BNT-I-BNT (D51, mild)	6	61	7	67	13	LTF, ANKHD1, DNAJA3, MMP8, BPI, OLR1	8.96	46.15	9.5355632565861e-7	7.60910981036292e-7	6.11866614836225
I (D51, severe)	BNT-I-BNT (D51, mild)	30	37	345	67	375	GPER1, LTF, LY9, ADD2, ANKHD1, CHIT1, LCN2, IRS2, MMP8, GCSAM, S1PR1, DEFA4, RORC, BPI, IL7R, AZU1, CEACAM8, ROMO1, FAU, CAMP, CD24, CD40LG, FUT4, GAPDH, TLR2, HAVCR1, OLR1, CRISP3, MPO, CCR7	44.78	8	1.29072235784019e-34	2.3834675041302797e-34	33.6227907648081
I-BNT-I (D2)	BNT-I-BNT (D51, mild)	0	67	1	67	1	NA	0	0	0.0147058823529412	0.0092621717467574	2.03328717022428
I-I (D1)	BNT-I-BNT (D51, mild)	8	59	6	67	14	FCRL1, CD22, BANK1, VPREB3, FCER2, POU2AF1, MS4A1, CD79A	11.94	57.14	1.76407920246843e-5	1.36148120173605e-5	4.86598835067999
I-I (D5)	BNT-I-BNT (D51, mild)	0	67	1	67	1	NA	0	0	0.0147058823529412	0.0092621717467574	2.03328717022428
ZF2001 (V3, D07)	BNT-I-BNT (D51, mild)	5	62	225	67	230	CHIT1, IRS2, FUT4, POU2AF1, AHR	7.46	2.17	4.60088298689418e-58	1.44888172598583e-57	56.8389670650797
ZF2001 (V3, D14)	BNT-I-BNT (D51, mild)	0	67	33	67	33	NA	0	0	3.3933685032344096e-27	5.09299126925931e-27	26.2930270683194
ZF2001 (V3, D28)	BNT-I-BNT (D51, mild)	0	67	17	67	17	NA	0	0	3.9141145830085594e-18	4.45329649446529e-18	17.3513183891662
BNT-MO (V3, D1)	BNT-I-BNT (D51, severe)	2	13	193	15	195	OSM, FOS	13.33	1.03	7.02862967140969e-19	8.154678572792869e-19	18.0885931525653
ChAd (V1, D3)	BNT-I-BNT (D51, severe)	0	15	137	15	137	NA	0	0	4.99889173881514e-21	6.38813990211472e-21	20.1946255812544
ChAd (V1, D6)	BNT-I-BNT (D51, severe)	0	15	85	15	85	NA	0	0	3.9472883635525296e-18	4.4765994269909694e-18	17.3490517652169
ChAd (V1, D7)	BNT-I-BNT (D51, severe)	0	15	37	15	37	NA	0	0	2.2314547888954998e-13	2.1387008543348299e-13	12.6698499570821
ChAd (V2, D1)	BNT-I-BNT (D51, severe)	0	15	144	15	144	NA	0	0	2.46308459720845e-21	3.22951136995729e-21	20.4908631821222
ChAd (V2, D3)	BNT-I-BNT (D51, severe)	1	14	10	15	11	RORC	6.67	9.09	3.3651904697806e-6	2.66124317769143e-6	5.57491543890064
ChAd (V2, D7)	BNT-I-BNT (D51, severe)	0	15	1	15	1	NA	0	0	0.0625	0.0379414264325002	1.4208863455581
ChAd-BNT (V2, D3)	BNT-I-BNT (D51, severe)	3	12	179	15	182	FOS, TREML1, PPBP	20	1.65	1.08514126679513e-16	1.15281061120337e-16	15.9382420346525
ChAd-BNT (V2, D7)	BNT-I-BNT (D51, severe)	2	13	115	15	117	TREML1, PPBP	13.33	1.71	4.01384032503412e-16	4.17609301341702e-16	15.3792298369301
ChAd-BNT (V3, D1)	BNT-I-BNT (D51, severe)	0	15	244	15	244	NA	0	0	1.24867434999049e-24	1.75462874002936e-24	23.755814761371
I (D10, moderate)	BNT-I-BNT (D51, severe)	4	11	480	15	484	ANKHD1, RORC, AHR, PPBP	26.67	0.83	1.3938979428653899e-19	1.6609212272089198e-19	18.7796509644178
I (D10, severe)	BNT-I-BNT (D51, severe)	6	9	529	15	535	ANKHD1, RORC, TRIM68, CD300LB, TREML1, PPBP	40	1.12	4.652302630790439e-16	4.79790474117278e-16	15.3189483788763
I (D26, moderate)	BNT-I-BNT (D51, severe)	6	9	309	15	315	ANKHD1, GPX1, RORC, AHR, TREML1, PPBP	40	1.9	5.16350440501316e-14	5.0309007638541905e-14	13.298354249189
I (D26, severe)	BNT-I-BNT (D51, severe)	6	9	521	15	527	ANKHD1, RORC, TRIM68, CD300LB, TREML1, PPBP	40	1.14	5.32118624003712e-16	5.47172306598532e-16	15.2618758911779
I (D51, moderate)	BNT-I-BNT (D51, severe)	2	13	11	15	13	IL16, ANKHD1	13.33	15.38	2.01911428186836e-5	1.54814929206571e-5	4.81018716148643
I (D51, severe)	BNT-I-BNT (D51, severe)	6	9	369	15	375	ANKHD1, GPX1, FOS, RORC, TREML1, PPBP	40	1.6	1.0995246653302e-14	1.0986011272702801e-14	13.9591599596866
I-BNT-I (D2)	BNT-I-BNT (D51, severe)	0	15	1	15	1	NA	0	0	0.0625	0.0379414264325002	1.4208863455581
I-I (D1)	BNT-I-BNT (D51, severe)	0	15	14	15	14	NA	0	0	1.28934500757877e-8	1.06500350592692e-8	7.97264896255181
I-I (D5)	BNT-I-BNT (D51, severe)	0	15	1	15	1	NA	0	0	0.0625	0.0379414264325002	1.4208863455581
ZF2001 (V3, D07)	BNT-I-BNT (D51, severe)	3	12	227	15	230	OSM, SOCS6, AHR	20	1.3	7.1273797365135e-18	7.90519427587384e-18	17.1020874524992
ZF2001 (V3, D14)	BNT-I-BNT (D51, severe)	0	15	33	15	33	NA	0	0	9.14695431484193e-13	8.58022021875177e-13	12.0665015654658
ZF2001 (V3, D28)	BNT-I-BNT (D51, severe)	0	15	17	15	17	NA	0	0	1.7676504136160601e-9	1.50230479003566e-9	8.82324194802284
ChAd (V1, D3)	BNT-MO (V3, D1)	63	132	74	195	137	CLEC6A, GBP7, CCL2, IL27, CXCL9, OAS2, IDO1, IFI6, APOBEC3A, OAS3, LAMP3, FCGR1A, IFI35, IFI44L, CXCL11, MX2, IL31RA, GBP5, IFITM1, C2, RSAD2, GBP4, IFI30, CXCL2, TNFSF10, C1QC, BATF2, CCL3L1, IFIT1, C3AR1, GBP1, IFITM3, MX1, APOBEC3B, DDX60, CXCL10, PARP9, FFAR3, IFIT3, LILRA5, AIM2, PDCD1LG2, OAS1, STAT1, LILRB5, SLIT2, IFI44, PLSCR1, XCR1, USP18, C1QA, C1QB, IDO2, PSMB9, OASL, IL36A, FCN2, SECTM1, TRPV4, SERPING1, ISG15, IRF7, SLAMF8	32.31	45.99	2.70592940525705e-28	4.24173676578835e-28	27.3724562864825
ChAd (V1, D6)	BNT-MO (V3, D1)	5	190	80	195	85	IGLC7, IGHV4-59, IGHV3-74, IGKV1-5, IGHV4-31	2.56	5.88	6.02342582604222e-64	2.4703295017876e-63	62.6072451150545
ChAd (V1, D7)	BNT-MO (V3, D1)	3	192	34	195	37	CCL3, APOBEC3B, CXCL10	1.54	8.11	1.76258020159258e-37	3.51224975332083e-37	36.4544146093284
ChAd (V2, D1)	BNT-MO (V3, D1)	98	97	46	195	144	CLEC6A, CCL2, IL27, OAS2, MDK, IDO1, IFI6, NMI, TRIM5, TRIM22, APOBEC3A, OAS3, LAMP3, IGHV3-30, CEACAM1, FCGR1A, PML, EIF2AK2, GBP6, FCGR1BP, IFI35, IFI44L, CXCL11, MX2, GBP2, PARP14, IL31RA, GBP5, IFITM1, C2, RSAD2, APOL1, IL1RN, SFRP1, DHX58, GBP4, CCL8, IFI30, CXCL2, TNFSF10, ISG20, C1QC, IFIT2, SAMD9, TAP2, BATF2, DTX3L, IFIT1, TRIM21, GBP1, BST2, RHBDF2, IFITM3, TNFAIP6, MX1, TNFSF13B, DDX60, TAP1, STAT2, CXCL10, PARP9, IFIT3, AIM2, PDCD1LG2, OAS1, IFIT5, STAT1, RIGI, IFI44, PLSCR1, USP18, FFAR2, C1QB, CDC42EP2, HERC5, GCH1, CD274, WDFY1, IRF9, IDO2, CASP1, IFI16, IFIH1, LIF, OASL, NUB1, NBN, TRAFD1, SOCS1, FGL2, CCR1, RNF213, SERPING1, ISG15, TRIM6, IRF7, ZBP1, SLAMF8	50.26	68.06	2.05790694221769e-12	1.90506819274086e-12	11.7200894739511
ChAd (V2, D3)	BNT-MO (V3, D1)	0	195	11	195	11	NA	0	0	1.84752551362766e-18	2.11567764678912e-18	17.6745505024617
ChAd (V2, D7)	BNT-MO (V3, D1)	1	194	0	195	1	XCL1	0.51	100	1	0.55984682558178	0.251930779965426
ChAd-BNT (V2, D3)	BNT-MO (V3, D1)	82	113	100	195	182	CLEC6A, GBP7, CCL2, IL27, CXCL9, OAS2, IDO1, IFI6, NMI, TRIM5, TRIM22, APOBEC3A, SUCNR1, OAS3, LAMP3, FCGR1A, EIF2AK2, IFI35, IFI44L, CXCL11, MX2, GBP2, PARP14, IL31RA, GBP5, C2, RSAD2, APOL1, IL1RN, CLEC4G, DHX58, GBP4, CCL8, TNFSF10, C1QC, IFIT2, BATF2, DTX3L, IFIT1, JUNB, GBP1, BST2, IFITM3, MX1, TNFSF13B, APOBEC3B, DDX60, TAP1, STAT2, CXCL10, PARP9, FFAR3, IFIT3, AIM2, PDCD1LG2, OAS1, STAT1, SLIT2, IFI44, PLSCR1, USP18, C1QB, JAK2, HERC5, GCH1, CYBB, CD274, IDO2, IFI16, IFIH1, OASL, SECTM1, FGL2, TRPV4, RNF213, SERPING1, ISG15, IRF7, ZBP1, SLAMF8, FOS, P2RX7	42.05	45.05	3.11801276054459e-28	4.86607970819492e-28	27.3128207814418
ChAd-BNT (V2, D7)	BNT-MO (V3, D1)	27	168	90	195	117	CCL2, FCGR1A, CXCL11, IL1B, CCRL2, RSAD2, IL1RN, CCL8, CCL3, CXCL2, IFIT2, BATF2, CCL3L1, IFIT1, EGR3, TNFAIP6, APOBEC3B, CXCL10, FFAR3, IFIT3, LILRB5, FFAR2, CDC42EP2, ICAM1, CCR1, SERPING1, NR4A3	13.85	23.08	3.104000702493e-50	7.60272161203765e-50	49.119030911732
ChAd-BNT (V3, D1)	BNT-MO (V3, D1)	132	63	112	195	244	CLEC6A, CCL2, TRGV8, IL27, CXCL9, OAS2, IDO1, IFI6, NMI, PIK3AP1, RGS1, TRIM5, TRIM22, APOBEC3A, SUCNR1, OAS3, LAMP3, IGHV3-30, CEACAM1, FCGR1A, PML, IRF1, EIF2AK2, RAB20, GBP6, FCGR1BP, MICB, IFI35, IFI44L, CXCL11, MX2, GBP2, IL1B, PARP14, IL31RA, GBP5, EGR1, IFITM1, C2, RSAD2, APOL1, IL1RN, DHX58, GBP4, CCL8, TIFA, CCL3, IFI30, CXCL2, TNFSF10, ISG20, C1QC, IFIT2, SAMD9, RIPK2, DEFA1B, TAP2, TRIB1, BATF2, CCL3L1, DTX3L, IFIT1, C3AR1, FANCA, TRIM21, GBP1, EGR3, BST2, RHBDF2, IFITM3, TNFAIP6, MX1, FOSL1, TNFSF13B, DDX60, TAP1, STAT2, GAS6, CXCL10, PARP9, FFAR3, IFIT3, AIM2, TNFAIP3, PDCD1LG2, PDE4B, OAS1, IFIT5, STAT1, RIGI, SLIT2, IFI44, PLSCR1, POLB, USP18, C1QA, C1QB, JAK2, HERC5, GCH1, CD274, WDFY1, CCL3L3, IRF9, IDO2, CASP1, IFI16, IFIH1, LIF, PSMB9, OASL, NUB1, NBN, TRAFD1, FAS, SOCS1, SECTM1, ICAM1, FGL2, TRPV4, ALPK1, RNF213, SERPING1, ISG15, TRIM6, IRF7, ZBP1, TASL, H4C14, SLAMF8, DCST1, P2RX7	67.69	54.1	4.90091081382898e-15	4.9387668508468305e-15	14.306381475515
I (D10, moderate)	BNT-MO (V3, D1)	92	103	392	195	484	CLEC6A, OAS2, IFI6, NMI, PIK3AP1, TRIM22, APOBEC3A, OAS3, LAMP3, CEACAM1, FCGR1A, PML, EIF2AK2, RAB20, NFIL3, GBP6, IFI35, IFI44L, CXCL11, NFKBIA, GBP2, CCRL2, PARP14, IFITM1, C2, RSAD2, IL1RN, SFRP1, TIFA, IFI30, CXCL2, TNFSF10, C1QC, IFIT2, SAMD9, IL10, TRIB1, BATF2, DTX3L, DUSP1, IFIT1, C3AR1, HP, GBP1, EGR3, TNFAIP6, MX1, TNFSF13B, APOBEC3B, DDX60, TAP1, STAT2, CXCL10, PARP9, FFAR3, IFIT3, LILRA5, AIM2, KLRC3, PDCD1LG2, NOD2, OAS1, IFIT5, TARM1, PELI1, IFI44, PLSCR1, SUSD4, USP18, C1QA, C1QB, CDC42EP2, JAK2, HERC5, GCH1, CD274, CASP1, IFI16, IFIH1, OASL, IL36A, NBN, TRAFD1, ICAM1, TRPV4, ALPK1, SERPING1, ISG15, TRIM6, ZBP1, DCST1, FCRL3	47.18	19.01	1.92260939844976e-60	6.397274190473119e-60	59.1940050347979
I (D10, severe)	BNT-MO (V3, D1)	39	156	496	195	535	CCL2, IDO1, TRIM22, APOBEC3A, EIF2AK2, RAB20, NFIL3, NFKBIA, IL31RA, IFITM1, SFRP1, GBP4, CXCL2, IL10, TRIB1, DUSP1, C3AR1, HP, TNFAIP6, GAS6, PARP9, LILRA5, AIM2, TNFAIP3, TARM1, PELI1, PLSCR1, SUSD4, CDC42EP2, JAK2, IFI16, OASL, IL36A, HOXA5, ALPK1, CCR1, ORM1, ZBP1, DCST1	20	7.29	2.4455016792217697e-118	8.62537001802348e-117	116.064222265143
I (D26, moderate)	BNT-MO (V3, D1)	17	178	298	195	315	CLEC6A, SUCNR1, NFIL3, NFKBIA, SFRP1, GBP4, CXCL2, IL10, TRIB1, DUSP1, HP, LILRA5, KLRC3, TARM1, PELI1, IL36A, FCRL3	8.72	5.4	2.91094422103779e-115	6.844668102693259e-114	113.164647605918
I (D26, severe)	BNT-MO (V3, D1)	43	152	484	195	527	MDK, TRIM22, APOBEC3A, SUCNR1, CEACAM1, FCGR1A, EIF2AK2, RAB20, NFIL3, IFI44L, NFKBIA, CCRL2, IL1RN, SFRP1, DHX58, TIFA, CXCL2, IL10, TRIB1, DUSP1, C3AR1, HP, MMP28, GAS6, PARP9, AIM2, KLRC3, TNFAIP3, TARM1, PELI1, IFI44, PLSCR1, C1QA, CDC42EP2, JAK2, IL36A, FAS, ICAM1, TRPV4, ALPK1, IRF7, ORM1, FCRL3	22.05	8.16	1.39584094283573e-112	3.07698741340068e-111	110.511874280256
I (D51, moderate)	BNT-MO (V3, D1)	0	195	13	195	13	NA	0	0	6.6939330203900804e-21	8.46227098866359e-21	20.0725130713001
I (D51, severe)	BNT-MO (V3, D1)	61	134	314	195	375	IL27, NMI, PIK3AP1, TRIM22, APOBEC3A, FCGR1A, IRF1, EIF2AK2, RAB20, NFIL3, GBP6, NFKBIA, GBP2, PARP14, IFITM1, IL1RN, SFRP1, TIFA, IFI30, CXCL2, ISG20, RIPK2, IL10, TRIB1, BATF2, C3AR1, JUNB, GBP1, EGR3, RHBDF2, TNFAIP6, MMP28, FOSL1, TAP1, PARP9, AIM2, GPR65, TNFAIP3, NOD2, STAT1, TARM1, PELI1, PLSCR1, POLB, JAK2, GCH1, CD274, IFIH1, PSMB9, IL36A, NBN, HOXA5, FAS, SOCS1, SECTM1, ICAM1, ALPK1, RNF213, ZBP1, NR4A3, FOS	31.28	16.27	2.3967917950829797e-75	1.19064345799483e-74	73.9242182699256
I-BNT-I (D2)	BNT-MO (V3, D1)	0	195	1	195	1	NA	0	0	0.00510204081632653	0.00351466338604633	2.45411626284415
I-I (D1)	BNT-MO (V3, D1)	0	195	14	195	14	NA	0	0	4.48397427203165e-22	6.01335901208363e-22	21.220882866949
I-I (D5)	BNT-MO (V3, D1)	0	195	1	195	1	NA	0	0	0.00510204081632653	0.00351466338604633	2.45411626284415
ZF2001 (V3, D07)	BNT-MO (V3, D1)	34	161	196	195	230	RGS1, TMEM98, RAB20, NFIL3, NFKBIA, IL1B, CCRL2, IL1RN, CCL8, CCL3, CXCL2, OSM, RIPK2, TRIB1, CXADR, JUNB, TNFAIP6, FOSL1, FFAR3, TNFAIP3, PDE4B, LILRB5, TARM1, PELI1, SLIT2, FFAR2, IHH, IDO2, IFIH1, C4BPB, SOCS1, ICAM1, ALPK1, NR4A3	17.44	14.78	2.54680407771987e-76	1.3406965855564598e-75	74.872669496666
ZF2001 (V3, D14)	BNT-MO (V3, D1)	7	188	26	195	33	NFKBIA, IL1B, IL1RN, CXCL2, TRIB1, LILRB5, IDO2	3.59	21.21	8.84731346610488e-28	1.35085646152521e-27	26.8693907955223
ZF2001 (V3, D28)	BNT-MO (V3, D1)	5	190	12	195	17	NFKBIA, IL1B, CCL3, CXCL2, TNFAIP3	2.56	29.41	6.62752920482782e-16	6.75593279672612e-16	15.170314679136
ChAd (V1, D6)	ChAd (V1, D3)	1	136	84	137	85	IFI27	0.73	1.18	2.7978804163593403e-61	9.674727605464799e-61	60.0143612538138
ChAd (V1, D7)	ChAd (V1, D3)	8	129	29	137	37	APOBEC3B, CXCL10, PI3, IFI27, BTN1A1, CXCR1, CCL25, MIR27A	5.84	21.62	1.9005696953682697e-25	2.75859087971926e-25	24.5593127039627
ChAd (V2, D1)	ChAd (V1, D3)	54	83	90	137	144	IFI30, CCL2, CFB, AXL, IFI35, LGALS9, IFITM1, IFITM3, OAS3, CLEC6A, CXCL11, CXCL2, CXCL10, IDO2, GBP1, IFI27, MX1, IFIT1, APOBEC3A, MX2, OAS1, IL27, IFI44, SERPING1, C2, BATF2, ISG15, OAS2, TLR7, IDO1, IFI6, TNFSF10, C1QC, FCGR1A, CD34, USP18, IFIT3, DDX60, OASL, GBP4, STAT1, LAMP3, IFI44L, PARP9, PLSCR1, AIM2, RSAD2, C1QB, SLAMF8, IL31RA, PDCD1LG2, GBP5, IRF7, MARCO	39.42	37.5	1.9606622808291798e-25	2.8341493811266096e-25	24.5475772628785
ChAd (V2, D3)	ChAd (V1, D3)	1	136	10	137	11	CFD	0.73	9.09	1.15848286971159e-14	1.15098862809101e-14	13.9389289672318
ChAd (V2, D7)	ChAd (V1, D3)	0	137	1	137	1	NA	0	0	0.0072463768115942	0.00482230653700467	2.31674518651387
ChAd-BNT (V2, D3)	ChAd (V1, D3)	76	61	106	137	182	CXCR2, CCL2, CFB, AXL, IFI35, APOBEC3B, IFITM3, OAS3, CXCL9, CXCL1, CLEC6A, CCL1, CXCL11, CXCL10, PI3, CXCL3, IDO2, GBP1, IFI27, MX1, SECTM1, IFIT1, IL1R2, CFD, APOBEC3A, MX2, OAS1, IL27, IFI44, SERPING1, DEFB1, EPHB2, IL4I1, C2, BATF2, ISG15, OAS2, TLR7, IDO1, ADGRG3, CXCR1, GBP7, IFI6, TNFSF10, C1QC, FCGR1A, COLEC12, USP18, FFAR3, IFIT3, DDX60, OASL, GBP4, STAT1, IFNB1, IL1R1, SCIMP, CCL25, LAMP3, IFI44L, HAMP, PARP9, MIR27A, PLSCR1, AIM2, RSAD2, C1QB, SLAMF8, IL31RA, PDCD1LG2, GBP5, SLIT2, TRPV4, IRF7, MARCO, CTSL	55.47	41.76	4.2447822240509295e-19	4.9996111911243e-19	18.301063768487
ChAd-BNT (V2, D7)	ChAd (V1, D3)	28	109	89	137	117	CXCR2, CCL2, CXCL8, CCL3L1, APOBEC3B, CXCL1, CEBPB, CXCL11, CXCL2, CXCL10, BTNL8, PI3, CXCL3, IFIT1, BTN1A1, IL1R2, SERPING1, CXCL6, BATF2, ADGRG3, CXCR1, FCGR1A, FFAR3, IFIT3, C4BPA, RSAD2, HCAR2, LILRB5	20.44	23.93	3.50102383474257e-38	7.0966859799142e-38	37.1489444113708
ChAd-BNT (V3, D1)	ChAd (V1, D3)	69	68	175	137	244	IFI30, CCL2, CFB, IL15, CLNK, IFI35, CCL3L1, PSMB9, IFITM1, IFITM3, OAS3, CXCL9, CLEC6A, CXCL11, CXCL2, CXCL10, CXCL3, IDO2, GBP1, MX1, SECTM1, IFIT1, APOBEC3A, MX2, OAS1, IL27, IFI44, SERPING1, EPHB2, IL4I1, C2, BATF2, BATF3, ISG15, OAS2, TLR7, IDO1, IFI6, TNFSF10, C1QC, FCGR1A, USP18, FFAR3, IFIT3, DDX60, OASL, GBP4, LILRB4, STAT1, SCIMP, LAMP3, IFI44L, PARP9, PLSCR1, LILRB1, AIM2, RSAD2, C1QA, C1QB, SLAMF8, IL31RA, MRC1, PDCD1LG2, GBP5, SLIT2, TRPV4, IRF7, MARCO, C3AR1	50.36	28.28	1.9603791565510498e-30	3.29253614319538e-30	29.4824694489541
I (D10, moderate)	ChAd (V1, D3)	65	72	419	137	484	IFI30, CFB, IL15, CXCL8, IFI35, CD1E, APOBEC3B, LYVE1, IFITM1, MT1G, OAS3, RNASE2, CLEC6A, CXCL11, CXCL2, CXCL10, CXCL3, GBP1, IFI27, MX1, IFIT1, BTN1A1, IL1R2, APOBEC3A, OAS1, IFI44, SERPING1, FCER1G, EPHB2, C2, BATF2, ISG15, OAS2, IFI6, TNFSF10, C1QC, FCGR1A, USP18, FFAR3, IFIT3, DDX60, LILRA5, OASL, LILRB4, IL1R1, LAMP3, IFI44L, IL36A, PARP9, EDNRB, ALOX15, PLSCR1, AIM2, RSAD2, C1QA, C1QB, CYP26B1, PDCD1LG2, NLRC4, TRPV4, CEBPA, CCR3, MARCO, C3AR1, CTSL	47.45	13.43	1.68432693535952e-52	4.50051519274118e-52	51.3467377678785
I (D10, severe)	ChAd (V1, D3)	34	103	501	137	535	CCL2, CLNK, LYVE1, IFITM1, CX3CR1, MT1G, BTNL9, CEBPB, CXCL2, BTNL8, IFI27, IL1R2, CFD, APOBEC3A, FCER1G, IL4I1, TLR7, IDO1, ADGRG3, LILRA5, SRC, OASL, GBP4, IL1R1, CD300C, IL36A, PARP9, ALOX15, PLSCR1, LILRB1, AIM2, IL31RA, CCR3, C3AR1	24.82	6.36	1.3113328125465098e-89	1.00546015826695e-88	87.9976351338068
I (D26, moderate)	ChAd (V1, D3)	15	122	300	137	315	LYVE1, RNASE2, CLEC6A, CXCL2, CXCL3, IL1R2, FCER1G, EPHB2, LILRA5, GBP4, IL1R1, IL36A, EDNRB, NLRC4, MARCO	10.95	4.76	3.74885263384567e-92	3.3903421676369396e-91	90.4697564687534
