Source,Target,Type,Id,Label,Weight,value
JCHAIN,INNATE IMMUNE SYSTEM,Undirected,18642,NA,2,
SLC46A2,Interspecies interaction,Undirected,18643,NA,3,
STAMARIL (D3),EEF2,Undirected,18644,NA,2,-1
TGM2,PANDEMRIX (D1),Undirected,18645,NA,2,
GRIN3B,"ChAd-BNT (V2, D3)",Undirected,18646,NA,2,
PTAFR,FLUARIX FLUVIRIN (D3),Undirected,18647,NA,2,
STAT2,STAMARIL (D7),Undirected,18648,NA,2,
IL6ST,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,18649,NA,2,
TRAFD1,STAMARIL (D7),Undirected,18650,NA,2,
NR4A3,MAST CELL,Undirected,18651,NA,2,
OR52P1,"BNT-MO (V3, D1)",Undirected,18652,NA,2,
LRRC70,"ChAd-BNT (V2, D3)",Undirected,18653,NA,2,
STAMARIL (D7),SHFL,Undirected,18654,NA,2,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,AZI2,Undirected,18655,NA,2,1
MSH3,ADAPTIVE IMMUNE SYSTEM,Undirected,18656,NA,2,
PKMYT1,"ChAd (V1, D6)",Undirected,18657,NA,2,
SPN,Cellular,Undirected,18658,NA,2,
KRT8,BNT-I (D1),Undirected,18659,NA,2,
FLUARIX FLUVIRIN (D3),BPGM,Undirected,18660,NA,2,1
STAMARIL (D3),BLVRA,Undirected,18661,NA,2,1
MTCH1,FLUARIX FLUVIRIN (D3),Undirected,18662,NA,2,
LYAR,Immune system,Undirected,18663,NA,2,
Reg. of BP,CACTIN,Undirected,18664,NA,2,1
PF4,Metabolism,Undirected,18665,NA,3,
STAT5B,STAMARIL (D3),Undirected,18666,NA,2,
HSPH1,HPV-VLP (M2),Undirected,18667,NA,2,
MPL,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,18668,NA,2,
Metabolism,ACTR3,Undirected,18669,NA,2,1
NGFR,"ChAd (V1, D3)",Undirected,18670,NA,2,
Interspecies interaction,HLA-DRB1,Undirected,18671,NA,3,1
Reg. of BP,IRF2BP2,Undirected,18672,NA,3,1
STAMARIL (D7),REC8,Undirected,18673,NA,2,1
NWD1,"ChAd (V1, D3)",Undirected,18674,NA,2,
NRN1,MONOV INFLUENZA A (D1),Undirected,18675,NA,2,
EXO1,"ChAd-BNT (V2, D7)",Undirected,18676,NA,2,
FLUARIX FLUVIRIN (D3),AMD1,Undirected,18677,NA,2,1
OCIAD2,FLUARIX FLUVIRIN (D3),Undirected,18678,NA,2,
NME8,BNT-I (D3),Undirected,18679,NA,2,
Metabolism,IFNB1,Undirected,18680,NA,2,1
GUCY2D,BNT-I (D3),Undirected,18681,NA,2,
"ZF2001 (V3, D07)",CHRD,Undirected,18682,NA,2,1
FLUARIX FLUVIRIN (D3),AP2B1,Undirected,18683,NA,2,1
MIR597,BNT-I (D3),Undirected,18684,NA,2,
NPY,MONOCYTES,Undirected,18685,NA,2,
PDE12,Immune system,Undirected,18686,NA,3,
STAMARIL (D10),IMPA2,Undirected,18687,NA,2,-1
PDE1B,BNT-I (D3),Undirected,18688,NA,2,
"ZF2001 (V3, D07)",STMN4,Undirected,18689,NA,2,1
CD34,BNT-I (D1),Undirected,18690,NA,2,
MACROPHAGES,B4GALT1,Undirected,18691,NA,2,1
SYTL4,"ChAd-BNT (V2, D3)",Undirected,18692,NA,2,
LGALS1,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,18693,NA,2,
MALT1,Interspecies interaction,Undirected,18694,NA,3,
RAB27A,Metabolism,Undirected,18695,NA,3,
GNL1,FLUARIX FLUVIRIN (D3),Undirected,18696,NA,2,
PHF14,ADAPTIVE IMMUNE SYSTEM,Undirected,18697,NA,2,
FLUARIX FLUVIRIN (D3),AP2A1,Undirected,18698,NA,2,1
T CELLS,JAK3,Undirected,18699,NA,2,1
NACC2,FLUARIX FLUVIRIN (D3),Undirected,18700,NA,2,
Immune system,IFNA8,Undirected,18701,NA,3,1
TNS3,STAMARIL (D3),Undirected,18702,NA,2,
Immune system,IFNA4,Undirected,18703,NA,2,1
PTPN6,Immune system,Undirected,18704,NA,3,
Immune system,IFNA5,Undirected,18705,NA,3,1
Immune system,IFNA6,Undirected,18706,NA,2,1
Immune system,IFNA7,Undirected,18707,NA,3,1
TLR5,LVS F TULARENSIS (H48),Undirected,18708,NA,2,
OAS1,"ChAd (V1, D3)",Undirected,18709,NA,2,
Immune system,IFNA1,Undirected,18710,NA,3,1
Immune system,IFNA2,Undirected,18711,NA,2,1
SKA1,"ChAd (V1, D7)",Undirected,18712,NA,2,
TAF4B,FLUARIX FLUVIRIN (D3),Undirected,18713,NA,2,
MONOV INFLUENZA A (D1),AFF3,Undirected,18714,NA,2,-1
WETVAX (D2-4),SLC25A20,Undirected,18715,NA,2,-1
YF VAX (ANY),TMEM259,Undirected,18716,NA,2,-1
TMEM33,Reg. of BP,Undirected,18717,NA,2,
MONOV INFLUENZA A (D1),CEBPA,Undirected,18718,NA,2,-1
SIGLEC5,MONOV INFLUENZA A (D28),Undirected,18719,NA,2,
GJA4,BNT-I (D1),Undirected,18720,NA,2,
LURAP1L,"ChAd-BNT (V2, D7)",Undirected,18721,NA,2,
TRIM32,BNT-I (D1),Undirected,18722,NA,2,
PCSK4,"ChAd-BNT (V2, D3)",Undirected,18723,NA,2,
RNASE3,Interspecies interaction,Undirected,18724,NA,3,
STAMARIL (D7),EIF4B,Undirected,18725,NA,2,-1
Immune system,IGLV8-61,Undirected,18726,NA,2,1
MONOV INFLUENZA A (D1),AFF1,Undirected,18727,NA,2,1
HMCN2,"ChAd-BNT (V3, D1)",Undirected,18728,NA,2,
RSPH9,"BNT-MO (V3, D1)",Undirected,18729,NA,2,
IFNA1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,18730,NA,2,
"ChAd (V2, D3)",CHRM4,Undirected,18731,NA,2,1
GCA,FLUARIX FLUVIRIN (D3),Undirected,18732,NA,2,
OTHER,GTPBP1,Undirected,18733,NA,2,1
CLEC6A,"BNT (V2, D1)",Undirected,18734,NA,2,
Immune system,CACTIN,Undirected,18735,NA,2,1
LY9,Cellular,Undirected,18736,NA,3,
STAT2,STAMARIL (D3),Undirected,18737,NA,2,
MICB,FLUENZ (D6-7),Undirected,18738,NA,2,
STAMARIL (D7),EIF3L,Undirected,18739,NA,2,-1
RNF31,"ChAd-BNT (V3, D1)",Undirected,18740,NA,2,
PDE1B,BNT-I (D1),Undirected,18741,NA,2,
FLUMIST (D3),DERL1,Undirected,18742,NA,2,1
SELE,Interspecies interaction,Undirected,18743,NA,3,
Reg. of BP,PTGDR2,Undirected,18744,NA,3,1
SLC40A1,Cellular,Undirected,18745,NA,3,
SEMA7A,Immune system,Undirected,18746,NA,2,
SPN,LVS F TULARENSIS (H336),Undirected,18747,NA,2,
"ZF2001 (V3, D14)",CXCL2,Undirected,18748,NA,2,-1
TRAFD1,STAMARIL (D3),Undirected,18749,NA,2,
LTB,Immune system,Undirected,18750,NA,2,
"ZF2001 (V3, D07)",PNLIPRP1,Undirected,18751,NA,2,1
BNT-I (D3),ACSL1,Undirected,18752,NA,2,1
OR4C6,"ChAd-BNT (V2, D7)",Undirected,18753,NA,2,
STAMARIL (D7),EIF3F,Undirected,18754,NA,2,-1
MARCHF1,Immune system,Undirected,18755,NA,3,
PHKA1,"ChAd (V1, D7)",Undirected,18756,NA,2,
"ZF2001 (V3, D07)",DKKL1,Undirected,18757,NA,2,1
TLR4,LVS F TULARENSIS (H336),Undirected,18758,NA,2,
WDR38,"BNT-MO (V3, D1)",Undirected,18759,NA,2,
STAMARIL (D3),IMPA2,Undirected,18760,NA,2,-1
SNORA75,BNT-I (D3),Undirected,18761,NA,2,
"ChAd-BNT (V2, D7)",ANO2,Undirected,18762,NA,2,-1
MEF2C,Immune system,Undirected,18763,NA,2,
NQO1,Immune system,Undirected,18764,NA,2,
TLR9,LVS F TULARENSIS (H18),Undirected,18765,NA,2,
IFI16,FLUARIX FLUVIRIN (D3),Undirected,18766,NA,2,
FLUMIST (D3),ARIH2,Undirected,18767,NA,2,1
FLUMIST (D3),ARIH1,Undirected,18768,NA,2,1
T CELLS,IL2RG,Undirected,18769,NA,2,1
"ChAd (V2, D1)",CDHR5,Undirected,18770,NA,2,1
IGKC,Cellular,Undirected,18771,NA,3,
OTHER,IRAG2,Undirected,18772,NA,2,1
"ChAd (V2, D1)",CDHR1,Undirected,18773,NA,2,-1
Immune system,CLU,Undirected,18774,NA,3,1
TRIM8,Cellular,Undirected,18775,NA,3,
Immune system,GBF1,Undirected,18776,NA,2,1
CELLULAR ADAPTIVE IMMUNE SYSTEM,CD274,Undirected,18777,NA,2,1
Interspecies interaction,CGAS,Undirected,18778,NA,3,1
MIS12,FLUMIST (D3),Undirected,18779,NA,2,
SMN1,"ChAd-BNT (V3, D1)",Undirected,18780,NA,2,
CELLULAR ADAPTIVE IMMUNE SYSTEM,CD276,Undirected,18781,NA,2,1
CD22,ADAPTIVE IMMUNE SYSTEM,Undirected,18782,NA,2,
"ChAd-BNT (V2, D7)",CTTN,Undirected,18783,NA,2,-1
CCL24,ANTIVIRAL AND INTERFERON,Undirected,18784,NA,2,
NEDD4,INNATE IMMUNE SYSTEM,Undirected,18785,NA,2,
TRIM34,INNATE IMMUNE SYSTEM,Undirected,18786,NA,2,
KCNJ15,BNT-I (D3),Undirected,18787,NA,2,
Immune system,HMGN2,Undirected,18788,NA,2,1
STAMARIL (D7),SERPING1,Undirected,18789,NA,2,1
Immune system,CRTAM,Undirected,18790,NA,3,1
GBP2,"ChAd-BNT (V3, D1)",Undirected,18791,NA,2,
NCAPG,HPV-VLP (M2),Undirected,18792,NA,2,
"ChAd-BNT (V2, D7)",AQP10,Undirected,18793,NA,2,-1
STAMARIL (D7),CDC20,Undirected,18794,NA,2,1
"ChAd-BNT (V3, D1)",CES3,Undirected,18795,NA,2,1
GYPA,"ChAd-BNT (V2, D7)",Undirected,18796,NA,2,
Reg. of BP,DBNL,Undirected,18797,NA,3,1
ZBTB38,FLUARIX FLUVIRIN (D3),Undirected,18798,NA,2,
BNT-I (D3),BCL2A1,Undirected,18799,NA,2,1
FLUARIX FLUVIRIN (D3),CTC1,Undirected,18800,NA,2,1
S100A13,Immune system,Undirected,18801,NA,2,
INFLUENZA (D1),EMB,Undirected,18802,NA,2,1
YF VAX (ANY),MT1M,Undirected,18803,NA,2,1
T CELLS,JAML,Undirected,18804,NA,2,1
Immune system,IL31RA,Undirected,18805,NA,2,1
BNT-I (D1),ATG2A,Undirected,18806,NA,2,1
SLC31A1,MONOV INFLUENZA A (D1),Undirected,18807,NA,2,
INNATE IMMUNE SYSTEM,HEXIM1,Undirected,18808,NA,2,1
RBFOX3,"BNT (V3, D1)",Undirected,18809,NA,2,
SAMD4A,"BNT (V2, D1)",Undirected,18810,NA,2,
Immune system,CRTC3,Undirected,18811,NA,2,1
TIRAP,LVS F TULARENSIS (H192),Undirected,18812,NA,2,
STAMARIL (D7),CDC34,Undirected,18813,NA,2,-1
JAK3,Interspecies interaction,Undirected,18814,NA,3,
IFITM1,ANTIVIRAL AND INTERFERON,Undirected,18815,NA,2,
Reg. of BP,EDA,Undirected,18816,NA,2,1
ZBP1,HIV-1 GAG-POL NEF (D3),Undirected,18817,NA,2,
RNF103,BNT-I (D1),Undirected,18818,NA,2,
ZC3H12A,Reg. of BP,Undirected,18819,NA,3,
STAT5B,INNATE IMMUNE SYSTEM,Undirected,18820,NA,2,
ANTIVIRAL AND INTERFERON,ACTR3,Undirected,18821,NA,2,1
STAMARIL (D7),KBTBD7,Undirected,18822,NA,2,-1
FLUARIX FLUVIRIN (D3),AP3B1,Undirected,18823,NA,2,1
PHYHIP,"ChAd (V2, D3)",Undirected,18824,NA,2,
CMPK2,"BNT-MO (V3, D1)",Undirected,18825,NA,2,
IFIT2,"ChAd (V2, D1)",Undirected,18826,NA,2,
UNC93B1,Interspecies interaction,Undirected,18827,NA,3,
DEDD2,BNT-I (D1),Undirected,18828,NA,2,
DCT,"ChAd (V1, D3)",Undirected,18829,NA,2,
"ZF2001 (V3, D07)",COL15A1,Undirected,18830,NA,2,1
FLUENZ (D6-7),CXCL8,Undirected,18831,NA,2,1
"ChAd-BNT (V2, D7)",COL4A2,Undirected,18832,NA,2,-1
ZDBF2,FLUARIX FLUVIRIN (D3),Undirected,18833,NA,2,
SCAP,Reg. of BP,Undirected,18834,NA,2,
HPV-VLP (M2),BAX,Undirected,18835,NA,2,1
ZNF697,BNT-I (D1),Undirected,18836,NA,2,
C1QB,"BNT (V2, D1)",Undirected,18837,NA,2,
IFI35,"BNT-MO (V3, D1)",Undirected,18838,NA,2,
DDX60L,"ChAd-BNT (V3, D1)",Undirected,18839,NA,2,
"ZF2001 (V3, D14)",ADM,Undirected,18840,NA,2,-1
MVA85A (D2),DNAJA3,Undirected,18841,NA,2,1
HASPIN,"ChAd (V1, D6)",Undirected,18842,NA,2,
PRSS23,FLUARIX FLUVIRIN (D3),Undirected,18843,NA,2,
STAMARIL (D10),HAVCR2,Undirected,18844,NA,2,1
MSH3,B CELLS,Undirected,18845,NA,2,
HPV-VLP (M2),CH25H,Undirected,18846,NA,2,1
ITK,B CELLS,Undirected,18847,NA,2,
IRF9,"BNT (V2, D1)",Undirected,18848,NA,2,
TENT5A,STAMARIL (D10),Undirected,18849,NA,2,
SPRR2A,ANTIMICROBIAL RESPONSE,Undirected,18850,NA,2,
TARBP1,MONOV INFLUENZA A (D1),Undirected,18851,NA,2,
Reg. of BP,RBM14,Undirected,18852,NA,3,1
STAMARIL (D10),CX3CR1,Undirected,18853,NA,2,1
MONOV INFLUENZA A (D1),ESAM,Undirected,18854,NA,2,-1
RNF217,"ChAd-BNT (V2, D3)",Undirected,18855,NA,2,
Reg. of BP,RBM15,Undirected,18856,NA,2,1
"ChAd-BNT (V2, D7)",APOBEC3B,Undirected,18857,NA,2,1
FCER1G,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,18858,NA,2,
MX1,MVA85A (D2),Undirected,18859,NA,2,
STAMARIL (D3),SCARB2,Undirected,18860,NA,2,1
EPX,Cellular,Undirected,18861,NA,2,
UBE2C,"ChAd (V1, D7)",Undirected,18862,NA,2,
PRKDC,Immune system,Undirected,18863,NA,3,
STAMARIL (D7),GPBAR1,Undirected,18864,NA,2,1
ORM1,"BNT (V2, D1)",Undirected,18865,NA,2,
GRAMD1B,"ChAd (V2, D1)",Undirected,18866,NA,2,
YF VAX (ANY),APOD,Undirected,18867,NA,2,1
SAP30,INFLUENZA (D1),Undirected,18868,NA,2,
"ChAd-BNT (V3, D1)",AGAP1,Undirected,18869,NA,2,-1
FLUMIST (D3),CTDSP2,Undirected,18870,NA,2,1
IL27,"ChAd (V1, D3)",Undirected,18871,NA,2,
PSMB2,HPV-VLP (M2),Undirected,18872,NA,2,
PTPN11,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,18873,NA,2,
TOP2A,HPV-VLP (M2),Undirected,18874,NA,2,
TCF3,Metabolism,Undirected,18875,NA,3,
TLR5,Metabolism,Undirected,18876,NA,3,
GOLPH3,Cellular,Undirected,18877,NA,2,
PF4V1,Immune system,Undirected,18878,NA,2,
ILF3,FLUARIX FLUVIRIN (D3),Undirected,18879,NA,2,
SOS1,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,18880,NA,2,
TNFRSF4,ADAPTIVE IMMUNE SYSTEM,Undirected,18881,NA,2,
STAMARIL (D7),SGK1,Undirected,18882,NA,2,-1
METTL3,Cellular,Undirected,18883,NA,3,
INNATE IMMUNE SYSTEM,GAPDH,Undirected,18884,NA,2,1
IL4R,ADAPTIVE IMMUNE SYSTEM,Undirected,18885,NA,2,
FBXO7,BNT-I (D4),Undirected,18886,NA,2,
YF VAX (ANY),APRT,Undirected,18887,NA,2,-1
Immune system,CSK,Undirected,18888,NA,2,1
SNORA25,"ChAd-BNT (V2, D3)",Undirected,18889,NA,2,
MELK,"ChAd (V1, D7)",Undirected,18890,NA,2,
MONOV INFLUENZA A (D1),FADS2,Undirected,18891,NA,2,-1
RBBP4,FLUMIST (D3),Undirected,18892,NA,2,
PLCG2,Cellular,Undirected,18893,NA,2,
OTHER,ITGA3,Undirected,18894,NA,2,1
RNU5B-1,"BNT (V2, D1)",Undirected,18895,NA,2,
"ZF2001 (V3, D07)",SPTLC3,Undirected,18896,NA,2,1
OTHER,ITGA6,Undirected,18897,NA,2,1
LILRB3,Immune system,Undirected,18898,NA,3,
NFKB1,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,18899,NA,2,
"ZF2001 (V3, D07)",CYP7B1,Undirected,18900,NA,2,1
"ChAd-BNT (V3, D1)",ABTB2,Undirected,18901,NA,2,1
SDHB,HPV-VLP (M2),Undirected,18902,NA,2,
"ZF2001 (V3, D07)",BIRC5,Undirected,18903,NA,2,1
Metabolism,IL1RAP,Undirected,18904,NA,2,1
ETV5,BNT-I (D1),Undirected,18905,NA,2,
SYT17,PANDEMRIX (D1),Undirected,18906,NA,2,
MID2,Cellular,Undirected,18907,NA,3,
"ZF2001 (V3, D28)",CCL20,Undirected,18908,NA,2,-1
MSMP,Immune system,Undirected,18909,NA,2,
SETD2,Interspecies interaction,Undirected,18910,NA,2,
Immune system,CRK,Undirected,18911,NA,2,1
INTS7,FLUMIST (D3),Undirected,18912,NA,2,
WETVAX (D5-7),TEC,Undirected,18913,NA,2,1
"ZF2001 (V3, D07)",SLC6A20,Undirected,18914,NA,2,1
TNFSF10,"BNT-MO (V3, D1)",Undirected,18915,NA,2,
IL17A,ADAPTIVE IMMUNE SYSTEM,Undirected,18916,NA,2,
SLC16A7,FLUARIX FLUVIRIN (D3),Undirected,18917,NA,2,
Reg. of BP,IRF1,Undirected,18918,NA,3,1
GBP2,"BNT (V3, D1)",Undirected,18919,NA,2,
"ChAd-BNT (V2, D7)",CADPS2,Undirected,18920,NA,2,1
MATK,"ChAd-BNT (V3, D1)",Undirected,18921,NA,2,
HPV-VLP (M2),DUSP4,Undirected,18922,NA,2,1
PELI1,"BNT-MO (V3, D1)",Undirected,18923,NA,2,
HPV-VLP (M2),DUSP6,Undirected,18924,NA,2,1
"ChAd-BNT (V2, D7)",ABCB9,Undirected,18925,NA,2,1
RAF1,Immune system,Undirected,18926,NA,3,
RARG,INFLUENZA (D1),Undirected,18927,NA,2,
LVS F TULARENSIS (H48),LAMP3,Undirected,18928,NA,2,-1
LVS F TULARENSIS (H48),LAMP2,Undirected,18929,NA,2,1
TPMT,"ChAd-BNT (V3, D1)",Undirected,18930,NA,2,
TRIM31,Cellular,Undirected,18931,NA,2,
MONOV INFLUENZA A (D1),MITD1,Undirected,18932,NA,2,1
SDE2,FLUARIX FLUVIRIN (D3),Undirected,18933,NA,2,
ELL,BNT-I (D1),Undirected,18934,NA,2,
"ZF2001 (V3, D07)",SLC6A17,Undirected,18935,NA,2,1
Interspecies interaction,ARHGEF2,Undirected,18936,NA,2,1
SP110,FLUMIST (D3),Undirected,18937,NA,2,
FAM20A,"BNT (V2, D1)",Undirected,18938,NA,2,
GBP1,"ChAd (V2, D1)",Undirected,18939,NA,2,
PARP9,"ChAd-BNT (V2, D3)",Undirected,18940,NA,2,
PSMB11,Cellular,Undirected,18941,NA,2,
Metabolism,CYLD,Undirected,18942,NA,3,1
KAT5,Immune system,Undirected,18943,NA,3,
YF17D (D3),NEXN,Undirected,18944,NA,2,1
HOPX,"ChAd-BNT (V3, D1)",Undirected,18945,NA,2,
HPV-VLP (M2),CHST8,Undirected,18946,NA,2,-1
SNAP23,Cellular,Undirected,18947,NA,3,
VAV1,Immune system,Undirected,18948,NA,3,
PLAAT4,HPV-VLP (M2),Undirected,18949,NA,2,
TCF3,ADAPTIVE IMMUNE SYSTEM,Undirected,18950,NA,2,
HPV-VLP (M2),CHST3,Undirected,18951,NA,2,-1
MAPK8IP2,"BNT-MO (V3, D1)",Undirected,18952,NA,2,
PKMYT1,"ChAd (V1, D3)",Undirected,18953,NA,2,
Reg. of BP,IRF2,Undirected,18954,NA,2,1
GPR89B,Cellular,Undirected,18955,NA,2,
Reg. of BP,IRF3,Undirected,18956,NA,3,1
Reg. of BP,IRF4,Undirected,18957,NA,3,1
Reg. of BP,IRF5,Undirected,18958,NA,2,1
ULBP1,Reg. of BP,Undirected,18959,NA,2,
JAK3,B CELLS,Undirected,18960,NA,2,
"ChAd-BNT (V2, D7)",ABCC3,Undirected,18961,NA,2,-1
Reg. of BP,IRF7,Undirected,18962,NA,3,1
Reg. of BP,IRF8,Undirected,18963,NA,2,1
PTX3,B CELLS,Undirected,18964,NA,2,
Reg. of BP,IRF9,Undirected,18965,NA,3,1
OR1F2P,"BNT-MO (V3, D1)",Undirected,18966,NA,2,
Reg. of BP,IRGM,Undirected,18967,NA,2,1
STAMARIL (D7),ATF5,Undirected,18968,NA,2,1
ZBP1,STAMARIL (D10),Undirected,18969,NA,2,
NFKBIA,ARPP,Undirected,18970,NA,2,
Immune system,DCAF1,Undirected,18971,NA,2,1
PRKCE,INNATE IMMUNE SYSTEM,Undirected,18972,NA,2,
HLA-DRB4,Cellular,Undirected,18973,NA,3,
PDPN,Cellular,Undirected,18974,NA,3,
"ChAd (V2, D1)",CDC42EP2,Undirected,18975,NA,2,1
TLR5,FLUARIX FLUVIRIN (D3),Undirected,18976,NA,2,
MONOV INFLUENZA A (D1),GSTO1,Undirected,18977,NA,2,1
STAMARIL (D3),OASL,Undirected,18978,NA,2,1
VSTM1,Cellular,Undirected,18979,NA,3,
RAB43,Metabolism,Undirected,18980,NA,2,
NK CELL,KAT7,Undirected,18981,NA,2,1
STAMARIL (D7),ATF3,Undirected,18982,NA,2,1
DEFA1,ADAPTIVE IMMUNE SYSTEM,Undirected,18983,NA,2,
INNATE IMMUNE SYSTEM,ANKHD1,Undirected,18984,NA,2,1
"ZF2001 (V3, D14)",CITED4,Undirected,18985,NA,2,-1
OAS3,Cellular,Undirected,18986,NA,3,
HUMORAL ADAPTIVE IMMUNE SYSTEM,FNIP1,Undirected,18987,NA,2,1
"ZF2001 (V3, D07)",SLC6A11,Undirected,18988,NA,2,1
S1PR1,ADAPTIVE IMMUNE SYSTEM,Undirected,18989,NA,2,
XCL1,MONOCYTES,Undirected,18990,NA,2,
RNF19B,ADAPTIVE IMMUNE SYSTEM,Undirected,18991,NA,2,
TAS2R3,"ChAd-BNT (V2, D3)",Undirected,18992,NA,2,
SERPINA1,FLUARIX FLUVIRIN (D3),Undirected,18993,NA,2,
"ZF2001 (V3, D07)",SLC6A13,Undirected,18994,NA,2,1
NKX2-3,ADAPTIVE IMMUNE SYSTEM,Undirected,18995,NA,2,
PUS7,MONOV INFLUENZA A (D1),Undirected,18996,NA,2,
RNF185,Cellular,Undirected,18997,NA,3,
TASL,Interspecies interaction,Undirected,18998,NA,3,
NCF1C,BNT-I (D3),Undirected,18999,NA,2,
STAT1,Cellular,Undirected,19000,NA,3,
TRBV30,Immune system,Undirected,19001,NA,2,
OTHER,AZGP1,Undirected,19002,NA,2,1
RPS19,Interspecies interaction,Undirected,19003,NA,2,
Metabolism,GCH1,Undirected,19004,NA,2,1
STAMARIL (D3),OAS1,Undirected,19005,NA,2,1
STAMARIL (D7),KLHDC2,Undirected,19006,NA,2,-1
STAMARIL (D3),OAS3,Undirected,19007,NA,2,1
STAMARIL (D3),OAS2,Undirected,19008,NA,2,1
IL36A,"BNT (V2, D1)",Undirected,19009,NA,2,
HERC5,"ChAd-BNT (V3, D1)",Undirected,19010,NA,2,
SYK,FLUMIST (D3),Undirected,19011,NA,2,
Metabolism,IL1RL1,Undirected,19012,NA,3,1
Metabolism,IL1RL2,Undirected,19013,NA,2,1
IFITM2,Cellular,Undirected,19014,NA,3,
RIGI,"ChAd-BNT (V3, D1)",Undirected,19015,NA,2,
SOD1,ADAPTIVE IMMUNE SYSTEM,Undirected,19016,NA,2,
LILRB3,FLUARIX FLUVIRIN (D3),Undirected,19017,NA,2,
PIK3CG,INNATE IMMUNE SYSTEM,Undirected,19018,NA,2,
PYHIN1,INNATE IMMUNE SYSTEM,Undirected,19019,NA,2,
MACROPHAGES,CCL3,Undirected,19020,NA,2,1
MACROPHAGES,CCL2,Undirected,19021,NA,2,1
MACROPHAGES,CCL5,Undirected,19022,NA,2,1
PTPN3,"BNT-MO (V3, D1)",Undirected,19023,NA,2,
MARCO,FLUMIST (D3),Undirected,19024,NA,2,
Reg. of BP,HMGB1,Undirected,19025,NA,3,1
TEC,Metabolism,Undirected,19026,NA,2,
Reg. of BP,HMGB2,Undirected,19027,NA,2,1
"ChAd-BNT (V2, D7)",CAMK1G,Undirected,19028,NA,2,-1
SLAMF8,Immune system,Undirected,19029,NA,3,
Reg. of BP,DCAF1,Undirected,19030,NA,2,1
SAA1,MACROPHAGES,Undirected,19031,NA,2,
PDE4C,"BBIBP (V3, D14)",Undirected,19032,NA,2,
CNGB1,BNT-I (D3),Undirected,19033,NA,2,
MONOV INFLUENZA A (D3),BIRC5,Undirected,19034,NA,2,1
GBP7,ANTIVIRAL AND INTERFERON,Undirected,19035,NA,2,
Reg. of BP,HMGB3,Undirected,19036,NA,3,1
PPIA,Cellular,Undirected,19037,NA,3,
JCHAIN,"ChAd-BNT (V2, D7)",Undirected,19038,NA,2,
T CELLS,GZMM,Undirected,19039,NA,2,1
TNFAIP6,"BNT (V3, D1)",Undirected,19040,NA,2,
TSPYL1,FLUARIX FLUVIRIN (D3),Undirected,19041,NA,2,
SYK,MAST CELL,Undirected,19042,NA,2,
SPDEF,"BNT-MO (V3, D1)",Undirected,19043,NA,2,
POU2F2,Interspecies interaction,Undirected,19044,NA,2,
Immune system,DBH,Undirected,19045,NA,2,1
LPCAT3,FLUARIX FLUVIRIN (D3),Undirected,19046,NA,2,
"ChAd-BNT (V2, D3)",BCL2L14,Undirected,19047,NA,2,1
TM9SF1,FLUARIX FLUVIRIN (D3),Undirected,19048,NA,2,
G0S2,"ChAd (V1, D3)",Undirected,19049,NA,2,
RABGEF1,BNT-I (D3),Undirected,19050,NA,2,
"ZF2001 (V3, D07)",PLEKHA4,Undirected,19051,NA,2,1
TRIM21,STAMARIL (D10),Undirected,19052,NA,2,
SENP1,FLUARIX FLUVIRIN (D3),Undirected,19053,NA,2,
HIV-1 GAG-POL NEF (D3),C1QB,Undirected,19054,NA,2,1
FCGR1A,"BNT (V2, D1)",Undirected,19055,NA,2,
FCHO1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,19056,NA,2,
MYOF,"ChAd (V2, D1)",Undirected,19057,NA,2,
"ZF2001 (V3, D07)",SLC24A2,Undirected,19058,NA,2,1
SPI1,Metabolism,Undirected,19059,NA,3,
"ZF2001 (V3, D07)",SLC24A5,Undirected,19060,NA,2,1
KLF10,"ChAd-BNT (V3, D1)",Undirected,19061,NA,2,
DEFB1,Cellular,Undirected,19062,NA,2,
TNIP2,ARPP,Undirected,19063,NA,2,
STAMARIL (D7),MS4A7,Undirected,19064,NA,2,1
Interspecies interaction,CD177,Undirected,19065,NA,3,1
PCDHGA1,"BNT (V2, D1)",Undirected,19066,NA,2,
TCF7L2,FLUARIX FLUVIRIN (D3),Undirected,19067,NA,2,
HELZ2,"ChAd-BNT (V3, D1)",Undirected,19068,NA,2,
FYB2,ADAPTIVE IMMUNE SYSTEM,Undirected,19069,NA,2,
UBE2E2,INFLUENZA (D1),Undirected,19070,NA,2,
FLUARIX FLUVIRIN (D3),AP2S1,Undirected,19071,NA,2,1
"ZF2001 (V3, D07)",GDF10,Undirected,19072,NA,2,1
GPR20,"ChAd (V1, D7)",Undirected,19073,NA,2,
STXBP2,Cellular,Undirected,19074,NA,2,
FOXP1,FLUMIST (D3),Undirected,19075,NA,2,
PPP2R1A,Cellular,Undirected,19076,NA,2,
