cond1	cond2	shared	not_shared_cond1	not_shared_cond2	total_genes_cond1	total_genes_cond2	genes_names	percentage_shared_cond1	percentage_shared_cond2	pvalue	qvalue	vaccine	covid_other	microbe_type	target_pathogen_disease	disease_vac	type	regimen	day_total	day_month	month	week	dose	infection
BNT (V1, D6)	YF VAX (ANY)	1	28	1	29	2	IFI27	3.45	50	0.0666666666666667	0.0666666666666667	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	YF VAX (ANY)	13	16	35	29	48	IFI27,IFI6,IFIT1,IFIT2,IFITM3,IRF9,MX1,OAS2,TAP1,TNFSF10,TRIM21,TRIM22,LIF	44.83	27.08	1.38915400255493e-7	1.38915400255493e-7	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	YF VAX (ANY)	14	15	48	29	62	IFI27,IFI30,IFI6,IFIT1,IFIT2,IFITM1,IFITM3,MX1,OAS2,PSMB9,TAP1,TNFSF10,TRIM22,LIF	48.28	22.58	2.19842067904478e-8	2.19842067904478e-8	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	YF VAX (ANY)	0	29	67	29	67	NA	0	0	3.25175009997445e-25	3.25175009997445e-25	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	YF VAX (ANY)	20	9	257	29	277	ZAP70,CEBPB,IFI27,IFI30,IFI6,IFIT1,IFITM1,IFITM2,IFITM3,IL1RN,IRF9,MX1,MX2,OAS2,PSMB9,PSME1,PYHIN1,TAP1,TRIM21,TRIM22	68.97	7.22	3.22356235837377e-10	3.22356235837377e-10	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	YF VAX (ANY)	22	7	247	29	269	LTB,ZAP70,CEBPB,FCGR3A,IFI27,IFI30,IFI6,IFIT1,IFIT2,IFITM1,IFITM2,IFITM3,IL1RN,MX1,MX2,OAS2,PSMB9,PYHIN1,TAP1,TNFSF10,TRIM21,TRIM22	75.86	8.18	6.9616996572011e-8	6.9616996572011e-8	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	YF VAX (ANY)	2	27	158	29	160	ZAP70,IFI30	6.9	1.25	1.4536119535909698e-30	1.4536119535909698e-30	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	YF VAX (ANY)	0	29	35	29	35	NA	0	0	7.2003659786681895e-19	7.2003659786681895e-19	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	YF VAX (ANY)	0	29	50	29	50	NA	0	0	3.00590988886377e-22	3.00590988886377e-22	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	YF VAX (ANY)	0	29	6	29	6	NA	0	0	6.16082210010104e-7	6.16082210010104e-7	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	YF VAX (ANY)	0	29	35	29	35	NA	0	0	7.2003659786681895e-19	7.2003659786681895e-19	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	YF VAX (ANY)	0	29	7	29	7	NA	0	0	1.1979376305752e-7	1.1979376305752e-7	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	YF VAX (ANY)	17	12	74	29	91	IFI30,IFI6,IFIT1,IFIT2,IFITM1,IFITM3,IL1RN,IRF9,MX1,MX2,OAS2,PSMB9,TAP1,TNFSF10,TRIM21,TRIM22,LIF	58.62	18.68	3.39379075609697e-8	3.39379075609697e-8	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	YF VAX (ANY)	12	17	61	29	73	CEBPB,IFI27,IFI30,IFI6,IFIT1,IFITM1,IFITM3,MX1,MX2,OAS2,PSMB9,TNFSF10	41.38	16.44	5.5537305727167495e-11	5.5537305727167495e-11	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	YF VAX (ANY)	1	28	39	29	40	IFI27	3.45	2.5	2.90888119064783e-18	2.90888119064783e-18	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	YF VAX (ANY)	1	28	17	29	18	IFI27	3.45	5.56	1.02875070933378e-11	1.02875070933378e-11	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	YF VAX (ANY)	17	12	42	29	59	IFI27,IFI30,IFI6,IFIT1,IFIT2,IFITM1,IFITM3,IL1RN,IRF9,MX1,MX2,OAS2,TAP1,TNFSF10,TRIM21,TRIM22,LIF	58.62	28.81	4.05350319489291e-6	4.05350319489291e-6	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	YF VAX (ANY)	0	29	5	29	5	NA	0	0	3.5938128917256e-6	3.5938128917256e-6	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	YF VAX (ANY)	0	29	1	29	1	NA	0	0	0.0333333333333333	0.0333333333333333	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	YF VAX (ANY)	12	17	69	29	81	IFI27,IFI6,IFIT1,IFIT2,IFITM3,IL1RN,MX1,MX2,OAS2,TAP1,TNFSF10,TRIM22	41.38	14.81	1.1351314002365799e-11	1.1351314002365799e-11	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	YF VAX (ANY)	5	24	51	29	56	CEBPB,FPR2,IFIT1,IFIT2,IL1RN	17.24	8.93	7.31978946362545e-16	7.31978946362545e-16	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	YF VAX (ANY)	17	12	89	29	106	IFI30,IFI6,IFIT1,IFIT2,IFITM1,IFITM3,IL1RN,IRF9,MX1,MX2,OAS2,PSMB9,TAP1,TNFSF10,TRIM21,TRIM22,LIF	58.62	16.04	6.0826887444058104e-9	6.0826887444058104e-9	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	YF VAX (ANY)	15	14	185	29	200	LTB,ZAP70,IFI27,IFI30,IFI6,IFIT1,IFIT2,IFITM1,IL1RN,MX1,OAS2,PYHIN1,TAP1,TNFSF10,TRIM22	51.72	7.5	2.4713459331637e-14	2.4713459331637e-14	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	YF VAX (ANY)	7	22	220	29	227	LTB,ZAP70,CEBPB,IFI27,IFITM1,IFITM2,TRIM22	24.14	3.08	8.764888244906899e-26	8.764888244906899e-26	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	YF VAX (ANY)	4	25	133	29	137	LTB,ZAP70,IFITM2,PYHIN1	13.79	2.92	1.5018221785649098e-25	1.5018221785649098e-25	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	YF VAX (ANY)	6	23	208	29	214	LTB,ZAP70,IFI27,IL1RN,TRIM22,CORO1A	20.69	2.8	8.89238025737886e-27	8.89238025737886e-27	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	YF VAX (ANY)	0	29	5	29	5	NA	0	0	3.5938128917256e-6	3.5938128917256e-6	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	YF VAX (ANY)	9	20	162	29	171	CEBPB,IFI30,IFITM1,IFITM2,IL1RN,PSMB9,PSME1,TAP1,TRIM22	31.03	5.26	1.6354252223171e-20	1.6354252223171e-20	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	YF VAX (ANY)	0	29	7	29	7	NA	0	0	1.1979376305752e-7	1.1979376305752e-7	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	YF VAX (ANY)	2	27	81	29	83	CEBPB,IL1RN	6.9	2.41	1.09823648072132e-23	1.09823648072132e-23	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	YF VAX (ANY)	1	28	12	29	13	IL1RN	3.45	7.69	1.64584984806502e-9	1.64584984806502e-9	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	YF VAX (ANY)	1	28	8	29	9	FPR2	3.45	11.11	2.33112187571391e-7	2.33112187571391e-7	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	LVS F TULARENSIS (H336)	0	35	4	35	4	NA	0	0	1.2157906894749e-5	1.2157906894749e-5	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	LVS F TULARENSIS (H336)	0	35	1	35	1	NA	0	0	0.0277777777777778	0.0277777777777778	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	LVS F TULARENSIS (H336)	0	35	2	35	2	NA	0	0	0.0015015015015015	0.0015015015015015	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	LVS F TULARENSIS (H336)	4	31	44	35	48	TAP2,FAS,FCGR1A,TAP1	11.43	8.33	5.97437472882623e-18	5.97437472882623e-18	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	LVS F TULARENSIS (H336)	4	31	58	35	62	TAP2,FAS,FCGR1A,TAP1	11.43	6.45	1.1713045283575e-20	1.1713045283575e-20	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	LVS F TULARENSIS (H336)	1	34	66	35	67	CD83	2.86	1.49	3.99812724638519e-26	3.99812724638519e-26	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	LVS F TULARENSIS (H336)	12	23	265	35	277	SPN,B2M,CCR7,CD58,CD81,IRAK1BP1,CD1C,FAS,FCER1A,FCER1G,FCGR1A,TAP1	34.29	4.33	5.44349285204868e-26	5.44349285204868e-26	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	LVS F TULARENSIS (H336)	15	20	254	35	269	SPN,B2M,CCL20,CCR7,CD58,FCGR2B,IRAK1BP1,CD1C,FAS,FCER1A,FCER1G,FCGR1A,FCGR3A,TAP1,TLR4	42.86	5.58	9.37445370360347e-22	9.37445370360347e-22	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	LVS F TULARENSIS (H336)	7	28	153	35	160	SPN,CCR7,CD58,IRAK1BP1,CD1C,CDC42,FCER1G	20	4.38	3.5857823382838e-27	3.5857823382838e-27	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	LVS F TULARENSIS (H336)	3	32	32	35	35	SPN,CCR7,IRAK1BP1	8.57	8.57	5.71510505664654e-16	5.71510505664654e-16	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	LVS F TULARENSIS (H336)	3	32	47	35	50	CD44,FCGR1A,FCGR2A	8.57	6	1.1018682690171798e-19	1.1018682690171798e-19	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	LVS F TULARENSIS (H336)	0	35	6	35	6	NA	0	0	2.22400735879555e-7	2.22400735879555e-7	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	LVS F TULARENSIS (H336)	1	34	34	35	35	CCR7	2.86	2.86	6.417897215349619e-19	6.417897215349619e-19	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	LVS F TULARENSIS (H336)	0	35	7	35	7	NA	0	0	3.70667893132592e-8	3.70667893132592e-8	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	LVS F TULARENSIS (H336)	5	30	86	35	91	TAP2,CCR1,FAS,FCGR1A,TAP1	14.29	5.49	1.43829962459173e-23	1.43829962459173e-23	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	LVS F TULARENSIS (H336)	3	32	70	35	73	FCER1G,FCGR1A,LILRB4	8.57	4.11	7.11893578662171e-24	7.11893578662171e-24	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	LVS F TULARENSIS (H336)	0	35	40	35	40	NA	0	0	3.3983334666567e-22	3.3983334666567e-22	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	LVS F TULARENSIS (H336)	0	35	18	35	18	NA	0	0	1.5475668092289e-14	1.5475668092289e-14	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	LVS F TULARENSIS (H336)	4	31	55	35	59	TAP2,CCR1,FCGR1A,TAP1	11.43	6.78	4.01891865221678e-20	4.01891865221678e-20	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	LVS F TULARENSIS (H336)	0	35	5	35	5	NA	0	0	1.51973836184362e-6	1.51973836184362e-6	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	LVS F TULARENSIS (H336)	0	35	1	35	1	NA	0	0	0.0277777777777778	0.0277777777777778	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	LVS F TULARENSIS (H336)	4	31	77	35	81	CCL18,CCL20,FCGR1A,TAP1	11.43	4.94	1.26408274073382e-23	1.26408274073382e-23	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	LVS F TULARENSIS (H336)	4	31	52	35	56	CCL20,CD83,CCR1,FCGR1A	11.43	7.14	1.4523441608860001e-19	1.4523441608860001e-19	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	LVS F TULARENSIS (H336)	9	26	97	35	106	CD83,FCGR2B,TAP2,FAS,FCGR1A,HLA-DMA,HLA-DMB,LILRB4,TAP1	25.71	8.49	2.9189197902565e-20	2.9189197902565e-20	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	LVS F TULARENSIS (H336)	12	23	188	35	200	SPN,CCR7,CD58,CD81,IRAK1BP1,CD1C,FCER1A,FCER1G,FCGR1A,LILRB4,TAP1,TLR4	34.29	6	6.80870739921115e-23	6.80870739921115e-23	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	LVS F TULARENSIS (H336)	16	19	211	35	227	LRP1,SPN,CCL20,CCR7,CD58,CD81,IRAK1BP1,CCR1,CCR2,CD1C,CD86,CDC42,FCER1A,FCER1G,HLA-DMA,HLA-DMB	45.71	7.05	3.7635625214726297e-19	3.7635625214726297e-19	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	LVS F TULARENSIS (H336)	4	31	133	35	137	CCR7,IRAK1BP1,FCER1A,FCER1G	11.43	2.92	8.544036680550209e-30	8.544036680550209e-30	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	LVS F TULARENSIS (H336)	11	24	203	35	214	LRP1,SPN,CCL20,CCR7,CD68,CD81,CD1C,FAS,FCER1A,FCER1G,FCGR1A	31.43	5.14	7.876108227964119e-25	7.876108227964119e-25	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	LVS F TULARENSIS (H336)	0	35	5	35	5	NA	0	0	1.51973836184362e-6	1.51973836184362e-6	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	LVS F TULARENSIS (H336)	10	25	161	35	171	SPN,CCL20,CCR7,TICAM1,CD1C,CD86,FAS,FCER1A,FCGR1A,TAP1	28.57	5.85	6.95622417160682e-24	6.95622417160682e-24	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	LVS F TULARENSIS (H336)	0	35	7	35	7	NA	0	0	3.70667893132592e-8	3.70667893132592e-8	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	LVS F TULARENSIS (H336)	5	30	78	35	83	CCL20,CD83,TICAM1,CCR2,CDC42	14.29	6.02	1.52271630680255e-22	1.52271630680255e-22	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	LVS F TULARENSIS (H336)	0	35	13	35	13	NA	0	0	5.18327411174375e-12	5.18327411174375e-12	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	LVS F TULARENSIS (H336)	1	34	8	35	9	CCL20	2.86	11.11	6.20653216408058e-8	6.20653216408058e-8	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	LVS F TULARENSIS (H48)	0	50	4	50	4	NA	0	0	3.16204533740605e-6	3.16204533740605e-6	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	LVS F TULARENSIS (H48)	0	50	1	50	1	NA	0	0	0.0196078431372549	0.0196078431372549	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	LVS F TULARENSIS (H48)	0	50	2	50	2	NA	0	0	7.5414781297134e-4	7.5414781297134e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	LVS F TULARENSIS (H48)	4	46	44	50	48	FCGR1A,TAP2,FAS,TAP1	8	8.33	1.4544559142007e-22	1.4544559142007e-22	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
BNT (V3, D1)	LVS F TULARENSIS (H48)	4	46	58	50	62	FCGR1A,TAP2,FAS,TAP1	8	6.45	3.01065882408674e-26	3.01065882408674e-26	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	3	0
BNT-I (D1)	LVS F TULARENSIS (H48)	2	48	65	50	67	CD3G,CD83	4	2.99	1.89606878081094e-30	1.89606878081094e-30	BNT	COVID	VIRUS	SARS	I	I	V-I	1	1	1	1	1	1
BNT-I (D10, mild)	LVS F TULARENSIS (H48)	23	27	254	50	277	CCL5,CD28,CD3G,CD96,FASLG,KLRC3,KLRK1,RORA,ZAP70,LILRA6,NCF2,RNASE2,CCR7,FCGR1A,IRAK1BP1,B2M,CD1C,CD58,CD81,FAS,FCER1A,FCER1G,TAP1	46	8.3	3.54546143725841e-25	3.54546143725841e-25	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D10, severe)	LVS F TULARENSIS (H48)	28	22	241	50	269	CCL5,CD28,CD3G,CD40,CD96,FASLG,KLRC3,KLRK1,RORA,STAT3,ZAP70,LILRA6,NCF2,RNASE2,CCR7,FCGR1A,IRAK1BP1,B2M,CCL20,CD1C,CD58,FAS,FCER1A,FCER1G,FCGR2B,FCGR3A,TAP1,TLR4	56	10.41	1.4023486303686698e-19	1.4023486303686698e-19	BNT	COVID	VIRUS	SARS	I	I	V-I	10	10	1	2	1	1
BNT-I (D26, mild)	LVS F TULARENSIS (H48)	13	37	147	50	160	CD3G,CD40,CD96,FASLG,KLRC3,ZAP70,LILRA6,CCR7,IRAK1BP1,CD1C,CD58,CDC42,FCER1G	26	8.12	2.30096715317033e-29	2.30096715317033e-29	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D26, severe)	LVS F TULARENSIS (H48)	3	47	32	50	35	CD40,CCR7,IRAK1BP1	6	8.57	1.1018682690171798e-19	1.1018682690171798e-19	BNT	COVID	VIRUS	SARS	I	I	V-I	26	26	1	4	1	1
BNT-I (D3)	LVS F TULARENSIS (H48)	3	47	47	50	50	FCGR2A,FCGR1A,CD44	6	6	1.79495823765351e-24	1.79495823765351e-24	BNT	COVID	VIRUS	SARS	I	I	V-I	3	3	1	1	1	1
BNT-I (D4)	LVS F TULARENSIS (H48)	0	50	6	50	6	NA	0	0	3.07991428968122e-8	3.07991428968122e-8	BNT	COVID	VIRUS	SARS	I	I	V-I	4	4	1	1	1	1
BNT-I-BNT (D51, mild)	LVS F TULARENSIS (H48)	2	48	33	50	35	CD40,CCR7	4	5.71	3.98265639403796e-21	3.98265639403796e-21	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-I-BNT (D51, severe)	LVS F TULARENSIS (H48)	0	50	7	50	7	NA	0	0	3.7823508820646305e-9	3.7823508820646305e-9	BNT	COVID	VIRUS	SARS	I	RNA	V-I-V	51	21	2	7	2	1
BNT-MO (V3, D1)	LVS F TULARENSIS (H48)	6	44	85	50	91	KLRC3,FCGR1A,TAP2,CCR1,FAS,TAP1	12	6.59	2.12271147452934e-29	2.12271147452934e-29	MO	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
ChAd (V1, D3)	LVS F TULARENSIS (H48)	4	46	69	50	73	RNASE2,FCGR1A,FCER1G,LILRB4	8	5.48	1.01617795842149e-28	1.01617795842149e-28	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	1	0
ChAd (V1, D6)	LVS F TULARENSIS (H48)	0	50	40	50	40	NA	0	0	1.67026026930121e-26	1.67026026930121e-26	ChAd	COVID	VIRUS	SARS	V	VV	HO	6	6	1	1	1	0
ChAd (V1, D7)	LVS F TULARENSIS (H48)	0	50	18	50	18	NA	0	0	7.851596772152731e-17	7.851596772152731e-17	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	1	0
ChAd (V2, D1)	LVS F TULARENSIS (H48)	4	46	55	50	59	FCGR1A,TAP2,CCR1,TAP1	8	6.78	1.6251826094401199e-25	1.6251826094401199e-25	ChAd	COVID	VIRUS	SARS	V	VV	HO	1	1	1	1	2	0
ChAd (V2, D3)	LVS F TULARENSIS (H48)	0	50	5	50	5	NA	0	0	2.87458667036914e-7	2.87458667036914e-7	ChAd	COVID	VIRUS	SARS	V	VV	HO	3	3	1	1	2	0
ChAd (V2, D7)	LVS F TULARENSIS (H48)	0	50	1	50	1	NA	0	0	0.0196078431372549	0.0196078431372549	ChAd	COVID	VIRUS	SARS	V	VV	HO	7	7	1	1	2	0
ChAd-BNT (V2, D3)	LVS F TULARENSIS (H48)	4	46	77	50	81	CCL18,FCGR1A,CCL20,TAP1	8	4.94	2.4385195864682197e-30	2.4385195864682197e-30	BNT	COVID	VIRUS	SARS	V	RNA	HE	3	3	1	1	2	0
ChAd-BNT (V2, D7)	LVS F TULARENSIS (H48)	4	46	52	50	56	CD83,FCGR1A,CCL20,CCR1	8	7.14	9.37145811823312e-25	9.37145811823312e-25	BNT	COVID	VIRUS	SARS	V	RNA	HE	7	7	1	1	2	0
ChAd-BNT (V3, D1)	LVS F TULARENSIS (H48)	11	39	95	50	106	CD40,FASLG,CD83,FCGR1A,TAP2,FAS,FCGR2B,HLA-DMA,HLA-DMB,LILRB4,TAP1	22	10.38	1.0852407816560298e-25	1.0852407816560298e-25	BNT	COVID	VIRUS	SARS	V	RNA	HE	1	1	1	1	3	0
I (D10, moderate)	LVS F TULARENSIS (H48)	21	29	179	50	200	CCL5,CD28,CD3G,CD96,KLRC3,KLRK1,RORA,ZAP70,LILRA6,RNASE2,CCR7,FCGR1A,IRAK1BP1,CD1C,CD58,CD81,FCER1A,FCER1G,LILRB4,TAP1,TLR4	42	10.5	1.39176139401565e-23	1.39176139401565e-23	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D10, severe)	LVS F TULARENSIS (H48)	22	28	205	50	227	CD28,CD3G,CD40,CD96,STAT3,ZAP70,LILRA6,NCF2,CCR7,IRAK1BP1,CCL20,CCR1,CCR2,CD1C,CD58,CD81,CD86,CDC42,FCER1A,FCER1G,HLA-DMA,HLA-DMB	44	9.69	5.21720245762447e-24	5.21720245762447e-24	I	COVID	VIRUS	SARS	I	I	I	10	10	1	2	0	1
I (D26, moderate)	LVS F TULARENSIS (H48)	14	36	123	50	137	CD28,CD3G,CD96,FASLG,KLRC3,KLRK1,RORA,ZAP70,LILRA6,RNASE2,CCR7,IRAK1BP1,FCER1A,FCER1G	28	10.22	4.73589354394046e-26	4.73589354394046e-26	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D26, severe)	LVS F TULARENSIS (H48)	17	33	197	50	214	CD3G,CD40,CD96,FASLG,KLRC3,ZAP70,LILRA6,RNASE2,CCR7,FCGR1A,CCL20,CD1C,CD68,CD81,FAS,FCER1A,FCER1G	34	7.94	8.81059638108762e-29	8.81059638108762e-29	I	COVID	VIRUS	SARS	I	I	I	26	26	1	4	0	1
I (D51, moderate)	LVS F TULARENSIS (H48)	0	50	5	50	5	NA	0	0	2.87458667036914e-7	2.87458667036914e-7	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I (D51, severe)	LVS F TULARENSIS (H48)	10	40	161	50	171	CD3G,CCR7,FCGR1A,CCL20,CD1C,CD86,FAS,FCER1A,TAP1,TICAM1	20	5.85	4.65827233102819e-34	4.65827233102819e-34	I	COVID	VIRUS	SARS	I	I	I	51	21	2	7	0	1
I-I (D1)	LVS F TULARENSIS (H48)	0	50	7	50	7	NA	0	0	3.7823508820646305e-9	3.7823508820646305e-9	I	COVID	VIRUS	SARS	I	I	I-I	1	1	1	1	0	2
ZF2001 (V3, D07)	LVS F TULARENSIS (H48)	6	44	77	50	83	FASLG,CD83,CCL20,CCR2,CDC42,TICAM1	12	7.23	5.53218810183421e-28	5.53218810183421e-28	ZF2001	COVID	VIRUS	SARS	V	SU	HE	7	7	1	1	3	0
ZF2001 (V3, D14)	LVS F TULARENSIS (H48)	0	50	13	50	13	NA	0	0	9.55252681574535e-14	9.55252681574535e-14	ZF2001	COVID	VIRUS	SARS	V	SU	HE	14	14	1	2	3	0
ZF2001 (V3, D28)	LVS F TULARENSIS (H48)	1	49	8	50	9	CCL20	2	11.11	4.69533212945956e-9	4.69533212945956e-9	ZF2001	COVID	VIRUS	SARS	V	SU	HE	28	28	1	4	3	0
BBIBP (V3, D14)	FLUMIST (D3)	0	101	4	101	4	NA	0	0	2.09194955054464e-7	2.09194955054464e-7	BBIBP	COVID	VIRUS	SARS	V	IN	HO	14	14	1	2	3	0
BBIBP (V3, D28)	FLUMIST (D3)	0	101	1	101	1	NA	0	0	0.00980392156862746	0.00980392156862746	BBIBP	COVID	VIRUS	SARS	V	IN	HO	28	28	1	4	3	0
BNT (V1, D6)	FLUMIST (D3)	0	101	2	101	2	NA	0	0	1.9036740909956e-4	1.9036740909956e-4	BNT	COVID	VIRUS	SARS	V	RNA	HO	6	6	1	1	1	0
BNT (V2, D1)	FLUMIST (D3)	9	92	39	101	48	IFI35,MX1,OAS2,STAT1,STAT2,TNFSF10,TRIM22,BST2,DDX60	8.91	18.75	2.3953048565454698e-26	2.3953048565454698e-26	BNT	COVID	VIRUS	SARS	V	RNA	HO	1	1	1	1	2	0
