"","Cond1","Cond2","Shared","Percentage_Shared_Cond1","Genes_Names","pvalue","-log(p)"
"987","FLUMIST_UP","CN54GP140_UP",32,15.61,"AMY1B, BOLA2, CAPZA1, EID3, GIMAP2, IER3IP1, ING3, MRPL15, MTX2, PCYOX1, PRDX4, SRGAP2C, SUMO1, TMEM70, NECAP2, HECA, RPS6KA3, TAOK3, ATG3, CCR2, CD1C, CIAO1, CREB1, KIAA2026, KRR1, MYOF, RAB18, SLU7, SPTY2D1, TAF15, UFSP2, ZFYVE27",5.77929578057197e-194,193.238125078058
"988","FLUENZ_UP","CN54GP140_UP",0,0,"",5.92067576789498e-15,14.2276287213989
"989","MENACTRA_UP","CN54GP140_UP",0,0,"",2.38604096863462e-44,43.6223221037088
"990","ZOSTAVAX_UP","CN54GP140_UP",0,0,"",1.32183527854683e-26,25.8788226613975
"991","YF17D_UP","CN54GP140_UP",1,0.49,"MYOF",5.57146622117702e-44,43.2540304981888
"992","STAMARIL_UP","CN54GP140_UP",2,0.98,"PRDX4, MYOF",1.10026002359429e-126,125.958504666235
"993","MMR II_UP","CN54GP140_UP",2,0.98,"MAPK8IP2, NRSN2",7.21749679543413e-188,187.141613400274
"994","PREVNAR_UP","CN54GP140_UP",1,0.49,"RAD51",5.18379132062765e-89,88.2853524898003
"995","DRYVAX_UP","CN54GP140_UP",0,0,"",9.7555344759264e-61,60.01074893195
"996","BCG_UP","CN54GP140_UP",3,1.46,"EML2, NME2, NFKBIZ",1.30442536136013e-76,75.8845807659902
"997","PPD_UP","CN54GP140_UP",1,0.49,"NFKBIZ",1.77407988805269e-67,66.751026827481
"998","TC-83_UP","CN54GP140_UP",9,4.39,"ATAD1, ATP11C, GIMAP2, IER3IP1, PRDX4, SRGAP2C, TMEM106B, NME2, KRR1",2.27773763790909e-159,158.642496301754
"999","HPV-VLP_UP","HIV-1 GAG-POL NEF_UP",154,13.47,"ACOT9, ACSL1, ADAR, ADGRE5, AIM2, ALAS1, APOL1, APOL3, APOL6, ATF5, ATOX1, AXL, BATF3, BAZ1A, BST2, C1QB, C2, CASP1, CASP5, CBR1, CCL2, CCL3, CCL8, CD38, CD40, CDKN1A, CFB, CHST12, CSF2RB, CXCL10, CXCL11, DDB2, RIGI, DSE, DUSP5, DUSP6, DYNLT1, EIF2AK2, ETV7, FAS, FFAR2, FGL2, FPR2, GBP1, GCH1, GCNT1, GMPR, GOLM1, GPD2, H1-0, HCAR3, HERC5, HLX, ICAM1, IDO1, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IGF2BP3, IL15, IL15RA, IL1RN, IRF1, IRF2, IRF7, ISG15, ISG20, JAK2, JUP, KCNJ15, KCNJ2, KMO, LAMP3, LAP3, LDLR, LGALS3BP, LIMK2, LMNB1, LMO2, LY6E, MAP3K7CL, MICB, MMP8, MNDA, MT2A, MTHFD2, MX1, MX2, MXD1, MYOF, NAMPT, NFE2L3, NMI, OAS1, OAS2, OAS3, OASL, P2RY13, PARP11, PHF11, PLAAT4, PLEK, PLSCR1, PML, PRRG4, PSMB9, PSME2, PTGIR, NECTIN2, RAPGEF2, RBCK1, RNASEL, RTP4, SCO2, SDHB, SEMA4A, SERPING1, SIGLEC1, SLC1A5, SLC2A6, SLC31A2, SLC6A12, SOCS1, SP110, SP140, SRC, ST3GAL5, TAP2, TFEC, TLR1, TLR2, TMEM176A, TNFAIP6, TNFSF10, TRAFD1, TRIM21, TYMP, UBE2L6, USP18, VAMP5, VDR, VRK2, WARS1, XAF1, ZBP1, ZNF267",4.19849300601364e-208,207.376906565939
"1000","FLUARIX FLUVIRIN_UP","HIV-1 GAG-POL NEF_UP",178,15.57,"ABI3, ACER3, ACP3, ADAP2, ADGRE2, ANXA4, ARSD, ATF3, ATG7, ATP1B1, ATP6V1B2, ATP6V1C1, BCL2A1, BCL6, BID, BLVRA, C11orf24, C15orf39, C1orf162, C3AR1, C5AR1, C9orf72, CALCOCO2, CALHM6, CALML4, CASP1, CCL3, CCR2, CD300A, CD300C, CD300LF, CD36, CD38, CD86, CDKN1A, CDKN1C, CHD1, CLEC12A, CNIH4, CSF1R, CSRNP1, CSRP1, CTNND1, CTSL, CXCL16, CYFIP1, CYRIA, DECR1, DICER1, DPYSL2, DUSP5, ECE1, EPB41L3, FCER1G, FGD4, FKBP15, FMNL2, FNIP2, FUCA2, GADD45B, GBA1, GIMAP4, GIMAP6, GIMAP8, GLB1, GLRX, GNS, GPBAR1, HAVCR2, HCAR3, HEG1, HMOX1, ICAM1, IDH1, IFI16, ISG20, KDM1B, KDM7A, KIAA0930, KLF4, LAIR1, LILRB2, LPCAT3, LST1, LYN, LYST, MAFB, MERTK, METRNL, MICU1, MILR1, MIR22HG, MOSPD2, MPDU1, MS4A4A, MS4A6A, MS4A7, NAAA, NAGA, NAIP, NAMPT, NECAP1, NFIL3, NFKBIE, NLRC4, NLRP3, NT5C2, NUB1, ORMDL2, PAK1, PCMT1, PDLIM5, PELI1, PFKFB3, PIK3AP1, PIM3, PLAC8, PLAUR, PMVK, PTPRE, QSOX1, RAB10, RAB12, RAB20, RAB8A, RAPGEF2, RASGEF1B, RASSF4, RCBTB2, RELT, RHOB, RIPK2, RNASE2, RRAS, SASH1, SAT1, SIGLEC7, SLAMF7, SLC16A6, SLC25A28, SLC35A5, SLC43A3, SLC7A7, SLC8A1, SNX11, SNX27, SOCS1, SOCS3, SORT1, SP100, SPOPL, SPTLC2, SRGAP2, STAM2, STING1, STOM, STYXL1, TAPBPL, TCF7L2, TENT5A, TIGAR, TIMP1, TLR8, TNFAIP8L2, TRIB1, USP15, UTRN, VRK2, WIPI1, YIPF1, ZCCHC2, ZEB2, ZFP36, ZNF267, ZSWIM6, CX3CR1, CYSLTR1, MTSS1",0,0
"1001","FLUZONE_UP","HIV-1 GAG-POL NEF_UP",4,0.35,"BATF2, IDO1, IFIT3, SERPING1",1.33147666011859e-33,32.8756664420456
"1002","FLUMIST_UP","HIV-1 GAG-POL NEF_UP",351,30.71,"ABCA1, ABI3, ACER3, ACSL1, ADA2, ADAP2, AGPAT3, AGTRAP, AKIRIN2, AKR1A1, ANKFY1, ANXA2, ANXA4, AOAH, APOL3, AQP9, ARHGAP17, ARHGAP27, ARL8A, ARSD, ASCL2, ATG3, ATG7, ATP13A1, ATP1B1, ATP6V0D1, ATP6V1B2, ATP6V1C1, AZI2, BACH1, BAZ1A, BCL2A1, BCL6, BLVRA, BST2, BTK, C11orf24, C1orf162, C3AR1, C3orf38, C5AR1, C5orf15, C9orf72, CALML4, CAMK2D, CAPG, CARD16, CASP1, CASP3, CBR1, CCR2, CD14, CD163, CD300A, CD33, CD36, CD86, CEBPB, CFP, CHD1, CHMP5, CHST15, CIR1, CLEC12A, CLP1, CNDP2, CNP, CPNE8, CSF1R, CSRNP1, CST3, CTBS, CTNNA1, CTNND1, CTSB, CUL1, CXCL10, CYBB, CYFIP1, CYRIA, CYSTM1, DAPP1, DDX60, DDX60L, DECR1, DIAPH2, DICER1, DNAJA1, DNAJC13, DPYSL2, DTX3L, DUSP18, DUSP5, DYNLT1, EHBP1L1, EHD4, EMILIN2, EPB41L3, EXOC1, FAM111A, FCER1G, FCN1, FGD2, FGD4, FGL2, FGR, FKBP15, FNDC3B, FNIP2, FPR1, FPR2, FUCA2, GALNT3, GASK1B, GIMAP4, GIMAP6, GIMAP8, GK, GLB1, GLRX, GLUL, GNS, GPBAR1, GPD2, GRK3, GRN, GSTO1, GTPBP1, HAVCR2, HCAR3, HCK, HHEX, HK3, HLA-DMB, HLA-DRB1, HMGCS1, HPSE, ICAM1, IDH1, IFI16, IFI30, IFI35, IFI6, IFIT3, IFIT5, IFITM1, IFITM2, IRF5, IRF7, ITPRIPL2, JAK2, KCTD12, KDM7A, KIAA0319L, KIAA0513, KIAA0930, KYNU, LAIR1, LARP7, LILRA1, LILRB1, LIMK2, LMO2, MARCO, MASTL, MBOAT1, MBOAT7, METRNL, MFSD14B, MIDN, MIR22HG, MLKL, MNDA, MOSPD2, MPDU1, MS4A14, MS4A4A, MS4A6A, MS4A7, MX1, MX2, MXD1, MYD88, MYOF, NAAA, NADK, NAGA, NAGK, NAIP, NAMPT, NCSTN, NECAP1, NFIL3, NHLRC3, NID1, NINJ1, NLRC4, NOTCH2, NRIP1, NT5C2, NUB1, NUP62, OAS1, OAS2, OAS3, ORMDL2, OSCAR, P2RX7, PAK1, PAM, PARP12, PARP14, PATL1, PCMT1, PDLIM5, PEA15, PELI1, PFKFB3, PHF11, PIK3AP1, PIM3, PLAC8, PLAGL2, PLAUR, PLSCR1, PLXNB2, PMVK, PNPT1, POLB, POLK, PPIF, PRDX3, PRELID1, PRKCD, PRXL2C, PSMB10, PSMB9, PTPRE, PYCARD, QSOX1, RAB10, RAB1A, RAB20, RAB4B, RAB8A, RAPGEF2, RARA, RASGEF1B, RASSF4, RB1, RCBTB2, REEP4, RELT, RHOB, RIPK2, RNASE2, RNF135, RNF19B, RNF213, RNFT1, RNH1, RTCB, RUBCN, RUFY3, RXRA, SAMD9L, SAT2, SCARB2, SCPEP1, SEC14L1, SHTN1, SIDT2, SIPA1L1, SIPA1L2, SIRPB2, SLAMF7, SLC22A15, SLC24A4, SLC25A24, SLC25A28, SLC27A3, SLC2A6, SLC31A1, SLC35A5, SLC43A3, SLC7A7, SMCO4, SNCA, SNX2, SNX27, SOCS1, SOCS3, SP100, SP110, SP140, SPOPL, SPTLC2, SQOR, SRGAP2, SSB, STAB1, STAM2, STAT1, STAT2, STING1, STX11, STX12, STYXL1, SUSD1, TBC1D8, TCF7L2, TDRD7, TFEC, TIFA, TIGAR, TIMP2, TLR7, TLR8, TNFAIP6, TNFAIP8L2, TNFSF10, TNFSF13, TNFSF13B, TNS3, TOP1, TOR1B, TOR4A, TREX1, TRIB1, TRIM14, TRIM22, TRIM5, TTC7A, TUBA1A, UBA3, UBA7, UNC93B1, USP15, VCPIP1, VRK2, VTA1, WSB1, XAF1, XKR8, XRN1, ZCCHC2, ZNF267, ZNFX1, ZSWIM6, CX3CR1, SLC38A9",0,0
"1003","FLUENZ_UP","HIV-1 GAG-POL NEF_UP",3,0.26,"MICB, RIPK2, SOCS1",5.2921910879762e-14,13.2763644828981
"1004","MENACTRA_UP","HIV-1 GAG-POL NEF_UP",8,0.7,"APOBR, C1QB, C1QC, C2, C5AR1, CFB, SERPING1, ST14",4.2081442518296e-58,57.3759093813306
"1005","ZOSTAVAX_UP","HIV-1 GAG-POL NEF_UP",2,0.17,"IFI44L, MX1",7.33697016183261e-37,36.1344832471209
"1006","YF17D_UP","HIV-1 GAG-POL NEF_UP",45,3.94,"C3AR1, CD38, CXCL10, RIGI, DDX60, DDX60L, DHX58, EIF2AK2, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IL10, IRF7, ISG15, LAMP3, LGALS3BP, MX1, MX2, MYOF, NEXN, OAS1, OAS2, OAS3, OASL, PARP12, PARP9, PLSCR1, PNPT1, RGL1, RSAD2, SAMD9, SAMD9L, SERPING1, STAT1, TLR7, TMEM255A, TRIM22, TRIM5, XAF1",0.0450980392156863,1.34584234008034
"1007","STAMARIL_UP","HIV-1 GAG-POL NEF_UP",236,20.65,"ABCA1, ABI3, ACOT9, ACTA2, ADA2, ADAP2, ADAR, AIM2, ANKFY1, ANKRD22, AP5B1, APOL3, ASCL2, ATF3, ATF5, BATF2, BLVRA, BST2, C1QB, C3AR1, CALHM6, CAMK1, CASP1, CASP5, CCL8, CCR1, CD163, CD300C, CD36, CD38, CD68, CD86, CDKN1A, CDKN1C, CEACAM1, CHMP5, CMPK2, CNDP2, CSF1R, CSRNP1, CST3, CTSL, CUL1, CXCL10, CYBB, RIGI, DDX60, DHRS9, DHX58, DPYSL2, DRAP1, DUSP5, DYNLT1, EIF2AK2, EMILIN2, EPB41L3, EPSTI1, FBXO6, FCER1G, FCN1, FFAR2, FLVCR2, FRMD3, GADD45B, GBP1, GBP2, GBP4, GBP5, GCH1, GIMAP8, GLMP, GNA15, GORASP1, GPBAR1, GRN, HAVCR2, HERC5, HERC6, HK2, HK3, HMOX1, HSH2D, IDO1, IFI16, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL15, IL1RN, IRF7, IRF9, ISG15, ISG20, JUP, KCNMB1, KIAA0319L, KIR2DL4, KYNU, LAMP3, LAP3, LDLR, LGALS3BP, LGALS9, LHFPL2, LILRB1, LMO2, LY6E, MAFB, MARCKS, MARCO, MICB, MOV10, MS4A7, MT2A, MX1, MX2, MYD88, MYOF, NAGA, NAGK, NAPA, NEXN, NLRP3, NMI, NOD2, NPC2, NRROS, NTNG2, NUB1, OAS1, OAS2, OAS3, OASL, OGFR, OTOF, PARP10, PARP12, PARP14, PARP9, PATL1, PHF11, PIK3AP1, PLAC8, PLAGL2, PLSCR1, PML, PPM1K, HELZ2, PSME1, PSME2, RAB8A, RBCK1, RGL1, RHBDF2, RIN2, RIPK3, RNF135, RNF31, RNH1, RRAS, RSAD2, RTCB, RTP4, SAMD4A, SAMD9L, SAT1, SCARB2, SCIMP, SCO2, SERPING1, SHFL, SHISA5, SIDT2, SIGLEC5, SIL1, SLC27A3, SLC2A6, SLC31A2, SLC37A2, SLFN12, SMCO4, SNTB1, SOCS1, SORT1, SP110, SP140, SPATS2L, SQOR, SRC, STAB1, STAT1, STAT2, SUSD1, TAGLN, TAP1, TAP2, TCN2, TDRD7, TENT5A, TLR7, TMEM140, TMEM268, TNFAIP6, TNFSF10, TNFSF13B, TNS3, TOR1B, TRAFD1, TRIM21, TRIM22, TRIM26, TRIM38, TRIM5, TTYH3, TYMP, UBA7, UBE2L6, UNC93B1, VAMP5, WARS1, XAF1, ZBP1, ZFYVE26, ZNFX1, CX3CR1, CYSLTR1",1.06087497716585e-59,58.974335794163
"1008","MMR II_UP","HIV-1 GAG-POL NEF_UP",326,28.52,"ABCD1, ABTB2, ACOT9, ACP2, ACSL1, ACTA2, ADM, ADPRH, ADPRS, AGRN, AIM2, ANKRD22, AP5B1, APOL1, APOL2, APOL3, APOL6, ARHGEF11, ASCL2, ASPHD2, ATF3, ATF5, AXL, B4GALT5, BAG1, BAK1, BATF2, BATF3, BAZ1A, BLZF1, BST2, C2, CALHM6, CASP1, CASP10, CASP3, CASP4, CASP5, CASP7, CBR1, CCL2, CCL3, CCL8, CCR1, CCRL2, CD274, CD2AP, CD38, CD40, CDC42EP2, CDKN1A, CDKN1C, CEACAM1, CES1, CFB, CGAS, CHST12, CIR1, CMPK2, CMTR1, CNP, CPEB3, CSRNP1, CTSL, CXCL10, CXCL11, CYSTM1, DAPP1, DCUN1D3, RIGI, DDX60, DDX60L, DHX58, DRAM1, DRAP1, DTX3L, DUSP5, DUSP6, DYNLT1, DYSF, ECE1, EHD4, EIF2AK2, EIF4E3, ELF4, ELMO2, EPSTI1, ETV7, FAM225A, FAR2, FAS, FBXO6, FFAR2, FGD2, FMNL2, FNDC3B, FNIP2, FRMD3, FXYD6, GBP1, GBP2, GBP3, GBP4, GBP5, GCH1, GCNT1, GMPR, GPBAR1, GPD2, GPR141, GTPBP1, GTPBP2, GUCY1A1, HAPLN3, HCAR2, HCAR3, HERC5, HERC6, HK2, HLX, HPSE, HSH2D, ICAM1, IDO1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IFITM3, IGF2BP2, IGF2BP3, IL15, IL15RA, IL1RN, IL27, IL4I1, IRF1, IRF1-AS1, IRF2, IRF7, ISG15, ISG20, JAK2, JUP, KCNJ2, KCNMB1, KIAA0040, KIR2DL4, KLHDC7B, KPTN, LAMP3, LAP3, LGALS3BP, LGALS9, LGALS9B, LHFPL2, LILRA3, LILRA5, LILRA6, LILRB2, LILRB4, LMNB1, LPAR1, LY6E, LYN, LYSMD2, MASTL, MEFV, MICB, MOV10, MRPL44, MSR1, MT1E, MT2A, MX1, MX2, MXD1, N4BP1, NADK, NAPA, NBN, NEXN, NFE2L3, NINJ1, NMI, NOD1, NOD2, NR1H3, NUB1, OAS1, OAS2, OAS3, OASL, OTOF, P2RX4, P2RX7, PARP10, PARP11, PARP12, PARP14, PARP9, PDCD1LG2, PHF11, PI4K2B, PILRA, PLSCR1, PML, PNPT1, PPM1K, HELZ2, PRRG4, PSEN2, PSMB9, NECTIN2, RAB20, RAB39A, RAPGEF2, RASGEF1B, RASGRP3, RBCK1, RHBDF2, RIN2, RIPK2, RNASE2, RNF19B, RNF213, RSAD2, RTCB, RTP4, RUBCN, RUFY4, SAMD4A, SAMD9, SAMD9L, SASH1, SCARB2, SCLT1, SCO2, SDC3, SECTM1, SEMA4A, SERPINB9, SERPING1, SH2B2, SHFL, SIGLEC1, SIGLEC14, SLAMF7, SLC22A4, SLC25A28, SLC2A6, SLC31A2, SLC37A1, SLC38A5, SLC8A1, SLFN12, SMCHD1, SNX10, SOCS1, SP100, SP110, SP140, SPATS2L, SQOR, SRC, SRGAP2, SRGAP2B, ST3GAL5, ST8SIA4, STAT1, STAT2, STIMATE, STOM, STX11, SUSD1, TANK, TAP1, TAP2, TCN2, TDRD7, TENT5A, TFEC, TJP2, TLR2, TMEM106A, TMEM140, TMEM150B, TMEM229B, TMEM255A, TMEM268, TNFAIP6, TNFSF10, TNFSF13B, TOR1B, TRAFD1, TRANK1, TREX1, TRIM14, TRIM21, TRIM22, TRIM25, TRIM26, TRIM38, TRIM5, UBE2L6, USP18, USP30-AS1, USP6NL, VAMP5, VRK2, WARS1, WDFY1, XAF1, XRN1, ZBP1, ZCCHC2, ZNF267, ZNFX1",1.69752743355526e-214,213.770183198405
"1009","PREVNAR_UP","HIV-1 GAG-POL NEF_UP",6,0.52,"APOL4, CD274, FGL2, GBP4, GBP5, SERPING1",8.64047442114681e-182,181.063462411129
"1010","DRYVAX_UP","HIV-1 GAG-POL NEF_UP",11,0.96,"CD14, GPBAR1, GPR84, HERC5, HSPA6, NEXN, NFE2L3, PDCD1LG2, S100A9, SIRPB2, SIRPD",7.88893460147006e-89,88.1029816441853
"1011","BCG_UP","HIV-1 GAG-POL NEF_UP",42,3.67,"ABTB2, APOL1, APOL3, AQP9, ASPHD2, BATF3, BCL2A1, CCL3, CD38, CXCL10, DUSP5, EPSTI1, GADD45B, GBP1, GBP2, GBP4, GBP5, IDO1, IFI44L, IFIH1, IFIT3, IRF1, IRF9, ISG15, LAMP3, MT2A, MX1, NAMPT, OAS3, PARP9, PLAAT4, PSMB9, PSME2, RIPK2, SERPINA1, SLC7A7, SOCS1, STAT1, TNFAIP6, TRIM22, UBE2L6, WARS1",1.31991096487869e-95,94.8794553633139
"1012","PPD_UP","HIV-1 GAG-POL NEF_UP",22,1.92,"ABTB2, ACSL1, AQP9, BCL2A1, CCL3, DUSP5, EPB41L3, GBP1, GBP2, GBP4, GBP5, HCAR3, IDO1, LAMP3, MARCKS, MT2A, NAMPT, PARP9, RIPK2, SERPINA1, SLC7A7, TNFAIP6",2.73098952317289e-91,90.5636799659302
"1013","TC-83_UP","HIV-1 GAG-POL NEF_UP",128,11.2,"ANKRD22, APOL6, BATF2, BLVRA, BST2, C3orf38, CALHM6, CCL2, CCL8, CCR1, CD274, CD2AP, CEACAM1, CHMP5, CMPK2, CMTR1, CNIH4, CXCL10, RIGI, DDX60, DDX60L, DRAP1, EFR3A, EIF2AK2, EPSTI1, ETV7, FBXO6, FRMD3, GBP1, GBP3, GBP4, GBP5, GCH1, GIMAP6, HERC5, HERC6, IFI16, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM2, IL1RN, IRF1-AS1, IRF7, ISG15, ISG20, KIAA0319L, LAMP3, LAP3, LGALS9, LY6E, MAFB, MOV10, MS4A4A, MT2A, MTHFD2, MVB12A, MX1, MX2, NEXN, NRIP1, NTNG2, NUB1, OAS1, OAS2, OAS3, OASL, PARP12, PARP14, PARP9, PCMT1, PLSCR1, PML, PNPT1, PPM1K, HELZ2, PSMA4, RIN2, RNF213, RNFT1, RSAD2, RTP4, SAMD4A, SAMD9, SAMD9L, SCO2, SERPING1, SHFL, SHISA5, SIGLEC1, SLAMF7, SOCS1, SP140, SPATS2L, SRGAP2, SRGAP2B, SSB, STAT1, STAT2, TDRD7, TENT5A, TFEC, TIFA, TMEM268, TNFAIP6, TNFSF10, TNFSF13B, TOR1B, TREX1, TRIM14, TRIM22, TRIM5, EMC2, UBE2L6, USP18, VTA1, WARS1, XAF1, ZBP1, ZCCHC2",0,0
"1014","FLUARIX FLUVIRIN_UP","HPV-VLP_UP",58,9.95,"ADAM19, AFF4, , AP1G1, APOBEC3B, APOBEC3G, ATF6, BHLHE40, CASP1, CD38, CD83, CDKN1A, CTSC, DNAJC7, EBNA1BP2, GART, GZMA, HBEGF, HCAR3, HIRIP3, ICAM1, IDI1, IL1B, IL2RA, IL6ST, INSIG1, ISG20, MARCHF6, NAMPT, NMT1, PAICS, PCNA, POLR3K, PSMB2, PSMB5, PSMD12, PTGS2, RAB8B, RAPGEF2, RGS1, RRM2, SLAMF1, SLC2A3, SOCS1, SUB1, TARS1, TPI1, TYMS, VRK2, ZNF267, ZWINT, CCL3, DUSP5, EGR2, G0S2, GPALPP1, MAFF, SIK1",0,0
"1015","FLUZONE_UP","HPV-VLP_UP",4,0.69,"IDO1, SERPING1, FCGR1A, IFIT3",1.29995370079777e-28,27.8860721152671
"1016","FLUMIST_UP","HPV-VLP_UP",117,20.07,"ACSL1, AFF4, , AP1G1, APOBEC3G, BCL7B, BHLHE40, BIRC3, CASP1, CD83, CDC40, CDK7, CTSC, DNAJC7, DNM1L, DUSP4, EBNA1BP2, EML4, FASLG, FPR2, GART, GMNN, GNL2, GPD2, GTPBP4, GZMA, HBEGF, HCAR3, HIVEP3, HP1BP3, ICAM1, IDH3A, IDI1, IFITM1, IFITM2, IL1B, IL1R2, INSIG1, JAG1, LNPEP, MARCHF6, MNDA, NAMPT, NDUFV2, NMD3, NMT1, PAICS, PCK2, PFKP, PIK3C3, POLR3K, PRC1, PREP, PSMB2, PSMB9, PSMD12, PTGS2, RAB8B, RAD50, RAPGEF2, RGS1, RUVBL1, SLAMF1, SLC25A40, SLC2A3, SLC2A6, SOCS1, SUB1, TARS1, TIMM17A, TNFSF10, TPI1, UCHL5, VRK2, XCL1, ZNF267, APOL3, BAZ1A, BST2, CBR1, CLEC4A, CXCL1, CXCL10, DUSP5, DYNLT1, EGR2, EZH2, FGL2, G0S2, GPALPP1, H2AC18, IFI6, IFIT3, IFIT5, IL3RA, IRF7, JAK2, LIMK2, LMO2, MAFF, MMP9, MX1, MX2, MXD1, MYOF, OAS1, OAS2, OAS3, PHF11, PLSCR1, RELB, SIK1, SP110, SP140, TFEC, TNFAIP6, XAF1",0,0
"1017","FLUENZ_UP","HPV-VLP_UP",4,0.69,"IL2, IL2RA, MICB, SOCS1",4.0936169274236e-10,9.38789280019085
"1018","MENACTRA_UP","HPV-VLP_UP",12,2.06,", C1QB, C2, CCL20, CFB, CFH, IL1B, LAMC2, MMP12, SERPING1, TNF, C1QA",4.46864013650983e-41,40.3498246180451
"1019","ZOSTAVAX_UP","HPV-VLP_UP",2,0.34,"IFI44L, MX1",1.39629828227474e-31,30.8550217962484
"1020","YF17D_UP","HPV-VLP_UP",26,4.46,"CD38, RIGI, LAMP3, SERPING1, CXCL10, EIF2AK2, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IRF7, ISG15, LGALS3BP, MX1, MX2, MYOF, OAS1, OAS2, OAS3, OASL, PLSCR1, XAF1",5.50257261524019e-24,23.259434217527
"1021","STAMARIL_UP","HPV-VLP_UP",93,15.95,"ACOT7, ADAR, AIM2, ATF5, C1QB, CASP1, CASP5, CCNB2, CD38, CDKN1A, RIGI, GCH1, GNLY, GZMB, IDO1, IFITM1, IL15, IL1RN, ISG20, LAMP3, LDLR, MICB, MT2A, NUSAP1, PCK2, SERPING1, SLC2A6, SOCS1, TAP2, TNFSF10, TYMS, VAMP5, WARS1, ACOT9, APOL3, BST2, C1QA, CCL8, CD19, CXCL10, DUSP5, DYNLT1, EIF2AK2, FFAR2, GBP1, HERC5, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IFIT5, IFITM3, IRF7, ISG15, JUP, LAG3, LAP3, LGALS3BP, LMO2, LY6E, MX1, MX2, MYOF, NMI, OAS1, OAS2, OAS3, OASL, PHF11, PLSCR1, PML, PSME2, RBCK1, RTP4, SCO2, SEPTIN4, SLC31A2, SP110, SP140, SRC, TK1, TNFAIP6, TRAFD1, TRIM21, TYMP, UBE2C, UBE2L6, UBE2S, XAF1, ZBP1",7.60624030474962e-122,121.118829957996
"1022","MMR II_UP","HPV-VLP_UP",191,32.76,"ACSL1, ADAM19, AIM2, , APOBEC3B, APOBEC3G, APOL1, BMAL2, ATF5, BATF3, BPGM, BUB1, C2, C5, CACNA1A, CASP1, CASP5, CCL18, CCL19, CCL4, CCL7, CD38, CD40, CD70, CD83, CDC45, CDKN1A, CFB, CH25H, CXCL11, CXCL13, CXCL9, CYP27B1, RIGI, DMD, DUSP6, ENPP2, FANCA, FASLG, GCH1, GCNT1, GPD2, HCAR3, ICAM1, IDO1, IFITM1, IFITM2, IFNG, IL12RB2, IL15, IL1RN, IL2RA, IL6, INHBA, IRF2, ISG20, JAG1, KCNJ2, LAMP3, LGALS2, LIF, LMNB1, LTA, MAP2, MAPK11, MICB, MT2A, MYBL2, NDC80, NTN1, PARP11, PFKP, PHLDA2, PLA2G4C, PSMB9, RAPGEF2, RGS1, SERPING1, SLC1A4, SLC2A6, SLC39A8, SOCS1, ST3GAL5, STAP1, TAP2, TLR2, TNF, TNFSF10, TSPAN13, TSPAN5, VAMP5, VRK2, WARS1, ZNF267, ACOT9, ADAMDEC1, APOL3, APOL6, AXL, BAZ1A, BCL2L14, BIRC5, BST2, C1S, CBR1, CCL2, CCL3, CCL8, CD72, CHST12, CXCL10, DUSP5, DYNLT1, EGR2, EIF2AK2, ETV7, FAS, FFAR2, FSCN1, GBP1, GMPR, HERC5, HESX1, HLX, HMMR, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IFIT5, IFITM3, IGF2BP3, IL15RA, IL3RA, IRF1, IRF7, ISG15, JAK2, JUP, KCNK5, LAG3, LAMP5, LAP3, LGALS3BP, LY6E, MAFF, MUC1, MX1, MX2, MXD1, NECTIN2, NFE2L3, NMI, OAS1, OAS2, OAS3, OASL, PARP3, PHF11, PLSCR1, PML, PROCR, PRRG4, RBCK1, RELB, RTP4, SCO2, SEMA4A, SIGLEC1, SLC31A2, SOCS2, SP110, SP140, SPHK1, SRC, TFEC, TNFAIP6, TPX2, TRAF2, TRAFD1, TRIM21, UBE2C, UBE2L6, UBE2S, USP18, XAF1, ZBP1, ZBTB32",1.92136372071561e-169,168.716390413927
"1023","PREVNAR_UP","HPV-VLP_UP",43,7.38,"AICDA, AURKA, BUB1, CCNB2, CDC45, CSF2, CXCL9, DUSP4, GNLY, GZMA, GZMB, IFNG, IL12RB2, IL17RB, IL2RA, IL3, IL5, KIF11, LIF, LTA, MKI67, MMP12, NCAPG, NUSAP1, PLK1, PRC1, RRM2, SERPING1, TOP2A, TRIP13, TYMS, AURKB, BIRC5, C1S, CCNA2, ESPL1, FGL2, IL9, PBK, TK1, TPX2, UBE2C, ZBTB32",7.63929528894265e-88,87.1169467024504
