"","condition","genes"
"33512","I (D10, moderate)","PLXNB3"
"33513","I (D10, moderate)","GOLGA8A"
"33514","I (D10, moderate)","BIRC6-AS2"
"33515","I (D10, moderate)","PLAU"
"33516","I (D10, moderate)","BMP2"
"33517","I (D10, moderate)","PRSS23"
"33518","I (D10, moderate)","IGFBP3"
"33519","I (D10, moderate)","LINC00824"
"33520","I (D10, moderate)","PLEKHA6"
"33521","I (D10, moderate)","ALOX12B"
"33522","I (D10, moderate)","KCNE2"
"33523","I (D10, moderate)","MCF2L-AS1"
"33524","I (D10, moderate)","FSIP2"
"33525","I (D10, moderate)","LINC00707"
"33526","I (D10, moderate)","PODXL2"
"33527","I (D10, moderate)","PRRT1"
"33528","I (D10, moderate)","LOC728485"
"33529","I (D10, moderate)","NOS3"
"33530","I (D10, moderate)","GNAO1"
"33531","I (D10, moderate)","DUOX2"
"33532","I (D10, moderate)","ICAM4"
"33533","I (D10, moderate)","PRKAR2B"
"33534","I (D10, moderate)","TMEM217"
"33535","I (D10, moderate)","EMP1"
"33536","I (D10, moderate)","MMP27"
"33537","I (D10, moderate)","GADD45G"
"33538","I (D10, moderate)","NFKBIZ"
"33539","I (D10, moderate)","DHRS9"
"33540","I (D10, moderate)","ZBTB7C"
"33541","I (D10, moderate)","SCARF2"
"33542","I (D10, moderate)","TRPV5"
"33543","I (D10, moderate)","CELF3"
"33544","I (D10, moderate)","TACR1"
"33545","I (D10, moderate)","IQGAP3"
"33546","I (D10, moderate)","LOC100507431"
"33547","I (D10, moderate)","CLEC12A"
"33548","I (D10, moderate)","HRAT5"
"33549","I (D10, moderate)","SHANK1"
"33550","I (D10, moderate)","PLEK"
"33551","I (D10, moderate)","FAAHP1"
"33552","I (D10, moderate)","CACNA2D3"
"33553","I (D10, moderate)","SLC35F4"
"33554","I (D10, moderate)","UNC45B"
"33555","I (D10, moderate)","FLJ34503"
"33556","I (D10, moderate)","METRN"
"33557","I (D10, moderate)","SNORA75"
"33558","I (D10, moderate)","LEFTY2"
"33559","I (D10, moderate)","TSC22D1-AS1"
"33560","I (D10, moderate)","ZMAT4"
"33561","I (D10, moderate)","LINC00862"
"33562","I (D10, moderate)","GOLGA8R"
"33563","I (D10, moderate)","TLE2"
"33564","I (D10, moderate)","SDF2L1"
"33565","I (D10, moderate)","TIAM2"
"33566","I (D10, moderate)","HAL"
"33567","I (D10, moderate)","RNF138P1"
"33568","I (D10, moderate)","EFNA1"
"33569","I (D10, moderate)","LRGUK"
"33570","I (D10, moderate)","MON1A"
"33571","I (D10, moderate)","NRN1"
"33572","I (D10, moderate)","LOC101929319"
"33573","I (D10, moderate)","PPP1R15A"
"33574","I (D10, moderate)","KLF3-AS1"
"33575","I (D10, moderate)","KRT86"
"33576","I (D10, moderate)","LOC400867"
"33577","I (D10, moderate)","GPR153"
"33578","I (D10, moderate)","ACVRL1"
"33579","I (D10, moderate)","FOXQ1"
"33580","I (D10, moderate)","SPTBN5"
"33581","I (D10, moderate)","SH3RF3-AS1"
"33582","I (D10, moderate)","RBMS3"
"33583","I (D10, moderate)","NAPA"
"33584","I (D10, moderate)","SLC25A18"
"33585","I (D10, moderate)","OTOA"
"33586","I (D10, moderate)","TOM1L1"
"33587","I (D10, moderate)","CCL4L2"
"33588","I (D10, moderate)","MIR4784"
"33589","I (D10, moderate)","MYZAP"
"33590","I (D10, moderate)","TCTEX1D1"
"33591","I (D10, moderate)","MLNR"
"33592","I (D10, moderate)","TAS2R31"
"33593","I (D10, moderate)","LOC440028"
"33594","I (D10, moderate)","FAM19A1"
"33595","I (D10, moderate)","GALNT5"
"33596","I (D10, moderate)","CCDC103"
"33597","I (D10, moderate)","NDUFAF4P1"
"33598","I (D10, moderate)","SNORD116-28"
"33599","I (D10, moderate)","PITPNM2"
"33600","I (D10, moderate)","HFE2"
"33601","I (D10, moderate)","PARD6G-AS1"
"33602","I (D10, moderate)","CENPM"
"33603","I (D10, moderate)","TUSC1"
"33604","I (D10, moderate)","PCAT6"
"33605","I (D10, moderate)","LOC100507600"
"33606","I (D10, moderate)","RASGRF2"
"33607","I (D10, moderate)","HPD"
"33608","I (D10, moderate)","OLMALINC"
"33609","I (D10, moderate)","LOC284865"
"33610","I (D10, moderate)","FAM110B"
"33611","I (D10, moderate)","KIAA1462"
"33612","I (D10, moderate)","MIXL1"
"33613","I (D10, moderate)","SULT1B1"
"33614","I (D10, moderate)","LOC101927043"
"33615","I (D10, moderate)","HIST2H3D"
"33616","I (D10, moderate)","PCDHB13"
"33617","I (D10, moderate)","PHLDB3"
"33618","I (D10, moderate)","KIF27"
"33619","I (D10, moderate)","ICAM1"
"33620","I (D10, moderate)","LOC101928794"
"33621","I (D10, moderate)","CMTM5"
"33622","I (D10, moderate)","SGCA"
"33623","I (D10, moderate)","ZNF788"
"33624","I (D10, moderate)","TRPV4"
"33625","I (D10, moderate)","LOC730101"
"33626","I (D10, moderate)","LRP2"
"33627","I (D10, moderate)","EGR3"
"33628","I (D10, moderate)","RGL3"
"33629","I (D10, moderate)","C7orf25"
"33630","I (D10, moderate)","DCLK3"
"33631","I (D10, moderate)","LOC101926944"
"33632","I (D10, moderate)","PARVA"
"33633","I (D10, moderate)","DNAJC3-AS1"
"33634","I (D10, moderate)","LINC01503"
"33635","I (D10, moderate)","TIGD4"
"33636","I (D10, moderate)","TPTE2P6"
"33637","I (D10, moderate)","SUCLG2-AS1"
"33638","I (D10, moderate)","LCTL"
"33639","I (D10, moderate)","MUC12"
"33640","I (D10, moderate)","CASC5"
"33641","I (D10, moderate)","PRKG2"
"33642","I (D10, moderate)","FAM86C1"
"33643","I (D10, moderate)","C8G"
"33644","I (D10, moderate)","GPR87"
"33645","I (D10, moderate)","PPP1R26-AS1"
"33646","I (D10, moderate)","LOC102724190"
"33647","I (D10, moderate)","LINC01344"
"33648","I (D10, moderate)","PKD1L3"
"33649","I (D10, moderate)","TTC24"
"33650","I (D10, moderate)","SPATA22"
"33651","I (D10, moderate)","HAPLN3"
"33652","I (D10, moderate)","NYAP1"
"33653","I (D10, moderate)","URAD"
"33654","I (D10, moderate)","WFDC21P"
"33655","I (D10, moderate)","ATOH8"
"33656","I (D10, moderate)","PCYT1B"
"33657","I (D10, moderate)","LINC01573"
"33658","I (D10, moderate)","SLC12A3"
"33659","I (D10, moderate)","CAGE1"
"33660","I (D10, moderate)","MIR1914"
"33661","I (D10, moderate)","MAPK11"
"33662","I (D10, moderate)","XK"
"33663","I (D10, moderate)","CLDN9"
"33664","I (D10, moderate)","ZNF703"
"33665","I (D10, moderate)","MYLK"
"33666","I (D10, moderate)","TMEM160"
"33667","I (D10, moderate)","PRRG2"
"33668","I (D10, moderate)","ZNF704"
"33669","I (D10, moderate)","LOC101927901"
"33670","I (D10, moderate)","EDAR"
"33671","I (D10, moderate)","KCNJ2"
"33672","I (D10, moderate)","ZBED9"
"33673","I (D10, moderate)","MIR4441"
"33674","I (D10, moderate)","PDLIM1"
"33675","I (D10, moderate)","C12orf60"
"33676","I (D10, moderate)","LACTB2-AS1"
"33677","I (D10, moderate)","EVPL"
"33678","I (D10, moderate)","ZNF135"
"33679","I (D10, moderate)","CTGLF12P"
"33680","I (D10, moderate)","ANO2"
"33681","I (D10, moderate)","SYNM"
"33682","I (D10, moderate)","LINC00950"
"33683","I (D10, moderate)","FAM21EP"
"33684","I (D10, moderate)","ARHGEF28"
"33685","I (D10, moderate)","MACROD1"
"33686","I (D10, moderate)","CLEC2L"
"33687","I (D10, moderate)","STX11"
"33688","I (D10, moderate)","SLFNL1"
"33689","I (D10, moderate)","KIAA1324L"
"33690","I (D10, moderate)","MSC"
"33691","I (D10, moderate)","RBFOX3"
"33692","I (D10, moderate)","RASGRF2-AS1"
"33693","I (D10, moderate)","C5orf56"
"33694","I (D10, moderate)","MDS2"
"33695","I (D10, moderate)","PROSER2"
"33696","I (D10, moderate)","ATP8A2"
"33697","I (D10, moderate)","ADCY6"
"33698","I (D10, moderate)","LINC00412"
"33699","I (D10, moderate)","SLC22A14"
"33700","I (D10, moderate)","DLGAP1-AS3"
"33701","I (D10, moderate)","RAB20"
"33702","I (D10, moderate)","PPP1R1A"
"33703","I (D10, moderate)","C8orf88"
"33704","I (D10, moderate)","LOC102724323"
"33705","I (D10, moderate)","AOX1"
"33706","I (D10, moderate)","SAMD14"
"33707","I (D10, moderate)","PRKG1"
"33708","I (D10, moderate)","TGM3"
"33709","I (D10, moderate)","PDGFRA"
"33710","I (D10, moderate)","C15orf43"
"33711","I (D10, moderate)","CCT6B"
"33712","I (D10, moderate)","DFNB59"
"33713","I (D10, moderate)","PRSS1"
"33714","I (D10, moderate)","FZD4"
"33715","I (D10, moderate)","HPN-AS1"
"33716","I (D10, moderate)","SHROOM2"
"33717","I (D10, moderate)","GALNTL6"
"33718","I (D10, moderate)","CSNK1A1P1"
"33719","I (D10, moderate)","OLIG2"
"33720","I (D10, moderate)","HHATL"
"33721","I (D10, moderate)","LINC00545"
"33722","I (D10, moderate)","GRM2"
"33723","I (D10, moderate)","CDRT4"
"33724","I (D10, moderate)","SKINTL"
"33725","I (D10, moderate)","GPR63"
"33726","I (D10, moderate)","LOC101929464"
"33727","I (D10, moderate)","FAXDC2"
"33728","I (D10, moderate)","PLLP"
"33729","I (D10, moderate)","PLSCR2"
"33730","I (D10, moderate)","KCNS2"
"33731","I (D10, moderate)","FCRL6"
"33732","I (D10, moderate)","LENG9"
"33733","I (D10, moderate)","HAS1"
"33734","I (D10, moderate)","MIR146A"
"33735","I (D10, moderate)","LOC653712"
"33736","I (D10, moderate)","SLC2A1-AS1"
"33737","I (D10, moderate)","TGFA"
"33738","I (D10, moderate)","COL5A3"
"33739","I (D10, moderate)","NAP1L3"
"33740","I (D10, moderate)","AQP7"
"33741","I (D10, moderate)","NRP1"
"33742","I (D10, moderate)","WNT3"
"33743","I (D10, moderate)","TMSB15A"
"33744","I (D10, moderate)","TSKS"
"33745","I (D10, moderate)","RAI2"
"33746","I (D10, moderate)","B3GAT1"
"33747","I (D10, moderate)","MIR3662"
"33748","I (D10, moderate)","HOXA1"
"33749","I (D10, moderate)","SCN2B"
"33750","I (D10, moderate)","SLC2A10"
"33751","I (D10, moderate)","P2RY12"
"33752","I (D10, moderate)","FAS-AS1"
"33753","I (D10, moderate)","ANKRD26P1"
"33754","I (D10, moderate)","ZRANB2-AS2"
"33755","I (D10, moderate)","SH3GL1P2"
"33756","I (D10, moderate)","LOC100129216"
"33757","I (D10, moderate)","DOCK4"
"33758","I (D10, moderate)","CXorf67"
"33759","I (D10, moderate)","CCNI2"
"33760","I (D10, moderate)","RRS1-AS1"
"33761","I (D10, moderate)","NLRC4"
"33762","I (D10, moderate)","PLCH2"
"33763","I (D10, moderate)","PLCXD2"
"33764","I (D10, moderate)","CTDSPL"
"33765","I (D10, moderate)","PHYHD1"
"33766","I (D10, moderate)","MIR6822"
"33767","I (D10, moderate)","SLC5A5"
"33768","I (D10, moderate)","RPL31P11"
"33769","I (D10, moderate)","MTRNR2L1"
"33770","I (D10, moderate)","MIR4742"
"33771","I (D10, moderate)","SAMD9"
"33772","I (D10, moderate)","SLC2A7"
"33773","I (D10, moderate)","ACVR2B-AS1"
"33774","I (D10, moderate)","PYCRL"
"33775","I (D10, moderate)","SLC39A4"
"33776","I (D10, moderate)","SLC26A1"
"33777","I (D10, moderate)","MYBL2"
"33778","I (D10, severe)","INHBB"
"33779","I (D10, severe)","LRRC42"
"33780","I (D10, severe)","RNF175"
"33781","I (D10, severe)","ZNF608"
"33782","I (D10, severe)","GRB10"
"33783","I (D10, severe)","GADD45A"
"33784","I (D10, severe)","CD4"
"33785","I (D10, severe)","HDC"
"33786","I (D10, severe)","PFKFB2"
"33787","I (D10, severe)","EPCAM"
"33788","I (D10, severe)","CCNDBP1"
"33789","I (D10, severe)","ENG"
"33790","I (D10, severe)","SMARCD3"
"33791","I (D10, severe)","BCL7A"
"33792","I (D10, severe)","ARG1"
"33793","I (D10, severe)","ASPH"
"33794","I (D10, severe)","MAN2A2"
"33795","I (D10, severe)","PXK"
"33796","I (D10, severe)","TNPO3"
"33797","I (D10, severe)","CSGALNACT2"
"33798","I (D10, severe)","MAP1LC3B"
"33799","I (D10, severe)","TOB1"
"33800","I (D10, severe)","FOXC1"
"33801","I (D10, severe)","AGPAT6"
"33802","I (D10, severe)","ECHDC3"
"33803","I (D10, severe)","ADAMTS2"
"33804","I (D10, severe)","CPA3"
"33805","I (D10, severe)","CKAP2L"
"33806","I (D10, severe)","P2RY10"
"33807","I (D10, severe)","SHROOM4"
"33808","I (D10, severe)","AAMP"
"33809","I (D10, severe)","UPP1"
"33810","I (D10, severe)","LOC101928673"
"33811","I (D10, severe)","GYG1"
"33812","I (D10, severe)","SAMD15"
"33813","I (D10, severe)","ERLIN1"
"33814","I (D10, severe)","AGFG1"
"33815","I (D10, severe)","PET100"
"33816","I (D10, severe)","CA12"
"33817","I (D10, severe)","KLHL2"
"33818","I (D10, severe)","SLC22A15"
"33819","I (D10, severe)","RSBN1"
"33820","I (D10, severe)","PIEZO1"
"33821","I (D10, severe)","LAMTOR5"
"33822","I (D10, severe)","LINC00671"
"33823","I (D10, severe)","PECR"
"33824","I (D10, severe)","MAOA"
"33825","I (D10, severe)","IL18R1"
"33826","I (D10, severe)","GPR160"
"33827","I (D10, severe)","PXYLP1"
"33828","I (D10, severe)","PINX1"
"33829","I (D10, severe)","SNTB2"
"33830","I (D10, severe)","AP3S1"
"33831","I (D10, severe)","TMEM109"
"33832","I (D10, severe)","OLAH"
"33833","I (D10, severe)","MSL3"
"33834","I (D10, severe)","SH3BP5-AS1"
"33835","I (D10, severe)","PAPLN"
"33836","I (D10, severe)","PIK3C2B"
"33837","I (D10, severe)","SH3GLB1"
"33838","I (D10, severe)","STK17B"
"33839","I (D10, severe)","L3MBTL2"
"33840","I (D10, severe)","IDI1"
"33841","I (D10, severe)","LZTR1"
"33842","I (D10, severe)","WBSCR16"
"33843","I (D10, severe)","SRPK1"
"33844","I (D10, severe)","NOXRED1"
"33845","I (D10, severe)","MRAS"
"33846","I (D10, severe)","PURB"
"33847","I (D10, severe)","C5orf30"
"33848","I (D10, severe)","TTYH2"
"33849","I (D10, severe)","TLR2"
"33850","I (D10, severe)","RASGEF1A"
"33851","I (D10, severe)","AKAP12"
"33852","I (D10, severe)","SVBP"
"33853","I (D10, severe)","TMEM56"
"33854","I (D10, severe)","SIPA1L2"
"33855","I (D10, severe)","SLCO4A1"
"33856","I (D10, severe)","KDM7A"
"33857","I (D10, severe)","C9orf72"
"33858","I (D10, severe)","EEF2"
"33859","I (D10, severe)","TPCN1"
"33860","I (D10, severe)","DST"
"33861","I (D10, severe)","TNFAIP8L1"
"33862","I (D10, severe)","SYN2"
"33863","I (D10, severe)","GATA2"
"33864","I (D10, severe)","FKBP9"
"33865","I (D10, severe)","C17orf53"
"33866","I (D10, severe)","PHTF1"
"33867","I (D10, severe)","PDK2"
"33868","I (D10, severe)","MIR4772"
"33869","I (D10, severe)","CPEB3"
"33870","I (D10, severe)","TPST1"
"33871","I (D10, severe)","ENTPD1-AS1"
"33872","I (D10, severe)","MAN1C1"
"33873","I (D10, severe)","URGCP"
"33874","I (D10, severe)","MYL12A"
"33875","I (D10, severe)","CXorf23"
"33876","I (D10, severe)","CYB5RL"
"33877","I (D10, severe)","FKBP5"
"33878","I (D10, severe)","KIAA0825"
"33879","I (D10, severe)","CENPB"
"33880","I (D10, severe)","HRH4"
"33881","I (D10, severe)","EXOC6"
"33882","I (D10, severe)","IRAK3"
"33883","I (D10, severe)","CELF2"
"33884","I (D10, severe)","BLOC1S2"
"33885","I (D10, severe)","NECAB1"
"33886","I (D10, severe)","MEMO1"
"33887","I (D10, severe)","ZFP41"
"33888","I (D10, severe)","LOC102723766"
"33889","I (D10, severe)","SOCS5"
"33890","I (D10, severe)","CHD7"
"33891","I (D10, severe)","RANBP9"
"33892","I (D10, severe)","DGKH"
"33893","I (D10, severe)","IRS2"
"33894","I (D10, severe)","LOC643339"
"33895","I (D10, severe)","MIR29A"
"33896","I (D10, severe)","ZFAS1"
"33897","I (D10, severe)","APPL2"
"33898","I (D10, severe)","AKAP1"
"33899","I (D10, severe)","REXO4"
"33900","I (D10, severe)","EEF1G"
"33901","I (D10, severe)","NOL7"
"33902","I (D10, severe)","APBB2"
"33903","I (D10, severe)","GOLGA7"
"33904","I (D10, severe)","PIP"
"33905","I (D10, severe)","CNEP1R1"
"33906","I (D10, severe)","RPL8"
"33907","I (D10, severe)","ELMO2"
"33908","I (D10, severe)","FGD4"
"33909","I (D10, severe)","RAB32"
"33910","I (D10, severe)","PPFIBP1"
"33911","I (D10, severe)","ZDHHC17"
"33912","I (D10, severe)","CCDC71L"
"33913","I (D10, severe)","LGALSL"
"33914","I (D10, severe)","TAB1"
"33915","I (D10, severe)","SIRPG-AS1"
"33916","I (D10, severe)","ABCF2"
"33917","I (D10, severe)","SEPT9"
"33918","I (D10, severe)","SMIM3"
"33919","I (D10, severe)","LINC01118"
"33920","I (D10, severe)","RPL12"
"33921","I (D10, severe)","SNORA53"
"33922","I (D10, severe)","ARHGAP32"
"33923","I (D10, severe)","S100A4"
"33924","I (D10, severe)","RNF149"
"33925","I (D10, severe)","SNORD12C"
"33926","I (D10, severe)","TG"
"33927","I (D10, severe)","NOB1"
"33928","I (D10, severe)","LOC100268168"
"33929","I (D10, severe)","USP5"
"33930","I (D10, severe)","EIF3G"
"33931","I (D10, severe)","SAP30"
"33932","I (D10, severe)","RALGAPA2"
"33933","I (D10, severe)","VCPKMT"
"33934","I (D10, severe)","OSBPL9"
"33935","I (D10, severe)","PSMD9"
"33936","I (D10, severe)","SDHAF3"
"33937","I (D10, severe)","ELF2"
"33938","I (D10, severe)","C4orf3"
"33939","I (D10, severe)","STRN3"
"33940","I (D10, severe)","MCTP2"
"33941","I (D10, severe)","FLT3LG"
"33942","I (D10, severe)","PRR12"
"33943","I (D10, severe)","SAMSN1"
"33944","I (D10, severe)","OSBPL1A"
"33945","I (D10, severe)","RHOT1"
"33946","I (D10, severe)","HNRNPLL"
"33947","I (D10, severe)","ALOX5AP"
"33948","I (D10, severe)","NUDT16"
"33949","I (D10, severe)","TXN"
"33950","I (D10, severe)","PTEN"
"33951","I (D10, severe)","SUMF2"
"33952","I (D10, severe)","MAB21L3"
"33953","I (D10, severe)","SLC19A2"
"33954","I (D10, severe)","APOL3"
"33955","I (D10, severe)","LRRN3"
"33956","I (D10, severe)","AMPH"
"33957","I (D10, severe)","C1D"
"33958","I (D10, severe)","GCSAML"
"33959","I (D10, severe)","C5orf67"
"33960","I (D10, severe)","SLC1A3"
"33961","I (D10, severe)","PRL"
"33962","I (D10, severe)","CD200R1"
"33963","I (D10, severe)","GTDC1"
"33964","I (D10, severe)","SNORD12"
"33965","I (D10, severe)","CA4"
"33966","I (D10, severe)","CD63"
"33967","I (D10, severe)","FAM76B"
"33968","I (D10, severe)","S100A8"
"33969","I (D10, severe)","POLR3GL"
"33970","I (D10, severe)","MYO1B"
"33971","I (D10, severe)","TFDP1"
"33972","I (D10, severe)","TMIGD3"
"33973","I (D10, severe)","LOC645513"
"33974","I (D10, severe)","SCRG1"
"33975","I (D10, severe)","C10orf131"
"33976","I (D10, severe)","SLC5A9"
"33977","I (D10, severe)","C5orf66"
"33978","I (D10, severe)","DPY19L3"
"33979","I (D10, severe)","PTPRK"
"33980","I (D10, severe)","LTK"
"33981","I (D10, severe)","S100A6"
"33982","I (D10, severe)","PELI1"
"33983","I (D10, severe)","KCMF1"
"33984","I (D10, severe)","HECW2"
"33985","I (D10, severe)","SLC29A2"
"33986","I (D10, severe)","UBALD2"
"33987","I (D10, severe)","WDR6"
"33988","I (D10, severe)","POMP"
"33989","I (D10, severe)","UTP3"
"33990","I (D10, severe)","NIPAL3"
"33991","I (D10, severe)","PAN3"
"33992","I (D10, severe)","RPL19"
"33993","I (D10, severe)","BCL9L"
"33994","I (D10, severe)","NSUN7"
"33995","I (D10, severe)","SFRP2"
"33996","I (D10, severe)","SRGAP3"
"33997","I (D10, severe)","NELL2"
"33998","I (D10, severe)","ANKRD32"
"33999","I (D10, severe)","LARS2"
"34000","I (D10, severe)","CLVS1"
"34001","I (D10, severe)","MEF2A"
"34002","I (D10, severe)","LINC00482"
"34003","I (D10, severe)","ROCK1"
"34004","I (D10, severe)","ARMC12"
"34005","I (D10, severe)","C14orf169"
"34006","I (D10, severe)","ZRANB1"
"34007","I (D10, severe)","MFHAS1"
"34008","I (D10, severe)","SNORD12B"
"34009","I (D10, severe)","BCOR"
"34010","I (D10, severe)","SNHG16"
"34011","I (D10, severe)","PPP4R2"
"34012","I (D10, severe)","AP3B2"
"34013","I (D10, severe)","LDHB"
"34014","I (D10, severe)","B4GALT4"
"34015","I (D10, severe)","AKIRIN2"
"34016","I (D10, severe)","NRP1"
"34017","I (D10, severe)","SLC37A3"
"34018","I (D10, severe)","SF3B6"
"34019","I (D10, severe)","MMADHC"
"34020","I (D10, severe)","TMEM59"
"34021","I (D10, severe)","UBE2A"
"34022","I (D10, severe)","DAG1"
"34023","I (D10, severe)","PPP1R12A"
"34024","I (D10, severe)","HEBP2"
"34025","I (D10, severe)","ASB9P1"
"34026","I (D10, severe)","ETS2"
"34027","I (D10, severe)","TMEM104"
"34028","I (D10, severe)","C7orf34"
"34029","I (D10, severe)","RBMS1"
"34030","I (D10, severe)","EPAS1"
"34031","I (D10, severe)","LOC285847"
"34032","I (D10, severe)","ANXA6"
"34033","I (D10, severe)","IFT20"
"34034","I (D10, severe)","RANGAP1"
"34035","I (D10, severe)","RPH3A"
"34036","I (D10, severe)","MARK3"
"34037","I (D10, severe)","BRI3"
"34038","I (D10, severe)","NRD1"
"34039","I (D10, severe)","PLP2"
"34040","I (D10, severe)","EREG"
"34041","I (D10, severe)","RMI2"
"34042","I (D10, severe)","PES1"
"34043","I (D10, severe)","ACSL1"
"34044","I (D10, severe)","VAC14"
"34045","I (D10, severe)","SGCB"
"34046","I (D10, severe)","VAV3"
"34047","I (D10, severe)","BTG1"
"34048","I (D10, severe)","C8orf76"
"34049","I (D10, severe)","HPGD"
"34050","I (D10, severe)","AKAP7"
"34051","I (D10, severe)","DNAJA2"
"34052","I (D10, severe)","C1orf162"
"34053","I (D10, severe)","LOC101927153"
"34054","I (D10, severe)","SLC9A8"
"34055","I (D10, severe)","ABHD3"
"34056","I (D10, severe)","TSC22D3"
"34057","I (D10, severe)","MIR5700"
"34058","I (D10, severe)","CAPN13"
"34059","I (D10, severe)","MINA"
"34060","I (D10, severe)","SAMSN1-AS1"
"34061","I (D10, severe)","STK16"
"34062","I (D10, severe)","AMIGO1"
"34063","I (D10, severe)","NOP14"
"34064","I (D10, severe)","STK25"
"34065","I (D10, severe)","VWA8"
"34066","I (D10, severe)","SSH2"
"34067","I (D10, severe)","TMED8"
"34068","I (D10, severe)","DYNC2LI1"
"34069","I (D10, severe)","RFTN1"
"34070","I (D10, severe)","DUSP13"
"34071","I (D10, severe)","MPI"
"34072","I (D10, severe)","S100A9"
"34073","I (D10, severe)","RFX3"
"34074","I (D10, severe)","LRRC57"
"34075","I (D10, severe)","ABCC11"
"34076","I (D10, severe)","RNF122"
"34077","I (D10, severe)","SDC4"
"34078","I (D10, severe)","SNX3"
"34079","I (D10, severe)","FBXL20"
"34080","I (D10, severe)","BOD1"
"34081","I (D10, severe)","PACS2"
"34082","I (D10, severe)","CHIC2"
"34083","I (D10, severe)","LOC388813"
"34084","I (D10, severe)","UBE2B"
"34085","I (D10, severe)","MCAM"
"34086","I (D10, severe)","SRBD1"
"34087","I (D10, severe)","NME8"
"34088","I (D10, severe)","REPS2"
"34089","I (D10, severe)","UBL5"
"34090","I (D10, severe)","SRSF2"
"34091","I (D10, severe)","E2F3"
"34092","I (D10, severe)","GIMAP7"
"34093","I (D10, severe)","ATP13A2"
"34094","I (D10, severe)","MMP8"
"34095","I (D10, severe)","H2AFY"
"34096","I (D10, severe)","C7orf60"
"34097","I (D10, severe)","CCNG2"
"34098","I (D10, severe)","FNIP1"
"34099","I (D10, severe)","USP3"
"34100","I (D10, severe)","MYBPC1"
"34101","I (D10, severe)","DCHS1"
"34102","I (D10, severe)","PRUNE2"
"34103","I (D10, severe)","SPATA1"
"34104","I (D10, severe)","DPH3P1"
"34105","I (D10, severe)","SPTAN1"
"34106","I (D10, severe)","ENGASE"
"34107","I (D10, severe)","MIR3605"
"34108","I (D10, severe)","SMAP2"
"34109","I (D10, severe)","MRPL24"
"34110","I (D10, severe)","SIRT5"
"34111","I (D10, severe)","MXRA8"
"34112","I (D10, severe)","EEFSEC"
"34113","I (D10, severe)","UBASH3A"
"34114","I (D10, severe)","ALOX15B"
"34115","I (D10, severe)","RRP1"
"34116","I (D10, severe)","SFRP1"
"34117","I (D10, severe)","MIR4435-2HG"
"34118","I (D10, severe)","CCT7"
"34119","I (D10, severe)","RRS1"
"34120","I (D10, severe)","AARS2"
"34121","I (D10, severe)","CKMT2-AS1"
"34122","I (D10, severe)","PI4KAP2"
"34123","I (D10, severe)","GMFG"
"34124","I (D10, severe)","SLC45A3"
"34125","I (D10, severe)","TFAP4"
"34126","I (D10, severe)","FAM49B"
"34127","I (D10, severe)","SND1"
"34128","I (D10, severe)","SRFBP1"
"34129","I (D10, severe)","TMCO3"
"34130","I (D10, severe)","SH3PXD2B"
"34131","I (D10, severe)","TMEM165"
"34132","I (D10, severe)","LOC200772"
"34133","I (D10, severe)","APEX1"
"34134","I (D10, severe)","CTBS"
"34135","I (D10, severe)","TNKS1BP1"
"34136","I (D10, severe)","CREBRF"
"34137","I (D10, severe)","TBC1D30"
"34138","I (D10, severe)","TMEM180"
"34139","I (D10, severe)","MCL1"
"34140","I (D10, severe)","C9orf114"
"34141","I (D10, severe)","GNA13"
"34142","I (D10, severe)","ASCC1"
"34143","I (D10, severe)","CD163"
"34144","I (D10, severe)","OMG"
"34145","I (D10, severe)","PTGDR2"
"34146","I (D10, severe)","TXNIP"
"34147","I (D10, severe)","NFIL3"
"34148","I (D10, severe)","CHPT1"
"34149","I (D10, severe)","STXBP5-AS1"
"34150","I (D10, severe)","EPB41L2"
"34151","I (D10, severe)","MYO10"
"34152","I (D10, severe)","CST7"
"34153","I (D10, severe)","GOSR2"
"34154","I (D10, severe)","CYSLTR2"
"34155","I (D10, severe)","RAB11FIP3"
"34156","I (D10, severe)","FAM209B"
"34157","I (D10, severe)","FAM228B"
"34158","I (D10, severe)","KCTD15"
"34159","I (D10, severe)","CAD"
"34160","I (D10, severe)","CATIP-AS1"
"34161","I (D10, severe)","DDB1"
"34162","I (D10, severe)","NRCAM"
"34163","I (D10, severe)","BMS1"
"34164","I (D10, severe)","METTL9"
"34165","I (D10, severe)","ZCCHC12"
"34166","I (D10, severe)","HSPA8"
"34167","I (D10, severe)","ZC3H7B"
"34168","I (D10, severe)","DFFA"
"34169","I (D10, severe)","MTMR3"
"34170","I (D10, severe)","ACBD7"
"34171","I (D10, severe)","CFAP58-AS1"
"34172","I (D10, severe)","ASAH1"
"34173","I (D10, severe)","ZNF281"
"34174","I (D10, severe)","ENTPD1"
"34175","I (D10, severe)","AQP3"
"34176","I (D10, severe)","ITGA7"
"34177","I (D10, severe)","MRPS36"
"34178","I (D10, severe)","AGTPBP1"
"34179","I (D10, severe)","ST6GALNAC3"
"34180","I (D10, severe)","SNORA31"
"34181","I (D10, severe)","PRKAG1"
"34182","I (D10, severe)","MBOAT1"
"34183","I (D10, severe)","PLBD1"
"34184","I (D10, severe)","VARS"
"34185","I (D10, severe)","CREG1"
"34186","I (D10, severe)","TMEM132D"
"34187","I (D10, severe)","MIR5690"
"34188","I (D10, severe)","PPP4R1"
"34189","I (D10, severe)","KLF14"
"34190","I (D10, severe)","SFT2D1"
