"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"227","CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2,F2RL1,IL15,KMT2E,IL18RAP,FCAR,CTSG,PRKCD,CAMP,ADAM17,ACE,IL6R,JAGN1,LILRA2,DNASE1,SCNN1B,PECAM1,CD177,PRTN3,MTHFD1,BTK,CSF1,MPL,EMP2,GP2,MCOLN2,HMGB1,CCR2,MERTK,AXL,STXBP3,VAMP7,BCR,ANXA3,AZU1,F2,ELANE,NLRP6,CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2,F2RL1,IL15,KMT2E,IL18RAP,FCAR,CTSG,PRKCD,CAMP,ADAM17,ACE,IL6R,JAGN1,LILRA2,DNASE1,SCNN1B,PECAM1,CD177,PRTN3,MTHFD1,BTK,CSF1,MPL,EMP2,GP2,MCOLN2,HMGB1,CCR2,MERTK,AXL,STXBP3,VAMP7,BCR,ANXA3,AZU1,F2,ELANE,NLRP6,CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2,F2RL1,IL15,KMT2E,IL18RAP,FCAR,CTSG,PRKCD,CAMP,ADAM17,ACE,IL6R,JAGN1,LILRA2,DNASE1,SCNN1B,PECAM1,CD177,PRTN3,MTHFD1,BTK,CSF1,MPL,EMP2,GP2,MCOLN2,HMGB1,CCR2,MERTK,AXL,STXBP3,VAMP7,BCR,ANXA3,AZU1,F2,ELANE,NLRP6,CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2,F2RL1,IL15,KMT2E,IL18RAP,FCAR,CTSG,PRKCD,CAMP,ADAM17,ACE,IL6R,JAGN1,LILRA2,DNASE1,SCNN1B,PECAM1,CD177,PRTN3,MTHFD1,BTK,CSF1,MPL,EMP2,GP2,MCOLN2,HMGB1,CCR2,MERTK,AXL,STXBP3,VAMP7,BCR,ANXA3,AZU1,F2,ELANE,NLRP6","NEUTROPHIL","Neutrophil","Manual","Innate","Cell","Neutrophil",85
"228","CXCL8,F2RL1,IL15,KMT2E,CCL5,CXCR2,IL18RAP,FCAR,CXCL6,CTSG,PRKCD,CAMP","NEUTROPHIL ACTIVATION","Activation, Neutrophil","GO:0042119","Innate","Cells","Neutrophil",12
"229","FCER1G,LILRA2,SYK,DNASE1,SCNN1B","NEUTROPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Activation, Immune response, Neutrophil","GO:0002283","Innate","Cells","Neutrophil",5
"230","CXCL9,JAML,CCL24,CCL18,SRP54,C5AR1,PIK3CG,SAA1,CCL8,CCL1,CCL3L1,CX3CL1,ITGA1,TGFB2,CXCR2,LBP,FCER1G,CCL3,EDN3,NCKAP1L,PPIB,XCL1,CXCR1,CXCL8,DPEP1,SYK,CD300H,PDE4B,CXCL6,VAV1,LGALS3,CXCL3,BSG,S100A12,CXCL5,PF4V1,EDN2,CCL4L1,CCL4,CCL7,CXADR,CCL23,CCL20,PPIA,CCL2,CXCL1,CCL5,CXCL2","NEUTROPHIL CHEMOTAXIS","Chemotaxis, Neutrophil","GO:0030593","Innate","Cells","Neutrophil",48
"231","HMGB1,CCR2,MERTK,AXL","NEUTROPHIL CLEARANCE","Clearance, Neutrophil","GO:0097350","Innate","Cells","Neutrophil",4
"232","STXBP3,VAMP7,BCR,ANXA3","NEUTROPHIL DEGRANULATION","Degranulation, Neutrophil","GO:0043312","Innate","Cells","Neutrophil",4
"233","PECAM1,PIK3CG,JAML,CD177,PRTN3","NEUTROPHIL EXTRAVASATION","Extravasation, Neutrophil","GO:0072672","Innate","Cells","Neutrophil",5
"234","PDE4B,MTHFD1,BTK,CSF1,MPL","NEUTROPHIL HOMEOSTASIS","Homeostasis, Neutrophil","GO:0001780","Innate","Cells","Neutrophil",5
"235","ADAM17,ACE,IL6R,KMT2E,JAGN1,FCAR","NEUTROPHIL MEDIATED IMMUNITY","Immunity, Neutrophil","GO:0002446","Innate","Cells","Neutrophil",6
"236","EMP2,GP2,JAGN1,CD177,MCOLN2","NEUTROPHIL MIGRATION","Migration, Neutrophil","GO:1990266","Innate","Cells","Neutrophil",5
"237","SCNN1B,AZU1","NEUTROPHIL-MEDIATED KILLING OF BACTERIUM","Killing of bacterium, Neutrophil","GO:0070944","Innate","Cells","Neutrophil",2
"238","ELANE","NEUTROPHIL-MEDIATED KILLING OF FUNGUS","Killing of fungus, Neutrophil","GO:0070947","Innate","Cells","Neutrophil",1
"239","F2,ELANE","NEUTROPHIL-MEDIATED KILLING OF GRAM-NEGATIVE BACTERIUM","killing of Gram- bacterium, Neutrophil","GO:0070945","Innate","Cells","Neutrophil",2
"240","NLRP6,CTSG","NEUTROPHIL-MEDIATED KILLING OF GRAM-POSITIVE BACTERIUM","killing of Gram+ bacterium, Neutrophil","GO:0070946","Innate","Cells","Neutrophil",2
"241","FCGR3A,PTPN6,GZMB,RAET1G,LAG3,TUBB4B,PLEKHM2,CEBPG,RNF19B,KIF5B,KLRK1,STAT5B,KIR3DL1,PRDX1,CLEC2A,KAT7,SP3,PBX1,PTPRC,MERTK,AXL,TYRO3,IL15,IL12B,GATA3,BAG6,IL2,RASGRP1,UNC13D,KLRF2,RAB27A,VAMP7,CORO1A,IFNA8,IFNE,EMP2,LGALS9,HLA-E,XCL1,PIK3CG,KLRC2,FCGR3A,PTPN6,GZMB,RAET1G,LAG3,TUBB4B,PLEKHM2,CEBPG,RNF19B,KIF5B,KLRK1,STAT5B,KIR3DL1,PRDX1,CLEC2A,KAT7,SP3,PBX1,PTPRC,MERTK,AXL,TYRO3,IL15,IL12B,GATA3,BAG6,IL2,RASGRP1,UNC13D,KLRF2,RAB27A,VAMP7,CORO1A,IFNA8,IFNE,EMP2,LGALS9,HLA-E,XCL1,PIK3CG,KLRC2,FCGR3A,PTPN6,GZMB,RAET1G,LAG3,TUBB4B,PLEKHM2,CEBPG,RNF19B,KIF5B,KLRK1,STAT5B,KIR3DL1,PRDX1,CLEC2A,KAT7,SP3,PBX1,PTPRC,MERTK,AXL,TYRO3,IL15,IL12B,GATA3,BAG6,IL2,RASGRP1,UNC13D,KLRF2,RAB27A,VAMP7,CORO1A,IFNA8,IFNE,EMP2,LGALS9,HLA-E,XCL1,PIK3CG,KLRC2,FCGR3A,PTPN6,GZMB,RAET1G,LAG3,TUBB4B,PLEKHM2,CEBPG,RNF19B,KIF5B,KLRK1,STAT5B,KIR3DL1,PRDX1,CLEC2A,KAT7,SP3,PBX1,PTPRC,MERTK,AXL,TYRO3,IL15,IL12B,GATA3,BAG6,IL2,RASGRP1,UNC13D,KLRF2,RAB27A,VAMP7,CORO1A,IFNA8,IFNE,EMP2,LGALS9,HLA-E,XCL1,PIK3CG,KLRC2","NK CELL","NK cell","Manual","Innate","Cell","NK cell",41
"242","ATF2,ITK,FOSL2","NK T CELL DIFFERENTIATION","Differentiation, NK T cell","GO:0001865","Innate","Cellular","NK T cell",3
"243","TOX","NK T CELL LINEAGE COMMITMENT","Lineage commitment, NK T cell","GO:0002364","Innate","Cellular","NK T cell",1
"244","IL15","NK T CELL PROLIFERATION","Proliferation, NK T cell","GO:0001866","Innate","Cellular","NK T cell",1
"245","SIRT2","NLRP3 INFLAMMASOME COMPLEX ASSEMBLY","NLRP3, Inflammasome complex","GO:0044546","Innate","Inflammation","Undefined",1
"246","NLRP6","NLRP6 INFLAMMASOME COMPLEX ASSEMBLY","NLRP6, Inflammasome complex","GO:0140739","Innate","Inflammation","Undefined",1
"247","NFKBIA,TLR4,XIAP","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 1 SIGNALING PATHWAY","PRR, NOD1","GO:0070427","Innate","PRR","All",3
"248","TLR4,LACC1,IRGM,XIAP,NFKBIA,RELA","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY","PRR, NOD2","GO:0070431","Innate","PRR","All",6
"249","MAP2K6,TNFAIP3","NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","PRR, NOD","GO:0070423","Innate","PRR","All",2
"250","PTX3,SFTPA1,LBP,C4B,MBL2","OPSONIZATION","Opsonization","GO:0008228","Adaptive","Humoral","B cell",5
"251","CASP1,LACC1,CGAS,STING1","PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Signaling, PRR","GO:0002221","Innate","PRR","All",4
"252","CALR,PDIA3","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS I PROTEIN COMPLEX","MHCII, Peptide complex","GO:0002502","Innate","APP","APC",2
"253","HLA-DRB3,HLA-DMB,HLA-DMA,B2M,HLA-DRB4,HLA-DPA1,HLA-DOB","PEPTIDE ANTIGEN ASSEMBLY WITH MHC CLASS II PROTEIN COMPLEX","MHCII, Peptide complex","GO:0002503","Innate","APP","APC",7
"254","TAP2","PEPTIDE ANTIGEN TRANSPORT","Transport, Peptide antigen","GO:0046968","Innate","APP","All",1
"255","HLA-G","PERIPHERAL B CELL TOLERANCE INDUCTION","Tolerance, B cell, Peripheral","GO:0002451","Adaptive","Humoral","B cell",1
"256","BCL6,LGALS1","PLASMA CELL DIFFERENTIATION","Differentiation, Plasma cell","GO:0002317","Adaptive","Humoral","Plasma cell",2
"257","LAG3","PLASMACYTOID DENDRITIC CELL ACTIVATION","Activation, Dendritic cell, Plasmacytoid","GO:0002270","Innate","APC","Dendritic cell",1
"258","ZBTB46,IRF8","PLASMACYTOID DENDRITIC CELL DIFFERENTIATION","Differentiation, Dendritic cell, Plasmacytoid","GO:0002273","Innate","APC","Dendritic cell",2
"259","CCR7","POSITIVE REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS INVOLVED IN IMMUNOLOGICAL SYNAPSE FORMATION","Regulation+, glyProtein, Immunological synapse","GO:2000526","Adaptive","Cellular","T cell",1
"260","THEMIS,BRAF","POSITIVE T CELL SELECTION","Selection+, T cell","GO:0043368","Adaptive","Cellular","T cell",2
"261","SRF,ZAP70,ITPKB,PTPRC,CD3G","POSITIVE THYMIC T CELL SELECTION","Selection+, Thymic, T cell","GO:0045059","Adaptive","Cellular","T cell",5
"262","RAG1,RAG2","PRE-B CELL ALLELIC EXCLUSION","Allelic exclusion, pre-B cell","GO:0002331","Adaptive","Humoral","B cell",2
"263","LRRC8A","PRE-B CELL DIFFERENTIATION","Differentiation, pre-B cell","GO:0002329","Adaptive","Humoral","B cell",1
"264","GATA3,SPI1","PRO-T CELL DIFFERENTIATION","Differentiation, pro-T cell","GO:0002572","Adaptive","Humoral","B cell",2
"265","CD28","REGULATORY T CELL DIFFERENTIATION","Differentiation, Treg cell","GO:0045066","Adaptive","Cellular","T cell",1
"266","HCK","RESPIRATORY BURST AFTER PHAGOCYTOSIS","Respiratory burst, Phagocytosis","GO:0045728","Innate","APC","APC",1
"267","PIK3CG","RESPIRATORY BURST INVOLVED IN DEFENSE RESPONSE","Respiratory burst, Defense","GO:0002679","Innate","Undefined","Undefined",1
"268","PRDX2,LIPA","RESPIRATORY BURST INVOLVED IN INFLAMMATORY RESPONSE","Respiratory burst, Inflammation","GO:0002536","Innate","Inflammation","Undefined",2
"269","SP100,SHMT2,CH25H,SMPD1,MX1","RESPONSE TO TYPE I INTERFERON","Response to Interferon I","GO:0034340","Innate","Innate","Interferon 1",5
"270","GCH1,SLC30A8,CD40,IFITM2,C9JQL5,IFITM1,BST2,IFITM3,TRIM21,SLC11A1,IL23R,CIITA,SP100,SNCA,STAT1,ADAMTS13","RESPONSE TO TYPE II INTERFERON","Response to Interferon II","GO:0034341","Innate","Innate","Interferon 2",16
"271","IFNLR1","RESPONSE TO TYPE III INTERFERON","Response to Interferon III","GO:0034342","Innate","Innate","Interferon 3",1
"272","RNF135,PHB1,RIGI,LSM14A","RIG-I SIGNALING PATHWAY","PRR, RIG-I, Pathway","GO:0039529","Innate","PRR","All",4
"273","SLC18A2","SEROTONIN SECRETION BY MAST CELL","Secretion, Serotonin, Mast cell","GO:0002552","Innate","Innate","Mast cell",1
"274","ADAR","SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA SOMATIC MUTATION","Somatic mutation, Immune receptors","GO:0002566","Adaptive","General","Lymphocyte",1
"275","SHLD3,SHLD1,SHLD2","SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE","Somatic mutation, Ig","GO:0002208","Adaptive","Humoral","B cell",3
"276","UNG,MLH1,MSH2,MSH6,PMS2","SOMATIC HYPERMUTATION OF IMMUNOGLOBULIN GENES","Somatic mutation, Ig genes","GO:0016446","Adaptive","Humoral","B cell",5
"277","MSH2,MSH6,MLH1,UNG,PMS2,MSH3","SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENE SEGMENTS","Somatic mutation, Ig gene segments","GO:0016447","Adaptive","Humoral","B cell",6
"278","MLH1,MSH2","SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENES INVOLVED IN IMMUNE RESPONSE","Somatic mutation, Ig genes involved in immune response","GO:0002204","Adaptive","Humoral","B cell",2
"279","HOXB4,NKX2-5,BCL3,LIPA,EPB42,ADAM17,CDKN2B,PBX1,NKX3-2,RC3H1,NFKB2,NKX2-3,CDH17,ABL1,CACNB4,BCL2,KMT2A","SPLEEN DEVELOPMENT","Development, Spleen","GO:0048536","Adaptive","Humoral","Spleen",17
"280","SYK,PLCG2,KLRC1,EP300,CLEC6A,KLRC2,KLRC3,SRC,KLRK1","STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","C-type lectin receptor, PRR","GO:0002223","Innate","PRR","All",9
"281","KIR2DS2","STIMULATORY KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR SIGNALING PATHWAY","Ig-like receptor, Pathway, Killer cell","GO:0002222","Undefined","Undefined","Undefined",1
"282","CD86,PRKCQ,WAS,CHRNA7,CD28,CORO1A,HSPD1,RBX1,NCK1,SMAD3,PPP3CA,LAG3,NLRC3,PPP3CB,FKBP1A,MFAP3,PIK3CG,DPP4,TNFAIP8L2,CD7,CD276,VAV1,PTPRC,CD44,ITK,RASGRP1,CD80,DCAF12,CD3G,CD8B,ADA,ZAP70,DDOST","T CELL ACTIVATION","Activation, T cell","GO:0042110","Adaptive","Cellular","T cell",33
"283","IFNE,MDK,F2RL1,LCP1,PSEN1,IFNA8,CD1C","T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Activation, Immune response, T cell","GO:0002286","Adaptive","Cellular","T cell",9
"284","APBB1IP,ITGAL","T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL",NA,"GO:0002291","Adaptive","Cellular","T cell",2
"285","CXCL12,CCL3,DEFA4,GPR183,SLC12A2,PIK3CG,DEFA1","T CELL CHEMOTAXIS","Chemotaxis, T cell","GO:0010818","Adaptive","Cellular","T cell",7
"286","CD86,PTPN6,CAV1,SRC,PTPN11,DPP4,SPN,LGALS1,MAP3K8,KLRK1,CD160,CD24,AKT1,CD28,CD80,PIK3CA,EFNB1,EFNB2,VAV1,CSK,MTOR,CD40LG","T CELL COSTIMULATION","Costimulation, T cell","GO:0031295","Adaptive","Cellular","T cell",22
"287","KDELR1,DTX1,GATA3,ITPKB,KIT,CTNNB1,IL2,FOSL2,PTPRC,ZAP70,VAV1,PPP3CB,SOX4,PTPN2,LIPA,LMBR1L,LFNG,LEPR,BCL2,GPR89A,LEP,EGR1,PKNOX1,IL7R,PIK3R1,NRARP,SP3,RAG2,GPR89B","T CELL DIFFERENTIATION","Differentiation, T cell","GO:0030217","Adaptive","Cellular","T cell",29
"288","RAG2,NKAP,STAT5B,IL2RG,IL7R,CTNNB1,RAG1,GLI3,ZFP36L2,NCAPH2,ZFP36L1,BCL2,ADAM17,PRKDC,GATA3,WNT4,RPS6,LIG4,CDK6,BRAF,B2M,JMJD6,PSMB11,TESPA1","T CELL DIFFERENTIATION IN THYMUS","Differentiation, T cell, Thymus","GO:0033077","Adaptive","Cellular","T cell",24
"289","FCER1G","T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE","Differentiation, T cell, Immune response","GO:0002292","Adaptive","Cellular","T cell",1
"290","XG,CD99","T CELL EXTRAVASATION","Extravasation, T cell","GO:0072683","Adaptive","Cellular","T cell",2
"291","PPP2CA,CHST3,BCL2,SPNS2,JAK3,STAT5B,ZC3H8,NCKAP1L,PPP2R1A,RC3H1,IL7R,CORO1A,RAG1,PPP3CB,IL20RB,GPR15LG,CASP3,CCNB2,PRDX2","T CELL HOMEOSTASIS","Homeostasis, T cell","GO:0043029","Adaptive","Cellular","T cell",19
"292","BAX","T CELL HOMEOSTATIC PROLIFERATION","Homeostasis, Proliferation, T cell","GO:0001777","Adaptive","Cellular","T cell",1
"293","IL7,BCL2,RAG2,PRKDC","T CELL LINEAGE COMMITMENT","Lineage commitment, T cell","GO:0002360","Adaptive","Cellular","T cell",4
"294","MYO1G","T CELL MEANDERING MIGRATION","Migration, Meandering, T cell","GO:0120117","Adaptive","Cellular","T cell",1
"295","GZMM,CTSH,TAP2,PPP3CB,PRF1,EMP2,CTSC,HPRT1,IL7R,B2M","T CELL MEDIATED CYTOTOXICITY","T cell-mediated cytotoxicity","GO:0001913","Adaptive","Cellular","T cell",10
"296","CD46,CLEC4G,JAG1,MYO1G,CR2,BTN3A2,CD70,GNL1,CR1","T CELL MEDIATED IMMUNITY","T cell-mediated immunity","GO:0002456","Adaptive","Cellular","T cell",9
"297","GPR15,MYO1G,CORO1A,FUT7,ZAP70,S1PR1,MSN,CCL20,ITGB7","T CELL MIGRATION","Migration, T cell","GO:0072678","Adaptive","Cellular","T cell",9
"298","PIK3CG,CD28,PSMB10,EFNB1,IL12B,CORO1A,PTPRC,FKBP1B,LIPA,PTPN6,KITLG,PPP3CB,LMBR1L,RASGRP1,IL20RB,MSN,CTPS1,TNFRSF4,IL2,IDO1,RC3H1,CD151,SCGB1A1,SPN,CCND3,PRDX2","T CELL PROLIFERATION","Proliferation, T cell","GO:0042098","Adaptive","Cellular","T cell",26
"299","LILRB1,SLC11A1,RPS6","T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","Proliferation, Immune response, T cell","GO:0002309","Adaptive","Cellular","T cell",3
"300","GATA3,SKAP1,THEMIS2,THEMIS,CD3G,KHDRBS1,PTPRC,CACNB3,ZAP70,BTK,PDE4B,PDE4D,RC3H1,CD247,ITK,UBE2N,ABL1,NFKBID,BRAF,CRKL,PLCG2,DENND1B,MAPK1,TXK,VTCN1,PSEN1,FYB2,CTLA4,BTNL8,CD8B,BTN3A2,BCL10,CSK,CD28,BTNL10P,TEC,ZNF683,CD276,PLCG1,EIF2B2,FOSL2,PTPN6,BCAR1,BTNL9,BTNL3,BTN2A1,HLA-DRB3,PTPRJ,PIK3CA","T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","GO:0050852","Adaptive","Cellular","T cell",52
"301","LIG4,PRKDC","T CELL RECEPTOR V(D)J RECOMBINATION","V(D)J, T cell, Receptor","GO:0033153","Adaptive","Cellular","T cell",2
"302","CD1D","T CELL SELECTION","Selection, T cell","GO:0045058","Adaptive","Cellular","T cell",1
"303","RHOA,BRAF,CDH26,CD81,TOX,TOX,EOMES,KLRC1,RAB27A,ABL1,IL15,CCL2,TNFSF4,ITGAL,DOCK8,THEMIS,CCR7,CD28,FCER1G,BAX,MYO1G,CD1D,CLEC4G,PTPRC,CD83,BRAF,PRKCQ,CD28,FUT7,IL2RG,HLA-E,WDFY4,TOX,BCL2,CRKL,CRK,THEMIS,BRAF,APBB1IP,ITGAL,XG,CD99,LIG4,PRKDC,ABL1,STAT5B,IL2,FAS,RPS6,AKT1,CD247,CD3G,ZAP70,SYK,RHOA,PSMB11,IRF1,TNFSF8,LIG4,PTPRC,RAG2,CCR7,CRTAM,MYH9,LILRB1,SLC11A1,RPS6,ZAP70,ITPKB,GATA3,SYK,STAT5B,TCF7,PTPRC,IL7,BCL2,RAG2,PRKDC,BCL6,FCER1A,IL10,IL33,SRF,ZAP70,ITPKB,PTPRC,CD3G,RPL22,BRAF,GLI3,ADA,ABL1,ZAP70,CD6,DOCK8,MSN,CD81,PRF1,EPHB1,ZAP70,GLI3,CD28,CCR7,SPN,PTPRC,ITK,CXADR,JAML,CD3G,CD247,CXCL12,CCL3,DEFA4,GPR183,SLC12A2,PIK3CG,DEFA1,IFNE,MDK,F2RL1,LCP1,PSEN1,IFNA8,CD1C,CD46,CLEC4G,JAG1,MYO1G,CR2,BTN3A2,CD70,GNL1,CR1,GPR15,MYO1G,CORO1A,FUT7,ZAP70,S1PR1,MSN,CCL20,ITGB7,GZMM,CTSH,TAP2,PPP3CB,PRF1,EMP2,CTSC,HPRT1,IL7R,B2M,PPP2CA,CHST3,BCL2,SPNS2,JAK3,STAT5B,ZC3H8,NCKAP1L,PPP2R1A,RC3H1,IL7R,CORO1A,RAG1,PPP3CB,IL20RB,GPR15LG,CASP3,CCNB2,PRDX2,CD86,PTPN6,CAV1,SRC,PTPN11,DPP4,SPN,LGALS1,MAP3K8,KLRK1,CD160,CD24,AKT1,CD28,CD80,PIK3CA,EFNB1,EFNB2,VAV1,CSK,MTOR,CD40LG,RAG2,NKAP,STAT5B,IL2RG,IL7R,CTNNB1,RAG1,GLI3,ZFP36L2,NCAPH2,ZFP36L1,BCL2,ADAM17,PRKDC,GATA3,WNT4,RPS6,LIG4,CDK6,BRAF,B2M,JMJD6,PSMB11,TESPA1,PIK3CG,CD28,PSMB10,EFNB1,IL12B,CORO1A,PTPRC,FKBP1B,LIPA,PTPN6,KITLG,PPP3CB,LMBR1L,RASGRP1,IL20RB,MSN,CTPS1,TNFRSF4,IL2,IDO1,RC3H1,CD151,SCGB1A1,SPN,CCND3,PRDX2,KDELR1,DTX1,GATA3,ITPKB,KIT,CTNNB1,IL2,FOSL2,PTPRC,ZAP70,VAV1,PPP3CB,SOX4,PTPN2,LIPA,LMBR1L,LFNG,LEPR,BCL2,GPR89A,LEP,EGR1,PKNOX1,IL7R,PIK3R1,NRARP,SP3,RAG2,GPR89B,CD86,PRKCQ,WAS,CHRNA7,CD28,CORO1A,HSPD1,RBX1,NCK1,SMAD3,PPP3CA,LAG3,NLRC3,PPP3CB,FKBP1A,MFAP3,PIK3CG,DPP4,TNFAIP8L2,CD7,CD276,VAV1,PTPRC,CD44,ITK,RASGRP1,CD80,DCAF12,CD3G,CD8B,ADA,ZAP70,DDOST,GATA3,SKAP1,THEMIS2,THEMIS,CD3G,KHDRBS1,PTPRC,CACNB3,ZAP70,BTK,PDE4B,PDE4D,RC3H1,CD247,ITK,UBE2N,ABL1,NFKBID,BRAF,CRKL,PLCG2,DENND1B,MAPK1,TXK,VTCN1,PSEN1,FYB2,CTLA4,BTNL8,CD8B,BTN3A2,BCL10,CSK,CD28,BTNL10P,TEC,ZNF683,CD276,PLCG1,EIF2B2,FOSL2,PTPN6,BCAR1,BTNL9,BTNL3,BTN2A1,HLA-DRB3,PTPRJ,PIK3CA","T CELLS","T cells","Manual","Adaptive","Cellular","T cell",NA
"304","GPR183,RC3H1","T FOLLICULAR HELPER CELL DIFFERENTIATION","Differentiation, Th cell, Follicular","GO:0061470","Adaptive","Cellular","T helper",2
"305","HMGB1,CEBPB","T-HELPER 1 CELL ACTIVATION","Activation, Th1 cell","GO:0035711","Adaptive","Cellular","T helper",2
"306","RELB,HMGB1,IL4R","T-HELPER 1 CELL DIFFERENTIATION","Differentiation, Th1 cell","GO:0045063","Adaptive","Cellular","T helper",3
"307","SPN,STAT6,MTOR","T-HELPER 1 CELL LINEAGE COMMITMENT","Lineage commitment, Th1 cell","GO:0002296","Adaptive","Cellular","T helper",3
"308","TLR4,IL18BP,RELB,IL12B,BCL3","T-HELPER 1 TYPE IMMUNE RESPONSE","Immune response, Th1","GO:0042088","Adaptive","Cellular","T helper",5
"309","CCR2","T-HELPER 17 CELL CHEMOTAXIS","Chemotaxis, Th17 cell","GO:0035705","Adaptive","Cellular","T helper",1
"310","RORC,RORA","T-HELPER 17 CELL DIFFERENTIATION","Differentiation, Th17 cell","GO:0072539","Adaptive","Cellular","T helper",2
"311","IL6R,STAT3,IL6ST,JAK1","T-HELPER 17 CELL LINEAGE COMMITMENT","Lineage commitment, Th17 cell","GO:0072540","Adaptive","Cellular","T helper",4
"312","STAT3,NOTCH1,PHB1","T-HELPER 17 TYPE IMMUNE RESPONSE","Immune response, Th17","GO:0072538","Adaptive","Cellular","T helper",3
"313","TNFSF4","T-HELPER 2 CELL ACTIVATION","Activation, Th2 cell","GO:0035712","Adaptive","Cellular","T helper",1
"314","BCL6,IL4R,GATA3,MYB,MEN1,BCL3,KMT2A","T-HELPER 2 CELL DIFFERENTIATION","Differentiation, Th2 cell","GO:0045064","Adaptive","Cellular","T helper",7
"315","PTGER4,ATP7A,IL12B","T-HELPER CELL DIFFERENTIATION","Differentiation, Th cell","GO:0042093","Adaptive","Cellular","T helper",3
"316","ZFPM1","T-HELPER CELL LINEAGE COMMITMENT","Lineage commitment, Th cell","GO:0002295","Adaptive","Cellular","T helper",1
