process,genes,immune_set,set_size,immune_system,immune_subsystem,cells
T cell activation (I) (M7.1),ICOS,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CD28,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CD27,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),RHOH,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CD8A,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),ITPR3,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),LEF1,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CD8B,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),GATA3,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CRTAM,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),ITK,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),TRAC,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),KLRK1,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),IL21R,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),LCK,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CORO1A,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),SLAMF7,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CD3D,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CD3E,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),SLAMF1,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (I) (M7.1),CD3G,BTM and ImmuneGO,50,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CCL5,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),SP140,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),TIGIT,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CD247,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CCR5,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),NLRC3,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),PTPRCAP,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),STAT4,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),IL12RB1,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),TRAT1,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),SLA2,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CXCR3,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),ZAP70,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),NKG7,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),SIRPG,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),ICOS,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),IFNG,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),IL18R1,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),SLAMF7,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),PTPN7,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),ITK,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CRTAM,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),GZMA,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CD3E,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),GPR171,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),TRA@,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),TARP,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CD3D,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),LCK,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),SLAMF1,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (II) (M7.3),CD3G,BTM and ImmuneGO,31,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),KLF12,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),RASGRP1,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),THEMIS,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),NELL2,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),CD96,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),CAMK4,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),RORA,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),LCK,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),ATP8B2,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),ETS1,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),ZMYND11,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),PRKCQ,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),LEF1,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
T cell activation (III) (M7.4),GLYR1 /// SEPT6,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
CD28 costimulation (M12),CD28,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),CHST15,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),LIME1,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),SH2D1A,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),TRAT1,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),CD24,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),GRAP2,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),THEM4,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),LAT /// SPNS1,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
CD28 costimulation (M12),LCK,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell differentiation (M14),UBASH3A,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),TCF7,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),CD28,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),TXK,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),ITK,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),NOG,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),LRRN3,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),BCL11B,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),RASGRP1,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),SPOCK2,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),SH2D1A,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation (M14),MAL,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),SIRPG,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),PRKCH,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),ITK,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),SH2D1A,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),ITM2A,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),ETS1,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),FASLG,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),SPOCK2,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),PRKCQ,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),ABLIM1,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation via ITK and PKC (M18),BCL2,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
T cell differentiation (Th2) (M19),UBASH3A,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),CD28,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),LCK,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),TRAT1,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),PKIA,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),HNRPLL,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),GZMK,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),LAT,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),ITM2A,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),GRAP2,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),IL32,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),GPR171,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),SIT1,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),DPP4,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),GATA3,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),MAL,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
T cell differentiation (Th2) (M19),CD3G,BTM and ImmuneGO,17,Adaptive,Cellular,Th2
CORO1A-DEF6 network (I) (M32.2),TGFB1,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),AES,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),FAM108A1,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),UBE2M,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),DEF6,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),H1FX,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),CCDC22,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),ACAP1,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),TECR,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),HGS,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),SIPA1,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),CORO1A,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),CLPTM1,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),TSC2,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),SH2B1,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),APEH,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),CBX4,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),STXBP2,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),BRD2,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (I) (M32.2),ATP5D,BTM and ImmuneGO,20,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),DGKZ,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),NRBP1,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),MAZ,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),UBE2M,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),DEF6,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),H1FX,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),ACAP1,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),GNB2,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),CORO1A,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),NR1H2,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),SH2B1,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),CNOT3,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),HGS,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),FAM108A1,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
CORO1A-DEF6 network (II) (M32.4),BRD2,BTM and ImmuneGO,15,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),IL2RA,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),JUNB,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),GZMB,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),FOS,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),IFNG,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),FOSB,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),EGR1,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),JUN,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),TNF,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),FASLG,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),PRF1,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),TNFRSF4,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),ATF3,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (I) (M35.0),TNFRSF9,BTM and ImmuneGO,14,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),IL2RA,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),IL2RB,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),GZMB,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),IFNG,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),TNF,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),FOSL1,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),PRF1,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),TNFRSF4,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),FASLG,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),TNFRSF18,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
signaling in T cells (II) (M35.1),TNFRSF9,BTM and ImmuneGO,11,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",CXADR,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",LILRB4,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",CD40LG,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",LILRB2,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",LILRB1,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",TYROBP,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",ITGA4,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",VCAM1,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",CD8A,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",LILRB3,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",CD3D,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"T cell surface, activation (M36)",CD3E,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),IL7R,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),TCF7,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),IL23A,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),FYN,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),IFI30,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),CD37,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),MAPK14,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),ARHGDIB,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),LCP1,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell signaling and costimulation (M44),LCK,BTM and ImmuneGO,10,Adaptive,Cellular,T cell
T cell activation (IV) (M52),SELL,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),SPI1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),GFI1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),LPXN,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),XCL1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),GATA3,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),LAG3,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),CD5,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),PTPN6,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),PTPRC,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),UNC93B1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),LCK,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell activation (IV) (M52),CD3E,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",IL7R,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",PTPRCAP,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",ITK,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",TRAC,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",IL2RG,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",LTB,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",TRA@ /// TRAC /// TRAJ17 /// TRAV20,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",TRBC1,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",JAK3,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",CCR7,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",LCK,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
"IL2, IL7, TCR network (M65)",BCL2,BTM and ImmuneGO,12,Adaptive,Cellular,T cell
double positive thymocytes (M126),MGC16121,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),TCF4,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),UBASH3A,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),SLC40A1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),SH2D1A,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),APBB1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),BCL11B,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),CD4,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),CHI3L2,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),ASRGL1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),PCSK5,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),LAT /// SPNS1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
double positive thymocytes (M126),CD3E,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),SLC38A1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),HOPX,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),CD40LG,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),DENND2D,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),TC2N,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),PLEKHF1,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),LRRN3,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),CLEC2D,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),FGFBP2,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),LBH,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),TRGC2,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),DPP4,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
enriched in T cells (II) (M223),LOC439949,BTM and ImmuneGO,13,Adaptive,Cellular,T cell
T cell surface signature (S0),NPDC1,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),ANKH,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),LAG3,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CD6,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CD2,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CD320,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),SLC37A3,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),C6orf129,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),NDFIP2,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CXCR6,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),SIT1,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),SIRPG,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),ICOS,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CD28,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),SLC38A1,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),TMEM106C,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),PTPRCAP,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),FLT3LG,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),C12orf23,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),GIMAP2,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),LRRN3,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CLEC2D,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CD3E,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),ITM2A,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),GPR171,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),MAL,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
T cell surface signature (S0),CD3G,BTM and ImmuneGO,27,Adaptive,Cellular,T cell
CD4 T cell surface signature Th1-stimulated (S6),F2R,BTM and ImmuneGO,9,Adaptive,Cellular,Th1
CD4 T cell surface signature Th1-stimulated (S6),TMEM200A,BTM and ImmuneGO,9,Adaptive,Cellular,Th1
CD4 T cell surface signature Th1-stimulated (S6),C6orf129,BTM and ImmuneGO,9,Adaptive,Cellular,Th1
CD4 T cell surface signature Th1-stimulated (S6),GPR19,BTM and ImmuneGO,9,Adaptive,Cellular,Th1
