"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"15163","STAMARIL (D60)","FLUMIST (D7)",3,334,5,337,8,"CD86,IFI30,IL15",0.89,37.5,1.47908615709188e-09,1.47908615709188e-09
"15164","STAMARIL (D7)","FLUMIST (D7)",35,302,49,337,84,"GBP1,IFIT1,IFITM3,OAS2,UBA7,APOBEC3F,BST2,CD86,RIGI,HLA-DRB4,IFI30,PML,IL1RN,DDX60,IL15,STAT1,TICAM1,CD300C,RPS6,ZC3HAV1,BCL6,GPR183,IFITM1,IL1R2,CX3CR1,IL7R,LILRB1,PRF1,ADA,BANK1,CCR1,PRKDC,IFI6,MX1,TNFSF10",10.39,41.67,1.39859785631191e-39,1.39859785631191e-39
"15165","HPV-VLP (D0)","FLUMIST (D7)",22,315,42,337,64,"GBP1,IFIT1,IFITM3,OAS2,CXCL1,IFITM2,BST2,RIGI,MNDA,PML,IL15,C1S,FCGR1A,SNCA,RGS1,CCL3,FPR2,IFITM1,RNASE4,IFI6,MX1,TNFSF10",6.53,34.38,5.95034034486606e-40,5.95034034486606e-40
"15166","PREVNAR (M8)","FLUMIST (D7)",2,335,5,337,7,"OSM,C1S",0.59,28.57,5.54657308909458e-10,5.54657308909458e-10
"15167","PREVNAR (M9)","FLUMIST (D7)",2,335,12,337,14,"OSM,GZMA",0.59,14.29,1.61629509009866e-20,1.61629509009866e-20
"15168","DRYVAX (M48)","FLUMIST (D7)",1,336,10,337,11,"THBS1",0.3,9.09,1.79763984691083e-18,1.79763984691083e-18
"15169","DRYVAX (M9-M34)","FLUMIST (D7)",1,336,1,337,2,"CD160",0.3,50,0.00591715976331361,0.00591715976331361
"15170","BCG (W10)","FLUMIST (D7)",32,305,31,337,63,"GBP1,CXCL1,CXCL8,OSM,PTPN6,CD86,FGR,IFI30,LGALS1,LGALS3,LILRA2,LYZ,MNDA,IL1RN,SIRPA,STAT1,CD300C,CSF3,LRP1,CCL4,CCL3,CCL3L1,CEBPB,FPR3,C5AR1,CXCL2,CXCR5,IL1R2,MAP3K8,ADA,CCR1,MX1",9.5,50.79,7.95011708554639e-28,7.95011708554639e-28
"15171","PPD (W10)","FLUMIST (D7)",25,312,20,337,45,"GBP1,CXCL1,CXCL8,OSM,CD86,IFI30,LGALS3,LYZ,MNDA,IL1RN,SIRPA,THBS1,CSF3,LRP1,MT1G,CCL4,CCL3,CCL3L1,FPR3,C5AR1,CXCL2,CXCR5,IL1R2,MAP3K8,CCR1",7.42,55.56,1.17291386656169e-20,1.17291386656169e-20
"15172","TC-83 (D14)","FLUMIST (D7)",22,315,28,337,50,"GBP1,IFIT1,OAS2,ITGA4,IL6ST,LYZ,DDX60,CD28,IGHV4-31,ITK,TPD52,RASGRP1,MATR3,RORA,RPS6KB1,CRTAM,GZMA,IL7R,ATF2,ERAP2,HSPD1,IFI6",6.53,44,1.4112748328754e-28,1.4112748328754e-28
"15173","TC-83 (D2)","FLUMIST (D7)",19,318,16,337,35,"GBP1,IFIT1,OAS2,IFITM2,CXCL8,BST2,RIGI,PML,IL1RN,DDX60,STAT1,CD24,ZC3HAV1,FCER1A,IFITM1,RNF213,IFI6,MX1,TNFSF10",5.64,54.29,2.06342075552224e-18,2.06342075552224e-18
"15174","TC-83 (D7)","FLUMIST (D7)",13,324,11,337,24,"GBP1,IFIT1,OAS2,IFITM2,RIGI,IL1RN,DDX60,IFITM1,RNF213,CCR1,IFI6,MX1,TNFSF10",3.86,54.17,1.28941606839868e-14,1.28941606839868e-14
"15175","MVA85A (D1)","FLUMIST (D7)",3,334,2,337,5,"CASP4,MT1G,CASP1",0.89,60,0.000174547485643469,0.000174547485643469
"15176","MVA85A (D28)","FLUMIST (D7)",2,335,4,337,6,"GBP1,STAT1",0.59,33.33,2.70989713781476e-08,2.70989713781476e-08
"15177","BBIBP (V3, D14)","FLUMIST (D7)",1,336,3,337,4,"CCL3",0.3,25,6.16049949329891e-07,6.16049949329891e-07
"15178","BBIBP (V3, D28)","FLUMIST (D7)",1,336,0,337,1,"CXCL8",0.3,100,1,1
"15179","BNT (V1, D6)","FLUMIST (D7)",0,337,2,337,2,"",0,0,1.74547485643469e-05,1.74547485643469e-05
"15180","BNT (V2, D1)","FLUMIST (D7)",14,323,34,337,48,"GBP1,IFIT1,IFITM3,OAS2,BST2,RIGI,PML,DDX60,STAT1,FCGR1A,RNF213,IFI6,MX1,TNFSF10",4.15,29.17,2.9662433986799e-37,2.9662433986799e-37
"15181","BNT (V3, D1)","FLUMIST (D7)",20,317,42,337,62,"GBP1,IFIT1,IFITM3,OAS2,RIGI,IFI30,PML,DDX60,STAT1,FCGR1A,CCL3,CCL3L1,ANXA3,DEFA1,DEFA3,IFITM1,RNF213,IFI6,MX1,TNFSF10",5.93,32.26,6.81809831182559e-41,6.81809831182559e-41
"15182","BNT-I (D1)","FLUMIST (D7)",29,308,38,337,67,"OSM,BCL3,FOSL2,MAPKAPK2,TNFAIP3,FUT4,THBS1,CD22,SOX4,F12,FCAR,PURA,SLC11A1,RGS1,FLT3,C5AR1,CD83,CXCL2,CXCR5,ADGRG3,IL1R2,JMJD6,NFKBID,RAB43,EOMES,IL7R,MSH2,SLC18A2,TUBB4B",8.61,43.28,4.41531689463931e-34,4.41531689463931e-34
"15183","BNT-I (D10, mild)","FLUMIST (D7)",111,226,166,337,277,"GBP1,IFIT1,IFITM3,OAS2,IFITM2,BCL2,ALOX5,BCL3,CD58,DPP4,FGR,IFI30,IL10RB,KMT2A,LGALS3,NCF2,PIK3R1,PML,TFE3,CD247,EPHB2,FUT4,FUT7,IL1RN,JAK3,SKIL,THBS1,CASP4,CD22,CRTC3,DDX60,IL15,LMO4,ADARB1,CCL5,CD1E,CD24,CD28,CD79B,F12,FCGR1A,ITGA3,ITGA6,NCAPH2,PURA,RNASE2,RPS6,ZC3HAV1,ANKHD1,BCL10,CCND3,CCR7,ETS1,GPR89A,GPR89B,ITK,SARM1,SKAP1,ST6GAL1,TPD52,UNG,CCL4,FCER1A,FLT3,CCL3L1,CEBPB,RASGRP1,RNF19B,SP100,ANXA3,BCL6,CD55,CXCR5,GPR183,ADGRG3,IFITM1,IL1R2,JMJD6,PAX5,RORA,APBB1IP,CASP1,CD160,CD1C,CD27,CRTAM,CTSH,CX3CR1,EOMES,GZMA,IL7R,IPO7,LILRA4,LY86,MSH2,NLRC3,PRF1,PRKCD,PYHIN1,RNASE4,SPN,TFEB,TXK,ADA,BANK1,IL18RAP,PSMB8,SOS2,IFI6,MX1,FASLG",32.94,40.07,4.53685615248886e-58,4.53685615248886e-58
"15184","BNT-I (D10, severe)","FLUMIST (D7)",104,233,165,337,269,"GBP1,IFIT1,IFITM3,OAS2,IFITM2,CXCL8,BCL2,ALOX5,BCL3,CD58,CLU,DPP4,FGR,IFI30,IL10RB,KMT2A,NCF2,PIK3R1,PML,BTN2A1,CD247,CSF1,EPHB2,FUT4,FUT7,IL1RN,JAK3,SMAD3,THBS1,VEGFA,ZNF3,CASP4,DDX60,IL15,LMO4,STAT1,STAT3,ADARB1,ADORA1,BTNL8,CCL5,CD1E,CD24,CD28,F12,FCAR,FCGR1A,ITGA3,ITGA6,NCAPH2,PURA,RAB3B,RNASE2,ZC3HAV1,ANKHD1,BCL10,CCND3,CCR7,ETS1,GPR89B,ITK,SARM1,SKAP1,FCER1A,FLT3,CEBPB,RASGRP1,SP100,ANXA3,BCL6,CD55,CXCL2,CXCR5,GPR183,IFITM1,IL1R2,JMJD6,LRRC8A,MAP3K8,RORA,APBB1IP,CASP1,CD160,CD1C,CRTAM,CX3CR1,EOMES,GAPT,IL7R,NLRC3,PRKCD,PYHIN1,RNASE4,RNF213,SPN,TFEB,TXK,IL18RAP,PSMB8,SOS2,IFI6,MX1,TNFSF10,FASLG",30.86,38.66,1.11454152365895e-60,1.11454152365895e-60
"15185","BNT-I (D26, mild)","FLUMIST (D7)",62,275,98,337,160,"BCL2,ALOX5,APOBEC3F,BCL3,CD58,IFI30,IFNGR1,KMT2A,LGALS3,MAPKAPK2,CD247,FUT4,FUT7,JAK3,LILRA3,CD22,PTK2,ADARB1,CD24,CD79B,CDC42,ITGA3,PURA,SLC11A1,SRF,ANKHD1,BCL10,CCND3,CCR7,ETS1,GPR89B,ITK,ST6GAL1,RASGRP1,ACTR3,ANXA3,BCL6,CD55,CXCR5,GPR183,ADGRG3,IL1R2,JMJD6,PAX5,CASP6,CD1C,EOMES,IL7R,MSH2,NLRC3,PRF1,PRKCD,RNASE4,SPN,BANK1,IL18RAP,IL4R,SLC18A2,SNAP23,SOS2,TUBB4B,FASLG",18.4,38.75,5.61646979663942e-55,5.61646979663942e-55
"15186","BNT-I (D26, severe)","FLUMIST (D7)",12,325,23,337,35,"MAPKAPK2,KAT7,CD79B,F12,ANKHD1,CCR7,CXCL2,JMJD6,MAP3K8,SPN,SLC18A2,TUBB4B",3.56,34.29,7.09113325606113e-28,7.09113325606113e-28
"15187","BNT-I (D3)","FLUMIST (D7)",18,319,32,337,50,"BCL3,CD44,TNFAIP3,JAK3,F12,FCAR,FCGR1A,RGS1,ANXA3,BCL6,CD55,FPR1,ADGRG3,IL1R2,JMJD6,NFKBID,RAB43,SLC18A2",5.34,36,1.35836297218839e-33,1.35836297218839e-33
"15188","BNT-I (D4)","FLUMIST (D7)",3,334,3,337,6,"SNCA,JMJD6,PDE4B",0.89,50,3.08024974664945e-06,3.08024974664945e-06
"15189","BNT-I-BNT (D51, mild)","FLUMIST (D7)",12,325,23,337,35,"FUT4,CD22,PTK2,CD24,ANKHD1,CCR7,ST6GAL1,CXCR5,CASP6,IL7R,MSH2,BANK1",3.56,34.29,7.09113325606113e-28,7.09113325606113e-28
"15190","BNT-I-BNT (D51, severe)","FLUMIST (D7)",2,335,5,337,7,"OSM,ANKHD1",0.59,28.57,5.54657308909458e-10,5.54657308909458e-10
"15191","BNT-MO (V3, D1)","FLUMIST (D7)",32,305,59,337,91,"GBP1,IFIT1,IFITM3,OAS2,OSM,BST2,RIGI,IFI30,PML,TNFAIP3,IL1RN,DDX60,STAT1,CXADR,FCGR1A,TRGV5,IGHV4-31,RGS1,EGR1,CCL3,CCL3L1,CXCL2,DEFA1,GPR65,IFITM1,PDE4B,CASP1,RNF213,CCR1,IFI6,MX1,TNFSF10",9.5,35.16,2.6493918286441e-47,2.6493918286441e-47
"15192","ChAd (V1, D3)","FLUMIST (D7)",29,308,44,337,73,"GBP1,IFIT1,IFITM3,OAS2,CXCL1,CXCL8,IFI30,EPHB2,DDX60,IL15,STAT1,BTNL8,CD1E,CD300C,FCGR1A,MT1G,RNASE2,CCL3L1,CEBPB,CXCL2,CXCR1,ADGRG3,IFITM1,IL1R2,CX3CR1,LILRB1,IFI6,MX1,TNFSF10",8.61,39.73,1.84061454906242e-38,1.84061454906242e-38
"15193","ChAd (V1, D6)","FLUMIST (D7)",1,336,39,337,40,"IGHV4-31",0.3,2.5,2.32278455866618e-52,2.32278455866618e-52
"15194","ChAd (V1, D7)","FLUMIST (D7)",2,335,16,337,18,"CCL3,CXCR1",0.59,11.11,7.77608129311974e-26,7.77608129311974e-26
"15195","ChAd (V2, D1)","FLUMIST (D7)",24,313,35,337,59,"GBP1,IFIT1,IFITM3,OAS2,BST2,RIGI,IFI30,PML,IL1RN,DDX60,STAT1,FCGR1A,FCGR2C,KIR3DL1,NCF1,SP100,CXCL2,IFITM1,CASP1,RNF213,CCR1,IFI6,MX1,TNFSF10",7.12,40.68,1.25164548655936e-33,1.25164548655936e-33
"15196","ChAd (V2, D3)","FLUMIST (D7)",2,335,3,337,5,"LYL1,RAB43",0.59,40,1.54012487332473e-06,1.54012487332473e-06
"15197","ChAd (V2, D7)","FLUMIST (D7)",0,337,1,337,1,"",0,0,0.0029585798816568,0.0029585798816568
"15198","ChAd-BNT (V2, D3)","FLUMIST (D7)",27,310,54,337,81,"GBP1,IFIT1,IFITM3,OAS2,CXCL1,BST2,CLU,LYL1,PIK3R1,EPHB2,IL1RN,DDX60,STAT1,FCGR1A,FCGR2C,NCAPH2,FPR3,NCF1,CXCR1,CXCR4,ADGRG3,IL1R2,RAB43,RNF213,IFI6,MX1,TNFSF10",8.01,33.33,2.60638056424318e-46,2.60638056424318e-46
"15199","ChAd-BNT (V2, D7)","FLUMIST (D7)",21,316,35,337,56,"IFIT1,CXCL1,CXCL8,CLU,IL1RN,BTNL8,FCGR1A,SNCA,CCL4,CCL3,CCL3L1,CEBPB,CD83,CXCL2,CXCR1,FPR1,FPR2,ADGRG3,IL1R2,TRIM58,CCR1",6.23,37.5,7.79270498876037e-35,7.79270498876037e-35
"15200","ChAd-BNT (V3, D1)","FLUMIST (D7)",39,298,67,337,106,"GBP1,IFIT1,IFITM3,OAS2,BST2,RIGI,IFI30,PML,TNFAIP3,CD247,EPHB2,IL1RN,TYRO3,CASP4,DDX60,IL15,STAT1,FCGR1A,FCGR2C,KIR3DL1,RGS1,EGR1,FLT3,CCL3,CCL3L1,FPR3,SP100,CD83,CXCL2,IFITM1,PDE4B,CASP1,LILRB1,PRF1,RNF213,IFI6,MX1,TNFSF10,FASLG",11.57,36.79,4.37807609990653e-49,4.37807609990653e-49
"15201","I (D10, moderate)","FLUMIST (D7)",67,270,133,337,200,"GBP1,IFIT1,OAS2,CXCL8,BCL2,BCL3,CD58,DPP4,IFI30,PIK3R1,PML,CD247,EPHB2,FUT4,IL1RN,THBS1,TYRO3,DDX60,IL15,LMO4,CCL5,CD1E,CD24,CD28,F12,FCAR,FCGR1A,ITGA3,MT1G,NCAPH2,RNASE2,ANKHD1,CCND3,CCR7,ETS1,ITK,SKAP1,FCER1A,FLT3,RASGRP1,SP100,ANXA3,BCL6,CXCL2,CXCR5,GPR183,IFITM1,IL1R2,JMJD6,LRRC8A,RORA,CASP1,CD1C,CRTAM,EOMES,IL7R,LILRA4,LY86,NLRC3,PRF1,PYHIN1,RNASE4,SPN,IL18RAP,IFI6,MX1,TNFSF10",19.88,33.5,8.89581035794375e-67,8.89581035794375e-67
"15202","I (D10, severe)","FLUMIST (D7)",87,250,140,337,227,"IFITM2,IL27RA,ITGA4,ALOX5,BCL3,CD58,CD86,DPP4,GTPBP1,IFNGR1,MAPKAPK2,NCF2,RBPJ,TNFAIP3,FUT7,JAK3,SKIL,THBS1,RAB27A,STAT3,ADARB1,ADORA1,BTNL8,CD24,CD28,CD300C,CD79B,CDC42,F12,FCAR,ITGA3,ITGA6,LRP1,MT1G,PURA,SLC11A1,ZC3HAV1,ANKHD1,BCL10,CCND3,CCR7,ETS1,GPR89B,ITK,PKNOX1,FCER1A,FLT3,CEBPB,FPR3,RASGRP1,SP100,ACTR3,ANXA3,ARID5A,BCL6,CD55,CXCL2,CXCR4,FPR1,GPR183,ADGRG3,IFITM1,IL1R2,JMJD6,MAP3K8,RAB43,APBB1IP,CASP6,CCR2,CD1C,CD27,CRTAM,CX3CR1,IL7R,LILRB1,PRKCD,RPS6KA3,SPN,CCR1,IL18RAP,IL4R,PRKDC,SLC18A2,SOS2,TMEM33,TUBB4B,ZFP36L2",25.82,38.33,2.34578617778607e-60,2.34578617778607e-60
"15203","I (D26, moderate)","FLUMIST (D7)",49,288,88,337,137,"IFITM2,ALOX5,CLU,IFNGR1,PIK3R1,CD247,EPHB2,FUT4,THBS1,CD24,CD28,F12,FCAR,ITGA3,KIR3DL1,MYB,RNASE2,SLC11A1,SNCA,ANKHD1,CCND3,CCR7,ETS1,GPR89B,SKAP1,FCER1A,FLT3,RASGRP1,ANXA3,BCL6,CXCL2,CXCR5,IL1R2,JMJD6,RORA,CD27,CRTAM,EOMES,IL7R,LILRA4,LY86,NLRC3,PRF1,PYHIN1,RNASE4,TXK,IL18RAP,SLC18A2,FASLG",14.54,35.77,6.75338719275048e-56,6.75338719275048e-56
"15204","I (D26, severe)","FLUMIST (D7)",69,268,145,337,214,"IL27RA,UBA7,BCL3,IFNGR1,LYL1,RBPJ,TNFAIP3,CD247,FAM3A,FUT4,IL1RN,JAK3,SKIL,VEGFA,ADARB1,CACNB3,CD24,CD300C,CD79B,F12,FCAR,FCGR1A,KIR3DL1,LRP1,RFX1,RNASE2,ANKHD1,BCL10,CCR7,ETS1,ITK,TPD52,FCER1A,FLT3,FPR3,SP100,ACTR3,ANXA3,BCL6,CD55,CXCL2,CXCR4,IL1R2,ITPKB,JMJD6,LRRC8A,MAP3K8,RAB43,VAV2,CD160,CD1C,CD27,CRTAM,CX3CR1,EOMES,IL7R,LILRB1,MYO1G,NLRC3,PRF1,SPN,TXK,ADA,IL18RAP,SLC18A2,SOS2,TMEM33,ZFP36L2,FASLG",20.47,32.24,3.78717251613777e-70,3.78717251613777e-70
"15205","I (D51, moderate)","FLUMIST (D7)",2,335,3,337,5,"SNCA,ANKHD1",0.59,40,1.54012487332473e-06,1.54012487332473e-06
"15206","I (D51, severe)","FLUMIST (D7)",67,270,104,337,171,"GBP1,IFITM2,CXCL8,ALOX5,B4GALT1,BCL3,CD86,GTPBP1,IFI30,LGALS3,MAPKAPK2,KAT7,TNFAIP3,FUT4,FUT7,IL1RN,SKIL,THBS1,NFKB2,STAT1,TICAM1,ADAM8,CD24,F12,FCAR,FCGR1A,ITGA6,LIMK1,ZC3HAV1,ANKHD1,BCL10,CCND3,CCR7,ETS1,ITK,FCER1A,FLT3,CEBPB,FPR3,NCF1,RNF19B,ACTR3,ANXA3,BCL6,CD55,CXCL2,CXCR4,FPR1,GPR65,ADGRG3,IFITM1,IL1R2,JMJD6,MAP3K8,NFKBID,CD1C,IL7R,PRKCD,RNF213,SPN,TFEB,TXK,IL18RAP,PRKDC,PSMB8,SOS2,TUBB4B",19.88,39.18,1.79446441711957e-55,1.79446441711957e-55
"15207","I-I (D1)","FLUMIST (D7)",3,334,4,337,7,"CD22,PAX5,BANK1",0.89,42.86,6.3230933215678e-08,6.3230933215678e-08
"15208","ZF2001 (V3, D07)","FLUMIST (D7)",31,306,52,337,83,"CXCL8,OSM,BCL3,TNFAIP3,CSF1,EPHB1,FUT4,IL1RN,TICAM1,C4B,CDC42,CXADR,GP2,IL2,PTAFR,RAB3B,RGS1,CCL4,CCL3,CEBPB,RNF19B,BCL6,CD83,CXCL2,CXCR4,GPR183,MAP3K8,PDE4B,CCR2,CX3CR1,FASLG",9.2,37.35,3.58205425747563e-43,3.58205425747563e-43
"15209","ZF2001 (V3, D14)","FLUMIST (D7)",4,333,9,337,13,"CXCL8,CSF1,IL1RN,CXCL2",1.19,30.77,4.05457667470739e-15,4.05457667470739e-15
"15210","ZF2001 (V3, D28)","FLUMIST (D7)",6,331,3,337,9,"CXCL8,TNFAIP3,CSF1,CCL3,CXCL2,FPR2",1.78,66.67,1.29370489359277e-05,1.29370489359277e-05
"15211","MMR II (Y7)","MENACTRA (D3)",18,30,183,48,201,"C1R,C1S,CFB,CCL4,CD80,CD83,HLA-DMA,IL1RN,PDE4B,RELB,SERPINB9,CD1C,GCH1,HLA-DMB,HLA-G,IL1R1,CR1,AIF1",37.5,8.96,1.71497515971465e-25,1.71497515971465e-25
"15212","MVA85A (D0)","MENACTRA (D3)",0,48,4,48,4,"",0,0,3.69378520639025e-06,3.69378520639025e-06
"15213","MVA85A (D2)","MENACTRA (D3)",2,46,36,48,38,"CCL4,CFD",4.17,5.26,9.79524470556988e-22,9.79524470556988e-22
"15214","TICE BGC RBCG (D14)","MENACTRA (D3)",1,47,8,48,9,"CCL5",2.08,11.11,6.33582368162992e-09,6.33582368162992e-09
"15215","IMUVAC (D1)","MENACTRA (D3)",0,48,10,48,10,"",0,0,1.91646209365697e-11,1.91646209365697e-11
"15216","TIV INFLUENZA (M12-13)","MENACTRA (D3)",1,47,41,48,42,"HLA-F",2.08,2.38,1.05655892463796e-24,1.05655892463796e-24
"15217","MENVEO ACWYVAX (D7)","MENACTRA (D3)",2,46,25,48,27,"NFKB2,AIF1",4.17,7.41,1.51196884531808e-17,1.51196884531808e-17
"15218","MVA85A (H6)","MENACTRA (D3)",1,47,19,48,20,"IL1RN",2.08,5,8.28103104458883e-16,8.28103104458883e-16
"15219","FLUVIRIN PANDEMRIX (D7)","MENACTRA (D3)",0,48,6,48,6,"",0,0,3.87189224988495e-08,3.87189224988495e-08
"15220","FLUARIX (D28)","MENACTRA (D3)",18,30,101,48,119,"CCL20,CXCL8,PTX3,BCL3,CD80,CD83,HLA-DMA,MAP3K8,RELB,SERPINB9,CD86,HLA-DMB,NFKBID,IL1R1,WDFY4,BCL6,C5AR1,TLR4",37.5,15.13,2.83777669087676e-19,2.83777669087676e-19
"15221","INFLUENZA (D28)","MENACTRA (D3)",1,47,1,48,2,"CFH",2.08,50,0.0408163265306123,0.0408163265306123
"15222","FLUARIX (D3)","MENACTRA (D3)",3,45,41,48,44,"BCL3,NFKBID,BCL6",6.25,6.82,3.33168247569167e-22,3.33168247569167e-22
"15223","INFLUENZA (D3)","MENACTRA (D3)",8,40,69,48,77,"CXCL8,MAP3K8,CD1D,CD86,C5AR1,CFD,TLR4,AIF1",16.67,10.39,1.12595406641868e-23,1.12595406641868e-23
"15224","FLUZONE (D1)","MENACTRA (D3)",0,48,5,48,5,"",0,0,3.48470302489646e-07,3.48470302489646e-07
"15225","BCG (D56)","MENACTRA (D3)",0,48,12,48,12,"",0,0,7.14612984075481e-13,7.14612984075481e-13
"15226","ZOSTAVAX (D1)","MENACTRA (D3)",4,44,35,48,39,"CCL5,IL1R2,HLA-F,C5AR1",8.33,10.26,2.67410180462055e-19,2.67410180462055e-19
"15227","ZOSTAVAX (D14)","MENACTRA (D3)",2,46,13,48,15,"CCL5,HLA-G",4.17,13.33,1.59909298895577e-11,1.59909298895577e-11
"15228","ZOSTAVAX (D28)","MENACTRA (D3)",2,46,54,48,56,"PRKCD,TLR4",4.17,3.57,4.59010193546113e-27,4.59010193546113e-27
"15229","YF17D (D7)","MENACTRA (D3)",0,48,7,48,7,"",0,0,4.92786286348991e-09,4.92786286348991e-09
"15230","ZOSTAVAX (D9)","MENACTRA (D3)",0,48,12,48,12,"",0,0,7.14612984075481e-13,7.14612984075481e-13
"15231","ZOSTAVAX (H72)","MENACTRA (D3)",0,48,8,48,8,"",0,0,7.0398040906999e-10,7.0398040906999e-10
"15232","ZOSTAVAX (D3)","MENACTRA (D3)",3,45,24,48,27,"CD86,FCER1G,AIF1",6.25,11.11,3.67912419027404e-16,3.67912419027404e-16
"15233","ZOSTAVAX (H6)","MENACTRA (D3)",9,39,55,48,64,"CXCL8,PTX3,BCL3,CCL5,CD83,CXCL2,SERPINB9,VCAM1,TLR4",18.75,14.06,4.38329023135446e-20,4.38329023135446e-20
"15234","INFLUENZA (D0)","MENACTRA (D3)",0,48,4,48,4,"",0,0,3.69378520639025e-06,3.69378520639025e-06
"15235","PANDEMRIX (D7)","MENACTRA (D3)",0,48,33,48,33,"",0,0,1.8594381353334e-23,1.8594381353334e-23
"15236","PFALCIPARUM RTSS (D1)","MENACTRA (D3)",0,48,3,48,3,"",0,0,4.80192076830732e-05,4.80192076830732e-05
"15237","ATTENUVAX (D14)","MENACTRA (D3)",0,48,7,48,7,"",0,0,4.92786286348991e-09,4.92786286348991e-09
"15238","WETVAX (ANY)","MENACTRA (D3)",1,47,22,48,23,"IL1RN",2.08,4.35,2.67915710266111e-17,2.67915710266111e-17
"15239","YF VAX (ANY)","MENACTRA (D3)",1,47,28,48,29,"IL1RN",2.08,3.45,5.82133097391318e-20,5.82133097391318e-20
"15240","CHAD63-KH (H24)","MENACTRA (D3)",26,22,293,48,319,"CXCL8,CFB,BCL3,CCL5,HLA-DMA,IL1RN,MAP3K8,NFKB2,PDE4B,RELB,SERPINB9,CD1C,CD1D,CD86,GCH1,HLA-C,HLA-DMB,HLA-DPA1,HLA-G,PRKCD,HLA-E,HLA-F,CR1,FCER1G,TLR4,AIF1",54.17,8.15,1.17024957879636e-21,1.17024957879636e-21
"15241","INACTIVATED INFLUENZA (D28)","MENACTRA (D3)",9,39,75,48,84,"BCL3,HLA-DMA,MAP3K8,CD1C,HLA-C,HLA-DRB4,PRKCD,CFD,FCER1G",18.75,10.71,9.33438195296633e-24,9.33438195296633e-24
"15242","INACTIVATED INFLUENZA (D7)","MENACTRA (D3)",5,43,117,48,122,"BCL3,HLA-DMA,MAP3K8,HLA-C,PRKCD",10.42,4.1,1.88344985637983e-34,1.88344985637983e-34
"15243","INACTIVATED INFLUENZA (D2)","MENACTRA (D3)",3,45,23,48,26,"BCL3,CD86,HLA-DRB4",6.25,11.54,9.8109978407307e-16,9.8109978407307e-16
"15244","PFALCIPARUM RTSS (D56)","MENACTRA (D3)",1,47,21,48,22,"CCL5",2.08,4.55,8.15395639940329e-17,8.15395639940329e-17
"15245","LVS F TULARENSIS (H336)","MENACTRA (D3)",11,37,24,48,35,"CCL20,CD80,CD83,HLA-DMA,CD1B,CD1C,CD1D,CD86,HLA-DMB,FCER1G,TLR4",22.92,31.43,5.24795179999606e-11,5.24795179999606e-11
"15246","LVS F TULARENSIS (H48)","MENACTRA (D3)",12,36,38,48,50,"CCL20,CCL5,CD80,CD83,HLA-DMA,CD1B,CD1C,CD1D,CD86,HLA-DMB,FCER1G,TLR4",25,24,3.66278887102319e-14,3.66278887102319e-14
"15247","HIV LIPO 5 (D1)","MENACTRA (D3)",0,48,1,48,1,"",0,0,0.0204081632653061,0.0204081632653061
"15248","HIV LIPO 5 (W14)","MENACTRA (D3)",0,48,12,48,12,"",0,0,7.14612984075481e-13,7.14612984075481e-13
"15249","FLUMIST (D3)","MENACTRA (D3)",6,42,95,48,101,"RELB,CD86,HLA-DMB,NFKBID,FCER1G,AIF1",12.5,5.94,4.21645856585351e-30,4.21645856585351e-30
"15250","TC-83 (H24)","MENACTRA (D3)",4,44,16,48,20,"CXCL8,IFNA8,C5AR1,TLR4",8.33,20,9.91756980477572e-12,9.91756980477572e-12
"15251","RVSV ZEBOV (D7)","MENACTRA (D3)",1,47,3,48,4,"NFKB2",2.08,25,0.000192076830732293,0.000192076830732293
"15252","LVS F TULARENSIS (H18)","MENACTRA (D3)",11,37,22,48,33,"CCL20,CD80,CD83,HLA-DMA,CD1B,CD1C,CD1D,CD86,HLA-DMB,FCER1G,TLR4",22.92,33.33,2.25441425223361e-10,2.25441425223361e-10
"15253","LVS F TULARENSIS (H192)","MENACTRA (D3)",10,38,22,48,32,"CCL20,CD80,CD83,HLA-DMA,CD1B,CD1C,CD1D,CD86,FCER1G,TLR4",20.83,31.25,7.51471417411203e-11,7.51471417411203e-11
"15254","CN54GP140 (D1)","MENACTRA (D3)",1,47,7,48,8,"HLA-C",2.08,12.5,3.94229029079195e-08,3.94229029079195e-08
"15255","CN54GP140 (D3)","MENACTRA (D3)",0,48,4,48,4,"",0,0,3.69378520639025e-06,3.69378520639025e-06
"15256","HPV-VLP (M2)","MENACTRA (D3)",11,37,71,48,82,"CCL20,CFH,CFB,CCL4,CD83,CXCL2,IL1RN,CD1B,GCH1,IL1R2,CFD",22.92,13.41,2.65196057047907e-21,2.65196057047907e-21
"15257","INFLUENZA (D1)","MENACTRA (D3)",5,43,31,48,36,"CD83,HLA-DMA,CD1D,GCH1,HLA-DMB",10.42,13.89,4.30154980475488e-17,4.30154980475488e-17
"15258","FLUARIX FLUVIRIN (D28)","MENACTRA (D3)",0,48,20,48,20,"",0,0,1.21779868302778e-17,1.21779868302778e-17
"15259","MONOV INFLUENZA A (D28)","MENACTRA (D3)",3,45,12,48,15,"CD1C,HLA-DMB,HLA-DPA1",6.25,20,3.25148907754344e-10,3.25148907754344e-10
"15260","MONOV INFLUENZA A (D3)","MENACTRA (D3)",1,47,20,48,21,"GCH1",2.08,4.76,2.55737723435833e-16,2.55737723435833e-16
