"process","genes","set_size","immune_system","immune_sub_system","immune_tissue","go_term","gene_set_short"
"INNATE IMMUNE SYSTEM","GRN",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MBL2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LBP",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD14",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TGFBR2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ITGB8",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ITGB6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CX3CR1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL33",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNA8",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNE",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL12B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","EMP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ATF2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ITK",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FOSL2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NFKBIA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TLR4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","XIAP",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PRKCE",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TICAM2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RAB11FIP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FCER1G",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFI30",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MFSD6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD1D",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD1B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD1E",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD1C",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MAVS",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RIGI",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CGAS",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","STING1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","VAMP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","VAMP7",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FCER1A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SNAP23",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCR2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","JAML",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SIRPA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PECAM1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MERTK",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","AXL",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","STXBP3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","BCR",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ANXA3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CASP1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LACC1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RNF135",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PHB1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LSM14A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD40",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SP100",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SHMT2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CH25H",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SMPD1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MX1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL31RA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CXCR2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TAP1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ERAP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IDE",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","AP3B1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ALOX5",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CDC42",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","EPS8",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DOCK8",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NLRP12",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ROR2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MCOLN2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","B4GALT1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","REG3G",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HSPD1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SYK",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DNASE1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD177",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PRTN3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PDE4B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MTHFD1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","JAGN1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CLEC6A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PLCG2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","BCL10",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFB119",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFB106A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RAET1L",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RAET1G",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-C",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-G",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-DMB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-DRB4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-DMA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-DOB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HLA-DPA1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HYAL2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MT1G",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SPACA3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","P0DOX3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FANCC",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NCKAP1L",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SOD1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","BAX",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HAMP",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ITPKB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FCGR3A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KLRF2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RAB27A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CORO1A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ADAM17",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ACE",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL6R",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KMT2E",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FCAR",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IRGM",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RELA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFI35",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","STAT1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IRF1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","JAK1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNGR1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TYK2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNGR2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SPI1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","BATF2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NOTCH2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","LTBR",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RELB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RBPJ",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PRDX1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","GATA3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KLRK1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","BAG6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RASGRP1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KAT7",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SP3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PBX1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PTPRC",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TYRO3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KLRC1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","EP300",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KLRC3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SRC",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NAGLU",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FOSL1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RPS6KA3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MAPKAPK2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCR1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CXCR4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CXCR1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL5",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL13",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CRTC3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","JMJD6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TMEM229B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ADGRF5",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","EDN2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL10RB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNL1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNL4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNL3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IFNL2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NOTCH1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PNMA1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL20RB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HMGB2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL5RA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL1RN",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CD68",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SFTPD",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","EDNRB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RPL13A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CXCL17",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SAA1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MMP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CXCL8",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","F2RL1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","IL18RAP",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CXCL6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PRKCD",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CAMP",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DNM2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CTSE",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SNCA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ITGAM",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","AIF1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TRPV1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","C5AR1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CX3CL1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MAPT",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NOS2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","FAU",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","H2BC12L",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFA3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFB1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","H2BC10",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFA1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RNASE3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RNASE2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFA6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFA5",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","DEFA4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RPL39",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CBL",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CLNK",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","GPR15LG",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PTGDS",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MILR1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","ADORA2B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CPLX2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PTPN6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","GZMB",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","TUBB4B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PLEKHM2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CEBPG",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","RNF19B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KIF5B",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","KIR3DL1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CLEC2A",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","NLRP10",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","XRCC5",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MNDA",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CASP6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","XRCC6",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SFPQ",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PYHIN1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","MATR3",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","HEXIM1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","GBP2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","PRKDC",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","SCG2",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL4",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL18",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL23",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL8",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
"INNATE IMMUNE SYSTEM","CCL4L1",1096,"Innate","General","General","Manual","INNATE IMMUNE SYSTEM"
