"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size","gene_set_short_2","process_2","immune_system_2","immune_sub_system_2","immune_tissue_2","go_term_2","genes_2","set_size_2"
"ADAPTIVE IMMUNE RESPONSE","IGKV2-40","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2-30","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2-29","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2-28","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV2-24","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-39","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-37","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-27","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-17","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-16","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-13","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-12","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-9","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKV1-6","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IGKJ1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","DBNL","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","CD274","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","CD209","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRAT1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","CLEC4A","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","CD244","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","ERAP1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TREM1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TRPM4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","LIME1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","RNF125","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","AKIRIN2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","OTUB1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","PAG1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","CTNNBL1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IFNK","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","MCOLN1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","SLAMF7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","DCLRE1C","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","PDCD1LG2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","PRR7","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","FCRL4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","JAM3","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","FCAMR","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","HAVCR2","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","ORAI1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","SIGLEC10","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IL17F","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","TNFRSF13C","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","SH2D1B","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","CLEC4C","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","MARCHF8","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","IL4I1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","CLEC4D","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","EIF2AK4","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"ADAPTIVE IMMUNE RESPONSE","KLRC4-KLRK1","GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte",330,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RHOA","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BRAF","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CDH26","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD81","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","TOX","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","EOMES","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","KLRC1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RAB27A","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ABL1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL15","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCL2","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","TNFSF4","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ITGAL","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","DOCK8","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","THEMIS","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCR7","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD28","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FCER1G","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BAX","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MYO1G","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD1D","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCR2","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ZFPM1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CLEC4G","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PTPRC","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD83","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PRKCQ","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FUT7","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL2RG","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HLA-E","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","WDFY4","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BCL2","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CRKL","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CRK","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","APBB1IP","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","XG","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD99","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","LIG4","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PRKDC","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","GPR183","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RC3H1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","HMGB1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CEBPB","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RORC","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RORA","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCL20","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CORO1A","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","STAT5B","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL2","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FAS","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RPS6","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","AKT1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD247","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CD3G","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ZAP70","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","SYK","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PSMB11","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IRF1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","TNFSF8","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RAG2","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CRTAM","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MYH9","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","LILRB1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","SLC11A1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RELB","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL4R","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","SPN","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","STAT6","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MTOR","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","STAT3","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","NOTCH1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PHB1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PTGER4","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ATP7A","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL12B","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ITPKB","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","GATA3","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","TCF7","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL7","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL6R","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL6ST","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","JAK1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BCL6","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","FCER1A","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL10","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL33","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","SRF","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","TLR4","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","IL18BP","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","BCL3","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","RPL22","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","GLI3","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ADA","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","ITK","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CXADR","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","JAML","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CXCL12","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","CCL3","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","DEFA4","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","SLC12A2","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","PIK3CG","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","DEFA1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MYB","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","MEN1","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
"CELLULAR ADAPTIVE IMMUNE SYSTEM","KMT2A","Manual","Adaptive","Cellular","Cellular adaptive immune system","General",267,NA,NA,NA,NA,NA,NA,NA,NA
