"","condition","genes"
"1755","BNT-I (D10, mild)","MAP2K6"
"1756","BNT-I (D10, mild)","SKAP1"
"1757","BNT-I (D10, mild)","CD8B"
"1758","BNT-I (D10, mild)","PLCG1"
"1759","BNT-I (D10, mild)","TESPA1"
"1760","BNT-I (D10, mild)","RASGRP1"
"1761","BNT-I (D10, mild)","CD247"
"1762","BNT-I (D10, mild)","STXBP4"
"1763","BNT-I (D10, mild)","CD6"
"1764","BNT-I (D10, mild)","TCF7"
"1765","BNT-I (D10, mild)","ITK"
"1766","BNT-I (D10, mild)","PYHIN1"
"1767","BNT-I (D10, mild)","CRTAM"
"1768","BNT-I (D10, mild)","KLRC3"
"1769","BNT-I (D10, mild)","CTSW"
"1770","BNT-I (D10, mild)","S100A7"
"1771","BNT-I (D10, mild)","ANXA3"
"1772","BNT-I (D10, mild)","MEN1"
"1773","BNT-I (D10, mild)","LMO4"
"1774","BNT-I (D10, mild)","CD3G"
"1775","BNT-I (D10, mild)","ANKHD1"
"1776","BNT-I (D10, mild)","TGFBR3"
"1777","BNT-I (D10, mild)","RPL22"
"1778","BNT-I (D10, mild)","ITGB8"
"1779","BNT-I (D10, mild)","EOMES"
"1780","BNT-I (D10, mild)","TRAT1"
"1781","BNT-I (D10, mild)","CD40LG"
"1782","BNT-I (D10, mild)","GATA3"
"1783","BNT-I (D10, mild)","RORA"
"1784","BNT-I (D10, mild)","TRIM65"
"1785","BNT-I (D10, mild)","TRIM22"
"1786","BNT-I (D10, mild)","HHEX"
"1787","BNT-I (D10, mild)","APOBEC3A"
"1788","BNT-I (D10, mild)","S1PR1"
"1789","BNT-I (D10, mild)","ST6GAL1"
"1790","BNT-I (D10, mild)","CD58"
"1791","BNT-I (D10, mild)","LAX1"
"1792","BNT-I (D10, mild)","IL18RAP"
"1793","BNT-I (D10, mild)","GNLY"
"1794","BNT-I (D10, mild)","BCL2"
"1795","BNT-I (D10, mild)","IFI6"
"1796","BNT-I (D10, mild)","BCL6"
"1797","BNT-I (D10, mild)","RORC"
"1798","BNT-I (D10, mild)","SARM1"
"1799","BNT-I (D10, mild)","IL2RB"
"1800","BNT-I (D10, mild)","ZC3H8"
"1801","BNT-I (D10, mild)","IFITM1"
"1802","BNT-I (D10, mild)","MSH2"
"1803","BNT-I (D10, mild)","PRF1"
"1804","BNT-I (D10, mild)","SLC12A2"
"1805","BNT-I (D10, mild)","KLRC2"
"1806","BNT-I (D10, mild)","SPN"
"1807","BNT-I (D10, mild)","C1R"
"1808","BNT-I (D10, mild)","CD79B"
"1809","BNT-I (D10, mild)","PSME1"
"1810","BNT-I (D10, mild)","PARP9"
"1811","BNT-I (D10, mild)","TXK"
"1812","BNT-I (D10, mild)","RNASE2"
"1813","BNT-I (D10, mild)","RPS6"
"1814","BNT-I (D10, mild)","HMGB2"
"1815","BNT-I (D10, mild)","IFNLR1"
"1816","BNT-I (D10, mild)","VNN1"
"1817","BNT-I (D10, mild)","IFI30"
"1818","BNT-I (D10, mild)","KLRK1"
"1819","BNT-I (D10, mild)","DDX60"
"1820","BNT-I (D10, mild)","OAS2"
"1821","BNT-I (D10, mild)","CD28"
"1822","BNT-I (D10, mild)","KMT2A"
"1823","BNT-I (D10, mild)","HLA-C"
"1824","BNT-I (D10, mild)","ADARB1"
"1825","BNT-I (D10, mild)","BMPR1A"
"1826","BNT-I (D10, mild)","CD22"
"1827","BNT-I (D10, mild)","MX1"
"1828","BNT-I (D10, mild)","LILRA6"
"1829","BNT-I (D10, mild)","ITGA3"
"1830","BNT-I (D10, mild)","HP"
"1831","BNT-I (D10, mild)","FCER1G"
"1832","BNT-I (D10, mild)","GPR183"
"1833","BNT-I (D10, mild)","MFSD6"
"1834","BNT-I (D10, mild)","LCN2"
"1835","BNT-I (D10, mild)","FKBP1B"
"1836","BNT-I (D10, mild)","DEFA4"
"1837","BNT-I (D10, mild)","B2M"
"1838","BNT-I (D10, mild)","IPO7"
"1839","BNT-I (D10, mild)","FKBP1A"
"1840","BNT-I (D10, mild)","CASP1"
"1841","BNT-I (D10, mild)","LGALS9"
"1842","BNT-I (D10, mild)","PTGDS"
"1843","BNT-I (D10, mild)","IL5RA"
"1844","BNT-I (D10, mild)","CD81"
"1845","BNT-I (D10, mild)","CD1C"
"1846","BNT-I (D10, mild)","FCGR1A"
"1847","BNT-I (D10, mild)","MILR1"
"1848","BNT-I (D10, mild)","ADA"
"1849","BNT-I (D10, mild)","TOX"
"1850","BNT-I (D10, mild)","FASLG"
"1851","BNT-I (D10, mild)","VIM"
"1852","BNT-I (D10, mild)","PAX5"
"1853","BNT-I (D10, mild)","ITGA6"
"1854","BNT-I (D10, mild)","ACE"
"1855","BNT-I (D10, mild)","CCNB2"
"1856","BNT-I (D10, mild)","STXBP1"
"1857","BNT-I (D10, mild)","PSMB8"
"1858","BNT-I (D10, mild)","ITGAM"
"1859","BNT-I (D10, mild)","GZMM"
"1860","BNT-I (D10, mild)","PIK3AP1"
"1861","BNT-I (D10, mild)","TPD52"
"1862","BNT-I (D10, mild)","DPP4"
"1863","BNT-I (D10, mild)","MERTK"
"1864","BNT-I (D10, mild)","GPR15"
"1865","BNT-I (D10, mild)","GPR89B"
"1866","BNT-I (D10, mild)","SELL"
"1867","BNT-I (D10, mild)","NCAPH2"
"1868","BNT-I (D10, mild)","SKIL"
"1869","BNT-I (D10, mild)","STAT2"
"1870","BNT-I (D10, mild)","LGALS3"
"1871","BNT-I (D10, mild)","EIF2AK2"
"1872","BNT-I (D10, mild)","PSMB9"
"1873","BNT-I (D10, mild)","ARHGEF5"
"1874","BNT-I (D10, mild)","CTSH"
"1875","BNT-I (D10, mild)","CD79A"
"1876","BNT-I (D10, mild)","STXBP3"
"1877","BNT-I (D10, mild)","CXCL3"
"1878","BNT-I (D10, mild)","UNG"
"1879","BNT-I (D10, mild)","RNASE4"
"1880","BNT-I (D10, mild)","FAS"
"1881","BNT-I (D10, mild)","ALOX5"
"1882","BNT-I (D10, mild)","CRTC3"
"1883","BNT-I (D10, mild)","MX2"
"1884","BNT-I (D10, mild)","GPR89A"
"1885","BNT-I (D10, mild)","TBKBP1"
"1886","BNT-I (D10, mild)","IFNGR2"
"1887","BNT-I (D10, mild)","CR2"
"1888","BNT-I (D10, mild)","THBS1"
"1889","BNT-I (D10, mild)","RELB"
"1890","BNT-I (D10, mild)","PTMS"
"1891","BNT-I (D10, mild)","GZMA"
"1892","BNT-I (D10, mild)","GZMB"
"1893","BNT-I (D10, mild)","CCL5"
"1894","BNT-I (D10, mild)","PURA"
"1895","BNT-I (D10, mild)","CD24"
"1896","BNT-I (D10, mild)","JAK3"
"1897","BNT-I (D10, mild)","TARM1"
"1898","BNT-I (D10, mild)","TTLL1"
"1899","BNT-I (D10, mild)","CEACAM8"
"1900","BNT-I (D10, mild)","HLA-E"
"1901","BNT-I (D10, mild)","LILRA4"
"1902","BNT-I (D10, mild)","MS4A1"
"1903","BNT-I (D10, mild)","IFIT1"
"1904","BNT-I (D10, mild)","CCL4"
"1905","BNT-I (D10, mild)","MAPK3"
"1906","BNT-I (D10, mild)","KIR2DL1"
"1907","BNT-I (D10, mild)","BANK1"
"1908","BNT-I (D10, mild)","IFI35"
"1909","BNT-I (D10, mild)","CD27"
"1910","BNT-I (D10, mild)","EPHB2"
"1911","BNT-I (D10, mild)","CEBPB"
"1912","BNT-I (D10, mild)","ZNF683"
"1913","BNT-I (D10, mild)","IL1RN"
"1914","BNT-I (D10, mild)","PPP2CA"
"1915","BNT-I (D10, mild)","APBB1IP"
"1916","BNT-I (D10, mild)","MAPT"
"1917","BNT-I (D10, mild)","TRIM64B"
"1918","BNT-I (D10, mild)","DTX1"
"1919","BNT-I (D10, mild)","S100A12"
"1920","BNT-I (D10, mild)","SOS2"
"1921","BNT-I (D10, mild)","BST1"
"1922","BNT-I (D10, mild)","IL1R1"
"1923","BNT-I (D10, mild)","RHOA"
"1924","BNT-I (D10, mild)","BPI"
"1925","BNT-I (D10, mild)","CFH"
"1926","BNT-I (D10, mild)","GBP6"
"1927","BNT-I (D10, mild)","ADM"
"1928","BNT-I (D10, mild)","PRKCQ"
"1929","BNT-I (D10, mild)","RC3H1"
"1930","BNT-I (D10, mild)","LILRA5"
"1931","BNT-I (D10, mild)","PIK3R1"
"1932","BNT-I (D10, mild)","IL1R2"
"1933","BNT-I (D10, mild)","CD160"
"1934","BNT-I (D10, mild)","RAG1"
"1935","BNT-I (D10, mild)","CCND3"
"1936","BNT-I (D10, mild)","PML"
"1937","BNT-I (D10, mild)","CRISP3"
"1938","BNT-I (D10, mild)","IFITM2"
"1939","BNT-I (D10, mild)","NFKBIA"
"1940","BNT-I (D10, mild)","FUT4"
"1941","BNT-I (D10, mild)","BATF2"
"1942","BNT-I (D10, mild)","JMJD6"
"1943","BNT-I (D10, mild)","ROMO1"
"1944","BNT-I (D10, mild)","BCL3"
"1945","BNT-I (D10, mild)","ZC3HAV1"
"1946","BNT-I (D10, mild)","KIR2DL3"
"1947","BNT-I (D10, mild)","PPARG"
"1948","BNT-I (D10, mild)","PARP1"
"1949","BNT-I (D10, mild)","CDK6"
"1950","BNT-I (D10, mild)","GCH1"
"1951","BNT-I (D10, mild)","OLR1"
"1952","BNT-I (D10, mild)","TFEB"
"1953","BNT-I (D10, mild)","TFE3"
"1954","BNT-I (D10, mild)","FGR"
"1955","BNT-I (D10, mild)","BMX"
"1956","BNT-I (D10, mild)","TRIM21"
"1957","BNT-I (D10, mild)","CLNK"
"1958","BNT-I (D10, mild)","FUT7"
"1959","BNT-I (D10, mild)","F12"
"1960","BNT-I (D10, mild)","PRKCD"
"1961","BNT-I (D10, mild)","ADAR"
"1962","BNT-I (D10, mild)","JAG1"
"1963","BNT-I (D10, mild)","BCL10"
"1964","BNT-I (D10, mild)","SPI1"
"1965","BNT-I (D10, mild)","CAMP"
"1966","BNT-I (D10, mild)","CD1E"
"1967","BNT-I (D10, mild)","AZU1"
"1968","BNT-I (D10, mild)","GBP2"
"1969","BNT-I (D10, mild)","IRF9"
"1970","BNT-I (D10, mild)","CD19"
"1971","BNT-I (D10, mild)","RNASE3"
"1972","BNT-I (D10, mild)","CD55"
"1973","BNT-I (D10, mild)","MCOLN2"
"1974","BNT-I (D10, mild)","GLI3"
"1975","BNT-I (D10, mild)","SLC15A4"
"1976","BNT-I (D10, mild)","IL10RB"
"1977","BNT-I (D10, mild)","ZBTB46"
"1978","BNT-I (D10, mild)","IRAK1BP1"
"1979","BNT-I (D10, mild)","CTSG"
"1980","BNT-I (D10, mild)","CTLA4"
"1981","BNT-I (D10, mild)","NCF2"
"1982","BNT-I (D10, mild)","PRG2"
"1983","BNT-I (D10, mild)","CXCR3"
"1984","BNT-I (D10, mild)","HDAC4"
"1985","BNT-I (D10, mild)","CTSK"
"1986","BNT-I (D10, mild)","DBH"
"1987","BNT-I (D10, mild)","ADGRG3"
"1988","BNT-I (D10, mild)","CACNB4"
"1989","BNT-I (D10, mild)","HOXB4"
"1990","BNT-I (D10, mild)","CASP4"
"1991","BNT-I (D10, mild)","LY86"
"1992","BNT-I (D10, mild)","CCL3L1"
"1993","BNT-I (D10, mild)","FLT3"
"1994","BNT-I (D10, mild)","RNF19B"
"1995","BNT-I (D10, mild)","IRGM"
"1996","BNT-I (D10, mild)","CD177"
"1997","BNT-I (D10, mild)","SPNS2"
"1998","BNT-I (D10, mild)","SPIRE1"
"1999","BNT-I (D10, mild)","BCR"
"2000","BNT-I (D10, mild)","TAP1"
"2001","BNT-I (D10, mild)","GBP1"
"2002","BNT-I (D10, mild)","CDKN2B"
"2003","BNT-I (D10, mild)","IFITM3"
"2004","BNT-I (D10, mild)","IL23R"
"2005","BNT-I (D10, mild)","ACKR3"
"2006","BNT-I (D10, mild)","LFNG"
"2007","BNT-I (D10, mild)","TRIM59"
"2008","BNT-I (D10, mild)","CFB"
"2009","BNT-I (D10, mild)","CR1"
"2010","BNT-I (D10, mild)","ELANE"
"2011","BNT-I (D10, mild)","HCK"
"2012","BNT-I (D10, mild)","STAT5B"
"2013","BNT-I (D10, mild)","CX3CR1"
"2014","BNT-I (D10, severe)","IFI27"
"2015","BNT-I (D10, severe)","FCER1A"
"2016","BNT-I (D10, severe)","CCNB2"
"2017","BNT-I (D10, severe)","IL18RAP"
"2018","BNT-I (D10, severe)","MAP2K6"
"2019","BNT-I (D10, severe)","RORC"
"2020","BNT-I (D10, severe)","IL7R"
"2021","BNT-I (D10, severe)","CD40LG"
"2022","BNT-I (D10, severe)","TRIM22"
"2023","BNT-I (D10, severe)","HMGB2"
"2024","BNT-I (D10, severe)","LCN2"
"2025","BNT-I (D10, severe)","HLA-DPA1"
"2026","BNT-I (D10, severe)","IL1R2"
"2027","BNT-I (D10, severe)","BPI"
"2028","BNT-I (D10, severe)","CLEC10A"
"2029","BNT-I (D10, severe)","RNF135"
"2030","BNT-I (D10, severe)","CD24"
"2031","BNT-I (D10, severe)","ANKHD1"
"2032","BNT-I (D10, severe)","MS4A2"
"2033","BNT-I (D10, severe)","SP100"
"2034","BNT-I (D10, severe)","ZNF3"
"2035","BNT-I (D10, severe)","VNN1"
"2036","BNT-I (D10, severe)","RNASE2"
"2037","BNT-I (D10, severe)","THEMIS"
"2038","BNT-I (D10, severe)","CRISP3"
"2039","BNT-I (D10, severe)","IL1R1"
"2040","BNT-I (D10, severe)","CEACAM8"
"2041","BNT-I (D10, severe)","CCND3"
"2042","BNT-I (D10, severe)","ADD2"
"2043","BNT-I (D10, severe)","TRAT1"
"2044","BNT-I (D10, severe)","RPL22"
"2045","BNT-I (D10, severe)","PPARG"
"2046","BNT-I (D10, severe)","DDX60"
"2047","BNT-I (D10, severe)","PLCG1"
"2048","BNT-I (D10, severe)","TESPA1"
"2049","BNT-I (D10, severe)","ANXA3"
"2050","BNT-I (D10, severe)","NLRC3"
"2051","BNT-I (D10, severe)","CD3G"
"2052","BNT-I (D10, severe)","CD6"
"2053","BNT-I (D10, severe)","OLR1"
"2054","BNT-I (D10, severe)","ITGB8"
"2055","BNT-I (D10, severe)","IFI6"
"2056","BNT-I (D10, severe)","S100A12"
"2057","BNT-I (D10, severe)","MX1"
"2058","BNT-I (D10, severe)","BCL6"
"2059","BNT-I (D10, severe)","HP"
"2060","BNT-I (D10, severe)","DEFA4"
"2061","BNT-I (D10, severe)","RASGRP1"
"2062","BNT-I (D10, severe)","PARP9"
"2063","BNT-I (D10, severe)","ADARB1"
"2064","BNT-I (D10, severe)","IL10"
"2065","BNT-I (D10, severe)","OAS2"
"2066","BNT-I (D10, severe)","TARM1"
"2067","BNT-I (D10, severe)","ITGB7"
"2068","BNT-I (D10, severe)","GPR183"
"2069","BNT-I (D10, severe)","CD96"
"2070","BNT-I (D10, severe)","CD58"
"2071","BNT-I (D10, severe)","SMAD3"
"2072","BNT-I (D10, severe)","PRKCE"
"2073","BNT-I (D10, severe)","ETS1"
"2074","BNT-I (D10, severe)","RNASE4"
"2075","BNT-I (D10, severe)","APOBEC3A"
"2076","BNT-I (D10, severe)","IFITM1"
"2077","BNT-I (D10, severe)","CAMP"
"2078","BNT-I (D10, severe)","TCF7"
"2079","BNT-I (D10, severe)","IL15"
"2080","BNT-I (D10, severe)","LILRA6"
"2081","BNT-I (D10, severe)","ADAM17"
"2082","BNT-I (D10, severe)","GBP6"
"2083","BNT-I (D10, severe)","LFNG"
"2084","BNT-I (D10, severe)","CCR7"
"2085","BNT-I (D10, severe)","STXBP4"
"2086","BNT-I (D10, severe)","CD28"
"2087","BNT-I (D10, severe)","CH25H"
"2088","BNT-I (D10, severe)","OTUD7B"
"2089","BNT-I (D10, severe)","CTSG"
"2090","BNT-I (D10, severe)","CD1C"
"2091","BNT-I (D10, severe)","ZC3HAV1"
"2092","BNT-I (D10, severe)","TRIM64B"
"2093","BNT-I (D10, severe)","RNASE3"
"2094","BNT-I (D10, severe)","S100A7"
"2095","BNT-I (D10, severe)","ITGA3"
"2096","BNT-I (D10, severe)","F12"
"2097","BNT-I (D10, severe)","EIF2AK2"
"2098","BNT-I (D10, severe)","CRTAM"
"2099","BNT-I (D10, severe)","SPN"
"2100","BNT-I (D10, severe)","PRKCQ"
"2101","BNT-I (D10, severe)","LMO4"
"2102","BNT-I (D10, severe)","GATA3"
"2103","BNT-I (D10, severe)","CD8B"
"2104","BNT-I (D10, severe)","HLA-C"
"2105","BNT-I (D10, severe)","EPHB2"
"2106","BNT-I (D10, severe)","STXBP1"
"2107","BNT-I (D10, severe)","FCER1G"
"2108","BNT-I (D10, severe)","ITK"
"2109","BNT-I (D10, severe)","ZAP70"
"2110","BNT-I (D10, severe)","ITGAM"
"2111","BNT-I (D10, severe)","RC3H1"
"2112","BNT-I (D10, severe)","JAG1"
"2113","BNT-I (D10, severe)","RORA"
"2114","BNT-I (D10, severe)","AZU1"
"2115","BNT-I (D10, severe)","MAP3K8"
"2116","BNT-I (D10, severe)","HLA-E"
"2117","BNT-I (D10, severe)","ELANE"
"2118","BNT-I (D10, severe)","HDAC4"
"2119","BNT-I (D10, severe)","FLT3"
"2120","BNT-I (D10, severe)","CASP1"
"2121","BNT-I (D10, severe)","VIM"
"2122","BNT-I (D10, severe)","IFIT1"
"2123","BNT-I (D10, severe)","KMT2A"
"2124","BNT-I (D10, severe)","BMX"
"2125","BNT-I (D10, severe)","EOMES"
"2126","BNT-I (D10, severe)","B2M"
"2127","BNT-I (D10, severe)","HHEX"
"2128","BNT-I (D10, severe)","BCL2"
"2129","BNT-I (D10, severe)","FCGR1A"
"2130","BNT-I (D10, severe)","MFSD6"
"2131","BNT-I (D10, severe)","PIK3AP1"
"2132","BNT-I (D10, severe)","CEBPB"
"2133","BNT-I (D10, severe)","IFI30"
"2134","BNT-I (D10, severe)","JMJD6"
"2135","BNT-I (D10, severe)","CFB"
"2136","BNT-I (D10, severe)","STAT2"
"2137","BNT-I (D10, severe)","ALOX5"
"2138","BNT-I (D10, severe)","LTB"
"2139","BNT-I (D10, severe)","SKAP1"
"2140","BNT-I (D10, severe)","CD247"
"2141","BNT-I (D10, severe)","ZNF683"
"2142","BNT-I (D10, severe)","FAS"
"2143","BNT-I (D10, severe)","TBKBP1"
"2144","BNT-I (D10, severe)","CD1E"
"2145","BNT-I (D10, severe)","IRAK1BP1"
"2146","BNT-I (D10, severe)","PSMB8"
"2147","BNT-I (D10, severe)","IFITM2"
"2148","BNT-I (D10, severe)","C1R"
"2149","BNT-I (D10, severe)","SELL"
"2150","BNT-I (D10, severe)","SLC15A4"
"2151","BNT-I (D10, severe)","CR1"
"2152","BNT-I (D10, severe)","DPP4"
"2153","BNT-I (D10, severe)","SARM1"
"2154","BNT-I (D10, severe)","ADAR"
"2155","BNT-I (D10, severe)","GZMM"
"2156","BNT-I (D10, severe)","GPR89B"
"2157","BNT-I (D10, severe)","JAK3"
"2158","BNT-I (D10, severe)","BATF2"
"2159","BNT-I (D10, severe)","NCR3LG1"
"2160","BNT-I (D10, severe)","CAV1"
"2161","BNT-I (D10, severe)","TGFBR3"
"2162","BNT-I (D10, severe)","FGR"
"2163","BNT-I (D10, severe)","SOS2"
"2164","BNT-I (D10, severe)","IL23R"
"2165","BNT-I (D10, severe)","PYHIN1"
"2166","BNT-I (D10, severe)","CD40"
"2167","BNT-I (D10, severe)","BST1"
"2168","BNT-I (D10, severe)","NFKBIA"
"2169","BNT-I (D10, severe)","S1PR1"
"2170","BNT-I (D10, severe)","SELP"
"2171","BNT-I (D10, severe)","IFI35"
"2172","BNT-I (D10, severe)","TAP1"
"2173","BNT-I (D10, severe)","ENPP1"
"2174","BNT-I (D10, severe)","PML"
"2175","BNT-I (D10, severe)","ROMO1"
"2176","BNT-I (D10, severe)","STAT3"
"2177","BNT-I (D10, severe)","MAPK3"
"2178","BNT-I (D10, severe)","CD160"
"2179","BNT-I (D10, severe)","BTN2A1"
"2180","BNT-I (D10, severe)","PURA"
"2181","BNT-I (D10, severe)","IL5RA"
"2182","BNT-I (D10, severe)","TNFRSF17"
"2183","BNT-I (D10, severe)","IFIT2"
"2184","BNT-I (D10, severe)","PIK3R1"
"2185","BNT-I (D10, severe)","IL2RB"
"2186","BNT-I (D10, severe)","IL10RB"
"2187","BNT-I (D10, severe)","CXCR3"
"2188","BNT-I (D10, severe)","GPR15"
"2189","BNT-I (D10, severe)","BCL10"
"2190","BNT-I (D10, severe)","PSMB9"
"2191","BNT-I (D10, severe)","VEGFA"
"2192","BNT-I (D10, severe)","IFNGR2"
"2193","BNT-I (D10, severe)","APBB1IP"
"2194","BNT-I (D10, severe)","ZBTB46"
"2195","BNT-I (D10, severe)","GBP1"
"2196","BNT-I (D10, severe)","MERTK"
"2197","BNT-I (D10, severe)","CDKN2B"
"2198","BNT-I (D10, severe)","RAG1"
"2199","BNT-I (D10, severe)","ITGA6"
"2200","BNT-I (D10, severe)","CD177"
"2201","BNT-I (D10, severe)","ACE"
"2202","BNT-I (D10, severe)","SUSD4"
"2203","BNT-I (D10, severe)","GBP2"
"2204","BNT-I (D10, severe)","NCAPH2"
"2205","BNT-I (D10, severe)","CLU"
"2206","BNT-I (D10, severe)","BTNL8"
"2207","BNT-I (D10, severe)","CTLA4"
"2208","BNT-I (D10, severe)","PRTN3"
"2209","BNT-I (D10, severe)","HRH2"
"2210","BNT-I (D10, severe)","TREML1"
"2211","BNT-I (D10, severe)","MX2"
"2212","BNT-I (D10, severe)","ZFPM1"
"2213","BNT-I (D10, severe)","FASLG"
"2214","BNT-I (D10, severe)","CXCL3"
"2215","BNT-I (D10, severe)","IFITM3"
"2216","BNT-I (D10, severe)","TRIM21"
"2217","BNT-I (D10, severe)","IL32"
"2218","BNT-I (D10, severe)","CD55"
"2219","BNT-I (D10, severe)","TOX"
"2220","BNT-I (D10, severe)","TFEB"
"2221","BNT-I (D10, severe)","KLRC2"
"2222","BNT-I (D10, severe)","PKHD1L1"
"2223","BNT-I (D10, severe)","CX3CR1"
"2224","BNT-I (D10, severe)","CXCL2"
"2225","BNT-I (D10, severe)","DBH"
"2226","BNT-I (D10, severe)","RNF213"
"2227","BNT-I (D10, severe)","TLR4"
"2228","BNT-I (D10, severe)","CDK6"
"2229","BNT-I (D10, severe)","THBS1"
"2230","BNT-I (D10, severe)","IL27"
"2231","BNT-I (D10, severe)","NCF2"
"2232","BNT-I (D10, severe)","CXCR5"
"2233","BNT-I (D10, severe)","FCGR3A"
"2234","BNT-I (D10, severe)","FUT4"
"2235","BNT-I (D10, severe)","IL1RN"
"2236","BNT-I (D10, severe)","MAPT"
"2237","BNT-I (D10, severe)","CSF1"
"2238","BNT-I (D10, severe)","STAT1"
"2239","BNT-I (D10, severe)","TXK"
"2240","BNT-I (D10, severe)","CTSW"
"2241","BNT-I (D10, severe)","CLNK"
"2242","BNT-I (D10, severe)","IFNL1"
"2243","BNT-I (D10, severe)","PRKCD"
"2244","BNT-I (D10, severe)","CNR2"
"2245","BNT-I (D10, severe)","LRRC8A"
"2246","BNT-I (D10, severe)","GAPT"
"2247","BNT-I (D10, severe)","PTX3"
"2248","BNT-I (D10, severe)","FCAR"
"2249","BNT-I (D10, severe)","CASP4"
"2250","BNT-I (D10, severe)","IL34"
"2251","BNT-I (D10, severe)","CD38"
"2252","BNT-I (D10, severe)","BCL3"
"2253","BNT-I (D10, severe)","IL7"
"2254","BNT-I (D10, severe)","SCG2"
"2255","BNT-I (D10, severe)","TNFSF10"
"2256","BNT-I (D10, severe)","CFH"
"2257","BNT-I (D10, severe)","ITGA1"
"2258","BNT-I (D10, severe)","MCOLN2"
"2259","BNT-I (D10, severe)","FUT7"
"2260","BNT-I (D10, severe)","IGLL5"
"2261","BNT-I (D10, severe)","KLRF2"
"2262","BNT-I (D10, severe)","KLRK1"
"2263","BNT-I (D10, severe)","LAX1"
"2264","BNT-I (D10, severe)","MMP2"
"2265","BNT-I (D10, severe)","FCGR2B"
"2266","BNT-I (D10, severe)","CR2"
"2267","BNT-I (D10, severe)","ADM"
"2268","BNT-I (D10, severe)","ADORA1"
"2269","BNT-I (D10, severe)","CCL20"
"2270","BNT-I (D10, severe)","PRG2"
"2271","BNT-I (D10, severe)","GNLY"
"2272","BNT-I (D10, severe)","KLRC3"
"2273","BNT-I (D10, severe)","CCL5"
"2274","BNT-I (D10, severe)","LILRA5"
"2275","BNT-I (D10, severe)","NLRP6"
"2276","BNT-I (D10, severe)","CXCL8"
"2277","BNT-I (D10, severe)","EDNRB"
"2278","BNT-I (D10, severe)","EDN3"
"2279","BNT-I (D10, severe)","CHGA"
"2280","BNT-I (D10, severe)","HOXB4"
"2281","BNT-I (D10, severe)","F2RL1"
"2282","BNT-I (D10, severe)","RAB3B"
"2283","BNT-I (D26, mild)","ADD2"
"2284","BNT-I (D26, mild)","ANKHD1"
"2285","BNT-I (D26, mild)","CD40LG"
"2286","BNT-I (D26, mild)","VIM"
"2287","BNT-I (D26, mild)","TOR2A"
"2288","BNT-I (D26, mild)","CR2"
"2289","BNT-I (D26, mild)","CD22"
"2290","BNT-I (D26, mild)","S1PR1"
"2291","BNT-I (D26, mild)","TRIM68"
"2292","BNT-I (D26, mild)","IL7R"
"2293","BNT-I (D26, mild)","ARHGEF5"
"2294","BNT-I (D26, mild)","ANXA3"
"2295","BNT-I (D26, mild)","LCN2"
"2296","BNT-I (D26, mild)","C1R"
"2297","BNT-I (D26, mild)","ITGB7"
"2298","BNT-I (D26, mild)","NFKBIA"
"2299","BNT-I (D26, mild)","MSH2"
"2300","BNT-I (D26, mild)","CD40"
"2301","BNT-I (D26, mild)","HP"
"2302","BNT-I (D26, mild)","IL18RAP"
"2303","BNT-I (D26, mild)","STXBP4"
"2304","BNT-I (D26, mild)","ITGAM"
"2305","BNT-I (D26, mild)","CCR7"
"2306","BNT-I (D26, mild)","OLR1"
"2307","BNT-I (D26, mild)","RORC"
"2308","BNT-I (D26, mild)","CDC42"
"2309","BNT-I (D26, mild)","OTUD7B"
"2310","BNT-I (D26, mild)","IL1R2"
"2311","BNT-I (D26, mild)","CAMLG"
"2312","BNT-I (D26, mild)","ITGA3"
"2313","BNT-I (D26, mild)","BANK1"
"2314","BNT-I (D26, mild)","CD79A"
"2315","BNT-I (D26, mild)","PPARG"
"2316","BNT-I (D26, mild)","IL1R1"
"2317","BNT-I (D26, mild)","CEACAM8"
"2318","BNT-I (D26, mild)","SOS2"
"2319","BNT-I (D26, mild)","CTNNB1"
"2320","BNT-I (D26, mild)","CXCR5"
"2321","BNT-I (D26, mild)","CD24"
"2322","BNT-I (D26, mild)","MEN1"
"2323","BNT-I (D26, mild)","FCER1G"
"2324","BNT-I (D26, mild)","MAP2K6"
"2325","BNT-I (D26, mild)","DTX1"
"2326","BNT-I (D26, mild)","FER"
"2327","BNT-I (D26, mild)","ETS1"
"2328","BNT-I (D26, mild)","PAX5"
"2329","BNT-I (D26, mild)","KLRC3"
"2330","BNT-I (D26, mild)","CD1C"
"2331","BNT-I (D26, mild)","S100A12"
"2332","BNT-I (D26, mild)","JAG1"
"2333","BNT-I (D26, mild)","RNF135"
"2334","BNT-I (D26, mild)","DEFA4"
"2335","BNT-I (D26, mild)","MS4A1"
"2336","BNT-I (D26, mild)","GPR183"
"2337","BNT-I (D26, mild)","BCL6"
"2338","BNT-I (D26, mild)","BPI"
"2339","BNT-I (D26, mild)","FKBP1A"
"2340","BNT-I (D26, mild)","PTK2"
"2341","BNT-I (D26, mild)","CD3G"
"2342","BNT-I (D26, mild)","TUBB4B"
"2343","BNT-I (D26, mild)","ST6GAL1"
"2344","BNT-I (D26, mild)","CRISP3"
"2345","BNT-I (D26, mild)","TESPA1"
"2346","BNT-I (D26, mild)","CCNB2"
"2347","BNT-I (D26, mild)","TCF7"
"2348","BNT-I (D26, mild)","PPP2CA"
"2349","BNT-I (D26, mild)","LILRA6"
"2350","BNT-I (D26, mild)","CD79B"
