Source,Target,Type,Id,Label,Weight
FOXP1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,21246,,1
Interspecies interaction,DHX58,Undirected,21247,,1
SCARNA22,"ChAd-BNT (V2, D7)",Undirected,21248,,1
Reg. of BP,OAS1,Undirected,21249,,2
Metabolism,BCL10,Undirected,21250,,1
STAMARIL (D10),LAP3,Undirected,21251,,1
HJURP,"ChAd-BNT (V2, D7)",Undirected,21252,,1
Reg. of BP,OAS3,Undirected,21253,,2
TLR2,INNATE IMMUNE SYSTEM,Undirected,21254,,1
SNRPN,FLUARIX FLUVIRIN (D3),Undirected,21255,,1
Reg. of BP,OAS2,Undirected,21256,,2
YF VAX (ANY),MARCKS,Undirected,21257,,1
MONOV INFLUENZA A (D1),JAK2,Undirected,21258,,1
REEP4,FLUARIX FLUVIRIN (D3),Undirected,21259,,1
ZNF559-ZNF177,"ZF2001 (V3, D07)",Undirected,21260,,1
MONOV INFLUENZA A (D1),JAK3,Undirected,21261,,1
Metabolism,INAVA,Undirected,21262,,1
PLA2G2F,Immune system,Undirected,21263,,1
MONOV INFLUENZA A (D1),IRAG1,Undirected,21264,,1
GNS,FLUMIST (D3),Undirected,21265,,1
BCL3,B CELLS,Undirected,21266,,1
Interspecies interaction,F2,Undirected,21267,,1
WETVAX (D5-7),C12orf57,Undirected,21268,,1
TRIP11,FLUMIST (D3),Undirected,21269,,1
Reg. of BP,FOXI3,Undirected,21270,,1
HPV-VLP (M2),ADGRB3,Undirected,21271,,1
WETVAX (D5-7),ATF5,Undirected,21272,,1
"ZF2001 (V3, D07)",PLP1,Undirected,21273,,1
HIV-1 GAG-POL NEF (D3),EIF2AK2,Undirected,21274,,1
TNFRSF1B,Cellular,Undirected,21275,,2
TRIM8,Reg. of BP,Undirected,21276,,2
Metabolism,IGLV3-12,Undirected,21277,,1
WETVAX (D5-7),ATF3,Undirected,21278,,1
Metabolism,IGLV3-10,Undirected,21279,,1
DEFA1B,"BNT-MO (V3, D1)",Undirected,21280,,1
INNATE IMMUNE SYSTEM,CACTIN,Undirected,21281,,1
Metabolism,IGLV3-16,Undirected,21282,,1
CD40LG,BNT-I (D1),Undirected,21283,,1
LILRA1,ADAPTIVE IMMUNE SYSTEM,Undirected,21284,,1
"ZF2001 (V3, D07)",G0S2,Undirected,21285,,1
Reg. of BP,OASL,Undirected,21286,,2
WETVAX (D2-4),HMCES,Undirected,21287,,1
Metabolism,IGLV3-19,Undirected,21288,,1
MONOV INFLUENZA A (D1),GPBAR1,Undirected,21289,,1
KCNMA1,"ChAd (V2, D1)",Undirected,21290,,1
"ZF2001 (V3, D07)",PAGE4,Undirected,21291,,1
"ZF2001 (V3, D28)",PLEKHG6,Undirected,21292,,1
Interspecies interaction,DHX36,Undirected,21293,,1
P2RY12,"ChAd-BNT (V2, D7)",Undirected,21294,,1
"ZF2001 (V3, D07)",MSANTD1,Undirected,21295,,1
NDUFA9,MONOV INFLUENZA A (D1),Undirected,21296,,1
C4BPA,BNT-I (D3),Undirected,21297,,1
STAMARIL (D3),IRF7,Undirected,21298,,1
ZFP36L1,ADAPTIVE IMMUNE SYSTEM,Undirected,21299,,1
Metabolism,IGLV3-21,Undirected,21300,,1
STAMARIL (D3),IRF9,Undirected,21301,,1
MONOV INFLUENZA A (D1),DDX51,Undirected,21302,,1
Metabolism,IGLV3-27,Undirected,21303,,1
Metabolism,IGLV3-25,Undirected,21304,,1
PANDEMRIX (D7),GBP2,Undirected,21305,,1
IRF7,"BNT (V3, D1)",Undirected,21306,,1
NUDT16,FLUARIX FLUVIRIN (D3),Undirected,21307,,1
SLC22A4,BNT-I (D3),Undirected,21308,,1
PANDEMRIX (D7),GBP1,Undirected,21309,,1
TCIRG1,FLUARIX FLUVIRIN (D3),Undirected,21310,,1
PANDEMRIX (D7),GBP4,Undirected,21311,,1
TCIRG1,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,21312,,1
WETVAX (D5-7),FUBP1,Undirected,21313,,1
"ZF2001 (V3, D07)",ST6GALNAC5,Undirected,21314,,1
WETVAX (D5-7),LTBR,Undirected,21315,,1
TRIM21,STAMARIL (D7),Undirected,21316,,1
"ZF2001 (V3, D07)",PLAU,Undirected,21317,,1
LYST,FLUARIX FLUVIRIN (D3),Undirected,21318,,1
Reg. of BP,LSM14A,Undirected,21319,,1
"ChAd (V1, D7)",B9D1,Undirected,21320,,1
MONOV INFLUENZA A (D1),CREB5,Undirected,21321,,1
MONOV INFLUENZA A (D1),MFGE8,Undirected,21322,,1
TRIM15,Interspecies interaction,Undirected,21323,,2
MIR320D1,"ChAd-BNT (V2, D7)",Undirected,21324,,1
WETVAX (D2-4),DSC2,Undirected,21325,,1
MBD3,"ChAd-BNT (V2, D3)",Undirected,21326,,1
DNM1,BNT-I (D1),Undirected,21327,,1
MONOV INFLUENZA A (D1),DDX60,Undirected,21328,,1
BTN2A2,ADAPTIVE IMMUNE SYSTEM,Undirected,21329,,1
NDUFA7,INFLUENZA (D1),Undirected,21330,,1
TRBV4-2,Reg. of BP,Undirected,21331,,2
Interspecies interaction,DEFA1B,Undirected,21332,,2
HIV-1 GAG-POL NEF (D3),CTSL,Undirected,21333,,1
INNATE IMMUNE SYSTEM,DHX58,Undirected,21334,,1
Immune system,CORO1A,Undirected,21335,,2
TMEM176B,MONOV INFLUENZA A (D1),Undirected,21336,,1
CASP5,"BNT-MO (V3, D1)",Undirected,21337,,1
IGHG1,Cellular,Undirected,21338,,2
Metabolism,GBF1,Undirected,21339,,1
YF VAX (ANY),LMO2,Undirected,21340,,1
"ZF2001 (V3, D07)",TRIM55,Undirected,21341,,1
"ZF2001 (V3, D07)",TRIM54,Undirected,21342,,1
SLC6A13,BNT-I (D1),Undirected,21343,,1
SMPDL3A,BNT-I (D3),Undirected,21344,,1
SMAD6,Metabolism,Undirected,21345,,2
Metabolism,GCNT1,Undirected,21346,,1
Metabolism,GCNT4,Undirected,21347,,1
SCN1B,BNT-I (D3),Undirected,21348,,1
INNATE IMMUNE SYSTEM,GSDMD,Undirected,21349,,1
Interspecies interaction,H2BC12,Undirected,21350,,1
PLCG2,Metabolism,Undirected,21351,,1
Interspecies interaction,H2BC11,Undirected,21352,,2
Interspecies interaction,H2BC10,Undirected,21353,,1
STAMARIL (D3),CSF1R,Undirected,21354,,1
FLUMIST (D3),ELOVL5,Undirected,21355,,1
MFSD14A,FLUARIX FLUVIRIN (D3),Undirected,21356,,1
"ChAd-BNT (V2, D7)",CSF2,Undirected,21357,,1
ZNF3,Immune system,Undirected,21358,,1
PDE4D,Cellular,Undirected,21359,,2
Immune system,CSF2RB,Undirected,21360,,2
PIP4K2A,HPV-VLP (M2),Undirected,21361,,1
SCCPDH,MONOV INFLUENZA A (D1),Undirected,21362,,1
SLAMF7,INNATE IMMUNE SYSTEM,Undirected,21363,,1
"ZF2001 (V3, D07)",TRIM67,Undirected,21364,,1
VAV3,Reg. of BP,Undirected,21365,,2
"ZF2001 (V3, D07)",STXBP6,Undirected,21366,,1
S100A12,INNATE IMMUNE SYSTEM,Undirected,21367,,1
"ZF2001 (V3, D07)",DAND5,Undirected,21368,,1
JAK2,ADAPTIVE IMMUNE SYSTEM,Undirected,21369,,1
GNB4,"ChAd-BNT (V3, D1)",Undirected,21370,,1
SOD1,Reg. of BP,Undirected,21371,,2
HIV-1 GAG-POL NEF (D3),HAVCR2,Undirected,21372,,1
KDM3A,FLUARIX FLUVIRIN (D3),Undirected,21373,,1
Interspecies interaction,H2BC21,Undirected,21374,,1
FLUMIST (D3),AREL1,Undirected,21375,,1
NEXN,"ChAd-BNT (V2, D3)",Undirected,21376,,1
FLUARIX FLUVIRIN (D3),FKBP1A,Undirected,21377,,1
"ChAd-BNT (V3, D1)",CACNA2D2,Undirected,21378,,1
"ZF2001 (V3, D07)",TRIM72,Undirected,21379,,1
INNATE IMMUNE SYSTEM,DHX36,Undirected,21380,,1
"ZF2001 (V3, D07)",TRIM71,Undirected,21381,,1
RHBDF2,"BNT (V2, D1)",Undirected,21382,,1
SUCO,FLUMIST (D3),Undirected,21383,,1
WETVAX (D5-7),RAB24,Undirected,21384,,1
TRPV1,Cellular,Undirected,21385,,1
STAMARIL (D7),PGLYRP1,Undirected,21386,,1
GPR21,BNT-I (D1),Undirected,21387,,1
PGLYRP2,Cellular,Undirected,21388,,2
ISG15,"BNT-MO (V3, D1)",Undirected,21389,,1
"ZF2001 (V3, D07)",GRM7,Undirected,21390,,1
"ZF2001 (V3, D07)",GRM5,Undirected,21391,,1
"ZF2001 (V3, D07)",GRM4,Undirected,21392,,1
"ZF2001 (V3, D07)",GRM3,Undirected,21393,,1
"ZF2001 (V3, D07)",TM6SF2,Undirected,21394,,1
TMEM88,BNT-I (D1),Undirected,21395,,1
"ZF2001 (V3, D07)",GRM2,Undirected,21396,,1
THBS1,Cellular,Undirected,21397,,2
"ZF2001 (V3, D07)",GRM1,Undirected,21398,,1
FLUMIST (D3),CUL3,Undirected,21399,,1
FLUMIST (D3),CUL2,Undirected,21400,,1
SFN,FLUMIST (D3),Undirected,21401,,1
RAB39A,"BNT-MO (V3, D1)",Undirected,21402,,1
LYVE1,BNT-I (D1),Undirected,21403,,1
NUB1,"ChAd (V2, D1)",Undirected,21404,,1
Reg. of BP,PIK3R6,Undirected,21405,,1
"ZF2001 (V3, D07)",ONECUT3,Undirected,21406,,1
SEMA4A,MONOV INFLUENZA A (D28),Undirected,21407,,1
HSPA14,FLUMIST (D3),Undirected,21408,,1
SNCAIP,"ChAd (V1, D3)",Undirected,21409,,1
HBD,"ChAd-BNT (V2, D7)",Undirected,21410,,1
"ZF2001 (V3, D07)",ONECUT2,Undirected,21411,,1
GCH1,"BNT-MO (V3, D1)",Undirected,21412,,1
MONOV INFLUENZA A (D1),KDSR,Undirected,21413,,1
Reg. of BP,PIK3R3,Undirected,21414,,2
TRIM21,STAMARIL (D3),Undirected,21415,,1
SDC3,MONOV INFLUENZA A (D3),Undirected,21416,,1
Reg. of BP,PIK3R2,Undirected,21417,,1
Reg. of BP,PIK3R1,Undirected,21418,,2
IKBKB,Cellular,Undirected,21419,,2
"ZF2001 (V3, D07)",ONECUT1,Undirected,21420,,1
Immune system,CYLD,Undirected,21421,,2
CXCL16,BNT-I (D3),Undirected,21422,,1
"ZF2001 (V3, D07)",PNMA2,Undirected,21423,,1
RAB36,"ChAd (V2, D1)",Undirected,21424,,1
Metabolism,DPEP1,Undirected,21425,,1
"ZF2001 (V3, D07)",ASTN2,Undirected,21426,,1
WAS,ANTIVIRAL AND INTERFERON,Undirected,21427,,1
DNAJA3,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,21428,,1
HBG2,"ChAd-BNT (V3, D1)",Undirected,21429,,1
Cellular,BTLA,Undirected,21430,,2
MTHFD1,Immune system,Undirected,21431,,1
STAMARIL (D3),RPS27A,Undirected,21432,,1
Immune system,DOCK8,Undirected,21433,,1
POLR3C,INNATE IMMUNE SYSTEM,Undirected,21434,,1
FLUMIST (D3),CCNT1,Undirected,21435,,1
Immune system,CXCL1,Undirected,21436,,2
"ZF2001 (V3, D07)",HUNK,Undirected,21437,,1
Immune system,CXCL2,Undirected,21438,,2
Immune system,CXCL3,Undirected,21439,,2
Immune system,DOCK2,Undirected,21440,,2
TASL,Reg. of BP,Undirected,21441,,2
SHH,Metabolism,Undirected,21442,,2
Immune system,CXCL5,Undirected,21443,,2
HUMORAL ADAPTIVE IMMUNE SYSTEM,BMX,Undirected,21444,,1
Immune system,CXCL6,Undirected,21445,,2
Immune system,CXCL8,Undirected,21446,,2
"ZF2001 (V3, D07)",FOXD4L5,Undirected,21447,,1
SLC46A2,Immune system,Undirected,21448,,2
Immune system,CXCL9,Undirected,21449,,2
MIF,INNATE IMMUNE SYSTEM,Undirected,21450,,1
RFX1,Metabolism,Undirected,21451,,1
SH3PXD2A,MONOV INFLUENZA A (D1),Undirected,21452,,1
TMIGD2,Immune system,Undirected,21453,,1
SERPINA6,HPV-VLP (M2),Undirected,21454,,1
PPBP,Cellular,Undirected,21455,,2
LVS F TULARENSIS (H192),DCTN2,Undirected,21456,,1
ZNF404,BNT-I (D1),Undirected,21457,,1
SLC39A7,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,21458,,1
NFIL3,Immune system,Undirected,21459,,2
TWF1,FLUARIX FLUVIRIN (D3),Undirected,21460,,1
TAS1R3,BNT-I (D1),Undirected,21461,,1
SRPK2,Metabolism,Undirected,21462,,2
Immune system,GEM,Undirected,21463,,1
TENT5A,STAMARIL (D3),Undirected,21464,,1
FLUARIX FLUVIRIN (D3),AP1S2,Undirected,21465,,1
SON,FLUARIX FLUVIRIN (D3),Undirected,21466,,1
Reg. of BP,AZU1,Undirected,21467,,2
MONOV INFLUENZA A (D1),DDX21,Undirected,21468,,1
"ZF2001 (V3, D07)",SV2B,Undirected,21469,,1
LVS F TULARENSIS (H192),IRAK2,Undirected,21470,,1
INNATE IMMUNE SYSTEM,EPG5,Undirected,21471,,1
LVS F TULARENSIS (H192),IRAK1,Undirected,21472,,1
LVS F TULARENSIS (H192),IRAK4,Undirected,21473,,1
"ZF2001 (V3, D07)",SV2C,Undirected,21474,,1
"ChAd (V1, D7)",BHLHE41,Undirected,21475,,1
MONOV INFLUENZA A (D1),DDX28,Undirected,21476,,1
INNATE IMMUNE SYSTEM,IL15RA,Undirected,21477,,1
BNT-I (D1),AVPI1,Undirected,21478,,1
Reg. of BP,FGR,Undirected,21479,,2
S1PR1,FLUMIST (D3),Undirected,21480,,1
PARP11,HPV-VLP (M2),Undirected,21481,,1
PANDEMRIX (D7),FYN,Undirected,21482,,1
MONOV INFLUENZA A (D1),HAPLN3,Undirected,21483,,1
WETVAX (D2-4),SLC35A2,Undirected,21484,,1
TNF,"ChAd-BNT (V2, D7)",Undirected,21485,,1
"ZF2001 (V3, D07)",TRIM29,Undirected,21486,,1
Immune system,CPLX2,Undirected,21487,,2
CCL13,ADAPTIVE IMMUNE SYSTEM,Undirected,21488,,1
RNF213,"ChAd-BNT (V3, D1)",Undirected,21489,,1
HUMORAL ADAPTIVE IMMUNE SYSTEM,BLK,Undirected,21490,,1
PRDX3,FLUARIX FLUVIRIN (D3),Undirected,21491,,1
SDC3,MONOV INFLUENZA A (D1),Undirected,21492,,1
PDE4B,"BNT-MO (V3, D1)",Undirected,21493,,1
SLC25A36,FLUMIST (D3),Undirected,21494,,1
TAP2,LVS F TULARENSIS (H48),Undirected,21495,,1
STAMARIL (D7),CYBB,Undirected,21496,,1
RFPL3,INNATE IMMUNE SYSTEM,Undirected,21497,,1
RPL13A,MACROPHAGES,Undirected,21498,,1
MIR601,"BNT (V3, D1)",Undirected,21499,,1
SH3BP2,FLUARIX FLUVIRIN (D3),Undirected,21500,,1
KCNG3,"ChAd (V1, D3)",Undirected,21501,,1
FLUMIST (D3),ERO1B,Undirected,21502,,1
SLC46A2,MONOV INFLUENZA A (D1),Undirected,21503,,1
Metabolism,IGLV5-45,Undirected,21504,,1
LVS F TULARENSIS (H48),CCL21,Undirected,21505,,1
LVS F TULARENSIS (H48),CCL20,Undirected,21506,,1
LVS F TULARENSIS (H48),CCL22,Undirected,21507,,1
MRPL51,FLUMIST (D3),Undirected,21508,,1
KCNJ2,"BNT (V2, D1)",Undirected,21509,,1
HIV-1 GAG-POL NEF (D3),AIM2,Undirected,21510,,1
SNORA3B,"ChAd (V2, D1)",Undirected,21511,,1
MSH2,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,21512,,1
STAT2,"BNT-MO (V3, D1)",Undirected,21513,,1
MCOLN1,Immune system,Undirected,21514,,2
OLR1,Cellular,Undirected,21515,,1
Interspecies interaction,FGF10,Undirected,21516,,1
STAMARIL (D3),CCR1,Undirected,21517,,1
TNF,BNT-I (D1),Undirected,21518,,1
NR4A3,Metabolism,Undirected,21519,,2
LVS F TULARENSIS (H48),CCL18,Undirected,21520,,1
CXCL10,"BNT (V2, D1)",Undirected,21521,,1
LVS F TULARENSIS (H48),CCL17,Undirected,21522,,1
LVS F TULARENSIS (H48),CCL19,Undirected,21523,,1
CLEC4G,B CELLS,Undirected,21524,,1
LVS F TULARENSIS (H48),CCL16,Undirected,21525,,1
"ZF2001 (V3, D07)",DPF1,Undirected,21526,,1
MARCHF2,INNATE IMMUNE SYSTEM,Undirected,21527,,1
PGLYRP1,Interspecies interaction,Undirected,21528,,2
MDM4,FLUARIX FLUVIRIN (D3),Undirected,21529,,1
NLRP9,Metabolism,Undirected,21530,,1
SLC38A10,FLUARIX FLUVIRIN (D3),Undirected,21531,,1
UBE3A,LVS F TULARENSIS (H48),Undirected,21532,,1
Reg. of BP,IFNGR1,Undirected,21533,,2
Metabolism,IGLV5-52,Undirected,21534,,1
Reg. of BP,IFNGR2,Undirected,21535,,2
"ZF2001 (V3, D07)",TUBA4B,Undirected,21536,,1
PTTG2,BNT-I (D1),Undirected,21537,,1
"ZF2001 (V3, D07)",SLITRK2,Undirected,21538,,1
Reg. of BP,FAM3A,Undirected,21539,,1
PRAM1,Immune system,Undirected,21540,,2
INFLUENZA (D1),COL18A1,Undirected,21541,,1
PDE5A,Cellular,Undirected,21542,,1
PML,"BNT-MO (V3, D1)",Undirected,21543,,1
STAMARIL (D3),CD46,Undirected,21544,,1
"ZF2001 (V3, D07)",PSG1,Undirected,21545,,1
SNORD11B,"ChAd (V1, D3)",Undirected,21546,,1
Reg. of BP,IFIH1,Undirected,21547,,2
"ZF2001 (V3, D07)",PSG5,Undirected,21548,,1
"ZF2001 (V3, D07)",PSG4,Undirected,21549,,1
"ChAd (V1, D3)",C4BPA,Undirected,21550,,1
CDKN2B,ADAPTIVE IMMUNE SYSTEM,Undirected,21551,,1
COL1A1,"BNT (V2, D1)",Undirected,21552,,1
"ZF2001 (V3, D07)",PSG3,Undirected,21553,,1
Reg. of BP,HELLS,Undirected,21554,,1
COMPLEMENT IMMUNE SYSTEM,C3,Undirected,21555,,1
STAMARIL (D7),ANKFY1,Undirected,21556,,1
COMPLEMENT IMMUNE SYSTEM,C2,Undirected,21557,,1
COMPLEMENT IMMUNE SYSTEM,C7,Undirected,21558,,1
COMPLEMENT IMMUNE SYSTEM,C5,Undirected,21559,,1
WETVAX (D2-4),ADSL,Undirected,21560,,1
HIF1A,Cellular,Undirected,21561,,2
Interspecies interaction,FLNB,Undirected,21562,,2
MOAP1,FLUARIX FLUVIRIN (D3),Undirected,21563,,1
SMAD6,Interspecies interaction,Undirected,21564,,2
PPP1R2P1,MONOV INFLUENZA A (D1),Undirected,21565,,1
Reg. of BP,FLNB,Undirected,21566,,2
FLUMIST (D3),ARMC8,Undirected,21567,,1
TRIM40,"ChAd-BNT (V2, D3)",Undirected,21568,,1
INFLUENZA (D1),IGFBP7,Undirected,21569,,1
HPV-VLP (M2),ARHGEF1,Undirected,21570,,1
NES,"ChAd (V1, D7)",Undirected,21571,,1
SLC11A1,BNT-I (D1),Undirected,21572,,1
GRN,"ChAd (V1, D3)",Undirected,21573,,1
SPP1,"BNT (V2, D1)",Undirected,21574,,1
OSBP2,BNT-I (D4),Undirected,21575,,1
SPAG4,"BNT-MO (V3, D1)",Undirected,21576,,1
Reg. of BP,RORC,Undirected,21577,,1
PARP9,HIV-1 GAG-POL NEF (D3),Undirected,21578,,1
SH3TC2,"ChAd-BNT (V2, D3)",Undirected,21579,,1
Reg. of BP,RORA,Undirected,21580,,2
MYO15A,"ChAd-BNT (V3, D1)",Undirected,21581,,1
MONOV INFLUENZA A (D1),ASPHD2,Undirected,21582,,1
Reg. of BP,NCF1,Undirected,21583,,2
ECSCR,"ChAd (V1, D3)",Undirected,21584,,1
WNT1,Immune system,Undirected,21585,,1
SLC26A6,Reg. of BP,Undirected,21586,,2
PTTG2,BNT-I (D3),Undirected,21587,,1
TRGC2,Reg. of BP,Undirected,21588,,2
Metabolism,FBXO9,Undirected,21589,,2
IL2RB,B CELLS,Undirected,21590,,1
Metabolism,FBXO7,Undirected,21591,,2
TLR6,LVS F TULARENSIS (H336),Undirected,21592,,1
"ZF2001 (V3, D07)",EVA1A,Undirected,21593,,1
SLC12A2,Cellular,Undirected,21594,,1
UNG,B CELLS,Undirected,21595,,1
RTN4R,"ChAd-BNT (V2, D3)",Undirected,21596,,1
LVS F TULARENSIS (H192),HLA-DMA,Undirected,21597,,1
"ZF2001 (V3, D14)",GPR82,Undirected,21598,,1
NKG7,Immune system,Undirected,21599,,2
Immune system,IGHV3-7,Undirected,21600,,2
NCAPH2,Cellular,Undirected,21601,,2
GBP4,"ChAd-BNT (V2, D3)",Undirected,21602,,1
NCF1B,MONOV INFLUENZA A (D1),Undirected,21603,,1
STAMARIL (D7),PLAGL2,Undirected,21604,,1
GGN,BNT-I (D1),Undirected,21605,,1
XBP1,OTHER,Undirected,21606,,1
"ZF2001 (V3, D07)",RYR1,Undirected,21607,,1
PAK1,Cellular,Undirected,21608,,2
STAMARIL (D3),DDX3X,Undirected,21609,,1
"ZF2001 (V3, D07)",RYR3,Undirected,21610,,1
PLCG1,Immune system,Undirected,21611,,2
PLEKHG6,BNT-I (D1),Undirected,21612,,1
TMCO1,FLUARIX FLUVIRIN (D3),Undirected,21613,,1
THEMIS2,T CELLS,Undirected,21614,,1
LAMB3,"ChAd-BNT (V2, D7)",Undirected,21615,,1
SNORA21,BNT-I (D3),Undirected,21616,,1
UBE2B,FLUMIST (D3),Undirected,21617,,1
RMI2,MONOV INFLUENZA A (D1),Undirected,21618,,1
STAMARIL (D3),CREB5,Undirected,21619,,1
"ChAd-BNT (V2, D7)",BMP6,Undirected,21620,,1
KIT,Cellular,Undirected,21621,,2
HTATIP2,FLUARIX FLUVIRIN (D3),Undirected,21622,,1
FOXE1,ADAPTIVE IMMUNE SYSTEM,Undirected,21623,,1
WETVAX (D5-7),ICAM1,Undirected,21624,,1
STAMARIL (D7),DUSP5,Undirected,21625,,1
RIPK4,BNT-I (D1),Undirected,21626,,1
TRIM27,Reg. of BP,Undirected,21627,,2
RAB8A,FLUMIST (D3),Undirected,21628,,1
CALHM6,"BNT-MO (V3, D1)",Undirected,21629,,1
"ZF2001 (V3, D14)",GPR75,Undirected,21630,,1
WETVAX (D2-4),RPLP1,Undirected,21631,,1
IL7R,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,21632,,1
"ZF2001 (V3, D07)",AVPR1B,Undirected,21633,,1
WETVAX (D5-7),ICAM3,Undirected,21634,,1
LRP1B,"BNT (V2, D1)",Undirected,21635,,1
STAMARIL (D3),CD86,Undirected,21636,,1
OAS3,HIV-1 GAG-POL NEF (D3),Undirected,21637,,1
"ZF2001 (V3, D07)",NME7,Undirected,21638,,1
JAM2,BNT-I (D1),Undirected,21639,,1
"ZF2001 (V3, D07)",NME5,Undirected,21640,,1
TNNC2,"ChAd-BNT (V2, D3)",Undirected,21641,,1
Metabolism,CTSW,Undirected,21642,,2
Metabolism,CTSS,Undirected,21643,,2
NFKBID,Metabolism,Undirected,21644,,1
MARCO,"BNT (V2, D1)",Undirected,21645,,1
PHACTR1,MONOV INFLUENZA A (D1),Undirected,21646,,1
MONOV INFLUENZA A (D1),AP1AR,Undirected,21647,,1
CDHR5,"BNT-MO (V3, D1)",Undirected,21648,,1
RELB,Interspecies interaction,Undirected,21649,,2
PLEKHG6,BNT-I (D3),Undirected,21650,,1
Reg. of BP,ERCC1,Undirected,21651,,2
BNT-I (D1),AVPR2,Undirected,21652,,1
NLRC3,Cellular,Undirected,21653,,2
NEK9,FLUARIX FLUVIRIN (D3),Undirected,21654,,1
TIFA,"BNT (V2, D1)",Undirected,21655,,1
T CELLS,NCKAP1L,Undirected,21656,,1
FAS,Cellular,Undirected,21657,,2
SERINC5,Metabolism,Undirected,21658,,2
"ZF2001 (V3, D14)",NFKBIA,Undirected,21659,,1
NKG7,ADAPTIVE IMMUNE SYSTEM,Undirected,21660,,1
EPB42,"ChAd-BNT (V2, D7)",Undirected,21661,,1
"ZF2001 (V3, D07)",SVOPL,Undirected,21662,,1
SH3TC2,"ChAd-BNT (V2, D7)",Undirected,21663,,1
Reg. of BP,FLT3,Undirected,21664,,1
CCL3,"BNT (V3, D1)",Undirected,21665,,1
ZFP36L2,ADAPTIVE IMMUNE SYSTEM,Undirected,21666,,1
MARCO,Immune system,Undirected,21667,,2
Cellular,CARD8,Undirected,21668,,1
STAMARIL (D10),FAM210B,Undirected,21669,,1
Cellular,CARD9,Undirected,21670,,2
RAB4A,INNATE IMMUNE SYSTEM,Undirected,21671,,1
Metabolism,CTSK,Undirected,21672,,2
"ChAd-BNT (V3, D1)",CCDC40,Undirected,21673,,1
Metabolism,CTSL,Undirected,21674,,1
SPI1,Reg. of BP,Undirected,21675,,2
FLUARIX FLUVIRIN (D3),AQP9,Undirected,21676,,1
STAMARIL (D3),CD68,Undirected,21677,,1
T CELLS,DTX1,Undirected,21678,,1
"ChAd-BNT (V2, D3)",ADGRV1,Undirected,21679,,1
Metabolism,CTSG,Undirected,21680,,2
IFNA6,ADAPTIVE IMMUNE SYSTEM,Undirected,21681,,1
Metabolism,CTSH,Undirected,21682,,2
IFNGR1,FLUMIST (D3),Undirected,21683,,1
LILRB4,"ChAd-BNT (V3, D1)",Undirected,21684,,1
HPV-VLP (M2),GABPB2,Undirected,21685,,1
Metabolism,CTSC,Undirected,21686,,2
FLUARIX FLUVIRIN (D3),AQP3,Undirected,21687,,1
STYXL1,FLUARIX FLUVIRIN (D3),Undirected,21688,,1
Metabolism,CTSD,Undirected,21689,,2
Reg. of BP,FLT1,Undirected,21690,,1
"ZF2001 (V3, D07)",SKOR2,Undirected,21691,,1
Metabolism,CTSF,Undirected,21692,,2
HPV-VLP (M2),C1QB,Undirected,21693,,1
TMEM117,BNT-I (D1),Undirected,21694,,1
FLUMIST (D3),ARMH3,Undirected,21695,,1
VNN2,STAMARIL (D10),Undirected,21696,,1
Reg. of BP,CCL5,Undirected,21697,,2
IL27RA,FLUARIX FLUVIRIN (D3),Undirected,21698,,1
Reg. of BP,CCL8,Undirected,21699,,2
Reg. of BP,CCL7,Undirected,21700,,2
Immune system,FBXO7,Undirected,21701,,2
Reg. of BP,CCL2,Undirected,21702,,2
Reg. of BP,CCL1,Undirected,21703,,1
TRGC1,Cellular,Undirected,21704,,2
RPS6KA5,FLUMIST (D3),Undirected,21705,,1
Reg. of BP,CCL4,Undirected,21706,,2
Immune system,FBXO9,Undirected,21707,,2
KDM1B,"ChAd-BNT (V2, D3)",Undirected,21708,,1
Reg. of BP,CCL3,Undirected,21709,,2
CLEC6A,"BNT-MO (V3, D1)",Undirected,21710,,1
STAT6,Cellular,Undirected,21711,,2
STAMARIL (D7),MT1F,Undirected,21712,,1
ZFC3H1,"ChAd (V2, D7)",Undirected,21713,,1
INNATE IMMUNE SYSTEM,CHGA,Undirected,21714,,1
PDGFB,MONOCYTES,Undirected,21715,,1
EPRS1,Cellular,Undirected,21716,,2
MAPK1,ADAPTIVE IMMUNE SYSTEM,Undirected,21717,,1
SMTNL1,MONOV INFLUENZA A (D3),Undirected,21718,,1
SOCS1,"BNT (V2, D1)",Undirected,21719,,1
MONOCYTES,IL6,Undirected,21720,,1
Reg. of BP,NCK1,Undirected,21721,,1
STAMARIL (D7),MT1A,Undirected,21722,,1
Reg. of BP,NCK2,Undirected,21723,,2
IFNA7,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,21724,,1
BNT-I (D3),ADGRD1,Undirected,21725,,1
INFLUENZA (D1),CPT1B,Undirected,21726,,1
"ZF2001 (V3, D07)",INSL4,Undirected,21727,,1
RHOC,MONOV INFLUENZA A (D3),Undirected,21728,,1
Immune system,IGKV2-30,Undirected,21729,,1
PLXNB2,"ChAd (V2, D3)",Undirected,21730,,1
MONOCYTES,CCL3L1,Undirected,21731,,1
