"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","HLA-G","GO:0002476","Innate","APP","APP, MHC IB, endogenous peptide","All",6
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","RAET1L","GO:0002476","Innate","APP","APP, MHC IB, endogenous peptide","All",6
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","HLA-E","GO:0002476","Innate","APP","APP, MHC IB, endogenous peptide","All",6
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB VIA ER PATHWAY, TAP-DEPENDENT","TAP2","GO:0002489","Innate","APP","APP, MHC IB, endogenous peptide, TAP-dependent","All",1
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","PSME1","GO:0019884","Innate","APP","APP, Exogenous antigen","APC",2
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","FCGR1A","GO:0019884","Innate","APP","APP, Exogenous antigen","APC",2
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","FCGR1A","GO:0042590","Innate","APP","APP, MHC I, exogenous peptide","All",4
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","FCER1G","GO:0042590","Innate","APP","APP, MHC I, exogenous peptide","All",4
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","IFI30","GO:0042590","Innate","APP","APP, MHC I, exogenous peptide","All",4
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","MFSD6","GO:0042590","Innate","APP","APP, MHC I, exogenous peptide","All",4
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","HLA-F","GO:0002477","Innate","APP","APP, MHC IB, exogenous peptide","All",2
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","HLA-E","GO:0002477","Innate","APP","APP, MHC IB, exogenous peptide","All",2
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","IFI30","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","HLA-DOB","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","DNM2","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","HLA-DMB","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","HLA-DPA1","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","CTSE","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","FCGR2B","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","CTSS","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","HLA-DMA","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","HLA-DRB3","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","FCER1G","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","HLA-DRB4","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","B2M","GO:0019886","Innate","APP","APP, MHC II, exogenous peptide","APC",13
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PROTEIN ANTIGEN VIA MHC CLASS IB, TAP-DEPENDENT","B2M","GO:0002481","Innate","APP","APP, MHC IB, exogenous peptide, TAP-dependent","All",2
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PROTEIN ANTIGEN VIA MHC CLASS IB, TAP-DEPENDENT","TAP2","GO:0002481","Innate","APP","APP, MHC IB, exogenous peptide, TAP-dependent","All",2
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","SLC11A1","GO:0048002","Innate","APP","APP, Peptide antigen","All",2
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","CTSS","GO:0048002","Innate","APP","APP, Peptide antigen","All",2
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","HLA-G","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","HLA-E","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","B2M","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","HLA-F","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","HLA-C","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","ACE","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","ERAP2","GO:0002474","Innate","APP","APP, MHC I, Peptide antigen","All",7
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","HLA-DRB3","GO:0002504","Innate","APP","APP, MHC II, polysacharide or peptide","APC",6
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","HLA-DMB","GO:0002504","Innate","APP","APP, MHC II, polysacharide or peptide","APC",6
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","HLA-DRB4","GO:0002504","Innate","APP","APP, MHC II, polysacharide or peptide","APC",6
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","HLA-DMA","GO:0002504","Innate","APP","APP, MHC II, polysacharide or peptide","APC",6
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","HLA-DOB","GO:0002504","Innate","APP","APP, MHC II, polysacharide or peptide","APC",6
"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","HLA-DPA1","GO:0002504","Innate","APP","APP, MHC II, polysacharide or peptide","APC",6
"ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1D","GO:0048006","Innate","APP","APP, MHC IB, Endogenous lipid antigen","All",4
"ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1B","GO:0048006","Innate","APP","APP, MHC IB, Endogenous lipid antigen","All",4
"ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1E","GO:0048006","Innate","APP","APP, MHC IB, Endogenous lipid antigen","All",4
"ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1C","GO:0048006","Innate","APP","APP, MHC IB, Endogenous lipid antigen","All",4
"ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1B","GO:0048007","Innate","APP","APP, MHC IB, Exogenous lipid antigen","All",5
"ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","AP3B1","GO:0048007","Innate","APP","APP, MHC IB, Exogenous lipid antigen","All",5
"ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1E","GO:0048007","Innate","APP","APP, MHC IB, Exogenous lipid antigen","All",5
"ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1D","GO:0048007","Innate","APP","APP, MHC IB, Exogenous lipid antigen","All",5
"ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","CD1C","GO:0048007","Innate","APP","APP, MHC IB, Exogenous lipid antigen","All",5
"ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","CD19","GO:0050851","General","Undefined","Signaling, Antigen receptor, Pathway","Undefined",3
"ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","BCAR1","GO:0050851","General","Undefined","Signaling, Antigen receptor, Pathway","Undefined",3
"ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","LAX1","GO:0050851","General","Undefined","Signaling, Antigen receptor, Pathway","Undefined",3
"ANTIGEN TRANSCYTOSIS BY M CELLS IN MUCOSAL-ASSOCIATED LYMPHOID TISSUE","GP2","GO:0002412","Innate","M cells","Antigen transcytosis, M cells, Mucosa, Lymphoid tissue","M cells",1
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL14","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL12","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CAMP","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFA1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","FAU","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CCL20","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFB130A","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","TOR2A","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFA3","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFB131A","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","REG1B","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","H2BC10","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","ROMO1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","TAC1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","NTS","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL2","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","HAMP","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","S100A12","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFA4","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL8","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL9","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","REG3A","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","GNLY","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","RNASE3","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","RPS19","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","BPI","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","REG3G","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","RPL30","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFB1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","LGALS3","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","PF4V1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","H2BC12L","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","SPAG11A","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CCL1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","HTN1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFB103A","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFA5","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DEFA6","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","B2M","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","SPAG11B","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL6","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL3","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","NPPB","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CXCL5","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","XCL1","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CCL8","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","RPL39","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","HTN3","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","S100A7","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","DCD","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","F2","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","FAM3A","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","ADM","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","CCL18","GO:0061844","General","Humoral","Antimicrobial peptide-mediated immune response","Antimicrobial",55
"ANTIMICROBIAL HUMORAL RESPONSE","PRTN3","GO:0019730","General","Humoral","Antimicrobial humoral response","Antimicrobial",9
