"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"12117","SOCS1","Infection",1,NA,"POSITIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION","Infection and vaccination"
"12118","SOCS6","Vaccination",1,NA,"NEGATIVE REGULATION OF T CELL ACTIVATION","Infection and vaccination"
"12119","SOCS6","Infection",1,NA,"NEGATIVE REGULATION OF T CELL ACTIVATION","Infection and vaccination"
"12120","SP100","Vaccination",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"12121","SP100","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12122","SP100","Vaccination",2,"Response to Interferon I","RESPONSE TO TYPE I INTERFERON","Infection and vaccination"
"12123","SP100","Vaccination",2,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12124","SP100","Vaccination",2,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12125","SP100","Vaccination",2,"Signaling, Interferon II, Pathway","TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12126","SP100","Infection",5,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"12127","SP100","Infection",5,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12128","SP100","Infection",5,"Response to Interferon I","RESPONSE TO TYPE I INTERFERON","Infection and vaccination"
"12129","SP100","Infection",5,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12130","SP100","Infection",5,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12131","SP100","Infection",5,"Signaling, Interferon II, Pathway","TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12132","SPHK1","Vaccination",2,NA,"REGULATION OF MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"12133","SPHK1","Infection",2,NA,"REGULATION OF MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"12134","SPNS2","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12135","SPNS2","Vaccination",1,"Homeostasis, B cell","B CELL HOMEOSTASIS","Infection and vaccination"
"12136","SPNS2","Vaccination",1,"B cells","B CELLS","Infection and vaccination"
"12137","SPNS2","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12138","SPNS2","Vaccination",1,"Development, Lymph node","LYMPH NODE DEVELOPMENT","Infection and vaccination"
"12139","SPNS2","Vaccination",1,"Homeostasis, Lymphocyte","LYMPHOCYTE HOMEOSTASIS","Infection and vaccination"
"12140","SPNS2","Vaccination",1,"Migration, Lymphocyte","LYMPHOCYTE MIGRATION","Infection and vaccination"
"12141","SPNS2","Vaccination",1,"Homeostasis, T cell","T CELL HOMEOSTASIS","Infection and vaccination"
"12142","SPNS2","Vaccination",1,"T cells","T CELLS","Infection and vaccination"
"12143","SPNS2","Vaccination",1,NA,"REGULATION OF HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12144","SPNS2","Vaccination",1,NA,"REGULATION OF T CELL MIGRATION","Infection and vaccination"
"12145","SPNS2","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12146","SPNS2","Infection",3,"Homeostasis, B cell","B CELL HOMEOSTASIS","Infection and vaccination"
"12147","SPNS2","Infection",3,"B cells","B CELLS","Infection and vaccination"
"12148","SPNS2","Infection",3,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12149","SPNS2","Infection",3,"Development, Lymph node","LYMPH NODE DEVELOPMENT","Infection and vaccination"
"12150","SPNS2","Infection",3,"Homeostasis, Lymphocyte","LYMPHOCYTE HOMEOSTASIS","Infection and vaccination"
"12151","SPNS2","Infection",3,"Migration, Lymphocyte","LYMPHOCYTE MIGRATION","Infection and vaccination"
"12152","SPNS2","Infection",3,"Homeostasis, T cell","T CELL HOMEOSTASIS","Infection and vaccination"
"12153","SPNS2","Infection",3,"T cells","T CELLS","Infection and vaccination"
"12154","SPNS2","Infection",3,NA,"REGULATION OF HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12155","SPNS2","Infection",3,NA,"REGULATION OF T CELL MIGRATION","Infection and vaccination"
"12156","SPON2","Vaccination",2,NA,"MAST CELL MEDIATED IMMUNITY","Infection and vaccination"
"12157","SPON2","Vaccination",2,NA,"OPSONIZATION","Infection and vaccination"
"12158","SPON2","Vaccination",2,NA,"INDUCTION OF BACTERIAL AGGLUTINATION","Infection and vaccination"
"12159","SPON2","Vaccination",2,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12160","SPON2","Vaccination",2,NA,"POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION","Infection and vaccination"
"12161","SPON2","Infection",3,NA,"MAST CELL MEDIATED IMMUNITY","Infection and vaccination"
"12162","SPON2","Infection",3,NA,"OPSONIZATION","Infection and vaccination"
"12163","SPON2","Infection",3,NA,"INDUCTION OF BACTERIAL AGGLUTINATION","Infection and vaccination"
"12164","SPON2","Infection",3,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12165","SPON2","Infection",3,NA,"POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION","Infection and vaccination"
"12166","SRC","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12167","SRC","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12168","SRC","Vaccination",1,"B cells","B CELLS","Infection and vaccination"
"12169","SRC","Vaccination",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12170","SRC","Vaccination",1,"Fc-gR signaling, phagocytosis","FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Infection and vaccination"
"12171","SRC","Vaccination",1,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12172","SRC","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12173","SRC","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12174","SRC","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12175","SRC","Vaccination",1,"Migration, Leukocyte","LEUKOCYTE MIGRATION","Infection and vaccination"
"12176","SRC","Vaccination",1,"C-type lectin receptor, PRR","STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12177","SRC","Vaccination",1,"Costimulation, T cell","T CELL COSTIMULATION","Infection and vaccination"
"12178","SRC","Vaccination",1,"T cells","T CELLS","Infection and vaccination"
"12179","SRC","Vaccination",1,NA,"NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12180","SRC","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12181","SRC","Infection",2,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12182","SRC","Infection",2,"B cells","B CELLS","Infection and vaccination"
"12183","SRC","Infection",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12184","SRC","Infection",2,"Fc-gR signaling, phagocytosis","FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS","Infection and vaccination"
"12185","SRC","Infection",2,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12186","SRC","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12187","SRC","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12188","SRC","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12189","SRC","Infection",2,"Migration, Leukocyte","LEUKOCYTE MIGRATION","Infection and vaccination"
"12190","SRC","Infection",2,"C-type lectin receptor, PRR","STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12191","SRC","Infection",2,"Costimulation, T cell","T CELL COSTIMULATION","Infection and vaccination"
"12192","SRC","Infection",2,"T cells","T CELLS","Infection and vaccination"
"12193","SRC","Infection",2,NA,"NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12194","STAT1","Vaccination",7,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"12195","STAT1","Vaccination",7,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12196","STAT1","Vaccination",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12197","STAT1","Vaccination",7,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12198","STAT1","Vaccination",7,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12199","STAT1","Vaccination",7,"Signaling, Interferon II, Pathway","TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12200","STAT1","Vaccination",7,NA,"POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION","Infection and vaccination"
"12201","STAT1","Infection",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"12202","STAT1","Infection",2,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12203","STAT1","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12204","STAT1","Infection",2,"Response to Interferon II","RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12205","STAT1","Infection",2,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12206","STAT1","Infection",2,"Signaling, Interferon II, Pathway","TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12207","STAT1","Infection",2,NA,"POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION","Infection and vaccination"
"12208","STAT2","Vaccination",6,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"12209","STAT2","Vaccination",6,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12210","STAT2","Vaccination",6,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12211","STAT2","Vaccination",6,NA,"NEGATIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12212","STAT2","Infection",3,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection and vaccination"
"12213","STAT2","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12214","STAT2","Infection",3,"Signaling, Interferon I, Pathway","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12215","STAT2","Infection",3,NA,"NEGATIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12216","SUCNR1","Vaccination",3,NA,"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12217","SUCNR1","Infection",2,NA,"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12218","SUSD4","Vaccination",1,"Complement, Classical pathway","COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection and vaccination"
"12219","SUSD4","Vaccination",1,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection and vaccination"
"12220","SUSD4","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12221","SUSD4","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12222","SUSD4","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12223","SUSD4","Vaccination",1,NA,"REGULATION OF COMPLEMENT ACTIVATION","Infection and vaccination"
"12224","SUSD4","Vaccination",1,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Infection and vaccination"
"12225","SUSD4","Vaccination",1,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection and vaccination"
"12226","SUSD4","Infection",3,"Complement, Classical pathway","COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection and vaccination"
"12227","SUSD4","Infection",3,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection and vaccination"
"12228","SUSD4","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12229","SUSD4","Infection",3,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12230","SUSD4","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12231","SUSD4","Infection",3,NA,"REGULATION OF COMPLEMENT ACTIVATION","Infection and vaccination"
"12232","SUSD4","Infection",3,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Infection and vaccination"
"12233","SUSD4","Infection",3,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection and vaccination"
"12234","TAL1","Vaccination",1,NA,"ERYTHROCYTE DIFFERENTIATION","Infection and vaccination"
"12235","TAL1","Vaccination",1,NA,"ERYTHROCYTE MATURATION","Infection and vaccination"
"12236","TAL1","Vaccination",1,NA,"POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION","Infection and vaccination"
"12237","TAL1","Vaccination",1,NA,"REGULATION OF MAST CELL DIFFERENTIATION","Infection and vaccination"
"12238","TAL1","Infection",1,NA,"ERYTHROCYTE DIFFERENTIATION","Infection and vaccination"
"12239","TAL1","Infection",1,NA,"ERYTHROCYTE MATURATION","Infection and vaccination"
"12240","TAL1","Infection",1,NA,"POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION","Infection and vaccination"
"12241","TAL1","Infection",1,NA,"REGULATION OF MAST CELL DIFFERENTIATION","Infection and vaccination"
"12242","TAP1","Vaccination",6,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12243","TAP1","Vaccination",6,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12244","TAP1","Vaccination",6,"APP, MHC I, endogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Infection and vaccination"
"12245","TAP1","Vaccination",6,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12246","TAP1","Vaccination",6,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12247","TAP1","Vaccination",6,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12248","TAP1","Infection",4,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12249","TAP1","Infection",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12250","TAP1","Infection",4,"APP, MHC I, endogenous peptide","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","Infection and vaccination"
"12251","TAP1","Infection",4,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12252","TAP1","Infection",4,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12253","TAP1","Infection",4,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12254","TARM1","Vaccination",2,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12255","TARM1","Vaccination",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12256","TARM1","Vaccination",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12257","TARM1","Vaccination",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12258","TARM1","Vaccination",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12259","TARM1","Vaccination",2,NA,"NEGATIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION","Infection and vaccination"
"12260","TARM1","Infection",8,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection and vaccination"
"12261","TARM1","Infection",8,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12262","TARM1","Infection",8,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12263","TARM1","Infection",8,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12264","TARM1","Infection",8,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12265","TARM1","Infection",8,NA,"NEGATIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION","Infection and vaccination"
"12266","TBK1","Vaccination",1,NA,"ACTIVATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12267","TBK1","Vaccination",1,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12268","TBK1","Vaccination",1,NA,"TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12269","TBK1","Vaccination",1,NA,"POSITIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12270","TBK1","Infection",6,NA,"ACTIVATION OF INNATE IMMUNE RESPONSE","Infection and vaccination"
"12271","TBK1","Infection",6,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12272","TBK1","Infection",6,NA,"TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12273","TBK1","Infection",6,NA,"POSITIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Infection and vaccination"
"12274","TBX21","Vaccination",1,NA,"T-HELPER 1 CELL LINEAGE COMMITMENT","Infection and vaccination"
"12275","TBX21","Vaccination",1,NA,"REGULATION OF T CELL DIFFERENTIATION","Infection and vaccination"
"12276","TBX21","Vaccination",1,NA,"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","Infection and vaccination"
"12277","TBX21","Vaccination",1,NA,"LYMPHOCYTE MIGRATION","Infection and vaccination"
"12278","TBX21","Vaccination",1,NA,"NEGATIVE REGULATION OF T-HELPER 17 CELL DIFFERENTIATION","Infection and vaccination"
"12279","TBX21","Vaccination",1,NA,"NEGATIVE REGULATION OF T-HELPER 17 CELL LINEAGE COMMITMENT","Infection and vaccination"
"12280","TBX21","Vaccination",1,NA,"NEGATIVE REGULATION OF T-HELPER 2 CELL CYTOKINE PRODUCTION","Infection and vaccination"
"12281","TBX21","Vaccination",1,NA,"POSITIVE REGULATION OF T-HELPER 1 CELL CYTOKINE PRODUCTION","Infection and vaccination"
"12282","TBX21","Infection",5,NA,"T-HELPER 1 CELL LINEAGE COMMITMENT","Infection and vaccination"
"12283","TBX21","Infection",5,NA,"REGULATION OF T CELL DIFFERENTIATION","Infection and vaccination"
"12284","TBX21","Infection",5,NA,"POSITIVE REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES","Infection and vaccination"
"12285","TBX21","Infection",5,NA,"LYMPHOCYTE MIGRATION","Infection and vaccination"
"12286","TBX21","Infection",5,NA,"NEGATIVE REGULATION OF T-HELPER 17 CELL DIFFERENTIATION","Infection and vaccination"
"12287","TBX21","Infection",5,NA,"NEGATIVE REGULATION OF T-HELPER 17 CELL LINEAGE COMMITMENT","Infection and vaccination"
"12288","TBX21","Infection",5,NA,"NEGATIVE REGULATION OF T-HELPER 2 CELL CYTOKINE PRODUCTION","Infection and vaccination"
"12289","TBX21","Infection",5,NA,"POSITIVE REGULATION OF T-HELPER 1 CELL CYTOKINE PRODUCTION","Infection and vaccination"
"12290","TICAM1","Vaccination",1,"Macrophages","MACROPHAGES","Infection and vaccination"
"12291","TICAM1","Vaccination",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12292","TICAM1","Vaccination",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12293","TICAM1","Vaccination",1,"Activation, B cell","B CELL ACTIVATION","Infection and vaccination"
"12294","TICAM1","Vaccination",1,"Proliferation, B cell","B CELL PROLIFERATION","Infection and vaccination"
"12295","TICAM1","Vaccination",1,"B cells","B CELLS","Infection and vaccination"
"12296","TICAM1","Vaccination",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12297","TICAM1","Vaccination",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12298","TICAM1","Vaccination",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12299","TICAM1","Vaccination",1,"Activation, Immune response, Macrophage","MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12300","TICAM1","Vaccination",1,"PRR, TLR MyD88 indep","MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12301","TICAM1","Vaccination",1,"PRR, TLR3, Pathway","TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","Infection and vaccination"
"12302","TICAM1","Vaccination",1,"PRR, TLR, Pathway","TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12303","TICAM1","Vaccination",1,"PRR, TLR TRIF dep, Pathway","TRIF-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12304","TICAM1","Vaccination",1,NA,"POSITIVE REGULATION OF MYELOID DENDRITIC CELL CYTOKINE PRODUCTION","Infection and vaccination"
"12305","TICAM1","Vaccination",1,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12306","TICAM1","Vaccination",1,NA,"POSITIVE REGULATION OF NATURAL KILLER CELL ACTIVATION","Infection and vaccination"
"12307","TICAM1","Vaccination",1,NA,"POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION","Infection and vaccination"
"12308","TICAM1","Infection",1,"Macrophages","MACROPHAGES","Infection and vaccination"
"12309","TICAM1","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection and vaccination"
"12310","TICAM1","Infection",1,"Antigen recognition processing and presentation","ARPP","Infection and vaccination"
"12311","TICAM1","Infection",1,"Activation, B cell","B CELL ACTIVATION","Infection and vaccination"
"12312","TICAM1","Infection",1,"Proliferation, B cell","B CELL PROLIFERATION","Infection and vaccination"
"12313","TICAM1","Infection",1,"B cells","B CELLS","Infection and vaccination"
"12314","TICAM1","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection and vaccination"
"12315","TICAM1","Infection",1,"Innate immune response","INNATE IMMUNE RESPONSE","Infection and vaccination"
"12316","TICAM1","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection and vaccination"
"12317","TICAM1","Infection",1,"Activation, Immune response, Macrophage","MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12318","TICAM1","Infection",1,"PRR, TLR MyD88 indep","MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12319","TICAM1","Infection",1,"PRR, TLR3, Pathway","TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","Infection and vaccination"
"12320","TICAM1","Infection",1,"PRR, TLR, Pathway","TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12321","TICAM1","Infection",1,"PRR, TLR TRIF dep, Pathway","TRIF-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12322","TICAM1","Infection",1,NA,"POSITIVE REGULATION OF MYELOID DENDRITIC CELL CYTOKINE PRODUCTION","Infection and vaccination"
"12323","TICAM1","Infection",1,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection and vaccination"
"12324","TICAM1","Infection",1,NA,"POSITIVE REGULATION OF NATURAL KILLER CELL ACTIVATION","Infection and vaccination"
"12325","TICAM1","Infection",1,NA,"POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION","Infection and vaccination"
"12326","TIFA","Vaccination",4,NA,"CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12327","TIFA","Vaccination",4,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12328","TIFA","Infection",5,NA,"CYTOSOLIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Infection and vaccination"
"12329","TIFA","Infection",5,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12330","TLR7","Vaccination",6,NA,"TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","Infection and vaccination"
"12331","TLR7","Vaccination",6,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12332","TLR7","Vaccination",6,NA,"POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION","Infection and vaccination"
"12333","TLR7","Infection",2,NA,"TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","Infection and vaccination"
"12334","TLR7","Infection",2,NA,"INNATE IMMUNE RESPONSE","Infection and vaccination"
"12335","TLR7","Infection",2,NA,"POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION","Infection and vaccination"
"12336","TNF","Vaccination",2,NA,"MICROGLIAL CELL ACTIVATION","Infection and vaccination"
"12337","TNF","Vaccination",2,NA,"MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12338","TNF","Vaccination",2,NA,"CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12339","TNF","Vaccination",2,NA,"LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE","Infection and vaccination"
"12340","TNF","Vaccination",2,NA,"REGULATION OF IMMUNOGLOBULIN PRODUCTION","Infection and vaccination"
"12341","TNF","Vaccination",2,NA,"NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE","Infection and vaccination"
"12342","TNF","Vaccination",2,NA,"POSITIVE REGULATION OF CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Infection and vaccination"
"12343","TNF","Vaccination",2,NA,"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","Infection and vaccination"
"12344","TNF","Vaccination",2,NA,"HUMORAL IMMUNE RESPONSE","Infection and vaccination"
"12345","TNF","Vaccination",2,NA,"TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","Infection and vaccination"
"12346","TNF","Vaccination",2,NA,"POSITIVE REGULATION OF OSTEOCLAST DIFFERENTIATION","Infection and vaccination"
"12347","TNF","Vaccination",2,NA,"LEUKOCYTE TETHERING OR ROLLING","Infection and vaccination"
"12348","TNF","Vaccination",2,NA,"CELLULAR RESPONSE TO TYPE II INTERFERON","Infection and vaccination"
"12349","TNF","Vaccination",2,NA,"POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION","Infection and vaccination"
"12350","TNF","Vaccination",2,NA,"POSITIVE REGULATION OF NEUTROPHIL ACTIVATION","Infection and vaccination"
"12351","TNF","Infection",2,NA,"MICROGLIAL CELL ACTIVATION","Infection and vaccination"
