"","condition","genes"
"41054","I (D26, severe)","EBLN2"
"41055","I (D26, severe)","ADAM32"
"41056","I (D26, severe)","TRIP13"
"41057","I (D26, severe)","LOC100129940"
"41058","I (D26, severe)","RD3L"
"41059","I (D26, severe)","NOP10"
"41060","I (D26, severe)","RRAGD"
"41061","I (D26, severe)","SPDYE3"
"41062","I (D26, severe)","PRG1"
"41063","I (D26, severe)","DPH1"
"41064","I (D26, severe)","KRT73-AS1"
"41065","I (D26, severe)","NAGA"
"41066","I (D26, severe)","RPL22L1"
"41067","I (D26, severe)","SPAG9"
"41068","I (D26, severe)","ARVCF"
"41069","I (D26, severe)","FAM89A"
"41070","I (D26, severe)","FBXL16"
"41071","I (D26, severe)","MMP1"
"41072","I (D26, severe)","RPL23AP53"
"41073","I (D26, severe)","RIT1"
"41074","I (D26, severe)","UCHL1"
"41075","I (D26, severe)","LINC00152"
"41076","I (D26, severe)","PRRT4"
"41077","I (D26, severe)","SNX8"
"41078","I (D26, severe)","B3GNT5"
"41079","I (D26, severe)","RHOBTB2"
"41080","I (D26, severe)","DEXI"
"41081","I (D26, severe)","IL21R-AS1"
"41082","I (D26, severe)","LRP5L"
"41083","I (D26, severe)","PTTG2"
"41084","I (D26, severe)","HMP19"
"41085","I (D26, severe)","SPOCK2"
"41086","I (D26, severe)","WRB"
"41087","I (D26, severe)","SNX10"
"41088","I (D26, severe)","THOP1"
"41089","I (D26, severe)","RBBP8"
"41090","I (D26, severe)","WASF1"
"41091","I (D26, severe)","NIPAL3"
"41092","I (D26, severe)","INPP5E"
"41093","I (D26, severe)","EVL"
"41094","I (D26, severe)","STARD4-AS1"
"41095","I (D26, severe)","DNAJC25"
"41096","I (D26, severe)","CLEC7A"
"41097","I (D26, severe)","LOC285696"
"41098","I (D26, severe)","SNORD72"
"41099","I (D26, severe)","SNORA12"
"41100","I (D26, severe)","XRRA1"
"41101","I (D26, severe)","CIT"
"41102","I (D26, severe)","NEXN"
"41103","I (D26, severe)","CDIP1"
"41104","I (D26, severe)","MIR6839"
"41105","I (D26, severe)","RASA3"
"41106","I (D26, severe)","KLHL17"
"41107","I (D26, severe)","INHBE"
"41108","I (D26, severe)","TOP1MT"
"41109","I (D26, severe)","LOC105747689"
"41110","I (D26, severe)","TSC22D3"
"41111","I (D26, severe)","SERPINB1"
"41112","I (D26, severe)","AIFM2"
"41113","I (D26, severe)","LOC102724279"
"41114","I (D26, severe)","C11orf84"
"41115","I (D26, severe)","MFHAS1"
"41116","I (D26, severe)","ELMO2"
"41117","I (D26, severe)","RRAS"
"41118","I (D26, severe)","MED16"
"41119","I (D26, severe)","ETV5"
"41120","I (D26, severe)","PPP1R3F"
"41121","I (D26, severe)","NUDT14"
"41122","I (D26, severe)","PKD2L2"
"41123","I (D26, severe)","ZBED3"
"41124","I (D26, severe)","TBK1"
"41125","I (D26, severe)","NPL"
"41126","I (D26, severe)","MCEMP1"
"41127","I (D26, severe)","MUC1"
"41128","I (D26, severe)","HSPA13"
"41129","I (D26, severe)","GDF11"
"41130","I (D26, severe)","TMEM167B"
"41131","I (D26, severe)","KHK"
"41132","I (D26, severe)","TNFRSF8"
"41133","I (D26, severe)","PCMT1"
"41134","I (D26, severe)","RAD51"
"41135","I (D26, severe)","CCDC183"
"41136","I (D26, severe)","MIR29A"
"41137","I (D26, severe)","MIF-AS1"
"41138","I (D26, severe)","SIGLEC7"
"41139","I (D26, severe)","CACNA1E"
"41140","I (D26, severe)","CHID1"
"41141","I (D26, severe)","SERPINA11"
"41142","I (D26, severe)","NOG"
"41143","I (D26, severe)","RNF26"
"41144","I (D26, severe)","TLE1"
"41145","I (D26, severe)","MORN3"
"41146","I (D26, severe)","CCR3"
"41147","I (D26, severe)","RAF1"
"41148","I (D26, severe)","CAMSAP2"
"41149","I (D26, severe)","PALLD"
"41150","I (D26, severe)","SMIM10L2A"
"41151","I (D26, severe)","FAHD2CP"
"41152","I (D26, severe)","KLF9"
"41153","I (D26, severe)","PTPN13"
"41154","I (D26, severe)","HYPK"
"41155","I (D26, severe)","LINC00862"
"41156","I (D26, severe)","ARMCX1"
"41157","I (D26, severe)","PFN4"
"41158","I (D26, severe)","NBPF9"
"41159","I (D26, severe)","ABHD14A"
"41160","I (D26, severe)","TLE2"
"41161","I (D26, severe)","HERC2"
"41162","I (D26, severe)","TBX21"
"41163","I (D26, severe)","ETF1"
"41164","I (D26, severe)","FRMD4B"
"41165","I (D26, severe)","LOC100506472"
"41166","I (D26, severe)","GCSAML"
"41167","I (D26, severe)","REG4"
"41168","I (D26, severe)","PID1"
"41169","I (D26, severe)","NELL2"
"41170","I (D26, severe)","JAKMIP2"
"41171","I (D26, severe)","LOC257396"
"41172","I (D26, severe)","SPPL2B"
"41173","I (D26, severe)","CEP131"
"41174","I (D26, severe)","TESK2"
"41175","I (D26, severe)","PPAPDC2"
"41176","I (D26, severe)","RNF122"
"41177","I (D26, severe)","GOLGA7B"
"41178","I (D26, severe)","HAPLN3"
"41179","I (D26, severe)","NOXA1"
"41180","I (D26, severe)","RGCC"
"41181","I (D26, severe)","MOB1A"
"41182","I (D26, severe)","CTBP1-AS2"
"41183","I (D26, severe)","NTHL1"
"41184","I (D26, severe)","SYNGR1"
"41185","I (D26, severe)","LRRC36"
"41186","I (D26, severe)","NLGN2"
"41187","I (D26, severe)","CEP97"
"41188","I (D26, severe)","NR6A1"
"41189","I (D26, severe)","CAPN5"
"41190","I (D26, severe)","ZNF135"
"41191","I (D26, severe)","CTSO"
"41192","I (D26, severe)","FBXO39"
"41193","I (D26, severe)","FTSJ2"
"41194","I (D26, severe)","GIMAP8"
"41195","I (D26, severe)","IL18"
"41196","I (D26, severe)","MC1R"
"41197","I (D26, severe)","TWF2"
"41198","I (D26, severe)","SIAH3"
"41199","I (D26, severe)","ECHDC2"
"41200","I (D26, severe)","GPBAR1"
"41201","I (D26, severe)","KCNQ1"
"41202","I (D26, severe)","NFKBIZ"
"41203","I (D26, severe)","MKS1"
"41204","I (D26, severe)","CSNK1G2"
"41205","I (D26, severe)","CHIC2"
"41206","I (D26, severe)","PTK6"
"41207","I (D26, severe)","CLEC2B"
"41208","I (D26, severe)","TENM1"
"41209","I (D26, severe)","CLEC4D"
"41210","I (D26, severe)","TTC39C-AS1"
"41211","I (D26, severe)","LINC00202-1"
"41212","I (D26, severe)","RIMBP3"
"41213","I (D26, severe)","ANKEF1"
"41214","I (D26, severe)","THAP7"
"41215","I (D26, severe)","NRIR"
"41216","I (D26, severe)","KCNJ2-AS1"
"41217","I (D26, severe)","S100A6"
"41218","I (D26, severe)","SAP30"
"41219","I (D26, severe)","MYOF"
"41220","I (D26, severe)","UBAP1L"
"41221","I (D26, severe)","CISH"
"41222","I (D26, severe)","PACSIN1"
"41223","I (D26, severe)","PRICKLE3"
"41224","I (D26, severe)","ZBTB9"
"41225","I (D26, severe)","ATF4"
"41226","I (D26, severe)","NOSTRIN"
"41227","I (D26, severe)","RAP1A"
"41228","I (D26, severe)","CFLAR"
"41229","I (D26, severe)","BAIAP2-AS1"
"41230","I (D26, severe)","EFCAB5"
"41231","I (D26, severe)","JUP"
"41232","I (D26, severe)","CCDC136"
"41233","I (D26, severe)","PLEKHG5"
"41234","I (D26, severe)","DMWD"
"41235","I (D26, severe)","LINC00920"
"41236","I (D26, severe)","P3H4"
"41237","I (D26, severe)","LINC01554"
"41238","I (D26, severe)","TMEM260"
"41239","I (D26, severe)","SYNE4"
"41240","I (D26, severe)","SEMA4G"
"41241","I (D26, severe)","ZNF69"
"41242","I (D26, severe)","KIF19"
"41243","I (D26, severe)","ZNF438"
"41244","I (D26, severe)","ITPRIPL1"
"41245","I (D26, severe)","DRAP1"
"41246","I (D26, severe)","THG1L"
"41247","I (D26, severe)","GCSAM"
"41248","I (D26, severe)","CRTC1"
"41249","I (D26, severe)","TXNDC2"
"41250","I (D26, severe)","GMNN"
"41251","I (D26, severe)","MAGEH1"
"41252","I (D26, severe)","DHRS7"
"41253","I (D26, severe)","IER2"
"41254","I (D26, severe)","TMPRSS13"
"41255","I (D26, severe)","TGM4"
"41256","I (D26, severe)","FBXL13"
"41257","I (D26, severe)","HAVCR1P1"
"41258","I (D26, severe)","PASK"
"41259","I (D26, severe)","SMTNL1"
"41260","I (D26, severe)","SLC37A2"
"41261","I (D26, severe)","SPATA3-AS1"
"41262","I (D26, severe)","C6orf222"
"41263","I (D26, severe)","SCN1B"
"41264","I (D26, severe)","CERKL"
"41265","I (D26, severe)","ATP8B2"
"41266","I (D26, severe)","LOC100506860"
"41267","I (D26, severe)","KIAA0319"
"41268","I (D26, severe)","MIR181A1HG"
"41269","I (D26, severe)","FBXO33"
"41270","I (D26, severe)","SLC2A5"
"41271","I (D26, severe)","ZDHHC12"
"41272","I (D26, severe)","MAMDC4"
"41273","I (D26, severe)","PIGBOS1"
"41274","I (D26, severe)","TNFRSF14"
"41275","I (D26, severe)","SDK1"
"41276","I (D26, severe)","DACH1"
"41277","I (D26, severe)","HSPBP1"
"41278","I (D26, severe)","SNORD78"
"41279","I (D26, severe)","CIR1"
"41280","I (D26, severe)","PFKFB3"
"41281","I (D26, severe)","C6orf163"
"41282","I (D26, severe)","CLIC3"
"41283","I (D26, severe)","ICA1"
"41284","I (D26, severe)","TCEAL1"
"41285","I (D26, severe)","SPATA20"
"41286","I (D26, severe)","ESCO2"
"41287","I (D26, severe)","FUT11"
"41288","I (D26, severe)","RPL31P11"
"41289","I (D26, severe)","NFE2L2"
"41290","I (D26, severe)","ISCU"
"41291","I (D26, severe)","RAPGEFL1"
"41292","I (D26, severe)","SH3BP4"
"41293","I (D26, severe)","RBM20"
"41294","I (D26, severe)","CYSLTR2"
"41295","I (D26, severe)","TPM4"
"41296","I (D26, severe)","C9orf69"
"41297","I (D26, severe)","MIR3128"
"41298","I (D26, severe)","CHST14"
"41299","I (D26, severe)","HTATIP2"
"41300","I (D26, severe)","EML6"
"41301","I (D26, severe)","MTG2"
"41302","I (D26, severe)","DHRS7B"
"41303","I (D26, severe)","TMEM161A"
"41304","I (D26, severe)","EPAS1"
"41305","I (D26, severe)","ALDH1A2"
"41306","I (D26, severe)","NDRG2"
"41307","I (D26, severe)","CD3E"
"41308","I (D26, severe)","SRGN"
"41309","I (D26, severe)","FGFR2"
"41310","I (D26, severe)","PNPLA4"
"41311","I (D26, severe)","ABCC11"
"41312","I (D26, severe)","BTBD11"
"41313","I (D26, severe)","TRABD"
"41314","I (D26, severe)","TAPBPL"
"41315","I (D26, severe)","TMEM55A"
"41316","I (D26, severe)","MCM10"
"41317","I (D26, severe)","MPP2"
"41318","I (D26, severe)","PTGES3L"
"41319","I (D26, severe)","ELL2"
"41320","I (D26, severe)","IL36A"
"41321","I (D26, severe)","LACTB"
"41322","I (D26, severe)","PROCR"
"41323","I (D26, severe)","LOC101929567"
"41324","I (D26, severe)","CKAP4"
"41325","I (D26, severe)","ZNF444"
"41326","I (D26, severe)","CACFD1"
"41327","I (D26, severe)","LOC100288846"
"41328","I (D26, severe)","AK5"
"41329","I (D26, severe)","KSR1"
"41330","I (D26, severe)","SLC9A8"
"41331","I (D26, severe)","MXI1"
"41332","I (D26, severe)","KLF14"
"41333","I (D26, severe)","FAM43A"
"41334","I (D26, severe)","PAFAH1B2"
"41335","I (D26, severe)","CENPF"
"41336","I (D26, severe)","GPAT2"
"41337","I (D26, severe)","IFITM10"
"41338","I (D26, severe)","C17orf53"
"41339","I (D26, severe)","SLC29A1"
"41340","I (D26, severe)","FANCI"
"41341","I (D26, severe)","HTRA3"
"41342","I (D26, severe)","ARHGAP32"
"41343","I (D26, severe)","LOC729296"
"41344","I (D26, severe)","SNORA81"
"41345","I (D26, severe)","SMCHD1"
"41346","I (D26, severe)","SERPINA9"
"41347","I (D26, severe)","EPHX2"
"41348","I (D26, severe)","EPHA1"
"41349","I (D26, severe)","CCDC64"
"41350","I (D26, severe)","HLA-DPB1"
"41351","I (D26, severe)","SCNN1D"
"41352","I (D26, severe)","SLC16A13"
"41353","I (D26, severe)","ZAR1L"
"41354","I (D26, severe)","HTRA1"
"41355","I (D26, severe)","IGF1"
"41356","I (D26, severe)","MAP10"
"41357","I (D26, severe)","ZNF524"
"41358","I (D26, severe)","ERCC2"
"41359","I (D26, severe)","ANO10"
"41360","I (D26, severe)","C8orf88"
"41361","I (D26, severe)","LOC102723704"
"41362","I (D26, severe)","TIMM10"
"41363","I (D26, severe)","CACNA1I"
"41364","I (D26, severe)","ANKDD1B"
"41365","I (D26, severe)","CAPZA2"
"41366","I (D26, severe)","DNPEP"
"41367","I (D26, severe)","CLVS1"
"41368","I (D26, severe)","S1PR2"
"41369","I (D26, severe)","C7orf61"
"41370","I (D26, severe)","IL4I1"
"41371","I (D26, severe)","ATP6V0B"
"41372","I (D26, severe)","GPR82"
"41373","I (D26, severe)","LOC100303749"
"41374","I (D26, severe)","ZBTB34"
"41375","I (D26, severe)","ZNF552"
"41376","I (D26, severe)","TMED8"
"41377","I (D26, severe)","PPDPF"
"41378","I (D26, severe)","EPB41L3"
"41379","I (D26, severe)","FAM20C"
"41380","I (D26, severe)","PXDC1"
"41381","I (D26, severe)","MPP1"
"41382","I (D26, severe)","HAR1A"
"41383","I (D26, severe)","EIF4E3"
"41384","I (D26, severe)","TMIGD2"
"41385","I (D26, severe)","VTRNA1-1"
"41386","I (D26, severe)","SERPINA12"
"41387","I (D26, severe)","FAM86DP"
"41388","I (D26, severe)","ZNF254"
"41389","I (D26, severe)","ZNF835"
"41390","I (D26, severe)","MST1P2"
"41391","I (D26, severe)","SNORD119"
"41392","I (D26, severe)","MIR3945"
"41393","I (D26, severe)","COL6A1"
"41394","I (D26, severe)","DUSP6"
"41395","I (D26, severe)","DUSP1"
"41396","I (D26, severe)","FAM86C1"
"41397","I (D26, severe)","DGCR2"
"41398","I (D26, severe)","ZBTB3"
"41399","I (D26, severe)","FSTL1"
"41400","I (D26, severe)","TAF13"
"41401","I (D26, severe)","FGFBP2"
"41402","I (D26, severe)","LOC100131635"
"41403","I (D26, severe)","IDI2-AS1"
"41404","I (D26, severe)","PDZD8"
"41405","I (D26, severe)","PI16"
"41406","I (D26, severe)","NDC80"
"41407","I (D26, severe)","MOCS1"
"41408","I (D26, severe)","LOC101927153"
"41409","I (D26, severe)","CDHR3"
"41410","I (D26, severe)","MYBPC1"
"41411","I (D26, severe)","A1BG"
"41412","I (D26, severe)","DPYD-AS2"
"41413","I (D26, severe)","ZNF721"
"41414","I (D26, severe)","LRRN1"
"41415","I (D26, severe)","IZUMO4"
"41416","I (D26, severe)","LOC100129550"
"41417","I (D26, severe)","SLC38A11"
"41418","I (D26, severe)","TMEM38A"
"41419","I (D26, severe)","AVPR2"
"41420","I (D26, severe)","S100A11"
"41421","I (D26, severe)","NFXL1"
"41422","I (D26, severe)","SNORD74"
"41423","I (D26, severe)","FKBP8"
"41424","I (D26, severe)","RPL23AP82"
"41425","I (D26, severe)","SPRTN"
"41426","I (D26, severe)","POLR2J3"
"41427","I (D26, severe)","ZNF831"
"41428","I (D26, severe)","PYGL"
"41429","I (D26, severe)","EPB41L2"
"41430","I (D26, severe)","NUMB"
"41431","I (D26, severe)","NCAM1"
"41432","I (D26, severe)","RPP25L"
"41433","I (D26, severe)","C10orf35"
"41434","I (D26, severe)","LOC389906"
"41435","I (D26, severe)","SH2D1B"
"41436","I (D26, severe)","THBS3"
"41437","I (D26, severe)","NEAT1"
"41438","I (D26, severe)","SUCO"
"41439","I (D26, severe)","IKZF2"
"41440","I (D26, severe)","ZBTB47"
"41441","I (D26, severe)","AHCTF1P1"
"41442","I (D26, severe)","BCAT1"
"41443","I (D26, severe)","SLC35A2"
"41444","I (D26, severe)","TTC39A"
"41445","I (D26, severe)","TRABD2A"
"41446","I (D26, severe)","P2RY2"
"41447","I (D26, severe)","SAMHD1"
"41448","I (D26, severe)","EPHX1"
"41449","I (D26, severe)","FER1L4"
"41450","I (D26, severe)","SH3GL1P1"
"41451","I (D26, severe)","PPP1R2"
"41452","I (D26, severe)","MRM1"
"41453","I (D26, severe)","KIAA1217"
"41454","I (D26, severe)","ARHGAP15"
"41455","I (D26, severe)","DNMBP-AS1"
"41456","I (D26, severe)","EPSTI1"
"41457","I (D26, severe)","PLIN5"
"41458","I (D26, severe)","MAPK13"
"41459","I (D26, severe)","ADCK1"
"41460","I (D26, severe)","KIF24"
"41461","I (D26, severe)","C22orf34"
"41462","I (D26, severe)","INHBA-AS1"
"41463","I (D26, severe)","TGFBI"
"41464","I (D26, severe)","ASF1A"
"41465","I (D26, severe)","PODN"
"41466","I (D26, severe)","CA3-AS1"
"41467","I (D26, severe)","CACNA1H"
"41468","I (D26, severe)","THNSL1"
"41469","I (D26, severe)","TMEM45A"
"41470","I (D26, severe)","MGC16275"
"41471","I (D26, severe)","RBM44"
"41472","I (D26, severe)","PTGDR2"
"41473","I (D26, severe)","ITGB3"
"41474","I (D26, severe)","LOC400927-CSNK1E"
"41475","I (D26, severe)","GJB7"
"41476","I (D26, severe)","MFSD3"
"41477","I (D26, severe)","PPP1R15A"
"41478","I (D26, severe)","LIFR"
"41479","I (D26, severe)","ANP32A-IT1"
"41480","I (D26, severe)","CNTLN"
"41481","I (D26, severe)","GAB1"
"41482","I (D26, severe)","LSMEM1"
"41483","I (D26, severe)","PYGO2"
"41484","I (D26, severe)","DNMBP"
"41485","I (D26, severe)","FZD1"
"41486","I (D26, severe)","LOC100289561"
"41487","I (D26, severe)","JUN"
"41488","I (D26, severe)","ANKRD24"
"41489","I (D26, severe)","NQO2"
"41490","I (D26, severe)","SH3YL1"
"41491","I (D26, severe)","RTN3"
"41492","I (D26, severe)","CC2D2A"
"41493","I (D26, severe)","USP35"
"41494","I (D26, severe)","KLF10"
"41495","I (D26, severe)","DHX58"
"41496","I (D26, severe)","NOC4L"
"41497","I (D26, severe)","TMC3"
"41498","I (D26, severe)","CTSF"
"41499","I (D26, severe)","NFIX"
"41500","I (D26, severe)","CCDC83"
"41501","I (D26, severe)","GPT"
"41502","I (D26, severe)","ZNF563"
"41503","I (D26, severe)","PTGS1"
"41504","I (D26, severe)","DNAL4"
"41505","I (D26, severe)","DRAM1"
"41506","I (D26, severe)","MGAT3"
"41507","I (D26, severe)","HPGD"
"41508","I (D26, severe)","MIR630"
"41509","I (D26, severe)","KCNE1"
"41510","I (D26, severe)","CNIH2"
"41511","I (D26, severe)","CD209"
"41512","I (D26, severe)","LOC653712"
"41513","I (D26, severe)","DDX60L"
"41514","I (D26, severe)","EP300-AS1"
"41515","I (D26, severe)","UBXN2B"
"41516","I (D26, severe)","JMJD1C"
"41517","I (D26, severe)","USP3-AS1"
"41518","I (D26, severe)","SLC22A1"
"41519","I (D26, severe)","PUSL1"
"41520","I (D26, severe)","KLC2"
"41521","I (D26, severe)","C19orf60"
"41522","I (D26, severe)","SUCNR1"
"41523","I (D26, severe)","GAREML"
"41524","I (D26, severe)","MIR4742"
"41525","I (D26, severe)","NOS3"
"41526","I (D26, severe)","MCM4"
"41527","I (D26, severe)","FTH1"
"41528","I (D26, severe)","CD2"
"41529","I (D26, severe)","LINC01003"
"41530","I (D26, severe)","C2orf81"
"41531","I (D26, severe)","DCBLD2"
"41532","I (D26, severe)","RAB33B"
"41533","I (D26, severe)","UBE2C"
"41534","I (D26, severe)","TAC4"
"41535","I (D26, severe)","NRADDP"
"41536","I (D26, severe)","CBWD3"
"41537","I (D26, severe)","ADGB"
"41538","I (D26, severe)","RALB"
"41539","I (D26, severe)","ALOX15B"
"41540","I (D26, severe)","SNORA21"
"41541","I (D26, severe)","LY9"
"41542","I (D26, severe)","YWHAH"
"41543","I (D26, severe)","CLDND2"
"41544","I (D26, severe)","TSPAN16"
"41545","I (D26, severe)","SLC27A2"
"41546","I (D26, severe)","FAM126B"
"41547","I (D26, severe)","C9orf40"
"41548","I (D26, severe)","MIR4537"
"41549","I (D26, severe)","RNF24"
"41550","I (D26, severe)","ROBO1"
"41551","I (D26, severe)","HLA-DRA"
"41552","I (D26, severe)","RSPH9"
"41553","I (D26, severe)","ACBD4"
"41554","I (D26, severe)","HIF1A"
"41555","I (D26, severe)","ECRP"
"41556","I (D26, severe)","LOC100507577"
"41557","I (D26, severe)","TFR2"
"41558","I (D26, severe)","ACOT11"
"41559","I (D26, severe)","ZNF853"
"41560","I (D26, severe)","HSF4"
"41561","I (D26, severe)","SAT1"
"41562","I (D26, severe)","MLC1"
"41563","I (D26, severe)","ZDHHC20"
"41564","I (D26, severe)","TBC1D4"
"41565","I (D26, severe)","KLHL15"
"41566","I (D26, severe)","ZBTB6"
"41567","I (D26, severe)","PNMA3"
"41568","I (D26, severe)","TRIQK"
"41569","I (D26, severe)","HAAO"
"41570","I (D26, severe)","ORM1"
"41571","I (D26, severe)","CLEC12B"
"41572","I (D26, severe)","NT5C3A"
"41573","I (D26, severe)","ENO3"
"41574","I (D26, severe)","APOM"
"41575","I (D26, severe)","TRPV5"
"41576","I (D26, severe)","MAD2L1"
"41577","I (D26, severe)","ANKRD2"
"41578","I (D26, severe)","FAM153B"
"41579","I (D26, severe)","SLC5A10"
"41580","I (D26, severe)","RNU6-2"
"41581","I (D26, severe)","TTC21A"
"41582","I (D26, severe)","P3H2"
"41583","I (D26, severe)","LARGE"
"41584","I (D26, severe)","SLC30A4"
"41585","I (D26, severe)","SYN1"
"41586","I (D26, severe)","C12orf76"
"41587","I (D26, severe)","VEPH1"
"41588","I (D26, severe)","MAFA-AS1"
"41589","I (D26, severe)","PLEKHA4"
"41590","I (D26, severe)","HIST1H1E"
"41591","I (D26, severe)","PKN2-AS1"
"41592","I (D26, severe)","TGM5"
"41593","I (D26, severe)","NMT1"
"41594","I (D26, severe)","MRC2"
"41595","I (D26, severe)","CHCHD6"
"41596","I (D26, severe)","CA2"
"41597","I (D26, severe)","PLK4"
"41598","I (D26, severe)","FMNL2"
"41599","I (D26, severe)","RAPGEF2"
"41600","I (D26, severe)","TSPAN4"
"41601","I (D26, severe)","TDRD9"
"41602","I (D26, severe)","LOC102723701"
"41603","I (D26, severe)","TP73"
"41604","I (D26, severe)","ZNF804A"
"41605","I (D26, severe)","MARC1"
"41606","I (D26, severe)","SPECC1"
"41607","I (D26, severe)","TMEM191A"
"41608","I (D26, severe)","SVILP1"
"41609","I (D26, severe)","CSNK1A1L"
"41610","I (D26, severe)","CCDC59"
"41611","I (D26, severe)","EIF5"
"41612","I (D26, severe)","SPTY2D1-AS1"
"41613","I (D26, severe)","LOC400927"
"41614","I (D26, severe)","FBN1"
"41615","I (D26, severe)","PRL"
"41616","I (D26, severe)","STOX2"
"41617","I (D26, severe)","LOC285847"
"41618","I (D26, severe)","MIR320E"
"41619","I (D26, severe)","KCNK10"
"41620","I (D26, severe)","AZIN2"
"41621","I (D26, severe)","C6orf229"
"41622","I (D26, severe)","ERI1"
"41623","I (D26, severe)","RTEL1"
"41624","I (D26, severe)","ZNF781"
"41625","I (D26, severe)","MSRB2"
"41626","I (D26, severe)","ARHGAP29"
"41627","I (D26, severe)","KRT72"
"41628","I (D26, severe)","EME2"
"41629","I (D26, severe)","LHFPL2"
"41630","I (D26, severe)","ZNF649"
"41631","I (D26, severe)","LINC01355"
"41632","I (D26, severe)","ZWINT"
"41633","I (D26, severe)","PHAX"
"41634","I (D26, severe)","MED12L"
"41635","I (D26, severe)","SOAT2"
"41636","I (D26, severe)","CFAP20"
"41637","I (D26, severe)","SNORD104"
"41638","I (D26, severe)","UBAP1"
"41639","I (D26, severe)","PCDH9"
"41640","I (D26, severe)","FAM178B"
"41641","I (D26, severe)","PTGIR"
"41642","I (D26, severe)","TBC1D30"
"41643","I (D26, severe)","RPL23AP87"
"41644","I (D26, severe)","DNAI2"
"41645","I (D26, severe)","DPH3"
"41646","I (D26, severe)","KIFC1"
"41647","I (D26, severe)","ST8SIA5"
"41648","I (D26, severe)","SNORA48"
"41649","I (D26, severe)","HIST1H2BG"
"41650","I (D26, severe)","KLLN"
"41651","I (D26, severe)","CEACAM7"
"41652","I (D26, severe)","RAI14"
"41653","I (D26, severe)","RSG1"
"41654","I (D26, severe)","KRT2"
"41655","I (D26, severe)","FES"
"41656","I (D26, severe)","AIMP2"
"41657","I (D26, severe)","TLR5"
"41658","I (D26, severe)","MTHFD2"
"41659","I (D26, severe)","ZNF653"
"41660","I (D26, severe)","PLEK"
"41661","I (D26, severe)","KIF5A"
"41662","I (D26, severe)","RNF103"
"41663","I (D26, severe)","UBE2R2"
"41664","I (D26, severe)","HEG1"
"41665","I (D26, severe)","ZNF485"
"41666","I (D26, severe)","B4GALT1-AS1"
"41667","I (D26, severe)","DUS3L"
"41668","I (D26, severe)","NKAIN2"
"41669","I (D26, severe)","LGR6"
"41670","I (D26, severe)","METTL20"
"41671","I (D26, severe)","EPHB6"
"41672","I (D26, severe)","MSX2P1"
"41673","I (D26, severe)","LINC01410"
"41674","I (D26, severe)","ZNF665"
"41675","I (D26, severe)","ARMC12"
"41676","I (D26, severe)","LOC100506585"
"41677","I (D26, severe)","WDR89"
"41678","I (D26, severe)","MMP28"
"41679","I (D26, severe)","SDC4"
"41680","I (D26, severe)","SCRG1"
"41681","I (D26, severe)","CEACAM1"
"41682","I (D26, severe)","BAMBI"
"41683","I (D26, severe)","MFSD10"
"41684","I (D26, severe)","TSPAN18"
"41685","I (D26, severe)","CHST2"
"41686","I (D26, severe)","CKMT2"
"41687","I (D26, severe)","LOH12CR2"
"41688","I (D26, severe)","ENAM"
"41689","I (D26, severe)","LOC93622"
"41690","I (D26, severe)","BIRC6-AS2"
"41691","I (D26, severe)","THEM4"
"41692","I (D26, severe)","CXorf57"
"41693","I (D26, severe)","FSTL4"
"41694","I (D26, severe)","TPM1"
"41695","I (D26, severe)","TACSTD2"
"41696","I (D26, severe)","ELF1"
"41697","I (D26, severe)","NXT1"
"41698","I (D26, severe)","FLJ45079"
"41699","I (D26, severe)","TMEM183A"
"41700","I (D26, severe)","STRC"
"41701","I (D26, severe)","ATP2C2"
"41702","I (D26, severe)","RASSF1-AS1"
"41703","I (D26, severe)","DTX3"
"41704","I (D26, severe)","LINC00930"
"41705","I (D26, severe)","POLE2"
"41706","I (D26, severe)","TUFT1"
"41707","I (D26, severe)","LOC642852"
"41708","I (D26, severe)","GPR35"
"41709","I (D26, severe)","LINC01315"
"41710","I (D26, severe)","BARD1"
"41711","I (D26, severe)","KCND1"
"41712","I (D26, severe)","LRRK2"
"41713","I (D26, severe)","NTN4"
"41714","I (D26, severe)","C19orf84"
"41715","I (D26, severe)","MIR2355"
"41716","I (D26, severe)","PVRL1"
"41717","I (D26, severe)","SPAG4"
"41718","I (D26, severe)","CEP170B"
"41719","I (D26, severe)","ADAMTSL5"
"41720","I (D26, severe)","SLC5A9"
"41721","I (D26, severe)","PMM2"
"41722","I (D26, severe)","HELLS"
"41723","I (D26, severe)","PARPBP"
"41724","I (D26, severe)","TTC39B"
"41725","I (D26, severe)","LRRC16B"
"41726","I (D26, severe)","MGAM2"
"41727","I (D26, severe)","TRIB3"
"41728","I (D26, severe)","NAV2"
"41729","I (D26, severe)","HIST1H2BK"
"41730","I (D26, severe)","HSD17B4"
"41731","I (D26, severe)","APOBEC3D"
"41732","I (D26, severe)","ZCCHC6"
"41733","I (D26, severe)","DNAH10"
"41734","I (D26, severe)","LINC00428"
"41735","I (D26, severe)","GUSBP4"
"41736","I (D26, severe)","ASAP1-IT2"
"41737","I (D26, severe)","HSD17B14"
"41738","I (D26, severe)","SATB1-AS1"
"41739","I (D26, severe)","RNF13"
"41740","I (D26, severe)","EME1"
"41741","I (D26, severe)","LRP2"
"41742","I (D26, severe)","TMEM25"
"41743","I (D26, severe)","TLR8-AS1"
"41744","I (D26, severe)","ANGPTL1"
"41745","I (D26, severe)","LINC01281"
"41746","I (D26, severe)","MIR646HG"
