"","genes","infection_vaccination","n_conditions","comparison"
"12423","CAPS2","Vaccination",1,"Vaccination only"
"12424","CAPZA1P1","Vaccination",1,"Vaccination only"
"12425","CASC19","Vaccination",1,"Vaccination only"
"12426","CASKIN1","Vaccination",1,"Vaccination only"
"12427","CASKIN2","Vaccination",1,"Vaccination only"
"12428","CASP14","Vaccination",1,"Vaccination only"
"12429","CASP16P","Vaccination",1,"Vaccination only"
"12430","CASP7","Vaccination",1,"Vaccination only"
"12431","CASS4","Vaccination",1,"Vaccination only"
"12432","CATSPERD","Vaccination",1,"Vaccination only"
"12433","CBARP","Vaccination",1,"Vaccination only"
"12434","CBLN2","Vaccination",1,"Vaccination only"
"12435","CBR1","Vaccination",1,"Vaccination only"
"12436","CBR3","Vaccination",1,"Vaccination only"
"12437","CBWD2","Vaccination",1,"Vaccination only"
"12438","CBX2","Vaccination",1,"Vaccination only"
"12439","CBX3P3","Vaccination",1,"Vaccination only"
"12440","CBX5P1","Vaccination",1,"Vaccination only"
"12441","CCDC102A","Vaccination",1,"Vaccination only"
"12442","CCDC107","Vaccination",1,"Vaccination only"
"12443","CCDC110","Vaccination",1,"Vaccination only"
"12444","CCDC113","Vaccination",1,"Vaccination only"
"12445","CCDC122","Vaccination",1,"Vaccination only"
"12446","CCDC137P1","Vaccination",1,"Vaccination only"
"12447","CCDC144A","Vaccination",1,"Vaccination only"
"12448","CCDC144CP","Vaccination",1,"Vaccination only"
"12449","CCDC146","Vaccination",1,"Vaccination only"
"12450","CCDC148","Vaccination",1,"Vaccination only"
"12451","CCDC153","Vaccination",1,"Vaccination only"
"12452","CCDC160","Vaccination",1,"Vaccination only"
"12453","CCDC168","Vaccination",1,"Vaccination only"
"12454","CCDC169","Vaccination",1,"Vaccination only"
"12455","CCDC187","Vaccination",1,"Vaccination only"
"12456","CCDC196","Vaccination",1,"Vaccination only"
"12457","CCDC198","Vaccination",1,"Vaccination only"
"12458","CCDC201","Vaccination",1,"Vaccination only"
"12459","CCDC26","Vaccination",1,"Vaccination only"
"12460","CCDC27","Vaccination",1,"Vaccination only"
"12461","CCDC40","Vaccination",1,"Vaccination only"
"12462","CCDC73","Vaccination",1,"Vaccination only"
"12463","CCDC74BP1","Vaccination",1,"Vaccination only"
"12464","CCDC89","Vaccination",1,"Vaccination only"
"12465","CCIN","Vaccination",1,"Vaccination only"
"12466","CCNA1","Vaccination",1,"Vaccination only"
"12467","CCND2-AS1","Vaccination",1,"Vaccination only"
"12468","CCNJL","Vaccination",1,"Vaccination only"
"12469","CCNJP2","Vaccination",1,"Vaccination only"
"12470","CCNP","Vaccination",1,"Vaccination only"
"12471","CCT6B","Vaccination",1,"Vaccination only"
"12472","CD163","Vaccination",1,"Vaccination only"
"12473","CD164L2","Vaccination",1,"Vaccination only"
"12474","CD81-AS1","Vaccination",1,"Vaccination only"
"12475","CD82-AS1","Vaccination",1,"Vaccination only"
"12476","CDC42P3","Vaccination",1,"Vaccination only"
"12477","CDCA4","Vaccination",1,"Vaccination only"
"12478","CDCA8","Vaccination",1,"Vaccination only"
"12479","CDH10","Vaccination",1,"Vaccination only"
"12480","CDH11","Vaccination",1,"Vaccination only"
"12481","CDH12","Vaccination",1,"Vaccination only"
"12482","CDH13","Vaccination",1,"Vaccination only"
"12483","CDH15","Vaccination",1,"Vaccination only"
"12484","CDH19","Vaccination",1,"Vaccination only"
"12485","CDH22","Vaccination",1,"Vaccination only"
"12486","CDH3","Vaccination",1,"Vaccination only"
"12487","CDH6","Vaccination",1,"Vaccination only"
"12488","CDH7","Vaccination",1,"Vaccination only"
"12489","CDH8","Vaccination",1,"Vaccination only"
"12490","CDHR18P","Vaccination",1,"Vaccination only"
"12491","CDHR4","Vaccination",1,"Vaccination only"
"12492","CDIPTOSP","Vaccination",1,"Vaccination only"
"12493","CDK15","Vaccination",1,"Vaccination only"
"12494","CDK2AP2P2","Vaccination",1,"Vaccination only"
"12495","CDK4P1","Vaccination",1,"Vaccination only"
"12496","CDK5R2","Vaccination",1,"Vaccination only"
"12497","CDK6-AS1","Vaccination",1,"Vaccination only"
"12498","CDKL3","Vaccination",1,"Vaccination only"
"12499","CDKN2B-AS1","Vaccination",1,"Vaccination only"
"12500","CDO1","Vaccination",1,"Vaccination only"
"12501","CDON","Vaccination",1,"Vaccination only"
"12502","CDRT4","Vaccination",1,"Vaccination only"
"12503","CEACAM5","Vaccination",1,"Vaccination only"
"12504","CEBPE","Vaccination",1,"Vaccination only"
"12505","CECR2","Vaccination",1,"Vaccination only"
"12506","CELA1","Vaccination",1,"Vaccination only"
"12507","CELF3","Vaccination",1,"Vaccination only"
"12508","CELF4","Vaccination",1,"Vaccination only"
"12509","CELF5","Vaccination",1,"Vaccination only"
"12510","CENPE","Vaccination",1,"Vaccination only"
"12511","CENPNP1","Vaccination",1,"Vaccination only"
"12512","CENPNP2","Vaccination",1,"Vaccination only"
"12513","CEP170P1","Vaccination",1,"Vaccination only"
"12514","CERCAM","Vaccination",1,"Vaccination only"
"12515","CERKL","Vaccination",1,"Vaccination only"
"12516","CES1P1","Vaccination",1,"Vaccination only"
"12517","CETN3","Vaccination",1,"Vaccination only"
"12518","CFAP100","Vaccination",1,"Vaccination only"
"12519","CFAP141","Vaccination",1,"Vaccination only"
"12520","CFAP157","Vaccination",1,"Vaccination only"
"12521","CFAP20DC","Vaccination",1,"Vaccination only"
"12522","CFAP221","Vaccination",1,"Vaccination only"
"12523","CFAP299","Vaccination",1,"Vaccination only"
"12524","CFAP300","Vaccination",1,"Vaccination only"
"12525","CFAP418-AS1","Vaccination",1,"Vaccination only"
"12526","CFAP57","Vaccination",1,"Vaccination only"
"12527","CFAP58","Vaccination",1,"Vaccination only"
"12528","CFAP58-AS1","Vaccination",1,"Vaccination only"
"12529","CFAP61","Vaccination",1,"Vaccination only"
"12530","CFAP69","Vaccination",1,"Vaccination only"
"12531","CFAP70","Vaccination",1,"Vaccination only"
"12532","CFAP74","Vaccination",1,"Vaccination only"
"12533","CFAP77","Vaccination",1,"Vaccination only"
"12534","CFAP97D2","Vaccination",1,"Vaccination only"
"12535","CFL2","Vaccination",1,"Vaccination only"
"12536","CFLAR-AS1","Vaccination",1,"Vaccination only"
"12537","CGB7","Vaccination",1,"Vaccination only"
"12538","CGN","Vaccination",1,"Vaccination only"
"12539","CGREF1","Vaccination",1,"Vaccination only"
"12540","CHAC1","Vaccination",1,"Vaccination only"
"12541","CHAD","Vaccination",1,"Vaccination only"
"12542","CHAMP1","Vaccination",1,"Vaccination only"
"12543","CHD9NB","Vaccination",1,"Vaccination only"
"12544","CHDH","Vaccination",1,"Vaccination only"
"12545","CHGB","Vaccination",1,"Vaccination only"
"12546","CHMP1B2P","Vaccination",1,"Vaccination only"
"12547","CHODL","Vaccination",1,"Vaccination only"
"12548","CHORDC1P4","Vaccination",1,"Vaccination only"
"12549","CHRD","Vaccination",1,"Vaccination only"
"12550","CHRDL1","Vaccination",1,"Vaccination only"
"12551","CHRDL2","Vaccination",1,"Vaccination only"
"12552","CHRM2","Vaccination",1,"Vaccination only"
"12553","CHRM5","Vaccination",1,"Vaccination only"
"12554","CHRNB4","Vaccination",1,"Vaccination only"
"12555","CHRND","Vaccination",1,"Vaccination only"
"12556","CHRNG","Vaccination",1,"Vaccination only"
"12557","CHST1","Vaccination",1,"Vaccination only"
"12558","CHST5","Vaccination",1,"Vaccination only"
"12559","CHST8","Vaccination",1,"Vaccination only"
"12560","CHST9","Vaccination",1,"Vaccination only"
"12561","CIBAR1P1","Vaccination",1,"Vaccination only"
"12562","CIBAR2","Vaccination",1,"Vaccination only"
"12563","CILP2","Vaccination",1,"Vaccination only"
"12564","CIT","Vaccination",1,"Vaccination only"
"12565","CKB","Vaccination",1,"Vaccination only"
"12566","CKM","Vaccination",1,"Vaccination only"
"12567","CKMT1A","Vaccination",1,"Vaccination only"
"12568","CKMT1B","Vaccination",1,"Vaccination only"
"12569","CLCA3P","Vaccination",1,"Vaccination only"
"12570","CLCA4","Vaccination",1,"Vaccination only"
"12571","CLCNKA","Vaccination",1,"Vaccination only"
"12572","CLDN20","Vaccination",1,"Vaccination only"
"12573","CLDN3","Vaccination",1,"Vaccination only"
"12574","CLDN4","Vaccination",1,"Vaccination only"
"12575","CLDN5","Vaccination",1,"Vaccination only"
"12576","CLDN7P1","Vaccination",1,"Vaccination only"
"12577","CLDND2","Vaccination",1,"Vaccination only"
"12578","CLEC18A","Vaccination",1,"Vaccination only"
"12579","CLEC18C","Vaccination",1,"Vaccination only"
"12580","CLEC1B","Vaccination",1,"Vaccination only"
"12581","CLEC2B","Vaccination",1,"Vaccination only"
"12582","CLEC2L","Vaccination",1,"Vaccination only"
"12583","CLEC3A","Vaccination",1,"Vaccination only"
"12584","CLEC4F","Vaccination",1,"Vaccination only"
"12585","CLIC4P1","Vaccination",1,"Vaccination only"
"12586","CLIC6","Vaccination",1,"Vaccination only"
"12587","CLP1","Vaccination",1,"Vaccination only"
"12588","CLUHP3","Vaccination",1,"Vaccination only"
"12589","CLVS1","Vaccination",1,"Vaccination only"
"12590","CMSS1","Vaccination",1,"Vaccination only"
"12591","CMYA5","Vaccination",1,"Vaccination only"
"12592","CNGA1","Vaccination",1,"Vaccination only"
"12593","CNGB3","Vaccination",1,"Vaccination only"
"12594","CNIH2","Vaccination",1,"Vaccination only"
"12595","CNKSR3","Vaccination",1,"Vaccination only"
"12596","CNMD","Vaccination",1,"Vaccination only"
"12597","CNN1","Vaccination",1,"Vaccination only"
"12598","CNNM1","Vaccination",1,"Vaccination only"
"12599","CNPY1","Vaccination",1,"Vaccination only"
"12600","CNRIP1","Vaccination",1,"Vaccination only"
"12601","CNTD2","Vaccination",1,"Vaccination only"
"12602","CNTN1","Vaccination",1,"Vaccination only"
"12603","CNTNAP3B","Vaccination",1,"Vaccination only"
"12604","CNTNAP4","Vaccination",1,"Vaccination only"
"12605","CNTNAP5","Vaccination",1,"Vaccination only"
"12606","COBL","Vaccination",1,"Vaccination only"
"12607","COILP1","Vaccination",1,"Vaccination only"
"12608","COL14A1","Vaccination",1,"Vaccination only"
"12609","COL15A1","Vaccination",1,"Vaccination only"
"12610","COL17A1","Vaccination",1,"Vaccination only"
"12611","COL1A2","Vaccination",1,"Vaccination only"
"12612","COL21A1","Vaccination",1,"Vaccination only"
"12613","COL22A1","Vaccination",1,"Vaccination only"
"12614","COL27A1","Vaccination",1,"Vaccination only"
"12615","COL28A1","Vaccination",1,"Vaccination only"
"12616","COL2A1","Vaccination",1,"Vaccination only"
"12617","COL4A2","Vaccination",1,"Vaccination only"
"12618","COL4A2-AS1","Vaccination",1,"Vaccination only"
"12619","COL4A3","Vaccination",1,"Vaccination only"
"12620","COL4A4","Vaccination",1,"Vaccination only"
"12621","COL6A2","Vaccination",1,"Vaccination only"
"12622","COL6A5","Vaccination",1,"Vaccination only"
"12623","COL6A6","Vaccination",1,"Vaccination only"
"12624","COL8A1","Vaccination",1,"Vaccination only"
"12625","COLCA2","Vaccination",1,"Vaccination only"
"12626","COLGALT2","Vaccination",1,"Vaccination only"
"12627","COMP","Vaccination",1,"Vaccination only"
"12628","COMTD1","Vaccination",1,"Vaccination only"
"12629","COQ10B","Vaccination",1,"Vaccination only"
"12630","CORIN","Vaccination",1,"Vaccination only"
"12631","CORO6","Vaccination",1,"Vaccination only"
"12632","COX7CP1","Vaccination",1,"Vaccination only"
"12633","CPA4","Vaccination",1,"Vaccination only"
"12634","CPAMD8","Vaccination",1,"Vaccination only"
"12635","CPEB1","Vaccination",1,"Vaccination only"
"12636","CPED1","Vaccination",1,"Vaccination only"
"12637","CPLX1","Vaccination",1,"Vaccination only"
"12638","CPLX4","Vaccination",1,"Vaccination only"
"12639","CPN2","Vaccination",1,"Vaccination only"
"12640","CPNE6","Vaccination",1,"Vaccination only"
"12641","CPNE7","Vaccination",1,"Vaccination only"
"12642","CPOX","Vaccination",1,"Vaccination only"
"12643","CPP","Vaccination",1,"Vaccination only"
"12644","CPT1B","Vaccination",1,"Vaccination only"
"12645","CPT1C","Vaccination",1,"Vaccination only"
"12646","CRABP2","Vaccination",1,"Vaccination only"
"12647","CRACD","Vaccination",1,"Vaccination only"
"12648","CRACDL","Vaccination",1,"Vaccination only"
"12649","CRB1","Vaccination",1,"Vaccination only"
"12650","CREB3L1","Vaccination",1,"Vaccination only"
"12651","CREG2","Vaccination",1,"Vaccination only"
"12652","CREM","Vaccination",1,"Vaccination only"
"12653","CRIP2","Vaccination",1,"Vaccination only"
"12654","CRISP2","Vaccination",1,"Vaccination only"
"12655","CRMP1","Vaccination",1,"Vaccination only"
"12656","CRYAB","Vaccination",1,"Vaccination only"
"12657","CRYGS","Vaccination",1,"Vaccination only"
"12658","CSMD1","Vaccination",1,"Vaccination only"
"12659","CSNK1A1P1","Vaccination",1,"Vaccination only"
"12660","CSPG4","Vaccination",1,"Vaccination only"
"12661","CSRNP3","Vaccination",1,"Vaccination only"
"12662","CSRP2","Vaccination",1,"Vaccination only"
"12663","CST3","Vaccination",1,"Vaccination only"
"12664","CSTL1","Vaccination",1,"Vaccination only"
"12665","CSTP1","Vaccination",1,"Vaccination only"
"12666","CSTPP1","Vaccination",1,"Vaccination only"
"12667","CT70","Vaccination",1,"Vaccination only"
"12668","CTAGE6","Vaccination",1,"Vaccination only"
"12669","CTAGE7P","Vaccination",1,"Vaccination only"
"12670","CTAGE8","Vaccination",1,"Vaccination only"
"12671","CTB-178M22","Vaccination",1,"Vaccination only"
"12672","CTDP1-DT","Vaccination",1,"Vaccination only"
"12673","CTDSPL","Vaccination",1,"Vaccination only"
"12674","CTDSPL2P1","Vaccination",1,"Vaccination only"
"12675","CTNNA2","Vaccination",1,"Vaccination only"
"12676","CTXN1","Vaccination",1,"Vaccination only"
"12677","CTXND1","Vaccination",1,"Vaccination only"
"12678","CUL1","Vaccination",1,"Vaccination only"
"12679","CYCSP34","Vaccination",1,"Vaccination only"
"12680","CYLC2","Vaccination",1,"Vaccination only"
"12681","CYP11A1","Vaccination",1,"Vaccination only"
"12682","CYP21A2","Vaccination",1,"Vaccination only"
"12683","CYP26A1","Vaccination",1,"Vaccination only"
"12684","CYP26C1","Vaccination",1,"Vaccination only"
"12685","CYP2B6","Vaccination",1,"Vaccination only"
"12686","CYP2C9","Vaccination",1,"Vaccination only"
"12687","CYP2E1","Vaccination",1,"Vaccination only"
"12688","CYP2J2","Vaccination",1,"Vaccination only"
"12689","CYP3A5","Vaccination",1,"Vaccination only"
"12690","CYP46A1","Vaccination",1,"Vaccination only"
"12691","CYP4A11","Vaccination",1,"Vaccination only"
"12692","CYP4A22","Vaccination",1,"Vaccination only"
"12693","CYP4F11","Vaccination",1,"Vaccination only"
"12694","CYP4F2","Vaccination",1,"Vaccination only"
"12695","CYP4F22","Vaccination",1,"Vaccination only"
"12696","CYP4F33P","Vaccination",1,"Vaccination only"
"12697","CYP4F35P","Vaccination",1,"Vaccination only"
"12698","CYP4F8","Vaccination",1,"Vaccination only"
"12699","CYS1","Vaccination",1,"Vaccination only"
"12700","DAAM2-AS1","Vaccination",1,"Vaccination only"
"12701","DACT3","Vaccination",1,"Vaccination only"
"12702","DAND5","Vaccination",1,"Vaccination only"
"12703","DANT2","Vaccination",1,"Vaccination only"
"12704","DAOA","Vaccination",1,"Vaccination only"
"12705","DAP3P1","Vaccination",1,"Vaccination only"
"12706","DAW1","Vaccination",1,"Vaccination only"
"12707","DBNDD1","Vaccination",1,"Vaccination only"
"12708","DCAF8L2","Vaccination",1,"Vaccination only"
"12709","DCDC1","Vaccination",1,"Vaccination only"
"12710","DCDC2","Vaccination",1,"Vaccination only"
"12711","DCDC2C","Vaccination",1,"Vaccination only"
"12712","DCHS2","Vaccination",1,"Vaccination only"
"12713","DCLK1","Vaccination",1,"Vaccination only"
"12714","DCLRE1A","Vaccination",1,"Vaccination only"
"12715","DCN","Vaccination",1,"Vaccination only"
"12716","DCX","Vaccination",1,"Vaccination only"
"12717","DDHD1","Vaccination",1,"Vaccination only"
"12718","DDHD1-DT","Vaccination",1,"Vaccination only"
"12719","DDIAS","Vaccination",1,"Vaccination only"
"12720","DDIT3","Vaccination",1,"Vaccination only"
"12721","DDIT4","Vaccination",1,"Vaccination only"
"12722","DDN","Vaccination",1,"Vaccination only"
"12723","DDX11L10","Vaccination",1,"Vaccination only"
"12724","DDX11L9","Vaccination",1,"Vaccination only"
"12725","DDX18P1","Vaccination",1,"Vaccination only"
"12726","DDX18P4","Vaccination",1,"Vaccination only"
"12727","DDX18P5","Vaccination",1,"Vaccination only"
"12728","DDX25","Vaccination",1,"Vaccination only"
"12729","DDX3Y","Vaccination",1,"Vaccination only"
"12730","DDX58","Vaccination",1,"Vaccination only"
"12731","DEFB109P1B","Vaccination",1,"Vaccination only"
"12732","DELEC1","Vaccination",1,"Vaccination only"
"12733","DENND11","Vaccination",1,"Vaccination only"
"12734","DENND2A","Vaccination",1,"Vaccination only"
"12735","DENND5A","Vaccination",1,"Vaccination only"
"12736","DENND5B","Vaccination",1,"Vaccination only"
"12737","DENND6A-DT","Vaccination",1,"Vaccination only"
"12738","DERL3","Vaccination",1,"Vaccination only"
"12739","DEUP1","Vaccination",1,"Vaccination only"
"12740","DFFBP1","Vaccination",1,"Vaccination only"
"12741","DGKB","Vaccination",1,"Vaccination only"
"12742","DHRSX-IT1","Vaccination",1,"Vaccination only"
"12743","DIAPH2-AS1","Vaccination",1,"Vaccination only"
"12744","DIO1","Vaccination",1,"Vaccination only"
"12745","DIO2","Vaccination",1,"Vaccination only"
"12746","DIP2A-IT1","Vaccination",1,"Vaccination only"
"12747","DIPK2B","Vaccination",1,"Vaccination only"
"12748","DIRAS3","Vaccination",1,"Vaccination only"
"12749","DISC2","Vaccination",1,"Vaccination only"
"12750","DKK3","Vaccination",1,"Vaccination only"
"12751","DKKL1","Vaccination",1,"Vaccination only"
"12752","DLC1","Vaccination",1,"Vaccination only"
"12753","DLGAP1","Vaccination",1,"Vaccination only"
"12754","DLGAP3","Vaccination",1,"Vaccination only"
"12755","DLK1","Vaccination",1,"Vaccination only"
"12756","DLL3","Vaccination",1,"Vaccination only"
"12757","DLSTP1","Vaccination",1,"Vaccination only"
"12758","DLX3","Vaccination",1,"Vaccination only"
"12759","DLX6","Vaccination",1,"Vaccination only"
"12760","DMBX1","Vaccination",1,"Vaccination only"
"12761","DMD","Vaccination",1,"Vaccination only"
"12762","DMKN","Vaccination",1,"Vaccination only"
"12763","DMRTA2","Vaccination",1,"Vaccination only"
"12764","DMRTC1B","Vaccination",1,"Vaccination only"
"12765","DNAAF3","Vaccination",1,"Vaccination only"
"12766","DNAAF4","Vaccination",1,"Vaccination only"
"12767","DNAAF8","Vaccination",1,"Vaccination only"
"12768","DNAH11","Vaccination",1,"Vaccination only"
"12769","DNAH12","Vaccination",1,"Vaccination only"
"12770","DNAH7","Vaccination",1,"Vaccination only"
"12771","DNAI4","Vaccination",1,"Vaccination only"
"12772","DNAJA1","Vaccination",1,"Vaccination only"
"12773","DNAJB1","Vaccination",1,"Vaccination only"
"12774","DNAJB7","Vaccination",1,"Vaccination only"
"12775","DNAJB8-AS1","Vaccination",1,"Vaccination only"
"12776","DNAJC22","Vaccination",1,"Vaccination only"
"12777","DNER","Vaccination",1,"Vaccination only"
"12778","DNPH1","Vaccination",1,"Vaccination only"
"12779","DNTT","Vaccination",1,"Vaccination only"
"12780","DOC2A","Vaccination",1,"Vaccination only"
"12781","DOC2B","Vaccination",1,"Vaccination only"
"12782","DOCK11P1","Vaccination",1,"Vaccination only"
"12783","DOCK6","Vaccination",1,"Vaccination only"
"12784","DOCK8-AS1","Vaccination",1,"Vaccination only"
"12785","DOK7","Vaccination",1,"Vaccination only"
"12786","DPF1","Vaccination",1,"Vaccination only"
"12787","DPP10","Vaccination",1,"Vaccination only"
"12788","DPP6","Vaccination",1,"Vaccination only"
"12789","DPYSL5","Vaccination",1,"Vaccination only"
"12790","DQX1","Vaccination",1,"Vaccination only"
"12791","DRD3","Vaccination",1,"Vaccination only"
"12792","DRD5","Vaccination",1,"Vaccination only"
"12793","DSC1","Vaccination",1,"Vaccination only"
"12794","DSC3","Vaccination",1,"Vaccination only"
"12795","DSCAML1","Vaccination",1,"Vaccination only"
"12796","DTNA","Vaccination",1,"Vaccination only"
"12797","DTNB-AS1","Vaccination",1,"Vaccination only"
"12798","DUOX1","Vaccination",1,"Vaccination only"
"12799","DUOXA1","Vaccination",1,"Vaccination only"
"12800","DUSP13","Vaccination",1,"Vaccination only"
"12801","DUSP15","Vaccination",1,"Vaccination only"
"12802","DUSP26","Vaccination",1,"Vaccination only"
"12803","DUSP4","Vaccination",1,"Vaccination only"
"12804","DUSP8","Vaccination",1,"Vaccination only"
"12805","DUX4L19","Vaccination",1,"Vaccination only"
"12806","DUX4L26","Vaccination",1,"Vaccination only"
"12807","DUX4L7","Vaccination",1,"Vaccination only"
"12808","DUX4L9","Vaccination",1,"Vaccination only"
"12809","DUXAP1","Vaccination",1,"Vaccination only"
"12810","DUXAP10","Vaccination",1,"Vaccination only"
"12811","DYNC1I1","Vaccination",1,"Vaccination only"
"12812","DYTN","Vaccination",1,"Vaccination only"
"12813","DZIP1","Vaccination",1,"Vaccination only"
"12814","E2F1","Vaccination",1,"Vaccination only"
"12815","E2F2","Vaccination",1,"Vaccination only"
"12816","E2F3-IT1","Vaccination",1,"Vaccination only"
"12817","EAF1","Vaccination",1,"Vaccination only"
"12818","EBF3","Vaccination",1,"Vaccination only"
"12819","ECEL1P3","Vaccination",1,"Vaccination only"
"12820","ECSCR","Vaccination",1,"Vaccination only"
"12821","EDA2R","Vaccination",1,"Vaccination only"
"12822","EDDM13","Vaccination",1,"Vaccination only"
"12823","EDIL3","Vaccination",1,"Vaccination only"
"12824","EDRF1-DT","Vaccination",1,"Vaccination only"
"12825","EEF1A1P11","Vaccination",1,"Vaccination only"
"12826","EEF1A1P13","Vaccination",1,"Vaccination only"
"12827","EEF1A1P14","Vaccination",1,"Vaccination only"
"12828","EEF1A1P23","Vaccination",1,"Vaccination only"
"12829","EEF1A1P3","Vaccination",1,"Vaccination only"
"12830","EEF1A1P30","Vaccination",1,"Vaccination only"
"12831","EEF1A1P38","Vaccination",1,"Vaccination only"
"12832","EEF1A1P50","Vaccination",1,"Vaccination only"
"12833","EEF1A1P9","Vaccination",1,"Vaccination only"
"12834","EEF1B2P3","Vaccination",1,"Vaccination only"
"12835","EEF1B2P7","Vaccination",1,"Vaccination only"
"12836","EEF1DP7","Vaccination",1,"Vaccination only"
"12837","EEF1GP5","Vaccination",1,"Vaccination only"
"12838","EFCAB1","Vaccination",1,"Vaccination only"
"12839","EFCAB12","Vaccination",1,"Vaccination only"
"12840","EFCAB3","Vaccination",1,"Vaccination only"
"12841","EFCAB6","Vaccination",1,"Vaccination only"
"12842","EFHC1","Vaccination",1,"Vaccination only"
"12843","EFNA2","Vaccination",1,"Vaccination only"
"12844","EGFEM1P","Vaccination",1,"Vaccination only"
"12845","EGFLAM","Vaccination",1,"Vaccination only"
"12846","EGLN2","Vaccination",1,"Vaccination only"
"12847","EGOT","Vaccination",1,"Vaccination only"
"12848","EGR4","Vaccination",1,"Vaccination only"
"12849","EHD4-AS1","Vaccination",1,"Vaccination only"
"12850","EHF","Vaccination",1,"Vaccination only"
"12851","EIF1AY","Vaccination",1,"Vaccination only"
"12852","EIF1P3","Vaccination",1,"Vaccination only"
"12853","EIF2S3B","Vaccination",1,"Vaccination only"
"12854","EIF3LP2","Vaccination",1,"Vaccination only"
"12855","EIF3LP3","Vaccination",1,"Vaccination only"
"12856","EIF4A1P2","Vaccination",1,"Vaccination only"
"12857","EIF4A1P7","Vaccination",1,"Vaccination only"
"12858","EIF4BP5","Vaccination",1,"Vaccination only"
"12859","EIF5AL1","Vaccination",1,"Vaccination only"
"12860","EIF5AP2","Vaccination",1,"Vaccination only"
"12861","ELAVL2","Vaccination",1,"Vaccination only"
"12862","ELAVL4","Vaccination",1,"Vaccination only"
"12863","ELF5","Vaccination",1,"Vaccination only"
"12864","ELFN1","Vaccination",1,"Vaccination only"
"12865","ELFN1-AS1","Vaccination",1,"Vaccination only"
"12866","ELFN2","Vaccination",1,"Vaccination only"
"12867","ELL","Vaccination",1,"Vaccination only"
"12868","ELL2","Vaccination",1,"Vaccination only"
"12869","ELMO1-AS1","Vaccination",1,"Vaccination only"
"12870","ELMOD1","Vaccination",1,"Vaccination only"
"12871","ELN","Vaccination",1,"Vaccination only"
"12872","ELOA2","Vaccination",1,"Vaccination only"
"12873","EMCN","Vaccination",1,"Vaccination only"
"12874","EME1","Vaccination",1,"Vaccination only"
"12875","EME2","Vaccination",1,"Vaccination only"
"12876","EMILIN2","Vaccination",1,"Vaccination only"
"12877","EML1","Vaccination",1,"Vaccination only"
"12878","EMP2P1","Vaccination",1,"Vaccination only"
"12879","EMX2","Vaccination",1,"Vaccination only"
"12880","EN1","Vaccination",1,"Vaccination only"
"12881","EN2","Vaccination",1,"Vaccination only"
"12882","ENDOG","Vaccination",1,"Vaccination only"
"12883","ENO1-AS1","Vaccination",1,"Vaccination only"
"12884","ENPEP","Vaccination",1,"Vaccination only"
"12885","ENPP5","Vaccination",1,"Vaccination only"
"12886","ENSG00000225986","Vaccination",1,"Vaccination only"
"12887","ENSG00000228906","Vaccination",1,"Vaccination only"
"12888","ENSG00000256045","Vaccination",1,"Vaccination only"
"12889","ENSG00000263464","Vaccination",1,"Vaccination only"
"12890","ENSG00000272196","Vaccination",1,"Vaccination only"
"12891","ENSG00000277050","Vaccination",1,"Vaccination only"
"12892","ENSG00000277203","Vaccination",1,"Vaccination only"
"12893","ENTPD3","Vaccination",1,"Vaccination only"
"12894","ENTPD8","Vaccination",1,"Vaccination only"
"12895","ENTREP1","Vaccination",1,"Vaccination only"
"12896","EPB41L4B","Vaccination",1,"Vaccination only"
"12897","EPGN","Vaccination",1,"Vaccination only"
"12898","EPHA3","Vaccination",1,"Vaccination only"
"12899","EPHA5","Vaccination",1,"Vaccination only"
"12900","EPHA6","Vaccination",1,"Vaccination only"
"12901","EPIC1","Vaccination",1,"Vaccination only"
"12902","EPN3","Vaccination",1,"Vaccination only"
"12903","EPPIN","Vaccination",1,"Vaccination only"
"12904","EPS15P1","Vaccination",1,"Vaccination only"
"12905","EPS8L1","Vaccination",1,"Vaccination only"
"12906","ERBB4","Vaccination",1,"Vaccination only"
"12907","ERG","Vaccination",1,"Vaccination only"
"12908","ERICH5","Vaccination",1,"Vaccination only"
"12909","ERICH6B","Vaccination",1,"Vaccination only"
"12910","ERMN","Vaccination",1,"Vaccination only"
"12911","ERN2","Vaccination",1,"Vaccination only"
"12912","ERRFI1","Vaccination",1,"Vaccination only"
"12913","ERVFRD-1","Vaccination",1,"Vaccination only"
"12914","ERVH48-1","Vaccination",1,"Vaccination only"
"12915","ERVV-2","Vaccination",1,"Vaccination only"
"12916","ERVW-1","Vaccination",1,"Vaccination only"
"12917","ESAM","Vaccination",1,"Vaccination only"
"12918","ESPN","Vaccination",1,"Vaccination only"
"12919","ESPNP","Vaccination",1,"Vaccination only"
"12920","ESRP1","Vaccination",1,"Vaccination only"
"12921","ESRRG","Vaccination",1,"Vaccination only"
"12922","ESYT3","Vaccination",1,"Vaccination only"
"12923","ETNPPL","Vaccination",1,"Vaccination only"
"12924","ETV1","Vaccination",1,"Vaccination only"
"12925","EVA1A","Vaccination",1,"Vaccination only"
"12926","EVA1B","Vaccination",1,"Vaccination only"
"12927","EXOC5P1","Vaccination",1,"Vaccination only"
"12928","EXTL1","Vaccination",1,"Vaccination only"
"12929","EYA2","Vaccination",1,"Vaccination only"
"12930","EYS","Vaccination",1,"Vaccination only"
"12931","F13A1","Vaccination",1,"Vaccination only"
"12932","F2RL3","Vaccination",1,"Vaccination only"
